Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
846	2994.13	3.53917	173.903	0.205559	94.9478	0.112231	2994.13	173.903	11.943	0.014117	20.1483	0.0238159	30500	55848	26281	27148	17228	904	14501
739	57.3225	0.0775677	153.48	0.207687	139.413	0.188651	57.3225	153.48	1.94065	0.00262605	26.7684	0.0362225	1678980	1149124	1627614	120419	119990	1198	14010
1313	727.104	0.553773	319.164	0.24308	764.007	0.581879	727.104	319.164	190.512	0.145097	258.089	0.196565	4645	167110	26173	13442	0	1932	8423
929	451.951	0.486492	376.849	0.40565	90.1663	0.0970574	451.951	376.849	14.5111	0.0156201	0	0	89030	129167	80838	5669	4369	3448	0
1294	396.288	0.306251	93.1324	0.0719725	221.877	0.171466	396.288	93.1324	2.1887	0.00169142	9.88223	0.00763696	59640	390911	23874	24035	24045	9335	7023
624	249.207	0.39937	266.303	0.426767	0	0	249.207	266.303	13.7888	0.0220975	37.8499	0.0606569	11023	1013906	1252	2161	1141	1535	21833
1621	741.217	0.457259	975.81	0.60198	178.981	0.110414	741.217	975.81	44.4452	0.0274184	44.2782	0.0273153	331944	53532	130761	6340	5130	123	32038
1264	0	0	150.597	0.119143	0	0	0	150.597	2.1887	0.00173156	0	0	1056	174344	49431	51158	30367	360	4481
486	55.2747	0.113734	0	0	0	0	55.2747	0	10.1264	0.0208362	6.04447	0.0124372	107171	109217	60800	3814	3822	2561	28569
1433	141.597	0.0988115	237.804	0.165948	0	0	141.597	237.804	6.12106	0.0042715	1.91888	0.00133906	598701	660547	590660	617775	1375	956	0
786	4.401	0.00559924	101.055	0.128569	0	0	4.401	101.055	4.27526	0.00543926	14.3916	0.0183099	460595	1304149	425837	120987	20074	0	0
645	74.4763	0.115467	118.892	0.184329	0	0	74.4763	118.892	4.68382	0.00726174	0	0	1314893	111387	110325	35557	17926	246	0
976	0	0	0	0	0	0	0	0	0	0	0	0	5559408	4003078	3595545	3599287	2743587	3596520	3335369
1808	2123.82	1.17468	137.717	0.0761709	0	0	2123.82	137.717	70.1114	0.0387784	50.7544	0.0280721	18394	37095	9713	4133	513	0	0
1013	0	0	406.233	0.40102	110.951	0.109527	0	406.233	15.1166	0.0149226	30.3663	0.0299766	910049	437786	229182	30322	30322	1197	14276
3309	307.713	0.0929927	856.817	0.258935	330.937	0.100011	307.713	856.817	93.1584	0.028153	413.519	0.124968	100652	813945	86694	19830	10470	6616	8374
482	202.853	0.420857	308.822	0.640709	66.1444	0.137229	202.853	308.822	1.64882	0.00342079	0	0	1213878	243134	1157759	832873	13053	11020	0
817	173.802	0.212732	820.627	1.00444	0	0	173.802	820.627	17.889	0.0218959	16.8861	0.0206685	259337	361710	264290	63897	29951	1825	2997645
479	303.696	0.634021	379.511	0.792298	23.7812	0.0496476	303.696	379.511	7.43428	0.0155204	18.3253	0.0382574	0	109522	2399	3456	3456	2850	0
375	111.807	0.298152	1085.26	2.89404	752.997	2.00799	111.807	1085.26	55.0823	0.146886	13.1923	0.0351795	439678	31943	272236	104425	4076	1791	53798
794	0	0	285.56	0.359647	54.4904	0.0686277	0	285.56	12.8987	0.0162452	14.3916	0.0181254	671879	15956	207002	43485	32868	7651	41530
852	70.4624	0.0827023	179.388	0.21055	0	0	70.4624	179.388	9.48436	0.0111319	13.4322	0.0157654	16310	22501	227750	88164	58113	4070	2755
711	118.126	0.16614	239.272	0.336529	95.0178	0.13364	118.126	239.272	5.65413	0.00795237	6.76405	0.00951343	3024964	3102789	2720942	551075	27588	25024	14289
2507	808.563	0.322522	1466.37	0.58491	535.366	0.213549	808.563	1466.37	26.8189	0.0106976	29.7426	0.0118638	41176	1842766	15692	15685	15705	2512	8460
487	101.141	0.207681	41.6123	0.0854463	0	0	101.141	41.6123	5.20181	0.0106813	22.0671	0.0453124	457285	7944	132128	964	1004	7426	2718
1657	201.334	0.121505	0	0	0	0	201.334	0	18.7572	0.01132	43.0789	0.0259981	240194	3255	13156	43936	1156	177	0
567	284.973	0.502597	705.741	1.24469	270.045	0.476269	284.973	705.741	7.49994	0.0132274	10.362	0.018275	1030407	225743	304901	117613	7651	1880	2921
3132	0	0	0	0	0	0	0	0	0	0	6.71608	0.00214434	257842	146238	261963	138263	5266	16788	11493
767	78.4676	0.102305	0.9896	0.00129022	0	0	78.4676	0.9896	7.41969	0.00967365	5.51678	0.00719267	224609	107870	401132	35104	35052	19403	37135
1087	69.9987	0.0643962	104.014	0.0956892	0	0	69.9987	104.014	209.802	0.19301	132.978	0.122335	29445	33202	106152	49007	32547	2664	9762
677	0	0	0	0	0	0	0	0	4.33362	0.00640121	11.0336	0.0162977	3842651	8005968	2173161	773541	660	4238	3
736	365.946	0.497209	217.969	0.296154	110.951	0.150749	365.946	217.969	8.62346	0.0117167	6.71608	0.00912511	0	59713	10710	21246	10603	1937	15091
1200	7528.5	6.27375	307.076	0.255897	255.278	0.212732	7528.5	307.076	37.0766	0.0308971	61.4042	0.0511701	97072	155036	91272	85866	29905	0	18680
1235	9112.44	7.3785	237.785	0.192538	151.307	0.122516	9112.44	237.785	111.244	0.0900764	68.0243	0.0550804	544726	710069	416890	416914	140755	416700	483270
1345	1462.33	1.08724	572.11	0.425361	129.051	0.0959485	1462.33	572.11	27.1253	0.0201675	14.3916	0.0107001	22129	281870	4615	4895	4935	3369	0
617	0	0	1497.52	2.42709	56.7995	0.0920576	0	1497.52	4.56709	0.00740209	14.6794	0.0237916	139675	862163	127940	129075	26935	9897	0
551	77.9424	0.141456	503.435	0.913674	0	0	77.9424	503.435	1.16731	0.00211852	14.3916	0.0261191	2865521	2709349	2734700	301192	35393	5321	1217
883	584.026	0.661412	1132.15	1.28217	252.051	0.285448	584.026	1132.15	36.3251	0.0411383	63.1791	0.0715505	162181	2498	32771	33034	8681	2843	0
1084	168.891	0.155803	140.67	0.129769	78.8135	0.0727062	168.891	140.67	7.55831	0.00697261	7.67552	0.00708074	2321490	2399315	2017468	1254676	19188	733	6767
758	146.887	0.193782	166.148	0.219193	105.595	0.139307	146.887	166.148	7.0768	0.00933614	13.0484	0.0172142	3557	487997	5887	9412	1617	3926	5872
393	105.738	0.269053	0	0	0	0	105.738	0	4.57438	0.0116396	1.72699	0.00439438	2773006	707221	363148	41259	40708	12175	10000
1319	211.477	0.160331	48.5477	0.0368065	161.203	0.122216	211.477	48.5477	8.95908	0.00679233	9.9302	0.00752859	308022	2730	80391	4723	4723	2428	7879
624	0	0	0	0	0	0	0	0	0	0	0	0	27994	35012	14226	30020	6357	0	547
599	0	0	0	0	0	0	0	0	0.817115	0.00136413	0	0	990	225226	14847	15756	11256	5276	2809
1064	173.127	0.162713	0	0	49.1324	0.0461771	173.127	0	9.42599	0.00885901	38.5695	0.0362495	332521	50800	51020	26712	1489	0	0
1006	1005.84	0.999839	293.572	0.291821	95.1107	0.0945435	1005.84	293.572	43.8907	0.043629	54.88	0.0545527	837	527135	27798	28711	6231	4910	0
2069	1031.66	0.498625	2704.52	1.30716	281.118	0.135871	1031.66	2704.52	43.5916	0.0210689	34.4919	0.0166708	2749642	2771518	34508	18581	11402	0	18383
578	199.492	0.345142	212.244	0.367205	0	0	199.492	212.244	3.21009	0.00555379	0	0	33698	601627	24412	25023	25023	1373	16670
364	164.081	0.450772	919.838	2.52703	0	0	164.081	919.838	7.44158	0.0204439	5.18098	0.0142335	19722	7716	10827	16095	895	147	0
353	0	0	72.2829	0.204767	0	0	0	72.2829	1.0068	0.00285212	0	0	734061	41591	20235	82094	14847	1470	5963
519	0	0	38.64	0.0744509	0	0	0	38.64	5.78546	0.0111473	0.23986	0.000462158	295124	147116	182133	46039	46054	2832	17079
736	254.19	0.345366	982.487	1.3349	122.203	0.166037	254.19	982.487	13.176	0.0179021	7.77146	0.0105591	85566	4684089	18640	19112	19132	33385	3249
464	0	0	0	0	0	0	0	0	0	0	0	0	492	90036	28678	29829	29789	4774	0
682	340.724	0.499595	89.3969	0.13108	0	0	340.724	89.3969	7.5729	0.011104	6.71608	0.00984762	11375	539187	6309	6645	6105	5862	7326
1004	377.893	0.376387	237.811	0.236864	107.007	0.106581	377.893	237.811	14.6935	0.0146349	59.6772	0.0594394	0	75915	0	1822	0	1283	9537
975	105.738	0.108449	373.539	0.383117	0	0	105.738	373.539	7.98876	0.0081936	6.71608	0.00688829	1352350	1359211	46825	1216960	10424	47955	522496
7117	5067.26	0.711994	4211.5	0.591752	1228.16	0.172567	5067.26	4211.5	730.348	0.10262	673.959	0.094697	841713	291301	4618	5408	4137	6578	42224
1294	305.23	0.235881	118.892	0.0918798	94.8073	0.0732668	305.23	118.892	7.64586	0.0059087	6.71608	0.00519017	630720	1408585	164859	76159	10946	23148	0
1218	0	0	0	0	0	0	0	0	0	0	0	0	1857645	751824	916656	917053	20546	1380	6577
1968	129.693	0.0659009	343.502	0.174544	76.7691	0.0390087	129.693	343.502	7.0768	0.00359593	7.67552	0.00390016	706863	432433	722118	52202	104041	3919	12558
550	624.96	1.13629	0	0	0	0	624.96	0	6.82145	0.0124026	8.3951	0.0152638	764962	3695340	646518	690987	25992	11086	10457
1033	0	0	253.073	0.244989	0	0	0	253.073	4.3774	0.00423756	23.5063	0.0227554	3887	78720	26473	17474	4708	4820	8612
1175	116.31	0.0989876	306.571	0.260912	37.4904	0.0319067	116.31	306.571	19.4356	0.016541	44.1343	0.0375611	12317	48056	25361	16883	16883	755	0
375	177.955	0.474546	74.531	0.198749	31.7861	0.084763	177.955	74.531	47.5313	0.12675	87.5489	0.233464	387649	26297	24996	56128	22926	10	23701
429	253.46	0.590815	184.165	0.429289	64.7822	0.151007	253.46	184.165	3.54569	0.00826502	0.287832	0.000670937	108426	16713	83612	72584	2898	3558	2646
601	102.543	0.170621	144.376	0.240226	45.4843	0.0756811	102.543	144.376	6.76308	0.011253	0	0	1570906	1958751	1150109	1005452	157607	16174	24940
685	168.334	0.245743	43.7948	0.0639339	110.951	0.161972	168.334	43.7948	122.341	0.1786	33.1007	0.0483222	1014390	866273	948849	856294	71975	4470	0
2551	0	0	0	0	0	0	0	0	21.7411	0.00852258	38.3776	0.0150441	306415	216685	166806	139565	2261	2645	3488
704	211.476	0.300392	0	0	0	0	211.476	0	3.1955	0.00453907	6.71608	0.00953989	7735	246073	0	246	266	130	19272
432	114.932	0.266047	475.602	1.10093	0	0	114.932	475.602	11.5417	0.026717	14.3916	0.0333139	808985	2155288	345268	512233	206244	893	0
4013	0	0	0	0	0	0	0	0	0	0	0	0	1588103	4223373	1363357	649657	47843	15050	2921
1426	1011.8	0.709537	1945.7	1.36445	102.619	0.0719631	1011.8	1945.7	18.4289	0.0129235	26.8643	0.0188389	1195264	1452289	1184342	480120	80549	0	0
607	0	0	0	0	85.7002	0.141186	0	0	2.1887	0.00360576	15.1112	0.0248949	2334528	2711873	161247	120778	119958	11135	2494
421	0	0	0	0	0	0	0	0	0	0	0	0	379384	157087	308264	102622	81382	81335	4587
383	0	0	0	0	0	0	0	0	2.93286	0.00765759	0	0	178489	23983	165791	1290	1283	1244	1179
1815	2303.4	1.26909	304.247	0.167629	419.701	0.23124	2303.4	304.247	51.916	0.0286038	56.3671	0.0310563	87866	229337	177621	93871	60711	238	15597
653	134.193	0.205502	322.463	0.493818	5.31024	0.00813207	134.193	322.463	8.79128	0.0134629	35.6912	0.0546572	873172	203568	831891	298644	59071	830	1775
793	129.119	0.162823	82.4664	0.103993	75.5783	0.0953068	129.119	82.4664	33.8519	0.0426884	62.1237	0.0783402	470521	313046	14272	45888	13828	3438	0
3987	376.606	0.0944585	403.111	0.101106	364.469	0.0914145	376.606	403.111	35.7998	0.00897914	87.453	0.0219345	377056	22214	143243	255204	54301	11574	5546
948	167.267	0.176442	470.232	0.496026	35.5215	0.03747	167.267	470.232	17.1302	0.0180699	17.7496	0.0187233	1583788	1876283	648177	648553	77990	1724	0
650	0	0	356.705	0.548778	0	0	0	356.705	7.83555	0.0120547	14.3916	0.0221409	320622	412243	4164	69892	4245	2491	40373
5790	1424.85	0.246088	1330.48	0.22979	593.57	0.102516	1424.85	1330.48	371.072	0.0640885	746.636	0.128953	168419	384247	157472	157472	63478	6141	12111
722	712.583	0.986957	967.06	1.33942	110.951	0.153672	712.583	967.06	9.19253	0.012732	22.0671	0.0305639	3728	97475	8472	7759	7739	582	13748
5385	0	0	0	0	0	0	0	0	0	0	0	0	1660595	1570450	237094	236871	12831	34787	3173
902	508.111	0.563316	912.405	1.01154	441.497	0.489464	508.111	912.405	8.14196	0.00902656	28.3035	0.0313786	346948	1130143	342240	324439	18536	19556	23547
804	0	0	0	0	0	0	0	0	0	0	0	0	5353767	6378763	5083073	5083300	3943789	3876578	2821405
527	261.128	0.495498	42.6031	0.0808408	0	0	261.128	42.6031	3.41437	0.00647888	8.587	0.0162941	156441	22599	19339	20092	20032	223	0
890	957.759	1.07613	97.3338	0.109364	0	0	957.759	97.3338	13.6429	0.0153291	39.3371	0.044199	197210	35293	768	1833	1613	1078	15551
631	0	0	118.892	0.188419	0	0	0	118.892	1.02139	0.00161869	0	0	10363	37725	25124	8288	8288	4076	0
742	45.7702	0.0616849	223.545	0.301274	54.9522	0.0740596	45.7702	223.545	2.72128	0.00366749	8.10727	0.0109262	1364452	1014790	978125	746854	33070	2068	2597
606	111.679	0.184289	134.23	0.221502	0	0	111.679	134.23	8.48486	0.0140014	10.314	0.0170198	1072715	670301	247906	248326	7329	729	9113
1650	0	0	62.6048	0.0379423	58.6468	0.0355435	0	62.6048	19.5524	0.0118499	56.607	0.0343072	744771	544344	807215	134056	33134	3216	0
515	119.275	0.231601	0	0	139.344	0.270572	119.275	0	9.65217	0.0187421	0	0	4340102	5039788	116221	757441	31965	294	4952
656	557.753	0.850233	114.426	0.174429	0	0	557.753	114.426	10.8268	0.0165042	21.6833	0.0330539	61445	24639	13227	12868	13153	1170	1017
1487	100.221	0.0673982	118.892	0.0799545	0	0	100.221	118.892	6.44936	0.00433717	24.1299	0.0162272	33316	404540	52683	37522	4300	1837	5297
892	532.696	0.597192	965.826	1.08276	413.473	0.463535	532.696	965.826	25.3306	0.0283975	28.7832	0.0322682	621794	963586	502088	414311	20547	0	10322
1177	0	0	0	0	0	0	0	0	0.0802524	6.82e-05	21.1077	0.0179335	864192	1267839	463132	143086	10071	2708	20194
993	0	0	69.3361	0.0698249	928.488	0.935033	0	69.3361	51.9452	0.0523113	143.58	0.144592	233675	287931	111330	111817	75357	61833	12590
475	20.2446	0.0426202	0	0	0	0	20.2446	0	2.65562	0.00559078	0	0	281263	261975	116849	47052	2088	46988	0
792	1974.48	2.49303	105.865	0.133668	318.202	0.40177	1974.48	105.865	26.3665	0.0332911	34.0601	0.0430052	2504903	2332255	2516168	1988505	863106	239516	37223
917	105.738	0.115309	635.688	0.693226	289.977	0.316224	105.738	635.688	19.9245	0.0217279	65.2419	0.0711471	212002	55569	245978	232145	1771	1661	0
773	150.525	0.194728	58.8881	0.0761812	221.891	0.287051	150.525	58.8881	10.7976	0.0139684	14.2477	0.0184317	113947	329519	0	0	0	266	0
5860	2097.58	0.357949	2446.87	0.417555	902.216	0.153962	2097.58	2446.87	51.6533	0.00881456	86.3496	0.0147354	149005	3942	40602	40872	17219	4812	502
536	54.0478	0.100835	106.671	0.199013	58.6278	0.10938	54.0478	106.671	8.52134	0.015898	11.8011	0.022017	0	67596	0	4280	3559	999	5682
896	0	0	0	0	0	0	0	0	0	0	0	0	233947	1135826	209501	53058	15800	34776	0
685	0	0	0	0	0	0	0	0	0	0	0	0	1489209	242068	176078	30418	30324	1319	3521
2372	3167.42	1.33534	239.788	0.101091	2647.29	1.11606	3167.42	239.788	884.286	0.372802	846.275	0.356777	317896	10384	44870	45372	14253	1772	3674
1348	736.615	0.54645	447.517	0.331986	4172.21	3.09511	736.615	447.517	131.964	0.0978962	263.174	0.195233	63547	1515500	0	827	847	0	43013
254	0	0	0	0	0	0	0	0	0.642019	0.00252763	2.30266	0.00906558	26639	5410	3053	15019	1055	1617	1069843
1453	179.904	0.123816	535.448	0.368512	177.307	0.122029	179.904	535.448	15.1166	0.0104037	22.0671	0.0151873	10153759	10125974	3108718	2821710	2819184	1381139	3214514
814	46.8925	0.0576074	805.935	0.990092	93.1689	0.114458	46.8925	805.935	9.15606	0.0112482	10.9856	0.0134958	160106	4001222	163069	165626	114086	20199	18701
986	148.953	0.151067	0	0	84.5562	0.0857568	148.953	0	6.43478	0.00652614	44.3261	0.0449555	358734	113719	66704	39908	17606	10807	5646
1577	0	0	0	0	0	0	0	0	0	0	0	0	23633	4565831	19107	19036	6004	19298	0
745	295.064	0.396059	66.3067	0.0890022	66.2668	0.0889488	295.064	66.3067	8.83506	0.0118591	15.447	0.0207342	797152	74922	83814	138088	5399	1230	751
1360	98.3822	0.0723399	446.86	0.328574	110.951	0.0815817	98.3822	446.86	21.0845	0.0155033	37.4182	0.0275134	689518	847251	577204	376532	4628	7141	7934
787	11.953	0.015188	0	0	305.293	0.38792	11.953	0	7.17163	0.00911262	0	0	476282	2102191	361112	187968	15758	93	0
1854	752.522	0.405891	3357.87	1.81115	458.727	0.247425	752.522	3357.87	35.3183	0.0190498	36.4587	0.0196649	1241375	3523	235781	47585	42337	7010	0
1543	4652.9	3.01549	623.846	0.404307	196798	127.542	4652.9	623.846	1790.34	1.1603	739.824	0.479471	29252	4012	2682	27576	1915	1850	0
765	95.5536	0.124907	354.208	0.463017	102.534	0.134032	95.5536	354.208	3.77915	0.00494007	8.87482	0.0116011	3250557	483637	629155	452142	339517	351683	672183
1195	229.866	0.192356	1419.23	1.18764	364.609	0.305112	229.866	1419.23	12.1108	0.0101346	22.0671	0.0184662	445810	591803	464472	355021	13682	17773	0
1595	513.097	0.321691	1164.93	0.730366	441.462	0.276779	513.097	1164.93	20.1287	0.0126199	60.2049	0.037746	344642	193235	35301	18977	9828	3223	8901
1264	913.271	0.722525	838.943	0.663721	76.3646	0.0604151	913.271	838.943	829.08	0.655918	489.314	0.387116	1133804	1305699	135163	135618	135618	6544	0
706	259.792	0.367977	333.115	0.471834	0	0	259.792	333.115	6.5661	0.00930042	28.7832	0.0407694	37809	72982	17806	18621	6361	0	6929
1714	56.3638	0.0328844	1270.72	0.74138	332.826	0.194181	56.3638	1270.72	25.637	0.0149574	42.2154	0.0246297	664568	508	227825	185915	60536	436	0
570	151.304	0.265445	0	0	44.7936	0.0785853	151.304	0	6.78497	0.0119035	13.1923	0.0231444	1398	92158	0	127	127	0	1537
724	118.644	0.163872	315.943	0.436385	113.992	0.157448	118.644	315.943	59.6493	0.0823886	62.5555	0.0864026	11626	212118	85018	87557	33127	355	2031
513	0	0	348.778	0.67988	0	0	0	348.778	1.16731	0.00227545	2.63846	0.0051432	0	30601	30026	12811	12811	11539	23378
652	184.467	0.282925	94.0948	0.144317	1843.04	2.82675	184.467	94.0948	11.6439	0.0178587	36.6506	0.0562126	5882896	7248234	5918443	5918685	5613457	5492766	4325141
509	337.568	0.663198	903.841	1.77572	0	0	337.568	903.841	5.07049	0.00996166	14.3916	0.0282743	29462	119383	4027	3118	3131	3008	18492
2542	1297.88	0.510573	4870.04	1.91583	864.458	0.34007	1297.88	4870.04	38.3898	0.0151022	50.8503	0.0200041	2138078	1022481	1958300	143632	95933	16045	9866
803	0	0	162.486	0.202349	221.88	0.276313	0	162.486	10.783	0.0134284	31.8054	0.0396083	33964	220438	96496	1908	1928	1944	12946
822	143.277	0.174302	457.107	0.556091	90.9499	0.110645	143.277	457.107	16.1526	0.0196504	13.4322	0.0163408	47282	167354	26659	20940	17193	0	8921
808	334.856	0.414425	174.342	0.215769	118.052	0.146104	334.856	174.342	27.0523	0.0334806	31.6615	0.0391851	152710	462512	104106	14817	14790	1859	9691
1438	0	0	12.88	0.00895689	0	0	0	12.88	6.53691	0.00454584	6.71608	0.00467043	442840	33671	144081	126333	28399	6165	7405
3251	5860.04	1.80254	912.041	0.280542	814.403	0.250509	5860.04	912.041	60.0871	0.0184826	131.443	0.0404317	1676563	3899280	752956	410110	33564	13434	0
751	180.088	0.239798	128.532	0.171147	0	0	180.088	128.532	10.6663	0.0142027	6.71608	0.00894285	543214	7671	325567	159896	8177	7801	3904
676	1005.09	1.48682	561.068	0.829982	87896.1	130.024	1005.09	561.068	1075.44	1.59089	521.744	0.77181	106470	45069	142172	143616	7466	15571	16934
903	234.285	0.259452	320.861	0.355328	78.8965	0.0873716	234.285	320.861	12.3807	0.0137107	2.15874	0.00239063	433301	65670	421211	143572	9956	13652	126688
1165	313.438	0.269046	242.875	0.208477	86.5266	0.0742717	313.438	242.875	10.8851	0.00934345	16.9821	0.0145769	37242	747530	6912	12438	12438	1116	13223
459	290.171	0.632181	673.594	1.46752	52.3147	0.113975	290.171	673.594	11.5126	0.0250818	8.63496	0.0188125	1640962	1539665	1052282	518868	55371	6430	16206
872	341.688	0.391844	1247.7	1.43085	257.123	0.294865	341.688	1247.7	13.8326	0.0158631	23.3144	0.0267367	192147	169893	31089	56361	19344	946	0
620	0	0	0	0	0	0	0	0	0	0	6.71608	0.0108324	350	23072	0	620	0	0	0
1627	5621.66	3.45523	296.58	0.182286	377.822	0.23222	5621.66	296.58	36.8285	0.0226358	78.6741	0.0483553	33795	6815	57875	58726	21635	1295	0
979	789.437	0.80637	1446.58	1.47761	50.5199	0.0516035	789.437	1446.58	40.5201	0.0413893	0	0	1264420	3592039	101009	101648	29361	183	4419
2220	387.171	0.174401	1059.09	0.477067	227.75	0.10259	387.171	1059.09	28.5698	0.0128693	53.153	0.0239428	227376	980118	212999	38900	13783	2661	938
533	487.619	0.914857	133.42	0.25032	442.456	0.830123	487.619	133.42	11.1916	0.0209973	0	0	12394	173095	1023	2075	2696	1314	19083
1283	426.043	0.332068	87.8703	0.0684881	84.6222	0.0659565	426.043	87.8703	10.3161	0.00804058	6.71608	0.00523467	1198743	846892	223669	76421	76441	4891	49114
624	616.107	0.987351	746.137	1.19573	51.4248	0.0824115	616.107	746.137	5.31124	0.0085116	14.3916	0.0230635	2205078	249841	893971	92918	45272	14276	925
368	55.1953	0.149987	47.9978	0.130429	0	0	55.1953	47.9978	6.09918	0.0165738	0.383776	0.00104287	74571	509272	49136	1554	1274	960	13067
511	98.0064	0.191793	150.597	0.29471	0	0	98.0064	150.597	8.01793	0.0156907	0	0	1290746	4703582	1270317	56019	45868	369	0
874	0	0	0	0	0	0	0	0	7.14245	0.00817214	28.3994	0.0324936	83115	367098	54651	14744	14744	1207	30143
1270	246.159	0.193826	1148.92	0.904659	173.825	0.13687	246.159	1148.92	24.2946	0.0191296	8.92279	0.00702582	1551500	65359	50827	12408	12535	139	14356
579	604.991	1.04489	105.006	0.181358	526.275	0.908937	604.991	105.006	41.8917	0.0723518	35.5473	0.0613942	28195	75828	24640	26045	14216	1490	16126
581	0	0	0	0	22.1902	0.0381931	0	0	0.802524	0.00138128	4.31748	0.00743112	5646057	22085538	130813	5299577	130170	184829	0
814	176.04	0.216266	67.5498	0.082985	0	0	176.04	67.5498	4.22419	0.00518942	4.74923	0.00583443	592258	166384	59968	37224	20752	2300	24393
770	216.073	0.280614	594.495	0.772072	267.801	0.347793	216.073	594.495	7.95228	0.0103276	0	0	544457	29152	37018	37142	37342	1773	27930
1109	148.953	0.134313	39.6308	0.0357356	0	0	148.953	39.6308	6.51503	0.00587469	24.082	0.021715	345358	480340	372992	56756	4488	12828	0
455	203.989	0.448328	334.356	0.734848	499.051	1.09681	203.989	334.356	79.997	0.175818	77.4748	0.170274	3794887	793152	38940	64658	25487	1935	0
640	942.554	1.47274	118.892	0.185769	84.2528	0.131645	942.554	118.892	13.424	0.020975	13.72	0.0214375	517135	3274847	12394	67716	67676	3968	14207
1761	339.142	0.192585	2740.61	1.55628	480.182	0.272675	339.142	2740.61	21.5879	0.0122589	22.0671	0.012531	343099	679730	143167	137682	125519	2628	26827
531	151.711	0.285708	218.426	0.411349	263.671	0.496555	151.711	218.426	17.0573	0.0321229	13.4322	0.025296	613472	7812	7924	199440	8110	870	2571
621	38.8073	0.0624917	197.132	0.317444	85.2434	0.137268	38.8073	197.132	5.17992	0.00834126	5.37286	0.00865196	15492	235737	18742	47045	18738	778	0
678	355.65	0.524557	185.958	0.274274	985.679	1.4538	355.65	185.958	119.642	0.176463	77.6667	0.114553	361713	15407856	324048	2915	2895	4562	5841
1131	286.571	0.253379	0	0	73.9158	0.0653544	286.571	0	21.0261	0.0185907	19.7165	0.0174328	600671	2038027	28556	3277	3297	2750	3848
602	348.569	0.579018	768.912	1.27726	107.998	0.179398	348.569	768.912	9.14876	0.0151973	30.6062	0.0508408	129	15063	7619	2408	2438	2382	0
614	0	0	118.796	0.193479	21.9895	0.0358136	0	118.796	2.55348	0.00415877	7.67552	0.0125008	0	132391	0	86	0	0	0
563	105.738	0.187812	118.892	0.211177	22.1902	0.0394142	105.738	118.892	3.29764	0.00585726	22.0671	0.0391956	634562	3992473	136207	195699	45256	3758	0
879	78.1541	0.0889125	1.237	0.00140728	96.3202	0.109579	78.1541	1.237	10.9289	0.0124333	15.3511	0.0174642	594953	4142546	574524	601791	41243	1760	14131
622	212.29	0.341303	444.438	0.714531	1.38528	0.00222714	212.29	444.438	2.38568	0.0038355	7.67552	0.0123401	2152295	939858	606373	436058	126991	3008	0
1066	359.333	0.337085	621.322	0.582854	168.984	0.158521	359.333	621.322	17.0427	0.0159875	23.6022	0.0221409	310199	109772	372643	137890	26561	117	16867
574	270.493	0.471242	347.189	0.60486	15.6998	0.0273516	270.493	347.189	6.01163	0.0104732	5.75664	0.010029	708669	377536	87929	29348	15082	8081	0
1086	392.602	0.361512	920.109	0.847246	0	0	392.602	920.109	9.5865	0.00882735	13.3362	0.0122801	175063	501593	101101	23511	7510	406	0
656	168.23	0.256448	19.7932	0.0301726	19.163	0.029212	168.23	19.7932	36.1646	0.055129	72.9654	0.111228	227342	1231393	11937	74250	12170	504	3527
1247	211.476	0.169588	10.8985	0.00873975	0	0	211.476	10.8985	18.8228	0.0150945	34.252	0.0274675	756898	5154680	247095	66810	26396	30025	10092
579	0	0	0	0	0	0	0	0	1.88958	0.00326352	6.23636	0.0107709	257891	440896	48910	443636	197164	77270	0
645	156.671	0.2429	70.1118	0.108701	0	0	156.671	70.1118	3.07877	0.00477329	0	0	348814	37679	382342	28727	28727	9318	3514
1705	266.978	0.156585	1445.27	0.847665	202.123	0.118547	266.978	1445.27	28.5261	0.0167308	44.1822	0.0259133	779832	9340	289978	20121	12281	249	6279
708	253.031	0.357389	539.276	0.761689	89.8114	0.126852	253.031	539.276	19.246	0.0271836	30.3183	0.0428225	288462	38546	96618	6136	6116	0	0
443	11.0335	0.0249064	31.7046	0.071568	0	0	11.0335	31.7046	5.35502	0.0120881	0	0	91439	501830	11861	11785	5885	5707	9383
1700	0	0	0	0	79.7019	0.0468835	0	0	0	0	22.0671	0.0129807	141232	119710	9039	9573	9573	5951	152429
503	155.366	0.308879	1139.33	2.26506	12.9301	0.025706	155.366	1139.33	5.42067	0.0107767	0	0	6784054	7106205	6775304	6776518	6306998	6332047	3689844
1219	476.636	0.391006	954.577	0.783082	96.2027	0.0789193	476.636	954.577	17.8525	0.0146452	12.3768	0.0101532	95638	46437	3902	4137	1510	3942	0
598	0	0	197.165	0.329708	0	0	0	197.165	3.58946	0.00600245	1.15133	0.0019253	2760473	5267	139071	5603	4023	967	182099
