Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
1449	87.0344	0.0600651	0	0	88.3655	0.0609838	87.0344	0	7.29567	0.00503497	87.3091	0.0602547	398204	76501	265716	41353	27979	3661	4492
779	1.3203	0.00169487	158.887	0.203963	0	0	1.3203	158.887	10.0242	0.0128681	6.71608	0.00862141	5009385	21448866	764865	4662905	254185	3650	528245
862	0	0	187.827	0.217896	110.966	0.12873	0	187.827	24.3019	0.0281924	16.2625	0.018866	591927	289934	121871	35230	9663	735	97115
1129	485.803	0.430295	443.557	0.392876	324.167	0.287127	485.803	443.557	8.12737	0.00719873	24.4177	0.0216278	3939	1265618	23155	10440	6499	5397	3067
578	230.733	0.399193	367.082	0.635089	0	0	230.733	367.082	5.69062	0.00984537	6.71608	0.0116195	0	75592	6740	9027	7707	5593	364
736	299.508	0.406941	172.692	0.234636	91.8408	0.124784	299.508	172.692	16.4882	0.0224025	47.7801	0.0649187	1578271	2426107	1691810	1039742	190514	2423	0
1513	525.642	0.347417	1600.86	1.05807	330.47	0.218421	525.642	1600.86	20.9021	0.013815	7.67552	0.00507305	12738	553404	32952	34520	34540	0	11139
834	48.7396	0.0584408	0	0	54.3705	0.0651925	48.7396	0	6.82144	0.00817919	0	0	1304756	112811	133871	35708	3369	2872	0
594	79.8525	0.134432	216.35	0.364225	0	0	79.8525	216.35	28.278	0.0476061	40.1046	0.0675162	39756	0	78906	39187	39187	0	0
444	0	0	0	0	0	0	0	0	0	0	0	0	1135578	235887	524912	15577	15577	118	36300
1126	105.738	0.0939058	118.892	0.105588	110.951	0.0985356	105.738	118.892	9.63028	0.00855264	20.4361	0.0181493	37528	263184	173467	174455	18251	12394	32285
2568	19127.4	7.44835	1052.03	0.409669	390.9	0.15222	19127.4	1052.03	860.291	0.335004	772.733	0.300909	9896335	9868550	2851294	2564286	2561760	1123715	2957090
1436	211.476	0.147267	237.788	0.16559	443.776	0.309037	211.476	237.788	14.854	0.010344	28.7832	0.020044	151798	476888	54511	55258	0	150	11786
4550	794.811	0.174684	906.714	0.199278	462.918	0.10174	794.811	906.714	64.0851	0.0140846	155.621	0.0342025	843886	1328123	765558	765518	69464	152855	0
1167	0	0	363.864	0.311795	74.4599	0.0638046	0	363.864	23.9444	0.0205179	49.2193	0.0421759	7905102	13406943	5779490	7901249	5246969	5075981	3355145
536	0	0	152.705	0.284897	0	0	0	152.705	1.8531	0.00345727	11.4173	0.021301	2490777	197129	692217	316577	153858	9	12933
1166	507.686	0.435408	771.79	0.661912	110.951	0.0951553	507.686	771.79	7.54372	0.00646974	18.1334	0.0155518	182383	12143	208763	14538	14522	14616	93
655	0	0	84.1766	0.128514	0	0	0	84.1766	0	0	0	0	71718	3211	50868	37547	13816	716	14534
2475	76.78	0.0310222	182.434	0.0737108	0	0	76.78	182.434	11.0967	0.00448352	3.16615	0.00127925	61083	132	26821	28234	10534	742	6212
1539	2853.3	1.85399	766.828	0.498264	568.512	0.369404	2853.3	766.828	6.27427	0.00407685	7.67552	0.00498734	4885357	21324838	862308	4538877	130157	0	625688
1768	187.57	0.106092	63.6064	0.0359765	80.3087	0.0454235	187.57	63.6064	32.5022	0.0183836	70.9986	0.0401576	606081	1734270	473260	6176	6176	7473	0
1130	105.738	0.0935734	118.892	0.105215	0	0	105.738	118.892	32.1593	0.0284595	59.4373	0.0525994	1242404	991119	1147764	237965	60251	8629	0
865	0	0	0	0	0	0	0	0	2.39297	0.00276644	21.1077	0.0244019	2997	21664	9031	9121	4621	7007	0
1113	97.4628	0.0875676	118.892	0.106822	0	0	97.4628	118.892	9.87103	0.00886885	26.1927	0.0235334	997267	469266	947394	424219	121492	1816	4217
1307	541.324	0.414173	139.641	0.106841	8782.31	6.71944	541.324	139.641	15.175	0.0116105	43.8464	0.0335474	0	145183	9948	13200	13200	664	0
1137	16.323	0.0143562	37.6248	0.0330913	180.888	0.159093	16.323	37.6248	5.55929	0.00488944	7.67552	0.00675068	6432	35407	396	2350	2330	1924	37195
4710	23146.7	4.91438	1284.92	0.272806	931.331	0.197735	23146.7	1284.92	942.425	0.20009	577.487	0.122609	0	95857	5282	5982	5822	1222	26097
782	635.443	0.812587	4.94806	0.00632744	169.423	0.216653	635.443	4.94806	0	0	0	0	60209	477460	42669	42285	28065	28073	0
811	205.07	0.252861	59.572	0.073455	42.9465	0.052955	205.07	59.572	28.4458	0.035075	13.4322	0.0165625	230618	183417	225048	28787	8500	0	18090
1194	296.519	0.248341	172.792	0.144717	0	0	296.519	172.792	30.9336	0.0259076	46.0052	0.0385303	97774	329909	144401	26745	2331	5526	5342
1276	4373.23	3.42729	563.878	0.441911	251.28	0.196928	4373.23	563.878	46.3056	0.0362897	59.3414	0.0465058	1141036	1099115	627035	664074	11098	2707	6430
1323	2087.19	1.57762	313.794	0.237184	88.465	0.066867	2087.19	313.794	31.9623	0.024159	37.4182	0.0282828	236565	4548819	315522	237721	9935	2038	10494
1497	131.665	0.0879525	186.384	0.124505	0	0	131.665	186.384	4.69111	0.00313367	49.8909	0.0333273	1286553	1396531	74197	171747	58551	105199	578326
8889	894.82	0.100666	759.091	0.0853967	519.548	0.0584484	894.82	759.091	66.8283	0.00751809	90.1874	0.010146	1009608	6163085	680990	581891	173562	552	0
1669	637.14	0.38175	3289.65	1.97103	236.947	0.141969	637.14	3289.65	45.0215	0.0269752	59.9171	0.0359	17229	7459	6111	14497	6205	5468	2342
1900	400.372	0.210722	254.073	0.133722	110.951	0.0583953	400.372	254.073	36.6097	0.0192682	51.9057	0.0273188	2615152	2265490	7532	5568	5617	7574	3339
2003	475.075	0.237182	460.075	0.229693	115.865	0.0578457	475.075	460.075	24.1122	0.012038	50.8983	0.025411	200256	104368	2866	16675	9578	521	0
1089	87.4253	0.0802803	532.737	0.489198	0	0	87.4253	532.737	21.8067	0.0200246	26.3366	0.0241842	1254341	1806052	1289711	1246004	162548	41018	13396
796	16.1178	0.0202484	27.7788	0.034898	104.951	0.131848	16.1178	27.7788	11.4834	0.0144263	40.2965	0.0506237	536980	25247	311457	56444	8622	0	15319
1267	211.476	0.166911	237.794	0.187683	0	0	211.476	237.794	20.5227	0.0161979	26.2407	0.0207109	244298	372348	217162	2279632	2145387	44111	2145154
749	258.614	0.345279	331.271	0.442285	183.899	0.245526	258.614	331.271	7.48534	0.00999378	0	0	24468	156170	29429	19756	17565	1875	1924
1067	135.161	0.126674	177.358	0.166221	110.951	0.103984	135.161	177.358	18.0349	0.0169024	11.2734	0.0105655	307266	73224	301775	302404	695	229	0
598	221.413	0.370256	368.33	0.615936	66.7266	0.111583	221.413	368.33	3.61864	0.00605124	10.6498	0.017809	1125141	89583	303833	22482	22502	2336	9706
819	0	0	0	0	0	0	0	0	11.6074	0.0141727	15.3511	0.0187437	196559	135449	22662	22958	23103	19154	6330
529	0	0	0	0	0	0	0	0	0	0	0	0	2971	192639	50308	51316	33155	996	0
1035	105.738	0.102162	0	0	0	0	105.738	0	3.89588	0.00376413	6.52419	0.00630357	123721	395246	88435	42560	42532	0	49215
2904	1098.06	0.378121	2980.76	1.02643	165.404	0.0569573	1098.06	2980.76	30.8461	0.0106219	32.621	0.0112331	868339	219167	106758	1783	1577	0	0
609	1456.36	2.39139	0	0	32567.8	53.4775	1456.36	0	36.3835	0.059743	29.215	0.047972	180944	1546282	216491	216733	158973	0	31740
1516	665.143	0.438749	1117.17	0.736917	110.951	0.0731867	665.143	1117.17	8.03253	0.0052985	6.71608	0.00443013	924016	113276	12331	12582	6930	7960	0
728	0	0	0	0	0	0	0	0	8.4046	0.0115448	27.44	0.0376923	449741	98249	281393	62821	13639	2617	21999
1282	590.995	0.460994	56.4739	0.0440514	85.6943	0.0668442	590.995	56.4739	16.1599	0.0126052	41.3519	0.0322558	0	224776	594	4023	1489	943	38380
725	243.737	0.336189	398.749	0.549999	178.515	0.246228	243.737	398.749	7.84284	0.0108177	7.67552	0.0105869	43498	333412	38090	37898	37938	273	0
1096	409.439	0.373576	944.887	0.862123	163.093	0.148807	409.439	944.887	12.0816	0.0110234	7.67552	0.00700321	708918	215897	117150	118171	4137	4171	0
1715	0	0	0	0	0	0	0	0	0	0	0	0	1487	123537	3328	4634	4634	2615	1954
615	0	0	0	0	72.6921	0.118199	0	0	3.31953	0.0053976	14.3916	0.023401	821030	2026572	490032	224890	15767	5567	4752
1700	444.949	0.261735	359.816	0.211657	363.504	0.213826	444.949	359.816	6.712	0.00394824	3.98168	0.00234216	923186	389884	871822	381469	93093	75	9627
728	66.9097	0.091909	0	0	100.239	0.13769	66.9097	0	0.860889	0.00118254	0	0	12479	285840	6886	7401	7441	4949	1470
763	150.911	0.197786	952.929	1.24892	142.519	0.186787	150.911	952.929	6.14295	0.00805104	6.28433	0.00823635	1213	179733	5180	6673	5758	321	180572
849	698.644	0.822903	270.835	0.319005	68.0024	0.0800971	698.644	270.835	13.7961	0.0162498	28.7832	0.0339025	2563063	2096814	782860	213463	10660	0	0
853	306.111	0.358864	1116.37	1.30876	104.083	0.122019	306.111	1116.37	7.0695	0.0082878	29.4069	0.0344746	69155	109577	61563	35781	8351	1734	7304
1276	561.872	0.440338	475.598	0.372725	110.951	0.0869523	561.872	475.598	35.0922	0.0275017	33.4365	0.0262041	6811093	23250574	1032746	6464613	554586	655378	794000
1003	0	0	149.307	0.148861	0	0	0	149.307	7.44887	0.00742659	28.9271	0.0288406	6317806	22757287	539459	5971326	61299	162091	300713
1179	339.524	0.287976	1325.18	1.12399	182.791	0.155039	339.524	1325.18	9.71783	0.00824243	13.768	0.0116777	2879423	1060726	817708	998594	128263	25998	2148
666	0	0	0	0	0	0	0	0	4.94646	0.00742712	12.2808	0.0184397	6016718	5863969	87535	88081	69413	6248	193
1097	0	0	118.892	0.10838	0	0	0	118.892	0	0	0	0	561840	1368224	239208	201168	94847	40552	17843
3218	12962.4	4.02811	971.826	0.301997	355.695	0.110533	12962.4	971.826	2629.29	0.817059	1331.7	0.41383	343582	18746	47554	47686	282	994	16232
799	581.827	0.728194	47.285	0.0591802	93.9761	0.117617	581.827	47.285	30.5834	0.0382772	22.6428	0.0283389	183460	30695	62834	4650	4630	1935	873
1338	0	0	0	0	0	0	0	0	2.1887	0.0016358	15.351	0.0114731	160123	107583	54242	54423	54423	48278	2842
654	154.204	0.235787	348.763	0.533276	10.1572	0.015531	154.204	348.763	11.5782	0.0177037	14.3916	0.0220055	51322	676764	1876	3591	3591	3529	516
1982	211.476	0.106698	322.953	0.162943	0	0	211.476	322.953	48.0201	0.0242281	78.6741	0.0396943	28841	8590	23597	41435	23479	1397	23422
981	556.3	0.567075	447.357	0.456021	133.057	0.135634	556.3	447.357	11.3302	0.0115496	27.8238	0.0283627	2313049	2255706	331143	695474	468448	273	2504
892	0	0	329.271	0.369138	0	0	0	329.271	4.56709	0.00512005	29.7427	0.0333438	35414	450890	14983	10641	2401	2390	0
3333	1695.05	0.508566	5592.16	1.67782	706.999	0.212121	1695.05	5592.16	59.2554	0.0177784	137.872	0.0413656	59887	133560	26393	5119	5119	4255	0
396	0	0	68.3065	0.172491	0	0	0	68.3065	0.642018	0.00162126	14.3916	0.0363424	215650	146200	27983	29869	26889	9502	0
8524	2936.79	0.344531	2443.92	0.28671	1855.62	0.217694	2936.79	2443.92	166.013	0.0194759	189.01	0.0221738	3160875	8603696	2219132	2746195	13711	4049	373
2368	341.334	0.144144	151.068	0.0637958	0	0	341.334	151.068	14.6205	0.0061742	7.67552	0.00324135	20677	123610	18135	18881	15798	4098	21114
541	153.115	0.283022	239.037	0.441842	253.94	0.469389	153.115	239.037	6.87251	0.0127033	1.87091	0.00345824	616864	0	6198	6646	463	0	4894
3152	0	0	0	0	0	0	0	0	84.4182	0.0267824	85.3902	0.0270908	593182	291076	583033	164881	20910	564	3802
693	0	0	0	0	0	0	0	0	0	0	0	0	1172855	955989	650384	138234	89558	1651	0
5794	2318.06	0.400079	5133.69	0.886035	895.683	0.154588	2318.06	5133.69	50.6319	0.00873868	93.0657	0.0160624	276596	75204	75529	76454	34187	11514	5156
2230	838.319	0.375928	1357.68	0.608825	215.268	0.0965328	838.319	1357.68	10.2139	0.00458024	6.71608	0.0030117	19791	93718	635	1075	1095	2281	0
1096	0	0	118.892	0.108478	198.167	0.180809	0	118.892	3.06418	0.00279579	0	0	804868	4708126	865218	866526	7575	17401	350528
899	427.101	0.475084	299.623	0.333285	0	0	427.101	299.623	5.93137	0.00659775	25.1853	0.0280148	613338	80944	430111	22583	22581	95	23482
776	0	0	0	0	0	0	0	0	0	0	0	0	0	11196	10013	7362	7350	0	0
675	0	0	0	0	0	0	0	0	2.33461	0.00345868	0	0	1510654	2335421	1420042	375743	33532	6985	17925
4498	496.321	0.110343	227.503	0.0505787	169.426	0.0376669	496.321	227.503	28.599	0.00635816	90.1874	0.0200506	575724	542235	540830	425724	129735	26731	11527
1105	3760.78	3.40342	583.09	0.527683	140.879	0.127493	3760.78	583.09	110.252	0.0997757	56.2232	0.0508807	2798230	1191503	51556	357289	45901	9627	4444
860	0	0	0	0	0	0	0	0	9.21442	0.0107144	13.4322	0.0156188	1798295	2282532	1719967	1719927	821607	798596	5984
1516	594.711	0.39229	1066.16	0.703272	665.822	0.439197	594.711	1066.16	2.04279	0.00134749	7.67552	0.00506301	334178	74508	194587	29575	29527	3078	11583
867	1113.55	1.28437	525.48	0.606089	1599.87	1.8453	1113.55	525.48	31.5173	0.0363521	14.3916	0.0165993	111687	19	39382	23385	917	16749	1534
737	80.0182	0.108573	422.695	0.573535	91.7313	0.124466	80.0182	422.695	6.26698	0.00850336	11.5613	0.0156869	12326	73127	29213	4226	4226	0	532012
2453	3759.76	1.53272	221.029	0.0901058	458.092	0.186748	3759.76	221.029	131.949	0.053791	91.1468	0.0371573	34822	209945	67237	22529	3837	0	15268
1021	247.917	0.242818	836.492	0.819287	116.265	0.113873	247.917	836.492	25.5275	0.0250025	40.4404	0.0396086	3991	65314	2334	2813	2813	0	0
1151	422.953	0.367465	118.892	0.103295	110.951	0.0963954	422.953	118.892	17.1886	0.0149336	59.4853	0.0516814	17022	100152	6279	8191	8171	121	18870
747	301.512	0.403631	304.123	0.407126	0	0	301.512	304.123	15.423	0.0206466	5.51678	0.00738525	60166	852828	49478	22464	6147	836	8178
2886	512.042	0.177423	1914.93	0.663525	799.365	0.27698	512.042	1914.93	253.517	0.0878438	220.335	0.0763463	12776	180955	43049	11004	10556	600	0
2368	1097.27	0.463376	251.447	0.106185	61.2465	0.0258642	1097.27	251.447	2.04279	0.000862664	6.71608	0.00283618	1106243	739262	468364	468095	109270	3213	5801
423	1240.46	2.93254	7.42245	0.0175472	0	0	1240.46	7.42245	13.0374	0.0308212	10.6498	0.0251768	1483353	959612	1018495	556912	45234	10445	10459
1113	188.087	0.168991	343.758	0.308857	0	0	188.087	343.758	7.32484	0.00658117	15.8787	0.0142666	882162	854377	656943	606973	124736	512153	520463
814	73.3748	0.090141	94.8414	0.116513	0	0	73.3748	94.8414	0.846298	0.00103968	8.44307	0.0103723	204059	73568	6430	78043	6788	5787	5441
834	107.853	0.12932	412.838	0.495009	162.424	0.194753	107.853	412.838	5.93867	0.00712071	6.71608	0.00805285	716112	975389	710110	710465	710465	268540	735625
1005	174.571	0.173702	490.273	0.487834	176.405	0.175527	174.571	490.273	36.7483	0.0365655	15.495	0.0154179	31275	127937	65360	31850	164	11644	2217
823	0	0	317.749	0.386086	0	0	0	317.749	8.54322	0.0103806	27.8238	0.0338077	1442243	614840	226918	12878	12821	2536	0
633	211.476	0.334085	974.914	1.54015	108.221	0.170965	211.476	974.914	5.52283	0.00872484	1.77496	0.00280405	1066314	242890	244102	244247	69044	9460	4
2062	275.165	0.133445	727.649	0.352885	488.805	0.237054	275.165	727.649	65.4859	0.0317584	99.9737	0.0484838	503095	7859	277572	90804	32915	13344	7223
6873	2178.92	0.317027	2008.63	0.29225	1367.73	0.199001	2178.92	2008.63	120.802	0.0175763	169.437	0.0246526	3979	402588	144092	84019	4098	794	4433
1400	0	0	118.892	0.0849231	0	0	0	118.892	37.6456	0.0268897	6.71608	0.0047972	115211	13488	54807	5307	5301	4601	9316
1179	1694.43	1.43718	50.967	0.043229	60382.8	51.2153	1694.43	50.967	96.58	0.0819169	115.085	0.0976123	341603	3809357	197182	241651	6062	5922	23241
922	5748.24	6.23454	336.531	0.365001	226.18	0.245315	5748.24	336.531	65.9528	0.0715323	64.9061	0.0703971	1129681	1568903	932108	1170875	150536	150395	155798
