Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
1423	3581.03	2.51653	219.983	0.154591	100.999	0.070976	3581.03	219.983	119.583	0.084036	103.907	0.0730199	1414	392357	11543	9110	1090	1469	0
1315	492.416	0.374461	765.13	0.581848	286.672	0.218001	492.416	765.13	14.4235	0.0109685	7.67552	0.0058369	181090	12503	46455	6738	6958	2692	17093
603	50.7601	0.0841793	0	0	0	0	50.7601	0	6.87981	0.0114093	13.4322	0.0222756	24605	224215	862	31192	846	1428	34314
536	30.1851	0.0563156	203.078	0.378877	110.951	0.206998	30.1851	203.078	3.88129	0.00724122	23.2185	0.043318	2574178	3125889	2609548	2565841	483421	24868	3418
1152	741.945	0.644049	363.45	0.315495	2556.57	2.21925	741.945	363.45	8.31705	0.00721967	21.9232	0.0190306	78586	13453	17202	29444	7820	5147	37858
1013	22.067	0.0217838	148.632	0.146725	318.287	0.314203	22.067	148.632	19.246	0.018999	64.2825	0.0634575	103888	38750	328	34663	771	2068	4602
603	0	0	18.8246	0.0312183	12.5597	0.0208287	0	18.8246	1.62693	0.00269806	6.71608	0.0111378	677	46771	1317	2930	2930	361	525
855	125.047	0.146253	36.6585	0.0428754	16.0688	0.0187939	125.047	36.6585	3.80833	0.00445419	15.3511	0.0179545	110291	35940	17960	32838	25214	5237	0
1247	278.024	0.222954	647.555	0.51929	128.73	0.103232	278.024	647.555	25.5932	0.0205238	48.4517	0.0388546	5306962	21746443	470177	4960482	14595	263113	233557
811	5.51676	0.00680242	118.892	0.1466	8.41698	0.0103785	5.51676	118.892	2.1887	0.00269877	19.0929	0.0235424	1545688	1408043	1428558	1143625	7955	6636	7228
782	238.669	0.305203	31.7046	0.040543	83.646	0.106964	238.669	31.7046	13.8399	0.0176981	15.8308	0.0202439	349284	46461	373669	374557	41892	200	10289
946	191.076	0.201983	566.557	0.598897	110.951	0.117284	191.076	566.557	29.1973	0.0308639	12.7606	0.013489	8774	43489	3986	4461	4521	4271	0
680	0	0	0	0	0	0	0	0	7.44158	0.0109435	8.68293	0.012769	3623052	3700877	3319030	45833	14114	2479	7928
1607	279.824	0.174128	0	0	127.188	0.0791465	279.824	0	36.7848	0.0228903	62.0278	0.0385985	1479089	4514143	1458660	131665	0	15389	21520
1131	510.754	0.451595	638.995	0.564982	110.041	0.0972953	510.754	638.995	6.66824	0.00589588	0	0	128154	335989	21221	22591	22591	477	27145
812	105.738	0.130219	118.892	0.146419	110.951	0.136639	105.738	118.892	13.9274	0.017152	18.3733	0.0226272	262818	766428	70560	71035	51470	61476	0
966	740.167	0.766218	0	0	72.6921	0.0752506	740.167	0	18.5748	0.0192285	0	0	438064	0	145449	11732	4843	0	0
1682	0	0	0	0	0	0	0	0	1.02139	0.00060725	0	0	29311	266427	27019	27283	6723	5336	0
720	96.1893	0.133596	576.586	0.800814	11.5804	0.0160839	96.1893	576.586	11.8919	0.0165166	0	0	268484	13820	262684	83672	47399	4043	592
1770	1116.41	0.630743	746.175	0.421568	1095.66	0.619017	1116.41	746.175	40.7682	0.0230329	74.1647	0.041901	13262	80379	1701	1726	839	2870	0
829	389.899	0.470324	351.415	0.423902	144.079	0.173798	389.899	351.415	4.67652	0.00564115	0	0	254989	17661	114195	69160	22060	29203	19240
1193	0	0	0	0	0	0	0	0	12.7455	0.0106836	0	0	626	269585	60329	62557	21433	289	648
1301	0	0	134.745	0.10357	0	0	0	134.745	2.54618	0.0019571	19.7645	0.0151918	27163	140020	21432	21682	21682	9635	3048
1789	0	0	0	0	0	0	0	0	1.16731	0.000652491	0	0	36089	118677	8387	7870	7877	1422	0
567	388.669	0.685484	87.9442	0.155104	239.864	0.42304	388.669	87.9442	15.4595	0.0272655	29.7426	0.0524562	431977	1101624	341419	40713	18042	11727	6207
1048	0	0	0	0	0	0	0	0	3.06418	0.00292384	6.71608	0.00640847	143150	363203	31400	327	347	3529	39842
1493	562.876	0.37701	472.589	0.316536	128.037	0.0857584	562.876	472.589	0	0	0	0	580012	431430	594586	294737	19758	6117	55784
692	211.477	0.305602	102.049	0.14747	117.073	0.16918	211.477	102.049	1.32781	0.0019188	7.67552	0.0110918	1381762	5545079	1308488	1377317	7221	3547	3017
2212	485.416	0.219447	439.748	0.198801	204.455	0.0924301	485.416	439.748	34.7638	0.015716	16.9341	0.00765557	1017410	288169	60965	5471	5475	2364	3634
1080	295.771	0.273862	65.8856	0.0610052	67.8697	0.0628423	295.771	65.8856	22.7625	0.0210764	45.0937	0.0417534	1546926	1170264	1171164	253937	2355	4158	0
907	3932.69	4.33594	710.167	0.782984	105.309	0.116107	3932.69	710.167	11.5344	0.0127171	4.50937	0.00497174	255231	29958	3530	5296	2319	3238	0
519	278.597	0.536796	118.892	0.22908	255.563	0.492415	278.597	118.892	4.28985	0.0082656	3.11818	0.00600805	11833	259118	1504	3521	3461	2628	12985
1355	572.809	0.422737	830.346	0.612802	202.789	0.14966	572.809	830.346	31.6705	0.0233731	37.706	0.0278273	78874	276259	2114	69330	2265	0	2501
725	0	0	0	0	0	0	0	0	0	0	0	0	313728	5184967	333972	334658	243533	9625	213862
901	2916.09	3.2365	40.5972	0.0450579	45.9108	0.0509554	2916.09	40.5972	9.55732	0.0106075	20.1962	0.0224153	231766	114702	19347	20036	20036	456	26610
890	209.445	0.235331	84.0469	0.0944347	0	0	209.445	84.0469	4.34822	0.00488564	0	0	2051867	1879219	2063132	1535469	410070	16324	1286
635	116.859	0.18403	597.82	0.941448	119.995	0.188969	116.859	597.82	79.5592	0.12529	138.639	0.218329	393219	42710	48103	82625	758	2533	17301
859	0	0	63.0081	0.0733505	0	0	0	63.0081	3.7135	0.00432305	21.5394	0.025075	0	16071	358	2899	0	0	14980
8126	149.159	0.0183558	197.614	0.0243187	110.951	0.0136538	149.159	197.614	644.908	0.0793635	1524.94	0.187661	1079017	1464820	1115159	522080	54827	2392	2598
857	341.887	0.398934	155.012	0.180877	0	0	341.887	155.012	7.76258	0.00905785	36.6026	0.0427102	5365	225067	21574	24289	18657	3674	1558
846	1037.36	1.2262	136.265	0.161069	88.5002	0.10461	1037.36	136.265	22.8938	0.0270612	15.6389	0.0184857	756028	2707	917	552	0	0	4651
901	67.4907	0.0749064	73.2813	0.0813332	0	0	67.4907	73.2813	7.49264	0.00831592	6.71608	0.00745403	384	2132972	1345	1207	1207	0	17920
989	977.895	0.988771	287.166	0.29036	99.3774	0.100483	977.895	287.166	17.05	0.0172396	8.34713	0.00843997	380773	172497	171987	61495	33911	6290	0
1249	184.591	0.147791	343.047	0.274657	121.504	0.097281	184.591	343.047	14.0369	0.0112385	9.64237	0.00772007	32840	82634	176170	50582	28505	1515	0
604	66.2011	0.109605	117.881	0.195166	191.298	0.316719	66.2011	117.881	0	0	0	0	696400	83703	97236	16052	16052	2317	2095
750	0	0	237.797	0.317063	0	0	0	237.797	4.66923	0.00622564	7.67552	0.010234	947057	1206334	941055	941410	941410	499485	959356
851	211.476	0.248503	0	0	149.659	0.175863	211.476	0	9.64486	0.0113336	23.7941	0.0279602	358275	2733649	80436	21869	12395	620	0
1131	3511.48	3.10475	669.597	0.59204	0	0	3511.48	669.597	84.8267	0.0750015	137.968	0.121987	66150	69444	48562	49299	49319	1045	7019
1700	0	0	171.403	0.100825	110.951	0.0652654	0	171.403	24.3092	0.0142995	21.9712	0.0129242	44367	150847	37050	11361	301	0	9291
1354	309.08	0.228272	1014.59	0.749328	269.611	0.199122	309.08	1014.59	34.1583	0.0252277	43.1748	0.0318869	638004	816776	354933	331879	20076	108	11415
616	307.297	0.498858	547.317	0.888501	221.902	0.360231	307.297	547.317	2.1887	0.00355309	8.01132	0.0130054	886460	1078737	631104	8503	8480	1783	0
1483	1164.82	0.785452	564.014	0.380319	80.472	0.054263	1164.82	564.014	30.8607	0.0208096	27.9197	0.0188265	2605129	1385183	245236	550969	90625	0	12537
958	234.801	0.245095	0	0	0	0	234.801	0	16.7508	0.0174852	30.9899	0.0323486	2096440	2343948	896438	816538	82678	22496	47751
677	4747.44	7.01247	179.208	0.26471	202.633	0.29931	4747.44	179.208	15.9702	0.0235897	29.0231	0.0428701	799574	150439	123060	113779	46998	8285	5307
1178	0	0	311.119	0.264108	118.603	0.100682	0	311.119	7.22271	0.00613133	12.6646	0.0107509	1169278	252292	968074	196417	15981	731	11725
1052	688.079	0.654067	669.821	0.636712	82.3691	0.0782977	688.079	669.821	8.90071	0.00846075	6.71608	0.00638411	121943	681800	17198	17377	17593	4044	0
1693	621.978	0.367382	1003.18	0.592547	213.939	0.126367	621.978	1003.18	34.1729	0.0201848	41.16	0.0243119	973465	829905	378506	378102	165619	1611	0
1433	141.597	0.0988115	237.804	0.165948	0	0	141.597	237.804	6.12106	0.0042715	1.91888	0.00133906	898673	634326	126772	33738	33698	637	2064
715	211.251	0.295455	6.92762	0.00968898	12.9301	0.0180841	211.251	6.92762	3.46544	0.00484677	7.67552	0.010735	489419	430707	581308	269118	71022	6352	33537
2361	867.182	0.367294	2177.71	0.922366	396.449	0.167916	867.182	2177.71	44.7516	0.0189545	69.0797	0.0292587	403100	3109586	397572	397971	10011	12371	4198
667	189.409	0.283972	0	0	0	0	189.409	0	0.773341	0.00115943	0	0	17677	11650	6150	11727	4094	2693	5565
1054	105.738	0.100321	0	0	0	0	105.738	0	9.99507	0.00948299	6.71608	0.00637199	1877620	1470418	366827	870454	76489	20459	0
1004	625.139	0.622648	908.894	0.905273	667.294	0.664635	625.139	908.894	195.911	0.19513	156.82	0.156196	154856	102513	150601	34032	23128	3480	2039
1321	105.738	0.0800438	118.892	0.0900018	0	0	105.738	118.892	15.5033	0.011736	22.355	0.0169228	1225	66505	9900	9425	5731	464	0
2829	17953	6.34606	989.431	0.349746	447.585	0.158213	17953	989.431	288.048	0.10182	189.585	0.067015	1704	1124572	11792	12867	4973	0	0
754	605.721	0.803343	65.8268	0.0873035	95.1748	0.126227	605.721	65.8268	22.2664	0.029531	24.6576	0.0327024	141340	3831	244536	18603	18618	18771	1022
2053	6.43622	0.00313503	0	0	0	0	6.43622	0	4.66193	0.00227079	7.67552	0.00373868	1493689	2162332	1176082	212374	33418	19886	19734
642	0	0	0	0	117.838	0.183548	0	0	3.356	0.00522742	0	0	1058240	552837	553356	115498	10257	4013	11982
3849	1606.14	0.417287	7076.98	1.83866	384.269	0.0998361	1606.14	7076.98	0	0	0	0	137595	12942	131184	103266	28239	5884	31409
1723	970.22	0.563099	415.709	0.24127	438.859	0.254706	970.22	415.709	36.0406	0.0209173	73.0614	0.0424036	92657	203089	17932	16685	6043	422	5746
940	610.508	0.649476	947.291	1.00776	215.181	0.228916	610.508	947.291	11.6293	0.0123716	6.71608	0.00714477	2372138	1979541	2202100	246057	99877	7535	0
870	235.756	0.270984	198.806	0.228512	69.8306	0.0802651	235.756	198.806	45.204	0.0519586	26.0968	0.0299963	161526	562345	156328	18754	16974	5111	2946
1084	988.996	0.912358	262.845	0.242477	188.137	0.173558	988.996	262.845	17.2688	0.0159307	0	0	27056	7934	42182	46425	598	940	0
1215	260.688	0.214558	96.3192	0.0792751	0	0	260.688	96.3192	32.7648	0.0269669	95.6562	0.0787294	208383	223955	16852	31167	8642	0	0
1231	592.245	0.481108	1211.57	0.984217	302.211	0.2455	592.245	1211.57	0.583652	0.000474129	3.35804	0.0027279	926487	527732	785950	2015	2126	2985	32118
966	2203.39	2.28095	341.174	0.353182	131.312	0.135934	2203.39	341.174	12.8696	0.0133225	14.3916	0.0148981	0	30970	14808	19992	4409	0	5940
1607	3025.19	1.88251	660.311	0.410897	380.378	0.2367	3025.19	660.311	1088.29	0.677221	411.072	0.255801	576270	129400	496383	441080	24919	1196	1643
1361	148.953	0.109444	243.745	0.179092	29.842	0.0219265	148.953	243.745	5.77087	0.00424017	22.0671	0.0162139	48172	2130935	483	20280	760	445	16110
1887	5858.15	3.10448	634.64	0.336322	91.8365	0.048668	5858.15	634.64	102.322	0.0542246	89.9955	0.0476924	396259	28804	61972	83471	62017	14442	23918
1223	297.239	0.243041	342.3	0.279886	122.893	0.100485	297.239	342.3	8.63076	0.00705704	17.4138	0.0142386	5042571	21482052	730140	4696091	244263	0	493520
861	633.879	0.736213	221.872	0.257691	182.024	0.21141	633.879	221.872	20.3111	0.0235902	37.4182	0.043459	5291054	5730276	5093481	2452943	2108361	1987670	2077932
1457	255.202	0.175156	160.861	0.110406	86.5304	0.0593894	255.202	160.861	27.4317	0.0188275	52.7692	0.0362177	38160	149892	6983	7275	3303	7396	1966
603	0	0	0	0	0	0	0	0	7.58749	0.0125829	0	0	7101005	8126001	6830311	6830538	5691027	5623816	4568643
2182	196.228	0.0899303	100.044	0.0458499	148.267	0.0679502	196.228	100.044	13.0155	0.00596492	23.0266	0.010553	287730	244886	191509	28049	82072	29298	8427
790	327.444	0.414486	647.276	0.819337	95.942	0.121446	327.444	647.276	6.44937	0.00816376	22.0671	0.0279331	17316	96897	97678	98440	17035	0	389
1004	480.772	0.478857	1370.76	1.3653	219.384	0.21851	480.772	1370.76	9.01744	0.00898152	12.0889	0.0120408	1154656	288753	863904	231005	38373	4783	554
957	0	0	0	0	53.5626	0.0559693	0	0	31.4881	0.0329029	35.4993	0.0370943	1339126	508773	684459	685158	17487	241	50
871	15.751	0.0180838	342.837	0.393613	63.1575	0.0725115	15.751	342.837	15.7222	0.0180507	2.20671	0.00253354	923972	699940	294052	918079	110601	12065	650
1628	5154.04	3.16587	708.367	0.435115	427.393	0.262527	5154.04	708.367	23.6963	0.0145555	35.2594	0.0216581	1441482	756533	352863	21055	11422	17752	27171
2008	453.295	0.225744	118.892	0.0592094	110.951	0.0552545	453.295	118.892	6.93088	0.00345163	6.71608	0.00334466	650669	1204436	204741	176782	4953	2888	15650
874	512.141	0.585974	549.87	0.629142	222.126	0.254149	512.141	549.87	17.7868	0.0203511	14.3916	0.0164664	921346	1453598	998567	848623	16381	12933	0
1290	92.8655	0.0719887	337.864	0.26191	75.7528	0.0587231	92.8655	337.864	10.7757	0.00835325	11.1775	0.00866471	271650	160799	291414	43458	42981	4537	6733
1595	105.738	0.0662934	0	0	105.053	0.0658639	105.738	0	10.7611	0.00674677	0	0	884579	1661743	74841	77280	9934	2674	58474
514	0	0	0	0	0	0	0	0	0.393966	0.000766471	0	0	352813	261285	73911	3929	3909	13401	4658
643	105.738	0.164445	0	0	215.773	0.335573	105.738	0	3.23198	0.0050264	6.71608	0.0104449	518666	178694	47159	45533	40173	41553	6416
1770	204.23	0.115384	406.026	0.229393	161.756	0.0913874	204.23	406.026	19.5889	0.0110672	27.8238	0.0157196	410	34548	9337	10106	1446	1445	0
1021	4182.88	4.09684	124.608	0.122045	262.685	0.257282	4182.88	124.608	143.586	0.140633	78.4822	0.076868	4323	19133	1126	1781	1761	141	0
1755	310.254	0.176783	459.608	0.261885	7.4063	0.00422011	310.254	459.608	24.3821	0.0138929	21.7313	0.0123825	106	83271	5971	6477	6477	134	0
758	805.152	1.06221	54.9278	0.0724641	22.3954	0.0295453	805.152	54.9278	0	0	24.3218	0.0320868	233918	8259	71122	1606	1606	420	0
1574	108.992	0.0692453	479.529	0.304656	264.528	0.168061	108.992	479.529	5.39878	0.00342998	22.0671	0.0140198	128672	26171	36849	0	0	0	1285
3510	23728.7	6.76032	1820.56	0.518678	761.638	0.216991	23728.7	1820.56	513.36	0.146256	347.797	0.0990875	42799	377318	17878	56461	7424	15360	0
790	211.476	0.267691	210.043	0.265878	110.951	0.140444	211.476	210.043	13.3292	0.0168724	34.5878	0.0437821	353749	500131	2478	3070	1535	1434	19008
2326	12366.4	5.31657	586.166	0.252006	117341	50.4474	12366.4	586.166	705.52	0.303319	427.191	0.183659	509916	9366	101418	3103	3103	1607	0
570	498.64	0.874807	0	0	0	0	498.64	0	7.22271	0.0126714	14.0078	0.0245751	468	232078	181820	15047	37034	3118	2846
894	50.5703	0.0565663	174.376	0.195051	74.2225	0.0830229	50.5703	174.376	9.14876	0.0102335	7.29174	0.00815631	823564	440117	796895	208083	20439	10142	445
902	162.745	0.180427	0	0	101.004	0.111978	162.745	0	2.10115	0.00232944	0	0	2467377	3081261	2580454	157329	9194	3767	0
945	105.738	0.111892	125.828	0.133151	221.875	0.234788	105.738	125.828	6.7412	0.00713355	9.2586	0.00979746	227699	739480	221329	202474	155991	221647	169381
733	0	0	0	0	0	0	0	0	0	0	0	0	1671232	2128740	1067954	557258	135019	3820	14317
1074	6415.5	5.97346	269.701	0.251119	512.332	0.477032	6415.5	269.701	46.7944	0.0435702	40.2965	0.03752	239170	647688	77561	31003	30932	732	0
504	451.401	0.895638	538.315	1.06809	110.924	0.220088	451.401	538.315	0	0	0	0	42390	286415	210141	6475	6515	233	0
2242	567.397	0.253076	2411.74	1.07571	214.177	0.0955294	567.397	2411.74	46.5609	0.0207676	89.8996	0.0400979	203857	14519	146749	33818	6043	6481	8556
780	89.2345	0.114403	52.6858	0.0675459	38.2218	0.0490023	89.2345	52.6858	4.81513	0.00617325	0	0	4996323	21435804	780358	4649843	241123	191	543738
638	218.21	0.342022	237.871	0.372838	38.6713	0.0606133	218.21	237.871	9.95128	0.0155976	0	0	419801	103736	91029	74146	29738	6459	28866
679	77.2346	0.113748	308.654	0.454571	0	0	77.2346	308.654	2.32731	0.00342756	6.28433	0.00925528	315478	129768	65654	57239	5318	13691	38510
1319	134.299	0.101819	0	0	0	0	134.299	0	0	0	0	0	166427	294477	139291	2357451	2223206	1825	2222973
621	15.3058	0.024647	106.31	0.171192	98.2573	0.158224	15.3058	106.31	6.77037	0.0109024	0	0	133964	99602	65617	7145	7034	2177	7764
1693	7903.64	4.66843	390.792	0.230828	141.665	0.0836769	7903.64	390.792	125.354	0.0740426	136.432	0.0805862	0	82085	0	39	0	0	0
700	0	0	118.892	0.169846	0	0	0	118.892	8.01064	0.0114438	5.6607	0.00808671	318163	179662	154122	87821	26618	4560	23595
1139	318.856	0.279944	68.7259	0.0603388	0	0	318.856	68.7259	17.2542	0.0151486	36.4587	0.0320094	588673	985184	680282	53432	51165	2797	0
834	108.939	0.130622	87.1993	0.104555	0	0	108.939	87.1993	14.1682	0.0169882	23.7941	0.0285301	669628	326086	287805	44181	4633	2856	12797
8394	2792.12	0.332633	5096.85	0.607202	1197.31	0.142638	2792.12	5096.85	158.754	0.0189128	122.808	0.0146305	597587	41763	332377	332662	9235	7255	0
435	0	0	0	0	0	0	0	0	0	0	0	0	23714	280739	12792	8381	8554	8618	17109
1447	9389.31	6.48881	203.627	0.140723	479.271	0.331217	9389.31	203.627	440.242	0.304245	316.375	0.218642	357583	218965	303788	11904	11904	59451	177574
1072	0	0	0	0	0	0	0	0	23.8349	0.0222341	15.351	0.01432	221194	56144	17665	17936	15707	3115	41816
1316	224.873	0.170876	0	0	0	0	224.873	0	10.0388	0.00762829	14.3916	0.0109359	1229414	2254410	958720	958947	106431	12398	26214
1169	0	0	0	0	0	0	0	0	10.8632	0.00929276	21.2516	0.0181793	10930089	11955085	10659395	10659622	9520111	9452900	8397727
1311	401.041	0.305905	1550.37	1.18258	141.147	0.107663	401.041	1550.37	9.39682	0.00716767	10.6018	0.00808681	1844213	1691464	480597	37013	10920	6850	2285
757	479.374	0.633255	205.794	0.271855	114.922	0.151812	479.374	205.794	19.0052	0.025106	2.0628	0.00272496	396704	489651	1714	243824	824	5102	7728
485	1028.41	2.12043	0	0	74.186	0.152961	1028.41	0	2.19599	0.00452782	0.863496	0.0017804	100580	361662	107255	10221	9581	10185	84066
1075	263.195	0.244832	1054.98	0.981373	110.951	0.10321	263.195	1054.98	12.6142	0.0117341	14.2957	0.0132983	5856	129189	48526	4538	3903	3183	7778
2463	654.586	0.265768	3169.99	1.28704	399.918	0.16237	654.586	3169.99	39.3601	0.0159806	80.7369	0.0327799	2171086	4142744	1616845	1616970	1058873	1189969	4166
827	0	0	0	0	0	0	0	0	5.49363	0.00664285	10.266	0.0124136	799011	1088480	593396	663621	92119	5022	7931
524	22.9865	0.0438674	37.6493	0.0718497	42.0849	0.0803147	22.9865	37.6493	5.60307	0.0106929	0	0	33711	40954	51881	93512	39312	12700	0
535	11.953	0.022342	90.6472	0.169434	0	0	11.953	90.6472	7.14975	0.013364	3.5979	0.00672505	1073929	925812	1008388	797318	12999	4390	987
651	253.861	0.389956	0	0	0	0	253.861	0	10.389	0.0159586	26.0008	0.0399398	1064317	1045892	964034	157365	40158	2024	3729
1310	391.476	0.298837	536.633	0.409644	61.4132	0.0468803	391.476	536.633	16.2985	0.0124416	27.8238	0.0212395	101056	3897169	114926	49860	49650	4195	0
1643	211.476	0.128713	0	0	0	0	211.476	0	5.12885	0.00312164	44.1343	0.026862	79885	295123	3895	4933	3669	1670	7022
1429	354.912	0.248364	72.3229	0.0506108	59.0152	0.0412983	354.912	72.3229	15.8681	0.0111043	25.761	0.0180273	2464	214935	3687	6140	4940	5123	77056
1066	1780.01	1.6698	26.7508	0.0250945	232.814	0.2184	1780.01	26.7508	29.2264	0.0274169	30.4622	0.0285762	553540	384900	378227	378158	66665	2639	1746
652	1241.58	1.90427	64.2445	0.0985345	180.63	0.27704	1241.58	64.2445	23.6671	0.0362993	13.624	0.0208958	18798	194653	14137	14675	3395	1417	5484
990	65.8954	0.066561	198.2	0.200202	0	0	65.8954	198.2	14.8102	0.0149598	14.8713	0.0150215	57000	16910	17467	28168	22828	5117	11842
2261	3641.61	1.61062	637.731	0.282057	75.1511	0.033238	3641.61	637.731	34.6763	0.0153367	31.3737	0.013876	406768	17447	170752	19810	19773	0	26721
812	559.217	0.688691	990.148	1.21939	0	0	559.217	990.148	0	0	0	0	82960	9172	44279	105437	6723	1922	6122
2148	1374.96	0.640111	567.99	0.264428	290.091	0.135051	1374.96	567.99	136.298	0.0634533	130.58	0.0607914	2072967	1784495	235231	1274938	148057	9269	4342
514	318.163	0.618994	460.689	0.896283	100.652	0.19582	318.163	460.689	1.79474	0.0034917	15.3511	0.0298659	1154183	395293	396301	1142472	57039	4720	0
1382	174.416	0.126205	137.717	0.0996505	35.5571	0.0257287	174.416	137.717	10.0972	0.00730622	15.3511	0.0111079	685026	140003	672476	512079	25583	5371	11468
947	706.822	0.74638	1902.06	2.00851	298.871	0.315598	706.822	1902.06	67.0253	0.0707764	28.3515	0.0299382	8030	77101	1856	8015	2815	2815	953207
3645	6632.84	1.81971	1623.91	0.445518	52380	14.3704	6632.84	1623.91	584.062	0.160236	502.603	0.137888	0	29931	0	12073	0	0	0
1975	693.172	0.350973	663.493	0.335946	354.488	0.179487	693.172	663.493	31.6267	0.0160135	42.2154	0.0213749	108181	50741	69942	70443	38783	7285	9825
756	170.757	0.225869	276.504	0.365746	0	0	170.757	276.504	0	0	0	0	37113	1116543	25324	1124	1348	3021	2334
1234	0	0	0	0	0	0	0	0	19.4357	0.0157501	19.6206	0.0159	501565	46733	58812	59578	22236	2485	0
616	114.932	0.186579	0	0	91.8375	0.149087	114.932	0	3.99802	0.00649029	15.1592	0.024609	137822	70521	5436	5045	5145	2712	13819
562	0	0	0	0	0	0	0	0	1.16731	0.00207706	0	0	130675	85928	56481	56909	15243	2045	6581
840	687.118	0.817997	690.096	0.821543	0	0	687.118	690.096	12.9863	0.0154599	20.1482	0.023986	5524	44393	16344	19091	11259	6400	9470
912	0	0	0	0	0	0	0	0	7.31025	0.00801563	6.71608	0.00736412	484792	973256	698033	533306	2729	3360	10114
1183	239.98	0.202857	118.892	0.100501	0	0	239.98	118.892	13.4459	0.0113659	20.7239	0.0175181	9330750	10019708	3047995	1916004	5735	125034	0
993	105.738	0.106483	555.854	0.559773	133.117	0.134055	105.738	555.854	11.549	0.0116305	47.1085	0.0474406	259052	475948	184593	73707	12240	5888	8970
1972	0	0	0	0	0	0	0	0	33.706	0.0170923	7.67552	0.00389225	302617	993628	115882	92862	15680	0	18531
3052	531.528	0.174157	765.066	0.250677	348.931	0.114329	531.528	765.066	29.5766	0.0096909	78.2903	0.0256521	340192	886873	314769	11393	9563	1693	14549
1258	422.953	0.33621	594.487	0.472565	221.902	0.176393	422.953	594.487	23.1419	0.0183958	18.2294	0.0144907	971261	626132	17524	15394	15300	15184	24273
1330	262.025	0.197011	1141.27	0.858097	163.051	0.122595	262.025	1141.27	21.3033	0.0160176	50.8503	0.0382333	261683	97218	313398	85066	0	3294	16748
894	183.043	0.204746	487.522	0.545327	107.918	0.120713	183.043	487.522	6.27427	0.0070182	28.7832	0.032196	2982015	2809367	2993280	2465617	1340218	716628	514335
1895	11303.1	5.96472	1095.61	0.578161	7353.42	3.88043	11303.1	1095.61	190.913	0.100746	97.5271	0.0514655	240039	579635	87406	269220	175	21399	0
1131	2867.8	2.53563	24.6037	0.021754	242.212	0.214157	2867.8	24.6037	109.063	0.0964305	59.6292	0.0527226	178661	17727	84073	79471	2335	12678	1408
477	112.174	0.235166	0	0	0	0	112.174	0	3.48733	0.00731095	3.9337	0.00824676	359	2479714	17539	18616	17536	19317	2609
698	528.61	0.75732	301.923	0.432554	282.324	0.404476	528.61	301.923	0	0	0	0	798420	1542194	431711	75316	10767	5073	1844
788	209.008	0.265239	0	0	24.4408	0.0310162	209.008	0	3.34141	0.00424037	15.3511	0.019481	2081632	2520854	1884059	470452	248246	6060	50808
2659	23692.9	8.91044	1059.86	0.398595	763.768	0.287239	23692.9	1059.86	336.323	0.126485	219.616	0.0825934	72646	236663	74062	49004	74707	52086	134566
1093	246.509	0.225535	349.424	0.319693	4.26412	0.0039013	246.509	349.424	799.19	0.731189	1240.75	1.13518	228388	395533	106293	222244	13676	10544	24062
1962	2248.68	1.14612	527.128	0.268669	123.092	0.0627379	2248.68	527.128	0	0	0	0	49967	0	142352	53852	6848	0	870
2441	1010.43	0.41394	3059.64	1.25344	196.034	0.080309	1010.43	3059.64	44.2117	0.0181121	117.723	0.0482275	815865	159027	207354	207298	4828	24781	29278
1069	51.4898	0.0481663	342.231	0.320141	215.64	0.201721	51.4898	342.231	6.80685	0.00636749	7.67552	0.00718009	972284	4804483	418043	418168	138541	7299	5064
734	0	0	783.481	1.06741	7.85043	0.0106954	0	783.481	9.10499	0.0124046	7.67552	0.0104571	158256	1138973	63994	44515	5677	5555	9339
677	0	0	0	0	0	0	0	0	4.33362	0.00640121	11.0336	0.0162977	4909358	4502156	3398565	811951	67955	1390	8516
1341	713.898	0.532362	237.785	0.177319	189.12	0.141029	713.898	237.785	15.8754	0.0118385	6.71608	0.00500826	0	132391	0	86	0	0	0
790	489.087	0.619097	77.192	0.0977114	33.7589	0.0427328	489.087	77.192	8.64536	0.0109435	0	0	2143187	2694148	1732071	1732516	821587	103999	0
2237	70.7446	0.0316248	121.117	0.0541427	0	0	70.7446	121.117	3.35601	0.00150023	6.71608	0.00300227	184776	83927	2973	3053	777	2794	0
1009	3456.04	3.42521	180.746	0.179134	533.959	0.529196	3456.04	180.746	12.0524	0.0119449	17.7017	0.0175438	338354	77424	2493	6145	1585	1571	15815
1258	105.738	0.0840524	0	0	0	0	105.738	0	8.7548	0.0069593	14.3916	0.0114401	1027280	985847	420238	986130	197079	6142	0
923	651.861	0.706242	1354.2	1.46717	131.819	0.142816	651.861	1354.2	157.718	0.170875	192.128	0.208156	670352	1008324	85469	110829	29277	1838	19458
1974	0	0	0	0	0	0	0	0	31.0795	0.0157444	57.5664	0.0291623	818798	176453	133114	31283	8406	6572	13886
