DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1	612	139.97	0.228709	0	0	43.4372	0.0709759	0	0	7.93769	0.0129701	18.805	0.0307272	558	2039	25519	701	24066	3068954	77789
1	842	52.8771	0.0627994	226.416	0.268902	0	0	105.1	0.124822	8.97367	0.0106576	19.0929	0.0226756	15785	2641	59503	59444	268644	1654682	472516
1	684	123.208	0.180128	50.5293	0.0738732	110.951	0.162209	188.7	0.275877	7.93039	0.0115941	17.5578	0.0256692	766	0	48414	41870	47813	657786	39713
1	1741	235.594	0.135321	29.1948	0.016769	0.15392	8.84E-05	508.2	0.466667	11.0529	0.00634861	4.60531	0.00264521	7168	1839	48735	20476	46108	32674	97
1	894	5604.21	6.26869	373.671	0.417977	127.783	0.142934	294.9	0.329866	48.6913	0.0544645	16.8862	0.0188883	5111	9718	11039	9739	10542	33106	0
1	1661	5235.59	3.15207	476.689	0.286989	40536.6	24.405	38407.4	23.1231	3009.86	1.81208	2259.86	1.36054	17470	0	0	0	0	39412	0
1	1310	4523.72	3.45322	211.378	0.161358	51.7196	0.0394806	1175.2	0.897099	64.1873	0.0489979	54.3043	0.0414537	0	182	17097	3593	16573	90277	0
1	920	8390.4	9.12	113.558	0.123432	463.422	0.503719	2328.3	2.53076	76.8526	0.0835354	82.6078	0.0897911	0	0	18650	6398	19378	93082	0
1	930	244.576	0.262985	23.7785	0.0255683	0	0	141.2	0.151828	23.4191	0.0251818	70.8067	0.0761362	83868	11389	11448	11449	31668	87153	34525
1	6711	35641.5	5.31091	1341.04	0.199827	1119.3	0.166786	35713.6	5.32165	969.689	0.144492	665.708	0.0991965	42641	0	7025	0	5429	128165	0
1	567	1190.11	2.09895	1442.52	2.54412	149.058	0.262889	1360.6	2.39965	114.987	0.202799	50.7064	0.0894293	0	0	29287	0	360	37211	5322
1	1107	5686.31	5.13669	233.931	0.211319	13605.4	12.2903	1635.5	1.47742	190.344	0.171946	153.223	0.138412	9537	1283	1822	0	0	75915	0
1	2270	12019	5.29471	773.436	0.340721	1752.04	0.771824	1109.5	0.488767	173.885	0.0766013	246.48	0.108582	8259	2756	3295	975	524	77388	0
1	412	79.9933	0.194159	38.64	0.0937865	0	0	188.7	0.45801	1.37158	0.00332909	24.1299	0.0585678	30495	3747	96932	14512	102008	101592	109333
1	542	139.758	0.257856	331.931	0.612418	74.2225	0.136942	0	0	3.21009	0.00592268	9.40251	0.0173478	19588	9935	72820	16693	90565	41937	83632
1	1992	7561.21	3.79579	427.825	0.214772	1390.37	0.697977	1868.7	0.938102	349.681	0.175543	267.972	0.134524	1802	0	5503	203	284	28477	0
1	1111	1640.26	1.47638	308.925	0.27806	59.6545	0.0536945	0	0	9.95129	0.00895706	14.3916	0.0129537	0	1319	4969	2746	3506	125908	0
1	897	211.476	0.235759	47.557	0.0530178	0	0	0	0	1.59045	0.00177308	15.351	0.0171138	0	6350	172678	3389	55148	61216	68043
1	702	105.738	0.150624	118.892	0.169362	283.882	0.40439	0	0	6.42018	0.00914556	15.0632	0.0214576	12590	61854	111817	75378	111330	287931	233675
1	842	317.215	0.37674	0	0	0	0	123.1	0.1462	14.6935	0.0174507	6.71608	0.00797634	5073	13228	5439	5437	5586	83248	94137
1	1122	204.7	0.182442	42.8015	0.0381475	0	0	115.4	0.119338	7.32484	0.00652838	21.1077	0.0188125	11869	4828	107515	1077	107662	185324	196213
1	1063	0	0	246.923	0.232289	0	0	252	0.237065	15.5033	0.0145845	40.7283	0.0383144	6296	1641	2997	3037	10236	302191	14593
1	688	0	0	156.983	0.228173	0	0	657.9	0.95625	4.48683	0.00652156	14.4396	0.0209878	0	7808	187249	161070	641232	1071373	589060
1	938	105.738	0.112727	0	0	0	0	177.6	0.189339	3.58947	0.00382673	0	0	25822	8183	579715	43971	657417	2391298	1668059
1	332	55.4051	0.166883	23.7785	0.0716219	0	0	0	0	5.34043	0.0160856	2.78238	0.00838065	24657	7756	315337	30922	393039	2180845	1403681
1	601	102.543	0.170621	144.376	0.240226	45.4843	0.0756811	432.3	0.719301	6.76308	0.011253	0	0	18416	7294	154598	1676	377990	1326464	549300
1	395	0	0	0	0	0	0	49.9	0.126329	1.64152	0.00415576	6.47622	0.0163955	0	3681	18372	18372	17755	868333	91169
1	1361	148.953	0.109444	243.745	0.179092	29.842	0.0219265	435.3	0.319838	5.77087	0.00424017	22.0671	0.0162139	49215	0	42560	42532	88435	395246	123721
1	780	105.738	0.135561	469.911	0.60245	282.334	0.361967	208.9	0.267821	18.925	0.0242628	61.0684	0.0782928	20043	3470	68928	130274	274438	1262729	964781
1	687	0	0	0	0	0	0	13.6	0.0197962	3.05688	0.00444961	22.4029	0.0326098	33884	14054	12697	11313	11290	1550628	676975
1	510	0	0	406.673	0.797398	104.83	0.205548	339.7	0.666078	6.70472	0.0131465	13.0004	0.025491	23241	5922	241651	6062	197182	3809357	341603
1	769	111.705	0.14526	88.6401	0.115267	0	0	69.2	0.089987	4.73488	0.0061572	43.7025	0.0568303	2061	1349	715429	13574	704474	3637407	707029
1	2134	4.5973	0.00215431	0	0	78.4884	0.0367799	0	0	8.44108	0.00395552	47.0126	0.0220303	0	5507	45220	10060	45180	2639978	249561
1	1166	0	0	0	0	5.35626	0.0045937	271.5	0.840557	1.79473	0.00153922	1.87091	0.00160455	8964	18511	547442	94870	546670	2044102	846405
1	620	164.583	0.265457	0	0	0	0	0	0	0.0291827	4.71E-05	0	0	0	11837	586285	133713	585513	2005805	885248
1	444	130.839	0.294682	221.26	0.498333	0	0	68.1	0.153378	6.80685	0.0153307	16.2625	0.0366273	2400	993	53786	471	53907	89608	2671289
1	1194	3.67784	0.00308027	0	0	0	0	211.3	0.646177	4.29715	0.00359895	0	0	0	221	21938	97164	1077672	1221878	1538269
1	601	0	0	218.883	0.364198	0	0	77.2	0.128453	4.42847	0.0073685	0	0	563	17705	60615	171148	963419	1790313	970427
1	677	0	0	0	0	0	0	29	0.042836	4.33362	0.00640121	11.0336	0.0162977	1195	4877	289991	98244	463839	1789567	470847
1	808	52.4093	0.064863	0	0	40.6375	0.050294	244.9	0.303094	5.28206	0.0065372	15.9267	0.0197113	40218	9643	154849	12125	133933	645162	545588
1	790	211.476	0.267691	210.043	0.265878	110.951	0.140444	227	0.287342	13.3292	0.0168724	34.5878	0.0437821	39244	6670	9995	9490	29595	129109	534907
1	728	130.122	0.178739	0	0	0	0	0	0	3.41437	0.00469007	15.7348	0.0216138	12458	6678	24873	24273	23540	843681	722
1	570	346.498	0.607891	0	0	0	0	0	0	8.09819	0.0142073	10.314	0.0180947	0	3744	3272	3416	3278	589996	4694
1	654	0	0	0	0	0	0	4.8	0.00759494	1.39347	0.00213069	5.61272	0.00858215	67139	8121	110074	26374	109146	13718	61656
1	944	0	0	116.113	0.123001	104.729	0.110942	123.1	0.130403	7.2227	0.00765117	0	0	6893	10007	27343	27305	233777	11751	538501
1	713	105.738	0.1483	0	0	0	0	0	0	0	0	0	0	0	6376	30296	30367	35238	435730	240743
1	1747	98.7673	0.0565354	274.01	0.156846	42.4362	0.0242909	460.2	0.319362	9.37492	0.0053663	19.0929	0.0109289	4243	7632	60552	36192	59204	10513	37321
1	803	272.197	0.338976	217.955	0.271426	179.288	0.223273	463.6	0.577335	21.7411	0.0270748	26.8643	0.033455	0	4632	4662	4662	4440	338842	10777
1	839	3498.02	4.16928	340.339	0.405648	701.301	0.835877	999.9	1.19178	173.433	0.206713	130.436	0.155466	2483	0	278	298	536	212228	0
1	689	3404.61	4.94137	117.13	0.17	1071.34	1.55492	1148.1	1.66633	72.446	0.105147	62.4596	0.0906525	0	0	3010	3030	3268	214960	0
1	776	392.256	0.505484	138.692	0.178727	42.9449	0.0553414	995.3	1.2826	6.88711	0.00887514	4.02965	0.00519285	699	0	4619	4599	4003	68918	2632
1	706	165.295	0.234129	92.3408	0.130794	37.9421	0.0537423	314.5	0.472222	7.60938	0.0107782	6.71608	0.00951286	0	5456	30613	30640	322256	303355	931395
1	774	80.2704	0.103708	229.753	0.296838	0	0	0	0	0.99221	0.00128193	14.3916	0.0185938	0	2615	793	773	329277	169898	289273
1	904	3387.71	3.74747	241.222	0.266839	175.737	0.194399	778.6	0.861283	112.492	0.124438	113.166	0.125184	3730	54	4742	4742	4187	269091	58
1	382	0	0	0	0	0	0	0	0	0.430445	0.00112682	2.0628	0.00539999	0	889	13723	4169	33123	209377	328
1	834	108.939	0.130622	87.1993	0.104555	0	0	261.6	0.402462	14.1682	0.0169882	23.7941	0.0285301	4266	442	4135	563	17635	210377	68011
1	1369	6605.78	4.82526	656.509	0.479554	265.096	0.193642	1439.3	1.05135	80.9746	0.0591487	98.3426	0.0718354	4051	6063	17352	3891	3144	4034	0
1	1279	5699.28	4.45604	759.378	0.593728	356.74	0.278921	1390.5	1.08718	42.22	0.0330102	21.1077	0.0165033	0	6079	6114	21330	20438	133776	0
1	1155	291.217	0.252136	0	0	769.425	0.666169	420.4	1.54559	19.9755	0.0172948	7.67552	0.00664547	2324	1027	1153	1173	0	260360	0
1	700	213.576	0.305108	101.512	0.145017	86.9513	0.124216	137.5	0.196429	6.50043	0.00928634	4.94112	0.00705874	0	1601	10438	10418	207615	1560969	524052
1	697	0	0	107.003	0.15352	95.6609	0.137247	84.5	0.121234	17.0719	0.0244933	3.64587	0.00523081	11527	26731	425724	129735	540830	542235	575724
1	377	0	0	102.34	0.271459	0	0	67.5	0.179045	2.53889	0.00673446	14.6794	0.0389375	9188	2091	393098	13566	783677	785082	818571
1	1049	3617.61	3.44863	192.536	0.183543	1710.55	1.63065	674.2	0.642707	42.6432	0.0406513	70.279	0.0669962	1154	1234	1883	1923	62	52733	0
1	2676	12231.8	4.57094	849.116	0.317308	405.835	0.151657	2099.9	0.784716	245.485	0.0917357	246.576	0.0921435	377750	1036	1069	0	9315	325733	0
1	1313	184.213	0.1403	541.951	0.412757	85.3251	0.0649849	328.2	0.249962	5.71251	0.00435073	13.0964	0.00997438	777881	2357	13380	13380	4687	28648	43885
1	701	0	0	0	0	0	0	0	0	0.510697	0.000728526	0	0	9896	126030	1047361	149041	1047401	1609966	1125729
1	741	211.476	0.285392	0	0	162.119	0.218784	0	0	5.29665	0.00714798	11.7052	0.0157965	17400	9447	9418	9285	84803	83907	65135
1	734	276.219	0.37632	204.117	0.278088	41.1881	0.0561146	0	0	5.45715	0.00743481	20.1483	0.0274499	3767	1761	16350	5988	15951	60141	29299
1	1378	618.557	0.44888	749.93	0.544216	164.358	0.119273	626.4	0.454572	24.7615	0.0179691	48.8835	0.0354742	4292	8859	20634	894	40065	116600	184443
1	1366	351.077	0.257011	776.488	0.568439	242.549	0.177561	215.7	0.157906	3.69161	0.0027025	12.7606	0.00934155	1581	6374	55428	26200	40744	534968	1191806
1	1066	238.214	0.223465	161.651	0.151643	201.907	0.189406	179.6	0.16848	7.35403	0.00689872	12.7126	0.0119255	2666	1040	6656	5234	154384	19205	340803
1	2477	765.066	0.308868	531.57	0.214602	0	0	1484.8	0.790628	12.4464	0.00502479	13.4322	0.00542275	7544	0	45782	10137	55408	1204341	29223
1	599	24.8254	0.0414448	92.1474	0.153835	234.89	0.392137	229.4	0.382972	4.33362	0.00723476	0	0	8673	1108	30230	1190	29875	1231752	56634
1	716	982.062	1.37159	210.53	0.294036	110.951	0.15496	31.5	0.0439944	14.46	0.0201955	10.362	0.014472	0	5923	28105	28125	27858	192505	2935
1	572	3701.52	6.47119	357.315	0.624677	161.719	0.282726	1724.1	3.01416	56.8478	0.0993843	50.6585	0.0885637	29232	78	110	73	32659	238955	0
1	1791	10495.4	5.86009	1097.34	0.612698	394.284	0.220148	1544.8	0.862535	66.1352	0.0369264	80.1612	0.0447578	2981	534	25511	4090	48005	857953	0
1	447	83.823	0.187524	52.4532	0.117345	0	0	135.4	0.302908	0.0583652	0.000130571	34.6838	0.0775923	1311	4125	12177	8277	94175	27213	328424
1	805	360.899	0.448322	82.4664	0.102443	95.0797	0.118111	632.1	1.01624	15.7003	0.0195034	14.3916	0.0178778	0	2389	8560	8620	8642	115879	5173
1	537	0	0	0	0	0	0	9.6	0.0178771	3.66972	0.00683374	0.143916	0.000268	20321	8801	77827	77827	476494	253935	646532
1	810	0	0	0	0	110.951	0.136977	2.4	0.00296296	1.16731	0.00144112	0	0	3294	17517	117842	88470	3384444	3702694	3706268
1	1182	196.418	0.166174	109.42	0.0925716	153.948	0.130244	69.9	0.0591371	10.8122	0.00914735	14.3916	0.0121756	7823	17432	252134	86268	2416364	4670402	2738188
1	581	25.7449	0.0443113	0	0	73.4573	0.126432	269.4	0.543145	2.04279	0.00351599	8.34713	0.0143668	1320	7903	140422	8164	1346792	5740575	1668616
1	1479	71.224	0.0481568	0	0	0	0	271	0.183232	6.03351	0.00407945	24.4178	0.0165096	0	1438	59499	35832	1265869	5820600	1587693
1	929	0	0	0	0	0	0	466	0.501615	4.16582	0.0044842	7.67552	0.00826213	5055	4514	18313	15244	189315	5210038	1489114
1	1294	528.691	0.408571	642.059	0.496181	302.243	0.233573	127.6	0.104334	9.74701	0.00753246	21.0118	0.0162378	4442	6923	163145	44536	477773	4540978	2157809
1	1287	0	0	36.757	0.0285602	225.066	0.174876	946.1	0.73512	31.3422	0.0243529	52.6733	0.0409272	0	0	548112	19224	562273	4156018	2542776
1	534	18.0441	0.0337905	118.814	0.222497	0	0	427.6	0.800749	5.79275	0.0108479	10.1221	0.0189552	9820	901	1854324	172314	741948	2850559	3848988
1	876	164.937	0.188284	68.0915	0.07773	110.951	0.126657	352.1	0.529474	12.0597	0.0137668	33.6284	0.0383886	12514	2044	1992386	144950	880010	2712155	3987050
1	664	0	0	0	0	306.048	0.460915	220.5	0.332078	3.48733	0.005252	0	0	0	16105	2205008	30553	1387636	2204741	4494676
1	1210	166.819	0.137867	0	0	9.69262	0.00801043	94.2	0.119847	11.6585	0.0096351	28.7832	0.0237878	19328	9355	184743	166947	130834	3278568	979336
1	692	211.477	0.305602	102.049	0.14747	117.073	0.16918	49.6	0.0716763	1.32781	0.0019188	7.67552	0.0110918	6487	17606	1007872	563	132477	5290219	4590533
1	478	0	0	0	0	0	0	220.8	0.461925	8.87152	0.0185597	3.69384	0.00772771	26544	1186	815798	2565	900311	6058053	5358367
1	1564	105.738	0.0676074	216.955	0.138718	70.8609	0.0453075	452.3	0.289194	9.57921	0.00612481	16.9341	0.0108274	0	3630	298125	58798	579577	4899920	4855872
1	1210	174.565	0.144269	77.2225	0.0638202	0	0	651.7	0.538595	5.54471	0.0045824	22.0671	0.0182373	0	181	801659	13004	1681073	3798778	3754730
1	662	13.077	0.0197537	0	0	0	0	36.2	0.0546828	3.15173	0.00476092	0	0	3301	0	882121	8086	1761535	3718864	3674816
1	602	0	0	0	0	0	0	11.9	0.0197674	6.74119	0.011198	7.67552	0.01275	1478	1744	508155	2722	506644	507872	549305
1	599	105.738	0.176524	0	0	0	0	91.7	0.153088	7.80636	0.0130323	21.0597	0.0351581	0	2440	672762	7604	671251	672479	713912
1	461	0	0	0	0	0	0	0	0	0	0	0	0	0	2489	1004900	189438	266916	1139595	1181028
1	593	274.92	0.463608	0	0	50.5594	0.0852604	229.6	0.387184	7.48536	0.0126229	0	0	30061	3341	452285	135371	284873	1274967	1477736
1	892	467.796	0.524436	394.95	0.442769	147.403	0.16525	732.9	0.821637	7.96687	0.00893147	10.6978	0.011993	1219	10686	28461	15988	96788	236512	67416
1	591	0	0	31.1756	0.0527506	96.0143	0.162461	371.7	0.628934	4.48683	0.00759193	2.25468	0.00381503	102382	2988	163398	15077	372692	837577	412104
1	637	104.996	0.164828	123.557	0.193966	0	0	0	0	3.80834	0.00597855	7.96335	0.0125013	7547	1149	527260	100329	552773	3220444	799112
1	662	95.6713	0.144519	90.1601	0.136193	0	0	111	0.167674	7.18623	0.0108553	7.67552	0.0115944	0	854	636514	8140	662027	3329698	689833
1	746	190.748	0.255694	294.333	0.394548	100.992	0.135378	394.1	0.528284	8.09089	0.0108457	8.10727	0.0108677	8367	9116	130392	76918	130637	188651	1083526
1	1024	211.476	0.20652	48.5482	0.0474103	110.951	0.108351	0	0	2.3565	0.00230127	24.034	0.0234707	0	2287	196477	71672	286343	32667	1172655
1	1948	7497.22	3.84868	514.149	0.263937	250.051	0.128363	855.2	0.439014	185.543	0.0952482	117.435	0.0602852	138945	411	22989	4378	21182	56758	0
1	723	47.1382	0.0651981	165.922	0.229491	89.8856	0.124323	40.3	0.05574	7.75529	0.0107265	6.71608	0.00928918	9694	11497	49977	27400	50960	78066	104764
1	2233	8862.9	3.96905	1131.95	0.506918	949.028	0.425001	1304.2	0.758697	90.5976	0.0405721	35.4993	0.0158976	0	0	51279	47720	50127	106527	0
1	753	269.607	0.358043	209.028	0.277594	0	0	954.7	1.26786	9.62298	0.0127795	3.83776	0.00509663	27947	3634	88051	17325	181616	22059	69050
1	1961	435.862	0.222265	162.16	0.0826923	229.805	0.117188	13223.3	6.74314	43.6718	0.0222702	222.254	0.113337	47428	22699	1332028	95543	1759074	2002500	1743361
1	741	24.6456	0.0332599	0	0	0	0	752.8	1.01592	11.9795	0.0161666	22.0671	0.0297802	51798	19549	1328878	92393	1755924	1999350	1740211
1	858	205.511	0.239523	0	0	0	0	1805.2	2.73101	6.32534	0.0073722	10.4579	0.0121887	63472	7758	1317087	80602	1744133	1987559	1728420
1	2231	439.056	0.196798	618.558	0.277256	180.431	0.0808744	7939.4	3.55867	54.3819	0.0243756	120.65	0.0540787	70075	0	1309111	72626	1736157	1979583	1720444
1	3158	1287.25	0.407617	651.882	0.206422	382.849	0.121231	16842.1	5.46644	107.699	0.0341034	146.794	0.0464833	75439	3057	1302820	66335	1729866	1973292	1714153
1	2018	506.321	0.250902	304.032	0.15066	113.12	0.0560555	11731.5	6.4388	17.8014	0.00882131	329.76	0.163409	79775	7393	1299624	63139	1726670	1970096	1710957
1	317	0	0	0	0	0	0	121.5	0.438628	1.93335	0.0060989	8.44307	0.0266343	120258	22760	1260842	24357	1687888	1931314	1672175
1	704	0	0	0	0	0	0	0	0	0	0	0	0	4137	237664	790619	445014	1217665	1461091	1201952
1	780	0	0	0	0	0	0	0	0	0.569061	0.000729565	7.67552	0.00984041	11995	162640	715595	519962	1142641	1386067	1126928
1	693	162.424	0.234378	343.065	0.495043	184.087	0.265638	943.1	1.36089	0.262643	0.000378995	8.3951	0.0121141	64645	0	38541	15253	387664	631090	371951
1	646	105.738	0.163681	190.67	0.295156	0	0	185.2	0.286687	16.6341	0.0257494	6.71608	0.0103964	0	0	6061	1036	303673	121046	348288
1	2321	7908.71	3.40746	806.995	0.347693	19219.3	8.28062	5442.4	2.34485	212.654	0.0916218	191.6	0.0825507	6204	0	588	588	0	157943	0
1	747	3100.37	4.15043	227.955	0.305161	4.72004	0.00631866	0	0	76.7577	0.102755	56.3671	0.075458	0	176	7083	6583	5894	169756	0
1	554	4004.17	7.22774	175.36	0.316534	0	0	178.5	0.322202	130.928	0.236332	73.685	0.133005	207	0	6125	5625	4936	168798	0
1	795	5362.39	6.74514	249.004	0.313212	764.268	0.961343	198.7	0.249937	16.5393	0.0208041	24.8975	0.0313176	2968	833	2729	2769	1458	111902	0
1	2954	14319.5	4.84751	786.242	0.266162	693.713	0.234839	1445.4	0.489303	178.554	0.0604449	178.504	0.0604278	4502	0	1530	1530	811	28093	0
1	931	237.998	0.255637	232.568	0.249804	0	0	89.3	0.0959184	12.0378	0.01293	27.8238	0.0298859	8415	5856	307566	69173	1358312	1359451	1967668
1	1158	38.7944	0.0335012	0	0	0	0	14.3	0.0123489	5.24558	0.00452986	15.3031	0.0132151	0	2646	28242	28242	89663	2208829	1922487
1	984	0	0	118.892	0.120826	264.73	0.269035	97.9	0.151548	2.04279	0.002076	7.67552	0.00780033	10796	583	443613	30641	731604	1046938	760596
1	1139	407.217	0.357522	354.579	0.311307	279.939	0.245776	701.3	0.615716	762.361	0.669325	5060.71	4.44312	1652	4379	14348	50411	49093	997399	1280669
1	715	0	0	118.892	0.166283	128.55	0.179791	0	0	2.14493	0.0029999	8.34713	0.0116743	21	2556	13427	5487	18586	890175	18680
1	750	0	0	237.797	0.317063	0	0	271	0.526214	4.66923	0.00622564	7.67552	0.010234	0	8424	225072	18601	889490	1446728	929023
1	929	0	0	311.126	0.334904	0	0	0	0	5.46445	0.00588208	6.71608	0.00722937	0	12096	109369	13788	232056	2103983	271589
1	449	482.656	1.07496	82.7028	0.184193	3.06072	0.00681675	190.1	0.423385	3.61865	0.00805935	25.3772	0.0565194	2609	19317	18616	17536	17539	2479714	359
1	789	105.738	0.134015	0	0	105.793	0.134086	53.5	0.0678074	8.52134	0.0108002	50.9463	0.0645707	16182	5832	77003	77285	333311	4619195	1873742
1	1039	120.514	0.115991	47.503	0.0457199	0	0	43.7	0.0420597	7.17164	0.00690245	27.8238	0.0267794	3898	788	2342	2624	258650	4693606	1948153
1	861	126.815	0.147288	118.892	0.138086	48.472	0.0562974	0	0	8.09818	0.00940555	0	0	6968	7029	188794	73068	66505	4885929	2140476
1	761	0	0	139.604	0.183448	156.673	0.205878	147.9	0.207433	5.55199	0.00729565	33.6284	0.0441897	21960	0	183891	26880	431497	5384998	2639545
1	632	0	0	85.6744	0.135561	0	0	121.8	0.192722	5.48634	0.00868091	13.8159	0.0218607	4789	336	129647	20156	485870	5439371	2693918
1	768	149.872	0.195146	143.662	0.187059	0	0	123.2	0.160417	5.39879	0.00702968	9.49846	0.0123678	0	1223	177127	35106	999628	5953129	2331851
1	552	115.656	0.209522	39.6264	0.0717869	0	0	385.3	0.935194	4.81514	0.00872308	0	0	0	6992	513619	5317	100553	3729128	533424
1	1065	0	0	34.1433	0.0320594	101.243	0.0950635	69.5	0.0652582	16.1234	0.0151394	12.3768	0.0116214	4204	9365	283209	8372	693102	608420	684703
1	752	176.537	0.234756	221.947	0.295142	129.302	0.171944	0	0	8.20032	0.0109047	20.1482	0.0267929	1928	299	454	454	98	123238	20854
1	497	81.4947	0.163973	0	0	0	0	426.4	0.880992	0	0	0	0	26513	3665	56048	9913	9894	576002	199766
1	563	0	0	2.96898	0.0052735	29.0918	0.0516728	229.8	0.408171	3.37789	0.00599981	19.4287	0.0345092	0	5680	26093	733	18770	546047	169811
1	659	30.3422	0.0460428	108.985	0.165379	6.12144	0.00928898	0	0	1.60505	0.00243558	0	0	1558	3243	443592	47171	443108	460349	770293
1	1068	391.007	0.366111	0	0	46.889	0.0439035	316.8	0.296629	3.50192	0.00327895	10.5538	0.00988187	998	2808	396440	93580	465411	450914	562982
1	584	78.7857	0.134907	84.6319	0.144918	83.4934	0.142968	912.1	1.57259	1.63423	0.00279834	10.9376	0.0187288	4513	101	2398	2347	32466	30900	148587
1	795	54.4724	0.0685187	290.155	0.364974	0	0	32.9	0.101858	5.31124	0.00668081	6.71608	0.0084479	28496	762	7423	134	7153	397894	26757
1	886	2922.74	3.2988	185.313	0.209157	122.178	0.137898	1658	1.87133	52.0327	0.0587276	79.6335	0.0898798	949	0	2061	2081	1918	33236	0
1	659	3524.48	5.34823	175.899	0.266918	96.6992	0.146736	757.8	1.14992	42.5046	0.0644986	55.5036	0.084224	0	2490	6115	6115	5798	481470	0
1	574	1531.55	2.66821	370.159	0.644877	234.096	0.407833	677.9	1.18101	22.1497	0.0385882	24.8015	0.0432082	0	492	508	528	17179	267676	85
1	1011	0	0	166.867	0.165051	17.6662	0.017474	203.1	0.241786	16.7363	0.0165542	26.0008	0.0257179	5565	2693	11727	4094	6150	11650	17677
1	1105	102.06	0.092362	89.1693	0.0806962	0	0	0	0	5.61765	0.00508385	13.4322	0.0121558	6394	219	409721	57226	1935076	2552457	2474916
1	629	105.738	0.168105	14.8615	0.0236273	0	0	15.1	0.0240064	7.69692	0.0122368	9.64238	0.0153297	34081	9486	593060	41480	510047	1204437	1620294
1	659	234.739	0.356205	15.3397	0.0232773	228.367	0.346536	221.8	0.336571	3.5384	0.00536934	7.91538	0.0120112	9234	49	178586	57102	133946	559540	975397
1	859	4372.56	5.09029	174.242	0.202842	77.107	0.0897637	1214.3	1.41362	187.331	0.21808	89.132	0.103763	6232	0	9531	0	30271	252622	0
1	1105	3760.78	3.40342	583.09	0.527683	140.879	0.127493	373	0.337557	110.252	0.0997757	56.2232	0.0508807	24522	5744	17988	18008	17374	26918	5
1	434	6.16099	0.0141958	0	0	3.23232	0.00744774	173.8	0.400461	2.56078	0.00590042	0	0	10484	1761	8406	8406	15173	8119	17949
1	640	91.4946	0.14296	393.11	0.614234	106.969	0.167139	209.7	0.327656	9.77619	0.0152753	5.75664	0.00899475	12149	331	97991	41281	178394	10979	463544
1	981	67.6731	0.0689838	0	0	0	0	317.2	0.365859	4.40658	0.00449193	29.8386	0.0304165	6302	281	79782	10251	152554	998835	892410
1	673	1972.59	2.93104	67.6243	0.100482	248.731	0.369585	55.9	0.0830609	5.47174	0.00813038	34.348	0.0510371	1679	416	15994	15994	18836	29211	0
1	583	2722.54	4.66987	263.717	0.452346	61.5409	0.105559	97.7	0.167581	24.3019	0.0416842	14.3916	0.0246854	90	296	14405	14405	20515	27622	0
1	698	4159.79	5.95959	417.534	0.598186	71.8376	0.102919	689.1	0.987249	65.6464	0.0940492	49.7949	0.0713395	1275	1040	8455	8455	26350	21672	0
1	630	3765.49	5.97697	261.183	0.414575	381.521	0.605589	192.1	0.304921	39.506	0.0627079	17.9895	0.0285548	0	126	14666	14706	35243	36318	0
1	811	140.297	0.172992	167.142	0.206093	79.719	0.0982972	577.7	0.71233	6.17942	0.00761951	29.7426	0.036674	6276	15029	186789	34146	451038	337657	511183
1	1679	663.842	0.395379	579.627	0.345221	0	0	2339.8	1.39357	25.0679	0.0149303	41.2559	0.0245717	4302	6293	2817002	162722	695243	8322696	2820855
1	1768	187.57	0.106092	63.6064	0.0359765	80.3087	0.0454235	2870.9	1.75698	32.5022	0.0183836	70.9986	0.0401576	3354	11124	2812082	157802	690323	8317776	2815935
1	2575	417.435	0.162111	118.892	0.0461718	221.902	0.0861756	2862	1.12456	49.0269	0.0190396	50.8503	0.0197477	0	15903	2806496	152216	684737	8312190	2810349
1	1790	60.1987	0.0336306	0	0	0	0	1601	0.97503	15.0874	0.00842873	65.3379	0.0365016	0	24255	2798929	144649	677170	8304623	2802782
1	1881	105.738	0.0562137	115.863	0.0615967	110.951	0.0589852	5129.2	3.40133	18.6477	0.00991373	58.5259	0.0311142	0	29367	2793726	139446	671967	8299420	2797579
1	700	0	0	138.708	0.198154	0	0	1140.6	1.76837	3.74267	0.00534668	12.8085	0.0182979	0	31970	2792304	138024	670545	8297998	2796157
1	862	76.4969	0.0887436	0	0	0	0	92.2	0.138647	3.99802	0.00463808	0	0	0	33209	2790903	136623	669144	8296597	2794756
1	878	0	0	118.892	0.135413	0	0	619.8	0.705923	8.88612	0.0101209	1.58308	0.00180305	0	34470	2789626	135346	667867	8295320	2793479
1	407	0	0	0	0	0	0	0	0	3.52381	0.008658	6.86	0.016855	58079	59163	2713448	59168	591689	8219142	2717301
1	1241	105.738	0.0852038	0	0	0	0	157.7	0.144546	4.87351	0.00392708	13.4322	0.0108237	76486	39922	2694207	39927	572448	8199901	2698060
1	5056	3207.56	0.634406	1564.3	0.309394	985.105	0.194839	2814.2	0.556606	348.208	0.0688702	190.641	0.0377059	0	11891	2283557	0	161798	7789251	2287410
