DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1	507	0	0	0	0	4.39199	0	662	23408	337590	211788	337253	241246	339930
1	774	0	0	9.69759	0	5.33313	14.3916	0	6466	68734	35374	68384	357667	128586
1	480	0	118.892	87.9957	0	3.92507	10.1221	13318	1810	747060	61238	298216	4138315	3606063
1	982	186.07	61.3767	58.2975	510.1	12.0816	28.7832	0	22247	226551	223869	675334	3163574	2631322
1	829	0	0	0	391.8	9.21443	32.9568	13213	3331	899371	53379	1049315	1504346	972094
1	505	52.6095	21.7738	0	141.4	4.07828	5.6607	5738	3655	36124	21963	21846	612728	44799
1	922	1192.26	27.7416	0	0	8.94448	24.2738	86855	2103	26285	24435	23759	109527	964
1	469	0	163.215	42.4952	0	6.04811	11.4653	15846	286	47191	571	238470	64015	342856
1	1170	80.0069	191.957	113.636	353	6.82144	7.00391	37504	804	74794	1234	164454	36675	716496
1	770	94.0001	192.03	109.163	535.2	7.60938	18.3733	4116	5910	39188	24991	315134	112717	566216
1	686	302.269	112.434	0	859	7.28107	23.5063	31904	1012	11321	11321	8451	517428	6167
1	444	249.175	33.6862	0	17.5	9.81267	25.8089	20060	80	19782	19735	144937	252181	186723
1	702	168.262	96.1047	0	120.7	4.0345	23.4583	0	6764	417544	2558	572631	1364316	1836579
1	930	93.5033	374.354	108.484	368	8.56511	14.2477	9514	0	22628	22568	289857	176500	983185
1	604	0	308.149	146.915	63.3	2.80154	20.1482	35138	8178	17579	9446	59224	213976	1548668
1	332	23.9851	4.1235	0	23.1	1.19649	14.0078	0	2075	101439	101002	925876	1002005	929348
1	561	52.4092	118.892	0	44.9	2.15952	7.67552	469	11843	337486	76008	510630	1952801	625800
1	872	557.731	0	0	0	6.60987	6.71608	10443	1657	42211	38612	45503	90797	14464
1	519	239.258	195.564	0	119.4	3.04959	8.53902	17705	1966	578543	35443	914009	1510876	1451387
1	569	121.237	118.892	0	125.7	4.67652	6.71608	0	1110	903440	131185	1028569	919113	991811
1	977	0	334.339	260.639	143.7	3.35601	20.1482	0	1535	11948	11948	258945	56339	217565
1	770	30.3422	25.76	110.951	367.8	4.64004	16.5983	16328	45315	83547	10615	465014	903624	689883
1	712	105.738	123.846	0	107.2	5.19451	6.71608	0	859	13096	5751	60006	13278	48240
1	1006	207.448	377.179	126.411	460.9	2.23247	18.5172	2666	337	47457	38683	208806	162078	197040
1	813	105.738	228.87	5.52807	63.1	6.77038	6.71608	15080	7571	162355	51367	416565	738135	405680
1	579	0	0	0	41.7	4.97564	0	1245	4180	16853	16156	15065	16022	718962
1	514	128.725	218.443	64.2751	0	4.18771	0	1253	23166	141604	16775	776422	876879	784001
1	27839	0	0	110.951	478.4	253.554	319.494	0	626	124414	0	123058	3960691	101405
1	410	99.1923	86.1467	13.6113	2476.4	16.8092	0.863496	447	406	171129	29816	169773	4007406	148120
1	565	105.68	332.267	0	0	11.5636	0	6610	8241	89844	18900	323224	190884	403567
1	1087	87.8547	0	0	11.9	13.5772	29.215	3949	472	9052	9062	696771	415542	662795
1	696	105.738	0	0	0	2.33461	14.3916	45658	5332	54007	9431	400701	254188	679214
1	1543	263.73	277.866	0.92358	0	4.18771	24.8015	8657	18313	316685	86237	316792	6001120	4666072
1	1095	0	118.892	0	0	4.47224	20.2442	482	2594	2011898	22963	1943069	6179660	2016343
1	1540	365.026	286.333	0	383.9	8.29517	19.0929	7343	1093	318020	51412	315463	3848054	312500
1	614	71.7344	5.93796	0	65.2	2.22518	7.67552	270	7860	11246	5852	82617	70920	262518
1	1251	212.201	69.2952	89.2051	158.1	8.22951	0	15085	9205	111667	26856	217566	61263	420864
1	281	118.61	0	92.5868	28	2.50971	12.1369	4881	2623	170226	7327	102602	657180	225639
1	633	174.565	24.2711	0	0	2.65562	14.0558	268	728	114963	134382	739945	319887	879433
1	1292	290.55	0	0	649.3	9.83456	18.9969	25765	228	17697	17677	30391	174046	17514
1	645	168.93	102.127	95.6475	273.6	3.28305	27.9677	0	15696	42534	13452	43464	889851	98117
1	1237	94.1426	0	196.485	1123.3	13.8618	46.0531	0	6700	1667	1043	7851	617080	26445
1	1123	0	0	60.4492	0	11.5563	15.0632	62756	6035	2920	2860	2745	1964292	82372
1	371	317.215	0	0	0	11.3156	29.215	5837	31816	1186342	50331	385061	2518321	1472437
1	561	0	0	0	0	5.96785	13.4322	66291	9105	168012	77059	254974	560323	604900
1	1231	38.6173	25.76	110.951	214.5	7.17164	0	29239	171	75688	9928	106876	245242	930191
1	710	119.472	104.604	0	629.2	3.21009	0	7657	2295	34371	9411	135196	131448	380758
1	665	772.35	118.892	65.8055	0	3.85941	11.6572	3132	6446	9318	8414	62418	322826	117596
1	1057	143.341	0	0	1106.7	13.5626	37.0344	0	0	118146	45718	17913	1005404	456569
1	385	194.663	0	0	78.6	5.41338	14.3916	2147	3106	22140	1580	23508	1457005	5640
1	1865	512.345	105.502	78.466	453.6	17.7795	29.7427	0	2509	2479	2499	21089	1434212	243243
1	874	0	62.3984	0	0	6.0554	8.44307	12905	8263	83163	11695	69542	1203108	475338
1	488	0	116.921	27.5465	0	0.890072	4.89314	12417	8086	7841	8055	21922	377205	66246
1	312	0	22.0398	0	0	1.92605	0	0	488	56789	7109	56088	52037	892421
1	548	10.5624	13.3604	16.6236	7.9	7.58749	11.8971	21417	1428	2757	2761	112233	579067	111354
1	926	105.738	0	0	0	4.04909	14.2477	11147	386	34322	339	34459	1511048	381515
1	983	462.232	85.6644	210.347	5.2	8.42649	1.67902	14647	116	370796	316492	655281	1931028	2298009
1	396	0	0	0	57.9	2.15951	10.362	0	1063	1399	1339	128590	29553	62169
1	838	0	118.892	0	425.3	7.44887	0.047972	14947	942	238120	11154	149316	1013080	261128
1	1465	237.482	161.7	0	514	9.4187	3.98168	79815	6496	39068	1956	455518	118033	746270
1	523	53.3844	0	40.6327	0	1.45913	6.71608	10440	13491	500994	86695	1009259	1515823	2599317
1	1137	105.738	67.3146	49.5879	40.3	8.25139	0	8067	6800	186221	40745	694486	1201050	2284544
1	957	0	23.7641	0	188.8	13.6721	7.67552	3348	2656	81964	20590	425196	931760	2015254
1	769	0	237.796	73.4573	0	4.12205	30.3183	0	6358	182505	22753	324843	831407	1914901
1	599	4.401	0	0	528.1	2.61185	7.67552	7259	10240	11836	11836	41578	1225980	403469
1	966	94.6235	467.489	0	559.2	10.5933	25.1373	0	2194	19819	16427	76849	755280	375666
1	417	620.985	0	0	261.7	10.2212	18.9969	7416	272	33375	20940	32433	603230	6067
1	823	211.476	344.181	0	493	8.67455	24.6576	5946	2973	5157	5177	4888	23408	151614
1	746	170.708	0	70.2207	171.9	8.96637	7.67552	9720	10188	129204	1066	191221	1383272	331050
1	1041	105.738	10.6382	0	0	3.98343	20.7239	9586	4970	114771	16665	24945	35985	361261
1	921	178.401	305.114	110.951	410.5	5.77087	42.6951	4614	12491	24772	17961	31003	134944	230823
1	1660	0	0	0	254.2	13.1833	22.0671	0	1754	33434	488	75131	1900419	1453251
1	783	54.839	118.892	55.8581	209.4	5.8803	0	14879	0	8301	7988	109839	2560752	793795
1	896	136.718	648.189	2.29554	173.9	10.8341	6.71608	2233	7844	84049	9708	83143	11549	381280
1	698	76.4969	233.263	308.563	305.2	4.38469	15.351	12140	694	26778	26938	26614	33912	278555
1	1698	61.8476	0	110.951	86.9	6.73389	29.4548	0	191	465882	39566	715263	559769	749953
1	598	84.1867	189.824	0	0	1.28404	2.49455	0	694	39115	6618	165474	20016	230573
1	804	84.4848	102.118	1.81976	115.3	9.99506	10.314	9416	6156	453164	36652	561620	624259	660112
1	802	165.897	0	16.3751	505.7	7.12057	32.8129	11315	199	33283	5237	6063	102037	79516
1	1051	0	0	0	403.8	4.58167	13.8159	20099	1742	2808	2808	32094	53109	90163
1	345	89.2417	0	0	0	3.18091	0	3322	3065	58069	9878	13949	26604	1005740
1	828	11.0335	54.9406	0	77.8	7.79177	6.71608	16310	1594	107021	23435	106926	110394	150035
1	1109	433.481	247.344	78.8414	263.9	6.97465	7.67552	13577	677	86779	27770	805510	132327	917492
1	595	0	0	0	0	0	0	0	52542	242677	33251	1497899	6421985	1500691
1	481	76.971	166.919	14.7773	78.3	16.1526	5.46881	0	296	18857	2097	374936	240533	1509083
1	1084	168.891	140.67	78.8135	96.6	7.55831	7.67552	5172	11407	220057	39679	710864	1291299	689550
1	548	0	0	0	0	0	0	0	73255	94855	94855	14052	544747	92046
1	849	0	0	0	0	0	0	0	93145	114745	114745	33942	524556	111936
1	565	0	0	0	0	0	0	11007	175241	89747	66233	88716	469224	67813
1	644	102.35	0	1.4476	54.3	0.780637	0	18113	4583	384486	4104	442945	1169933	1358867
1	501	0	39.0993	13.0081	12.7	5.09237	0	6635	7747	9305	50258	202666	1322283	3266281
1	468	105.738	0	0	192.1	10.9143	7.62755	30230	9339	23653	23692	483947	67721	590170
1	960	105.738	328.951	0	0	7.87932	6.71608	3547	26310	10228	10214	43105	10860	154420
1	308	0	0	0	73.4	5.77087	6.71608	14856	183	22018	998	18554	719572	23102
1	374	193.247	322.263	167.481	0	2.90367	0	0	14128	65747	14187	53150	3600	73494
1	990	1.73928	0	70.8633	349.3	7.22271	18.805	31415	9395	9959	9977	128172	54224	202305
1	789	65.977	235.865	0	74	0	7.67552	39297	2778	2967	3147	92420	189710	95383
1	1290	208.853	0	2.77074	539.5	5.58119	5.51678	16487	28	7832	7240	4132	955734	898689
1	587	0	175.119	0	0.4	0	0.527692	22365	4061	83545	7780	317683	6869	634277
1	494	6.82154	156.154	86.6792	55.8	3.45084	0	6519	2482	44420	20838	51324	393725	1036070
1	678	0	237.806	0	0	3.356	0	7054	6476	100658	39318	206869	318006	269869
1	1535	379.996	103.447	285.654	289.2	11.1186	28.8792	3705	167	75450	15069	178322	390140	627323
1	1022	0	118.892	110.951	224.3	12.4756	13.4322	34608	6518	26045	26077	138658	938596	810559
1	587	225.684	78.3145	0	44.5	4.2023	15.3511	0	7658	11632	11410	134360	1072469	223171
1	428	127.805	0	0	0	5.76358	7.67552	0	1488	3251	3251	107528	174415	14132
1	366	0	149.919	0	268.1	6.909	7.67552	4835	610	191794	31031	191422	568806	394362
1	599	0	0	1.53036	0	2.53159	6.71608	26486	2273	221297	12911	615229	1503245	501690
1	1652	0	0	104.58	101.2	7.20811	23.7941	6507	632	666503	209717	1060435	1948451	946896
1	605	118.714	270.522	0	124.9	2.90367	0	20946	2076	41089	39874	83309	42237	314558
1	591	89.1876	66.3816	0	288.7	2.40757	0	25626	1322	69326	6308	36118	94929	98110
1	524	211.477	118.892	0	0	3.96884	11.2254	30886	10323	10324	10317	67156	6168	89532
1	398	49.7231	28.2153	0	269.6	5.01942	0	0	2287	40105	18969	18612	710398	52825
1	634	73.2262	86.8027	6.92685	69	5.50093	7.67552	8780	12859	9276	9316	263455	275962	508976
1	1128	104.623	369.486	110.951	223.2	8.84234	27.8238	47717	5160	19324	19190	621642	165186	761251
1	396	7.35568	73.317	85.7002	389.4	2.40027	0	4542	5895	337398	22036	557438	641374	522649
1	632	4.5973	0	0	27.4	6.37642	5.85258	49174	4951	76481	76501	223729	846929	1198780
1	716	0	0	0	201.3	10.8268	6.71608	0	1634	289731	35950	289355	2236013	1555870
1	986	0	0	0	0	0	0	89866	44443	246739	224337	443459	2517214	567648
1	1607	155.176	268.941	140.02	0	4.50872	34.8757	14021	13299	179303	36182	178762	2163060	213494
1	930	30.9588	13.1129	0	26.2	6.12835	7.67552	17344	35	319237	22129	644123	757342	700242
1	866	68.04	123.846	51.2671	31.7	0	13.3842	25985	1630	55444	38001	54906	38464	82567
1	400	46.8925	0	0	0	3.21009	7.24377	0	404	4550	4570	52482	171169	72005
1	888	102.659	63.8431	89.7138	151.7	4.74218	52.1456	7935	4577	16884	9924	10577	467228	21259
1	553	219.751	223.726	55.7051	16.4	2.08656	15.6869	13196	20423	60406	42960	142897	3318442	550685
1	729	145.275	61.4277	97.943	220.4	4.93186	7.67552	1013	4206	12381	4275	131384	36445	546095
1	453	46.28	113.828	107.704	68.7	5.78546	18.2773	301	6118	861484	34843	861814	1193510	1418274
1	638	183.892	118.892	0	244.5	12.6945	26.3846	62907	0	92733	3601	91738	294675	135235
1	950	0	0	0	0	0	0	1069663	926163	406196	406196	771418	4301341	4329126
1	903	0	0	0	0	0	0	1009748	866248	346281	346281	831380	4361303	4389088
1	503	0	0	0	0	0	0	809929	666429	146462	146462	1031599	4561522	4589307
1	1688	0	118.892	0	0	79.3769	37.4182	143872	556031	735534	192246	363024	6566894	6594679
1	303	0	0	0	0	0	0	29864	930461	362489	13833	9525	6941324	6969109
1	403	0	0	0	0	0.26994	0	398545	309174	38001	15333	272125	1825355	263585
1	1262	0	99.077	0	0	0	0	372078	282707	11534	9724	297733	1850963	289193
1	1440	0	0	0	0	0	7.67552	32625	55012	11365	11385	326820	2053862	628468
1	498	0	0	0	0	0	0	513330	40203	106751	9438	9201	1331535	1351737
1	329	57.0065	0	0	0	8.14926	2.49454	481751	8624	75172	19884	20050	1299956	1383485
1	974	105.738	69.3539	0	67.8	6.72661	0	12424	5343	193823	68632	541394	824526	1314418
1	685	0	141.68	0	0	4.34091	6.71608	39003	5991	430123	4202	149800	153103	664767
1	829	0	0	0	86.2	7.87202	6.71608	30987	4691	579312	12712	576543	981698	1384271
1	763	968.195	118.892	0	25.5	7.87932	7.67552	12956	11604	342144	8025	342367	1464824	1554969
1	455	393.53	0	21.425	111.3	11.8555	7.91538	9591	4654	70596	22286	68811	87887	3683
1	633	2.75838	118.892	70.3966	0	10.3744	12.2808	0	2770	4608	4568	4530	103988	61055
1	880	0	0	78.8135	0	1.86769	0	2752	9764	148995	125126	147929	203772	135359
1	896	0	118.892	0	634.6	12.0233	7.67552	963	18840	36864	36649	143204	2797380	330974
1	545	101.786	0	56.543	47.1	2.80883	11.7531	25556	4195	164015	18686	270355	2924531	407116
1	803	85.3106	0	0	0	7.02573	29.7427	26512	13217	262831	19431	235564	3803586	255993
1	661	211.476	0	0	0	8.9153	21.1077	1427	3040	653766	2752	672420	4240442	692849
1	1002	105.738	504.236	0	200.2	5.86571	0	0	559	211679	75221	1538674	4434734	1559103
1	330	102.857	230.702	0	3.5	3.25387	4.89314	0	6260	66631	2661	1292280	3963334	1195670
1	657	0	216.956	0	145.6	5.50093	11.1295	0	9375	31099	28079	118690	2789744	22080
1	372	0	0	0	181.3	5.54471	8.25118	12535	2753	36520	25161	768861	1620298	854359
1	767	155.389	0	0	681.6	1.80203	7.67552	953	6081	175620	23412	308216	4520378	1391680
1	589	172.319	303.53	58.4391	249.1	5.82924	7.67552	294	0	39464	10459	39482	1889812	52510
1	436	446.539	0	0	101.9	5.02672	18.5652	0	3460	4640	2960	2690	1436348	1700
1	689	0	0	0	0	0	0	47831	32312	88898	58937	187997	5670092	516615
1	667	32.1811	0	0	0	3.75727	7.09986	6732	928	140872	732	81380	3937646	619311
1	400	0	80.1703	81.2189	352.1	1.71448	13.672	1269	3836	472775	237097	442252	1659760	1432615
1	468	105.738	0	0	0	3.47273	0	5703	14228	37077	36324	35742	9762644	2857923
1	520	0	0	104.118	0	11.1915	0.863496	0	1106	150113	97	148553	11508703	4603982
1	431	0	92.1416	0	3.7	5.18722	7.67552	0	20879	934872	63203	1623107	12871915	6479295
1	309	0	118.892	0	99.5	2.1741	0	0	35866	3412335	75753	632153	7603866	7792567
1	968	284.113	209.06	220.358	151.5	4.11475	0	7401	215	153256	47749	1578042	1812737	2001438
1	621	1.73928	254.281	0	320.5	8.03983	22.1151	0	36	83823	602	23967	165292	630557
1	433	51.5467	0	0	3	2.8453	0	1399	1073	49051	39408	48116	365681	493365
1	322	27.2862	0	15.2391	351.8	1.1819	7.67552	0	392	21768	20917	20838	501714	124369
1	1003	105.738	104.031	0	0	3.77915	6.71608	2451	630	165743	1572	874269	2269592	971362
1	516	190.329	39.1238	0	0	1.02139	9.16265	2215	3598	765266	202000	539848	3407805	1022974
1	992	125.109	90.8156	76.3646	72.8	7.76259	9.01874	0	23484	592687	305627	367269	3579908	850395
1	642	0	19.8154	11.4777	279.6	2.1887	0	5844	8081	249962	29424	2044924	3617051	1931847
1	636	0	118.993	7.07736	141.4	3.64783	0	4150	473	207421	6447	206425	15250	15513
1	374	0	0	0	121.5	0.240757	0.623636	3545	889	851678	49097	851132	5100664	5253413
1	462	0	0	0	121.7	1.76555	0	4395	6899	22854	47937	235753	5585680	6259780
1	383	0	0	0	247	1.62693	4.36545	0	5279	1597127	21923	2199543	3621969	4296069
0	650	433.917	119.663	97.3531	69.5	10.192	19.5246	0	4963	55208	17900	136392	93153	657198
0	495	271.563	722.391	0	697.7	12.8258	13.4322	0	63	22960	8657	19775	29410	131123
0	433	0	0	0	0	0	0	21687	11349	6253	5113	88547	14767	101585
0	1372	864.177	3882.27	90.4035	2906.9	37.0036	35.4993	0	1195	991	991	1076	57612	77975
0	403	137.163	1125.88	142.346	339	14.657	0	38788	410	130497	49372	369371	4173	371719
0	734	297.934	397.373	204.93	259.5	9.54273	43.8464	2173	5648	5656	5695	19780	318634	25645
0	412	31.506	178.645	88.454	136	19.9099	20.7719	0	293	18070	4273	17758	95569	25300
0	490	264.805	0	110.951	69.7	9.19254	4.50937	8254	1134	75067	2555	73576	528908	51939
0	930	184.968	121.368	176.016	125	6.63176	4.26951	4323	8176	494843	7207	744361	918281	906381
0	514	229.092	552.219	140.743	130.4	4.47953	14.3916	0	655	55703	18835	83555	3834	440944
0	318	0	0	110.951	0	6.53692	0	64215	10674	288382	10951	1001528	889558	1798566
0	831	670.503	712.894	220.474	1168.2	10.3671	22.211	36381	0	39196	2210	28044	626215	767894
0	692	193.169	257.333	0	466.8	3.79374	35.2115	683	4665	76950	7119	136006	118992	315188
0	851	348.317	475.53	0	632.9	8.18573	35.2594	62773	8261	37176	11922	11953	12621	203402
0	718	238.022	236.36	141.491	774.4	3.14443	20.6759	36132	0	61462	58774	180899	2217201	77208
0	571	129.668	127.536	0	6.4	1.45913	7.67552	1447	1405	46880	31821	374814	226726	672246
0	704	249.145	427.489	102.534	385	9.00285	24.4657	31710	247	10567	7641	97183	220273	1776643
0	411	138.782	147.992	109.517	40.1	10.9289	11.0815	27243	213	377	337	179365	16568	188821
0	1185	0	0	0	0	0	0	6752927	6548868	6609720	6548960	6671695	7445605	7317038
0	693	0	0	0	0	0	0	9762644	9558585	9619437	9558677	9681412	10455322	10326755
0	468	0	0	0	0	0	0	5841421	6896594	8103316	6963805	8103089	9398779	8373783
0	442	0	0	0	0	0	7.72349	91169	50947	894866	42350	894639	2190329	1165333
0	601	646.394	147.853	223.642	649.1	72.3803	77.139	20322	6837	7336	0	4796	396436	52851
0	345	0	167.64	0	244	1.12353	11.0815	3270	10239	287910	23685	247645	1270603	639933
0	412	0	0	0	0	0	0	27632	8805	104619	35699	104724	6876	155145
0	844	933.208	140.759	69.5871	578.5	28.8835	23.8901	0	9163	50042	31422	101935	299692	67801
0	428	0	165.151	2.71044	76.1	9.03933	9.73832	4787	6254	101886	79444	323913	208858	694404
0	957	160.444	1332.56	259.087	439.4	30.9336	23.0266	36270	967	26477	24358	107707	23570	285850
0	758	130.334	124.53	107.032	685.3	22.2956	28.7832	1709	7599	159487	15787	278398	728244	881314
0	437	129.943	360.597	128.444	123.4	7.18623	6.71608	0	963	28802	28782	55661	493	50644
0	1205	248.807	460.185	110.417	192.3	27.4098	32.8128	0	395	2080	2080	599	101931	96682
0	604	182.714	309.573	161.748	576.5	4.47224	27.0562	0	2706	49878	18258	676242	347178	1232598
0	290	0	62.4185	0	385.6	1.5175	7.86741	12392	56123	1175	1195	636	509132	37377
0	809	293.809	1058.73	259.695	1387.1	18.8082	35.3554	12552	0	162236	19647	540980	4842	1007527
0	845	0	0	0	0	0	0	62495	70179	267197	84357	435983	80237	1112488
0	461	253.956	0	99.4223	152.4	2.55348	1.48713	0	16013	1119890	103999	1637825	1649297	1636082
0	974	211.476	237.81	114.777	1505.4	15.3282	35.4993	2188	0	1205393	46028	1551809	1734800	1550066
0	886	390.929	1275.03	0	928.3	12.782	34.5398	1827	816	40865	13011	64753	5129	42476
0	585	96.6485	629.809	132.078	892.7	34.8368	6.71608	0	11035	24579	24569	80372	4696	186135
0	585	1581.24	99.8274	0	341.1	10.6954	25.4731	0	4826	22674	2453	7706	438716	3862
0	764	249.117	1211.27	60.6016	1531	17.8014	6.71608	283325	0	141141	19981	182997	13219	273348
0	934	183.882	298.56	85.3366	829.8	18.1297	30.4143	2466	6537	7202	7164	93992	528266	229441
0	310	199.634	251.58	190.281	524.7	3.61135	0	9032	2710	5106	2726	20015	336068	34318
0	531	0	14.3545	0	308	6.88711	8.77888	0	3907	372532	15243	1173585	529455	1925440
0	658	1727.4	282.388	258.236	0	45.2332	24.082	345	4314	76597	56197	93617	206364	17314
0	597	532.933	691.496	0	49.5	59.2189	53.105	17171	21	16641	8761	106697	19333	21825
0	672	1036.27	86.262	75.7704	69	56.4466	74.0688	0	9306	19118	19138	48364	84090	3851
0	352	105.738	0	0	143.4	3.82292	7.67552	0	1256	13824	1327	167471	7085	36554
0	951	331.701	530.482	198.612	815.7	21.2377	23.0266	25407	5288	11813	11870	37663	129235	44642
0	479	478.684	105.136	0	442.9	14.8978	7.67552	251	847	27226	23486	26042	175320	6133
0	477	48.851	470.272	273.67	337.4	4.3628	14.7754	43712	2586	6287	6199	208666	201727	336588
0	715	351.561	962.333	19.1295	445.9	11.4542	21.1077	6347	6335	51976	51956	55804	13674	167113
0	445	45.0618	0	0	79.1	1.42995	0	0	6276	151743	17824	77411	2263853	202371
0	620	103.94	26.1429	0	365.4	12.9863	0	2754	5731	393827	4224	634872	1022794	1850197
0	785	702.645	292.781	852.391	1359.1	41.2351	50.2747	620	2372	36533	154	0	18682	98340
0	951	408.416	722.334	208.685	672.5	7.09868	25.9049	4806	5872	2974	2940	60024	59945	44807
0	709	282.137	1451.71	106.809	684.4	20.2455	14.3916	5411	1009	12446	4597	94762	61052	189402
0	465	47.0905	347.516	56.3377	563.3	9.41142	0	713	5560	159961	143143	203668	720009	168298
0	599	0	205.776	0	416.5	3.12984	6.71608	8380	6705	223732	206914	267439	783780	232069
0	440	0	0	32.9027	0	1.16731	0	7388	29374	260704	243886	304411	820752	269041
0	659	3.0807	1290.56	0	525.5	8.4119	7.38769	0	8598	70607	31746	107537	224538	63484
0	560	86.1453	279.798	0	91.4	16.1453	19.1408	0	5927	11600	2532	2946	50066	167783
0	436	149.318	366.271	56.1784	142	14.9707	20.58	5033	3464	681	732	925254	213872	1801179
0	1299	317.214	379.963	554.721	710.9	16.0942	38.3296	18088	10835	91355	20519	173163	46906	1285918
0	625	161.902	142.988	547.648	458.8	80.6463	202.874	21143	713	19413	0	23450	323334	50119
0	356	211.476	0	0	278.6	6.27427	6.90798	6539	0	667667	168761	777928	923261	2415765
0	765	203.806	954.674	110.951	249.2	16.335	22.4029	9324	360	95893	21451	456332	54970	866391
0	495	96.9156	385.415	28	3797	12.14	15.1112	7427	0	185332	9630	197944	739737	180979
0	649	187.632	101.578	261.541	1127.8	2.3565	1.24727	2773	34880	626748	23248	186584	186211	489821
0	1438	383.204	161.733	258.558	358.9	15.9629	13.4322	6666	2003	4863	4863	110266	104727	533721
0	685	228.134	1726.83	249.824	320.5	45.5104	42.1194	0	0	1634	1634	1372	1112	113778
0	382	384.104	131.379	75.9641	74	0	4.65328	0	3043	24574	11976	39391	213443	4409
0	715	403.983	529.377	70.4224	159.2	12.4756	13.624	11971	2200	24800	24780	43389	58706	215995
0	639	2368.85	393.835	105.359	100.8	18.4726	3.78979	18135	8072	85098	61058	84243	106511	525
0	495	157.072	158.061	20.4714	240.8	4.39928	7.67552	5447	3256	25780	21380	66617	693508	76803
0	362	31.4306	131.651	0	0	0.226166	0	0	10535	8690	5559	35288	855652	656417
0	1387	472.491	817.142	114.458	399.9	28.5261	7.67552	27821	181	42086	22311	43853	7753	249901
0	771	518.563	352.332	0	390.9	18.5748	25.0414	2674	858	48811	8929	491976	22486	593838
0	567	129.117	854.404	298.886	136.3	17.6045	36.2669	33854	824	21495	895	460	20403	17960
0	484	127.793	572.581	0	430.8	9.35304	16.5024	1034	3788	13976	13956	13451	14957	194835
0	483	98.3841	432.541	71.8512	860	3.43626	5.18098	519	604	272215	88574	218740	393247	228073
0	750	386.993	551.959	0	132.2	11.4469	0	12903	0	93782	7052	346600	345626	377897
0	515	28.719	507.743	35.1535	384.5	15.1823	14.4876	0	6293	40520	15900	78729	2812092	275978
0	986	415.818	0	57.8017	384.3	4.45035	22.355	18872	10269	526470	15506	563034	932548	1958139
0	1014	223.221	357.194	120.426	23.8	9.14876	34.9236	6150	6271	22965	12771	129665	273871	2486456
0	338	78.1313	70.2903	89.107	339	4.26797	10.266	3571	1599	217214	95574	536955	1862683	543963
0	793	367.542	356.69	270.841	294.8	24.3602	6.71608	57958	9502	19877	868	200	604351	197739
0	948	340.223	37.6051	120.279	1100.8	24.7761	32.2852	27586	23	7052	7054	6643	28402	1292
0	515	1.7604	501.355	120.366	69	8.34624	28.2075	0	3594	13444	5907	80248	132048	316203
0	779	411.045	1385.3	226.937	527.4	6.63905	7.67552	0	6918	154133	34693	152344	43825	128331
0	701	797.66	645.685	383.963	758.6	8.48486	0	0	272	175388	2548	175015	49749	226402
0	956	1447.51	259.549	431.14	938.7	32.7284	47.7801	0	0	16376	5656	14360	325577	2723
0	522	63.2265	0	35.9257	595.4	8.22951	5.70867	3561	4463	420622	21169	617799	1150963	934236
0	534	51.7679	100.979	30.4777	320.9	21.0699	19.5726	749676	819	14143	4515	33671	443	72869
0	769	901.226	94.8328	115.455	123.1	7.75529	16.2145	2392	6474	17103	16380	15758	98395	3321
0	535	185.111	136.168	0	69.2	1.02139	6.71608	11308	12984	180432	24475	2850260	4237153	3172084
0	639	0	158.478	0	397.1	9.426	3.74182	956	0	457760	62607	653273	4247018	2452424
0	622	92.7698	289.884	0	35.1	5.39879	6.62014	25554	13376	42667	77687	84496	1868220	220693
0	1078	324.121	327.825	78.9773	231	6.11376	13.4322	29792	2323	170243	168875	333474	1618786	299610
0	687	211.477	118.892	110.951	553.3	12.3005	13.4322	5776	7223	510460	43020	1890869	1976660	1932612
0	1804	608.912	570.203	118.562	1628.5	19.3481	27.8238	1960	8750	551175	44573	517504	603295	559247
0	1029	562.168	552.665	201.357	612.3	9.40411	7.67552	10388	10354	153348	7212	151837	153065	194498
0	1222	119.743	110.461	108.846	676.3	10.0534	17.7017	2598	564	92085	36222	99114	1111359	160342
0	745	0	0	0	0	0	0	205361	9927	73904	73856	91252	129272	36276
0	462	0	0	0	0	0	0	13936281	14855106	16164435	14927950	16591481	16834907	16575768
0	408	0	0	0	0	0	0	2464112	3382937	4692266	3455781	5119312	5362738	5103599
0	453	75.3969	96.8491	199.548	249.2	4.30444	0	9466	1587	167774	139840	258671	502097	242958
0	739	163.21	204.031	73.6123	0	9.81996	7.67552	0	4836	703479	225477	822690	2881999	2655514
0	401	235.671	162.15	10.1564	487.2	3.30493	36.5067	0	7226	2998	1013	100058	486937	139418
0	495	819.949	98.9628	92.3592	3.5	17.4658	12.2329	432	157	18058	11485	16924	361940	5041
0	749	57.3225	118.892	0	120.2	7.12787	0	5707	4056	295119	220417	1758218	1846720	1769179
0	773	412.342	67.9665	179.725	765.3	8.56511	6.71608	2514	3400	661136	11304	1683993	2803872	2726331
0	927	399.264	622.609	67.2629	69	14.8977	10.0741	0	96	1243939	12091	1101036	3318760	3309134
