DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	DistancetoOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1	524	279.849	133.885	281.735	366.2	1.05058	11.5613	0	2949	10947	11114	70684	430069	20829
1	788	0	0	13.8537	341.6	8.50675	24.9455	144	1310	6635	6691	14526	373268	25924
1	751	0	220.537	147.874	234.9	10.4766	22.5948	20457	4370	17553	17553	17605	1396	22742
1	868	289.317	364.944	0	177.3	8.47756	11.2255	2777	936	3773	3791	42978	4056	689533
1	621	128.662	290.316	0	126.9	3.25387	0	0	1062	31298	31278	205329	22241	872101
1	591	89.1876	66.3816	0	288.7	2.40757	0	0	69	47426	47406	77062	89368	113375
1	956	344.799	404.264	0	22.1	8.95908	29.7427	2589	3126	9925	10360	9688	14377	238732
1	891	3.67784	137.727	53.5626	126	5.552	20.6759	15827	1426	5472	5692	47006	13054	179824
1	392	0	101.834	93.5673	69.5	5.73439	2.59049	0	11175	99134	234	242191	68974	294747
1	323	0	0	0	161.8	0	13.4322	7283	543	16307	1805	16755	195303	125
1	806	298.061	117.132	0	55.6	6.94546	0	119622	0	4495	555	3870	0	106775
1	761	211.476	118.892	134.607	360.1	3.29034	22.0671	9417	2	22700	11000	22309	105311	24790
1	747	51.9127	44.6356	0	47.1	6.0554	13.768	0	7365	2403	2403	14022	124507	127945
1	926	184.922	201.538	27.3978	385.1	8.51404	19.4287	87	214	5337	5337	5517	13176	82094
1	511	97.6259	403.76	51.0278	364.2	10.0461	14.1517	14901	2121	3742	3742	58613	31171	163236
1	446	1022.26	0	6.23415	342.4	9.67405	29.071	102	1808	6398	1410	5503	51494	307
1	522	175.617	23.7785	110.951	0	2.67021	14.3916	0	609	319593	249133	303957	39253	420587
1	1275	55.1676	0	0	0	8.4119	5.94853	4686	7048	22486	41669	582387	1011937	546141
1	871	0	0	0	0	0	0	3155	4664	11116	7392	129256	336374	749996
1	3067	105.738	0	110.951	265.2	17.9984	50.8503	44635	21395	82215	54144	81734	13574	287073
1	651	0	0	0	0	7.44158	13.4322	5412	1280	303329	36469	302709	112989	336982
1	1800	0	0	0	0	27.7965	144.588	0	0	346755	79895	346135	156415	380408
1	730	0	0	0	104.9	2.97663	25.713	30405	1346	601443	8183	125878	411103	635096
1	614	0	118.892	110.951	1617.4	15.2771	67.1608	19147	543	723383	17910	3738	533043	757036
1	859	105.738	0	78.0484	1275.9	23.2878	33.3885	1743	240	975015	2369	246866	784675	1008668
1	562	163.334	91.0462	26.0161	263.9	0.0583654	1.63105	0	7576	1149642	30833	421493	959302	1183295
1	683	0	391.232	69.5871	147	7.9012	7.67552	4525	7451	615099	190151	827394	635594	1022427
1	731	110.579	214.006	110.951	123.2	7.09139	22.6428	19697	15669	126667	10103	84915	83745	279948
1	833	130.384	0	110.951	784.4	9.13417	3.50196	29650	6617	16616	16656	147427	713392	117515
1	336	268.358	36.0379	0	73.1	0.948437	2.49454	35019	6409	44759	44611	235481	879450	283573
1	1181	71.224	335.375	0	321.7	13.6356	12.3768	0	139	8052	1295	299532	1641071	1045194
1	397	74.1001	0	0	38.2	1.16731	6.90797	0	2273	51659	2959	206805	1733515	1137638
1	785	105.738	174.376	0	181.6	4.55979	18.7091	908	5493	12864	626	47926	1291652	513787
1	897	0	299.202	191.841	69	4.713	7.67552	23128	6014	193324	167735	300752	195462	291215
1	660	0	71.0339	104.82	128.7	7.81365	12.7606	21576	4163	104432	18161	103692	310074	134321
1	882	111.621	242.385	0	192.3	11.9649	0	3572	701	21023	13545	115568	112421	332012
1	789	100.68	131.078	14.1544	192.1	4.23148	25.4252	868	4953	96348	1555	133307	11172	581835
1	654	230.841	0	0	351.2	4.41388	0	10483	3177	2483	2484	2211	23929	118740
1	368	197.685	80.2524	0	0	10.338	24.1299	25430	6004	68785	13818	93504	6104	232395
1	777	77.2543	86.8027	72.3816	86.4	7.63855	7.67552	0	10747	40686	1793	68024	59977	87597
1	664	39.5368	184.772	78.1556	63.5	3.35601	29.7426	5369	0	5634	5628	112873	10463	593573
1	786	147.749	117.645	255.54	341.9	4.0272	0	792	2550	229565	121754	268561	9751	577945
1	1128	104.623	369.486	110.951	223.2	8.84234	27.8238	810	12513	11039	6099	10716	795575	182755
1	967	108.496	34.6758	113.205	743.8	9.54274	42.2154	0	89281	67044	66944	66224	998080	385260
1	396	7.35568	73.317	85.7002	389.4	2.40027	0	0	0	9310	2472	208470	1140326	527506
1	558	55.4894	146.519	151.699	317.8	10.4766	13.3362	3786	7261	18125	5204	217285	1149141	536321
1	583	105.738	0	70.3966	126.4	1.8458	0	2931	10299	21163	8242	220323	1152179	539359
1	660	105.738	0	0	159.5	5.96785	13.3362	1559	11628	22492	9571	221652	1153508	540688
1	742	0	0	0	168.9	4.33362	6.71608	43955	409	73778	60857	272938	1204794	591974
1	709	81.7699	521.159	8.77401	859	5.57389	5.22895	52932	6885	82755	69834	281915	1213771	600951
1	1251	132.553	406.682	58.4328	34.6	20.2163	27.8238	81873	35826	111696	98775	310856	1242712	629892
1	1226	0	0	0	0	0	0	90094	44047	119917	106996	319077	1250933	638113
1	1361	258.189	0	0	235.9	10.0024	7.67552	18953	134079	162551	67288	162311	614837	657681
1	821	254.691	0	0	133.7	12.0743	13.4322	0	2198	16954	0	16714	469240	512084
1	729	59.7649	0	0	42.2	7.14246	6.71608	402	5158	13874	2434	13634	466160	509004
1	630	105.738	289.294	80.0053	167.7	8.17114	4.41342	921	9079	9934	6355	9694	462220	505064
1	502	92.4729	118.892	0	37.6	3.50192	12.6646	12766	3666	4345	4365	3664	447448	490292
1	794	109.495	155.001	0	435.2	14.2557	22.0671	9935	9185	9864	9884	9183	441724	484568
1	886	307.101	0	0	413.5	10.3453	21.0597	6749	10629	11832	10652	11151	438538	481382
1	1038	0	0	0	69.8	14.0077	28.7832	0	2050	20794	2073	20113	429959	472803
1	534	296.602	267.956	0	338.3	11.0602	18.2294	0	3722	34376	0	33695	416132	458976
1	700	48.2343	78.7483	295.814	261.2	3.48003	14.3916	0	2001	36022	1255	35341	414411	457255
1	921	318.349	107.003	0	264.7	5.66873	17.4618	18578	13613	9779	818	31684	298217	3086
1	484	204.983	0	0	0	0.846298	4.60531	0	4792	59706	9127	90506	212209	53436
1	989	105.738	237.441	221.879	423	29.4307	80.593	28137	2681	42137	2383	9815	66988	15404
1	609	0	0	162.417	51.9	4.44306	0	27548	9500	26060	4780	28477	336139	11583
1	789	74.8233	0	0	74.7	1.8458	6.71608	0	7746	7778	7778	6204	100375	2788
1	862	0	87.1854	0	206.8	13.818	9.21063	11155	4535	1983	1983	1731	18099	0
1	1010	118.744	19.2984	0	214.3	7.36132	15.351	1695	1743	259158	1515	519233	76988	526672
1	571	243.657	68.3443	0	139.7	8.63807	21.1077	20106	588	56974	19665	721603	124387	729042
1	739	192.271	312.567	0	119.7	57.0302	47.4923	81309	6824	140731	31155	389998	20453	762450
1	642	0	0	0	0	0	0	8637	1875	23822	23796	39263	168236	18079
1	1131	0	0	0	0	0	0	0	1677	13744	13636	25610	9269	187191
1	344	0	0	0	0	0	0	1833	5120	302431	189890	571496	258602	573697
1	6470	0	0	0	0	0	0	5619	6086	16621	16601	43415	9839	61911
1	1419	0	0	0	0	0	0	0	3512	52296	31736	52032	266864	54324
1	857	0	0	0	0	0	0	0	7002	1074	1094	58790	44157	148144
1	2082	0	0	0	0	0	0	0	6727	24211	53843	54208	209948	2288
1	797	0	0	0	0	0	0	9618	9573	14548	14568	18253	84467	25465
1	691	0	0	0	0	0	0	5157	6915	77759	7754	171562	56374	161241
1	548	0	0	0	0	0	0	0	10174	26537	11474	88301	6249	112071
1	909	0	0	0	0	0	0	3523	873	16272	4298	210528	161078	122295
1	656	0	0	0	0	0	0	0	13467	148052	34272	360719	417295	366440
1	1540	0	0	0	0	1.02139	0	0	2124	205235	42216	201918	201508	582266
1	1498	0	0	0	0	0	0	2451	5700	33766	853	33951	30768	529788
1	1053	0	0	0	0	0	0	3479	5258	86448	30968	78024	55601	66283
1	1076	0	0	0	0	0	0	17127	491	23569	489	467	303368	78523
1	1624	155.176	268.941	140.02	0	4.87351	35.6912	25064	1477	101708	24128	872994	908221	1134205
1	554	88.0084	154.354	53.4887	180.7	2.33461	10.7457	4171	196	137268	10845	919511	954738	1180722
1	818	321.059	118.892	350.519	555.1	6.52232	6.71608	13761	188	256876	256868	729896	717643	740203
1	1068	0	1.97932	0	135.2	3.56028	7.67552	23270	0	6958	6978	6244	85501	0
1	479	105.738	0	0	20.7	8.35353	0	0	1186	15876	7537	15097	127733	11802
1	847	119.314	85.1183	98.7717	6886.4	14.0879	14.3916	2548	2009	113175	69120	574360	686996	571065
1	555	203.201	237.785	0	396.7	9.57191	26.1927	0	9912	105297	105277	998391	1111027	995096
1	848	45.0535	0	0	504.4	8.31705	25.1373	2327	17342	45601	45608	780580	1085482	688971
1	741	36.4923	118.892	81.1091	674.7	3.77915	6.71608	0	1522	27128	3188	3343	9017	29444
1	930	30.9588	13.1129	0	26.2	6.12835	7.67552	10701	3222	5226	5171	4604	164320	12867
1	841	338.583	0	43.3297	300.8	11.5563	20.7239	289496	150874	5960109	50082	528242	22746070	6306589
1	726	69.5649	118.892	223.92	241.4	4.61086	4.02965	273771	135149	5944384	34357	512517	22730345	6290864
1	565	66.4304	233.841	0	144.4	9.81267	27.8238	271477	132855	5942090	32063	510223	22728051	6288570
1	612	105.738	115.924	6.88662	410	1.16731	0	224182	85560	5894795	14197	462928	22680756	6241275
1	564	319.053	411.199	318.096	201.7	4.04179	12.9524	178093	39471	5848706	9788	416839	22634667	6195186
1	1171	273.808	121.206	0	0	5.90219	14.3916	159676	21054	5830289	28781	398422	22616250	6176769
1	945	68.04	200.136	110.951	201.1	0.131322	14.3916	61957	75990	5732570	41200	300703	22518531	6079050
1	647	105.738	10.8863	0	0	8.95178	20.532	45295	92690	5715908	24538	284041	22501869	6062388
1	478	0	237.792	0	250.6	2.77235	7.00391	43954	93536	5714567	23197	282700	22500528	6061047
1	577	211.477	83.2247	110.951	0	4.55249	0	28098	107692	5698711	7341	266844	22484672	6045191
1	453	105.738	0	0	0	2.49512	7.33972	7031	125620	5677644	12687	245777	22463605	6024124
1	641	0	0	0	64.9	2.37109	4.02965	1571	120160	5672184	18206	240317	22458145	6018664
1	646	273.08	64.8421	0	355.5	10.2431	19.7645	0	115682	5667706	22063	235839	22453667	6014186
1	475	68.3706	392.564	77.8414	492.9	3.5311	6.71608	8601	107649	5659673	30666	227806	22445634	6006153
1	532	625.974	0	65.7985	0	9.83455	0	0	88988	5641012	49582	209145	22426973	5987492
1	626	115.943	0	4.6179	0	7.5583	29.9345	0	85385	5637409	53367	205542	22423370	5983889
1	573	29.197	198.818	51.4657	406.8	6.80685	1.82294	3161	78680	5630704	59111	198837	22416665	5977184
1	888	105.738	118.892	0	1103.9	5.16533	0	5921	76424	5628448	61871	196581	22414409	5974928
1	764	0	98.7315	0	247.7	6.63176	5.9965	9702	10333	5562357	41277	130490	22348318	5908837
1	474	80.0182	0	0	1.6	3.51651	0	0	14491	5470162	38744	38295	22256123	5816642
1	888	102.659	63.8431	89.7138	151.7	4.74218	52.1456	966	23705	5461567	30149	29700	22247528	5808047
1	760	414.676	356.695	45.9108	246.3	5.83653	13.4322	0	24525	5460283	28865	28416	22246244	5806763
1	2038	217.474	133.754	58.1051	0	10.6225	0	0	37270	5447529	16111	15662	22233490	5794009
1	861	0	0	0	0	18.0641	17.9415	0	52365	5432721	1303	854	22218682	5779201
1	622	0	288.929	0	151.1	4.36281	12.8565	0	62367	5422600	7708	8351	22208561	5769080
1	1110	744.134	0	157.273	77.5	4.81513	28.7832	0	69472	5415443	14813	15456	22201404	5761923
1	732	0	325.983	0	828.8	5.0413	26.0008	0	83813	5401160	29154	29797	22187121	5747640
1	1156	222.849	135.227	0	84.7	13.3948	14.3916	0	86960	5398247	32301	32944	22184208	5744727
1	621	714.528	0	110.951	0	6.69742	7.67552	8395	97637	5387645	42978	43621	22173606	5734125
1	541	105.738	10.8918	0	5.9	7.53642	0	16905	106147	5377494	51488	52131	22163455	5723974
1	631	260.208	230.324	81.9157	31.8	2.91097	18.3733	0	183537	5301495	128878	129521	22087456	5647975
1	1047	22.5071	118.892	0	172.3	7.55831	0.23986	0	184829	5299577	130170	130813	22085538	5646057
1	772	160.184	165.892	0	351.5	4.91728	15.351	0	199178	5285859	144519	145162	22071820	5632339
1	888	0	0	110.951	385.4	7.01842	6.42825	0	209144	5275526	154485	155128	22061487	5622006
1	751	271.22	59.2138	0	493.9	16.1672	24.7536	0	215346	5269812	160687	161330	22055773	5616292
1	671	105.738	0	0	6.6	3.91048	7.67552	0	220237	5264790	165578	166221	22050751	5611270
1	349	66.9097	265.455	0	95.4	2.8599	7.67552	0	231820	5253483	177161	177804	22039444	5599963
1	1053	105.738	301.527	0	0	9.01744	3.88573	0	234611	5250452	179952	180595	22036413	5596932
1	1183	194.007	594.518	53.5626	585.9	18.4143	41.4958	0	243459	5241720	188800	189443	22027681	5588200
1	1063	112.693	102.588	0	0	5.8876	26.9603	0	246699	5238442	192040	192683	22024403	5584922
1	700	169.706	72.2555	0	223.5	3.35601	10.5538	0	251584	5233506	196925	197568	22019467	5579986
1	729	145.275	61.4277	97.943	220.4	4.93186	7.67552	4621	295257	5189905	240598	241241	21975866	5536385
1	368	0	0	145.384	60.6	2.96204	6.71608	173263	323570	5020939	75052	409883	21806900	5367419
1	545	329.105	8.24694	24.7175	90.9	5.39879	6.71608	196838	299893	4997262	51375	433458	21783223	5343742
1	502	0	0	110.951	757	5.41338	7.96335	214518	282390	4979759	33872	451138	21765720	5326239
1	486	0	61.1111	0	0	3.20279	13.4322	239193	257614	4954983	9096	475813	21740944	5301463
1	595	77.4557	325.144	0	0	5.53011	12.3768	325363	170697	4868066	76106	561983	21654027	5214546
1	682	578.475	93.7227	100.557	195.2	6.7266	7.67552	338166	158396	4855765	88909	574786	21641726	5202245
1	824	78.5795	177.208	65.6072	213.2	13.7377	41.4478	347734	149253	4846622	98477	584354	21632583	5193102
1	539	0	51.7371	30.4216	207.6	1.09435	0	360228	136548	4833917	110971	596848	21619878	5180397
1	552	43.2146	309.128	112.522	139.7	4.75677	19.1888	369445	127599	4824968	120188	606065	21610929	5171448
1	730	410.229	221.542	128.382	0	19.6108	22.0671	371952	125244	4822613	122695	608572	21608574	5169093
1	374	105.738	18.1432	1.91088	154.3	7.49994	20.8199	389153	107333	4804702	139896	625773	21590663	5151182
1	498	0	118.892	34.1431	145.7	12.7674	30.7021	438677	58599	4755968	189420	675297	21541929	5102448
1	572	101.141	86.197	0	0	3.18091	26.8643	504431	0	4687919	255174	741051	21473880	5034399
1	372	14.9634	77.1695	8.31222	732.6	1.83851	2.49454	730577	47967	4463671	54951	967197	21249632	4810151
1	712	0	0	2.30895	211.9	7.54371	20.7239	818771	17761	4375249	32047	1055391	21161210	4721729
1	574	24.4059	0	105.944	214.8	4.24607	27.5359	827845	8655	4366143	24068	1064465	21152104	4712623
1	746	0	0	0	0	2.04278	0	840121	1128	4354129	12054	1076741	21140090	4700609
1	1387	839.315	206.848	173.893	689.4	38.3314	47.8281	850832	315	4343831	1756	1087452	21129792	4690311
1	411	0	0	0	0	1.15272	7.67552	851527	0	4341467	0	1088147	21127428	4687947
1	1007	63.7029	560.101	155.651	126.8	5.74898	32.573	860440	1290	4333631	7371	1097060	21119592	4680111
1	931	105.738	0	221.883	0	4.96835	0	867981	5032	4326262	14912	1104601	21112223	4672742
1	778	429.389	76.2973	220.355	70.2	12.5777	15.7348	869199	3901	4323574	16130	1105819	21109535	4670054
1	1110	88.5851	224.442	19.3171	1166.8	21.6754	16.4544	879148	1379	4315166	25708	1115768	21101127	4661646
1	906	118.61	189.237	0	85.9	6.74849	6.71608	900079	1402	4293777	4319	1136699	21079738	4640257
1	802	462.897	38.5967	121.572	69.8	11.3812	14.2477	912498	3006	4281185	6662	1149118	21067146	4627665
1	398	105.738	175.942	0	69	2.23977	2.78238	924353	805	4269926	14166	1160973	21055887	4616406
1	565	52.4092	27.7105	0	70.8	2.23247	6.71608	925534	811	4268702	12942	1162154	21054663	4615182
1	678	0	0	0	0	0	0	928681	1282	4265797	10037	1165301	21051758	4612277
1	531	108.471	0	0	53.7	3.84482	25.713	932066	1041	4262057	6297	1168686	21048018	4608537
1	794	0	118.892	109.421	0	3.58217	3.69384	933748	0	4260352	4592	1170368	21046313	4606832
1	460	0	0	0	24.7	3.14443	9.73832	946158	8393	4248108	6774	1182778	21034069	4594588
1	497	0	167.771	0	20.1	1.21838	14.2477	950383	12618	4244070	10999	1187003	21030031	4590550
1	321	0	0	0	0	1.28403	4.55734	967957	603	4226358	28573	1204577	21012319	4572838
1	753	167.861	118.015	109.669	0	6.47125	40.1526	1456	422	1055195	277295	1055442	17841156	1401675
1	577	0	363.541	100.239	215.1	0.89007	0	0	22047	1031823	253923	1032070	17817784	1378303
1	433	312.841	118.892	0	154.9	9.12688	9.2586	0	23052	1030947	253047	1031194	17816908	1377427
1	546	0	237.785	0	72.7	4.89539	18.2773	6596	93017	960326	182426	960573	17746287	1306806
1	805	462.06	0	61.6486	697.8	7.68963	12.5207	66606	153027	900912	123012	901159	17686873	1247392
1	602	351.235	389.414	14.5384	0	10.9435	0	86340	172761	881195	103295	881442	17667156	1227675
1	413	243.15	143.114	33.7105	131.2	8.27328	7.67552	0	271330	558387	218781	558634	17344348	904867
1	667	34.02	260.575	221.114	196.8	4.56708	0.047972	72614	6327	12951	9614	127727	15921075	367996
1	1089	0	0	0	0	0	6.71608	918	366	120459	26516	201685	14820900	209019
1	528	105.738	0	0	153.1	3.15902	6.71608	686	130	50642	28582	94608	14452741	576621
1	581	0	0	22.1902	0	0.802524	4.31748	73588	10483	8202	2861	219569	14328383	701582
1	888	211.476	118.892	0	0	5.86571	0	0	2209	122133	1864	482597	14065378	853339
1	783	11.8822	0	30.6072	149.1	2.97663	6.71608	114	632	48488	48456	257930	12733490	268200
1	441	78.1541	125.828	0	181.3	2.04279	0	3965	250	220574	5957	430016	12561259	440286
1	744	105.738	118.892	0	0	6.87252	28.7832	26801	16356	245581	19722	924466	12066559	934736
1	703	0	98.9794	1.22492	292.4	5.44986	15.495	11815	6049	1091289	20874	2268818	10722789	2279088
1	390	0	0	0	82.4	1.57586	0	7580	1006	1974012	25013	3151541	9840074	3161811
1	897	86.4292	130.782	3.8259	124.1	5.28935	6.71608	0	8979	2126516	23541	3302678	9687242	3314315
1	535	163.665	161.428	0	0	3.356	3.98168	8307	33991	2453538	55428	2975354	9359918	3641337
1	654	327.849	327.894	6.92685	194.8	14.2557	15.7348	1955	3085	2338871	17937	1811808	8196372	2753551
1	835	16.503	0	0	475.9	4.20959	0.815524	28271	12715	1604972	72922	1077909	7462473	2019652
1	1117	0	0	0	69.5	2.97663	0	3839	4583	1557808	25758	1030745	7415309	1972488
1	611	0	118.892	0	0	16.9405	15.3511	7299	17361	1526223	4712	999160	7383724	1940903
1	437	45.9158	3.46381	26.6293	0	5.82923	4.89315	5009	1503	751680	4560	224617	6609181	1166360
1	573	701.067	78.2708	0	0	2.30543	13.4322	343	14368	563819	15620	36756	6421320	978499
1	777	329.167	118.892	19.8947	321.9	14.9634	27.9197	1137	15162	563006	16414	35943	6420507	977686
1	634	350.86	0	0	348.6	5.92408	25.6171	0	2720	321832	204328	203176	6179333	736512
1	579	7.4817	0	0	351	3.58217	6.71608	89883	4490	85540	49461	969652	3037569	1098719
1	425	0	0	0	0	0	0	33831	1860	153983	27413	382169	2450086	511236
1	684	0	0	0	0	0	0	30639	576	150791	30988	378977	2446894	508044
1	557	0	0	0	0	0	0	27	11906	78617	35460	306803	2374720	435870
1	1130	0	0	0	0	0	0	10874	6783	43543	34901	42660	1971484	32634
1	1198	0	0	0	0	0	0	2427	6477	6952	6947	13523	1755308	0
1	588	0	0	0	0	0	0	30508	17193	386609	49479	557353	328657	1110273
1	382	0	0	0	0	0	0	41825	2291	12383	12377	18942	18498	151173
1	529	0	0	0	0	0	0	5771	2688	111303	52065	111062	148798	242238
1	951	0	0	0	0	0	0	4119	1343	21151	6083	20884	67163	141578
1	493	0	0	0	0	0	0	0	0	3068	3051	25093	61946	8449
1	498	0	0	0	0	0	0	0	6099	6224	6184	133137	5722	109232
1	360	0	0	0	0	0	0	0	4688	18233	16130	38453	129709	3585
1	749	0	0	110.951	0	0.116731	0	4911	3607	9005	105140	528074	822967	578603
1	1688	0	118.892	0	0	79.3769	37.4182	0	2144	551271	89518	650113	651766	848506
1	613	0	0	0	51.1	0	15.351	0	3667	552794	91041	648569	650222	846962
1	720	0	0	0	0	0	0	12953	6731	557933	136059	603405	605058	801798
1	489	0	0	0	0	0	0	11326	6904	484201	209237	529673	531326	728066
1	415	0	0	0	0	0	0	0	3158	95948	14336	141420	143073	339813
1	1136	0	0	0	0	0	0	0	6450	10285	10285	37785	36541	823
1	582	105.738	0	0	0	2.04278	6.71608	1682	931	809	0	0	63940	4294
1	469	0	0	0	0	0	0	138217	2031	5903	4123	5701	151015	99848
1	745	0	0	0	0	0	0	0	973416	1417887	948367	1416673	1747574	1425423
1	473	0	0	0	0	0	0	0	936353	1380824	911304	1379610	1710511	1388360
1	1351	0	0	0	0	0	6.71608	37298	860610	1305081	835561	1303867	1634768	1312617
1	500	0	0	0	0	0	0	17067	722304	1166775	697255	1165561	1496462	1174311
1	801	0	0	0	0	0	0	0	156189	600660	131140	599446	930347	608196
1	2060	0	0	0	0	0	6.09244	8054	34845	48405	46851	47870	85158	95132
1	785	0	0	0	0	0	0	46877	139312	162692	83137	112296	231981	138611
1	673	0	0	0	0	0	0	60473	118535	141915	103403	91519	252247	117834
1	636	0	0	0	0	0	0	10106	4589	8696	9016	8888	436012	143689
1	483	0	0	0	0	0	0	19233	14393	16611	16620	42315	302267	61493
1	613	0	0	0	0	0	0	0	3194	12793	7273	29258	42268	58040
1	771	0	0	0	123.1	1.02139	6.71608	3427	792	13521	8286	13206	436565	17736
1	1933	0	118.892	0	753.8	10.5058	6.71608	0	294	87475	37263	168927	175790	214277
1	472	0	97.1067	87.2305	10.4	1.18919	2.01482	2620	13721	21046	0	99496	202098	124026
1	648	0	0	0	174.8	1.16731	0	36439	0	30092	9030	18024	23442	24600
1	473	0	0	0	143.6	5.56659	7.67552	934	2307	10382	10402	10561	72376	34072
1	1891	0	0	0	0	1.02139	6.71608	13810	22072	48347	48967	45371	100638	42348
1	410	0	0	0	0	0	0	7723	1084	10668	7800	9190	154577	91
1	1387	171.291	277.158	221.692	11709.9	83.6083	98.5825	18388	8491	15023	8403	14629	57103	28566
1	538	0	244.021	0	3472.7	7.78448	14.3916	10344	8883	119700	25377	118236	64702	93240
1	622	222.523	82.9652	50.6421	849.6	10.4328	7.1958	0	3663	2514	94	56290	688850	182616
1	1455	150.551	144.62	71.6774	3534.7	25.6807	50.0828	27293	148	272317	72247	405360	605595	726370
1	994	202.296	58.2729	54.907	1603.6	15.3501	34.0122	3809	6573	278952	10078	577322	355782	683514
1	974	0	0	0	0	0	0	450	0	137306	83778	435676	214136	541868
1	432	0	0	0	0	0	0	9772	8120	47540	9371	45834	42735	36284
1	452	0	0	0	0	0	0	12340	10688	50108	11939	48402	40177	38852
1	912	0	0	0	0	0	0	0	1824	27135	27160	182020	5733	186146
1	625	0	0	0	0	0	0	0	7293	7613	7333	7175	145224	66827
1	840	0	0	0	0	0	0	0	1286	2152	265	1822	92373	0
1	709	0	0	0	0	0	0	0	344	20658	20598	20235	82129	0
1	899	0	0	0	42.3	0	0	0	371	477	477	55548	232544	9283
1	716	0	0	0	0	0	0	37201	3997	43483	43463	167742	1749	249140
1	838	0	0	0	0	0	0	0	7191	7550	7570	7129	31053	79406
1	592	0	0	0	0	0	0	0	2544	18101	18130	48418	20542	78487
1	629	0	0	0	0	0	0	1328	10168	63450	46255	1161264	329870	987514
1	652	0	0	0	0	0	0	9309	8676	284446	146944	923212	235834	789670
1	844	0	0	0	0	0	0	0	2866	312558	175056	895559	263946	762017
1	658	0	0	0	0	0.116731	0	2630	2817	321473	183971	886351	272861	752809
1	348	0	0	0	0	0	0	0	3303	332848	332888	680509	478670	546967
1	824	0	0	0	0	0	0	119939	14363	47618	47658	395279	418757	261737
1	1548	0	0	0	339.2	74.7076	45.0937	1043138	460	11230	1930	31746	18915	55332
1	609	0	0	0	0	0	0	0	3494	18710	18709	20678	262767	2955277
1	745	0	0	0	0	0.517993	0	13244	10386	11126	11152	127863	184213	2507387
1	853	0	0	0	12	0	0	0	4622	409640	94364	549569	605919	2085872
1	486	0	0	0	0	0	0	4334	6918	678047	52705	817976	874326	1817073
1	582	0	0	0	187.5	1.02139	7.67552	0	12687	946571	7401	1214189	1270539	1420146
1	1600	211.476	0	0	2110.5	46.1086	78.6741	62750	103	32869	28308	232263	232526	410228
1	784	0	0	0	159.9	7.79177	6.71608	5178	5281	11969	11989	151481	339775	290384
1	597	0	0	0	0	3.89589	0	0	0	5634	5612	33369	147613	39259
1	362	105.738	0	0	347.8	7.15705	21.1557	4229	1209	68417	24732	79144	1237951	1108783
1	392	372.052	92.9914	616.498	2415.5	110.836	186.515	16048	0	100525	31783	100317	313403	529680
1	927	0	0	0	507.7	3.06418	14.3916	3576	6087	95786	11604	95226	37126	134481
1	453	0	0	0	677.4	1.16731	0	12471	49	11466	11466	11249	132679	28112
1	1069	0	0	0	152.6	2.65562	0	45105	766	13542	49077	122502	194099	130911
1	403	0	0	0	0	0.26994	0	0	1162	5373	1153	4782	145298	8310
1	778	0	0	0	43.6	4.08557	0	8133	930	61041	30839	95035	33147	99086
1	938	0	0	0	0	0	0	20966	0	21376	1212	21430	124291	0
1	1518	0	118.892	0	0	0	0	1559	0	6319	4779	54348	338762	252
1	578	0	0	0	0	0	0	10165	5717	8616	7576	7235	581114	2996
1	349	0	0	0	0	0	0	35545	6646	60076	27676	145571	55914	152708
1	1963	87.3487	0	0	0	0	0	21479	8035	12424	12394	20793	154	34909
1	818	0	0	0	0	0	0	0	5856	29353	29385	46114	343492	1071998
1	1724	0	0	0	0	0	7.67552	0	3106	921513	75272	1074171	1110314	1279701
1	1747	0	0	0	0	0	0	47987	3040	380463	22379	79546	168043	1302666
1	1091	79.8525	0	0	0	0	6.71608	18068	289	11581	24920	227394	561016	909767
1	720	0	0	0	0	0	0	0	3193	16088	13448	185770	602871	868143
1	831	4.5973	0	0	0	0.517993	0	36495	5862	209925	49519	108780	109753	653791
1	727	0	0	0	0	0	0	5473	3979	236619	126269	318151	535012	334231
1	591	0	0	0	0	0	0	11576	599	86481	28351	85787	285641	101270
1	679	0	0	0	0	0	0	29539	3819	1986	1946	161000	159608	379670
1	1175	0	0	0	0	0	0	43726	1213	10203	10203	183403	15228	527066
1	254	0	0	0	0	0	0	738	4059	135339	49237	542476	230736	1516135
1	402	0	0	0	0	0	0	66688	4593	31105	31131	111257	322179	219782
1	546	0	0	0	0	0	0	0	113	4635	395	35490	110015	7618
1	1134	0	0	0	0	0	0	1028	4022	46891	5873	13740	14923	316991
1	576	0	0	0	0	0.860889	15.1592	19869	3211	40246	18200	39676	149934	42905
1	1069	0	0	0	0	0	0	6351	20221	779954	39547	496870	496826	1273568
1	2178	0	0	0	2679.5	8.60889	73.8769	10261	4846	1058825	101168	217755	217711	1409493
1	1212	0	0	0	0	1.16731	0	1090	6582	1019471	9742	10342	10298	1202080
1	550	0	0	0	0	25.9944	4.26951	21691	5094	637190	44252	371290	370082	819799
1	543	0	0	0	0	0	0	696	7255	2495	2788	27485	75268	9455
