DSB_type	Size	Covered	Sum_324YFT	Mean0_324YFT	Mean_324YFT	Sum_533NLA	Mean0_533NLA	Mean_533NLA	Sum_965GIX	Mean0_965GIX	Mean_965GIX	Sum_CTCF	Mean0_CTCF	Mean_CTCF	Sum_709PEX	Mean0_709PEX	Mean_709PEX	Sum_529JFV	Mean0_529JFV	Mean_529JFV
DAuniqueA	514	514	322.346	0.627133	0.627133	0.98966	0.00192541	0.00192541	0	0	0	182.3	0.354669	0.412443	15.3511	0.0298659	0.0298659	8.27328	0.0160959	0.0160959
DAuniqueA	796	796	1077.79	1.35401	1.35401	190.67	0.239536	0.239536	0	0	0	521.7	0.655402	0.655402	14.2477	0.0178991	0.0178991	11.2207	0.0140964	0.0140964
DAuniqueA	859	859	74.6974	0.0869585	0.0869585	287.775	0.335011	0.335011	0	0	0	155.9	0.18149	0.18149	13.9119	0.0161954	0.0161954	5.69061	0.0066247	0.0066247
DAuniqueA	1251	1251	212.201	0.169625	0.169625	69.2952	0.0553919	0.0553919	89.2051	0.071307	0.071307	158.1	0.126379	0.126379	0	0	0	8.22951	0.00657835	0.00657835
DAuniqueA	875	875	211.477	0.241688	0.241688	364.845	0.416965	0.416965	0	0	0	735.1	0.840114	0.840114	24.1299	0.0275771	0.0275771	7.33944	0.00838793	0.00838793
DAuniqueA	1155	1155	165.503	0.143293	0.143293	120.008	0.103903	0.103903	32.5556	0.0281867	0.0281867	70.1	0.0606926	0.0606926	53.0571	0.0459368	0.0459368	12.1473	0.0105171	0.0105171
DAuniqueA	782	782	201.256	0.257361	0.257361	81.5132	0.104237	0.104237	2555.66	3.26811	3.26811	84.8	0.10844	0.10844	68.7919	0.0879691	0.0879691	137.961	0.176421	0.176421
DAuniqueA	590	590	45.973	0.0779203	0.0779203	17.8339	0.0302269	0.0302269	0	0	0	36.5	0.0618644	0.0618644	7.67552	0.0130094	0.0130094	12.782	0.0216644	0.0216644
DAuniqueA	411	411	0	0	0	0	0	0	0	0	0	1	0.00243309	0.00243309	15.351	0.0373505	0.0373505	1.37158	0.00333718	0.00333718
DAuniqueA	570	570	0	0	0	0	0	0	0	0	0	53.5	0.0938597	0.0938597	10.266	0.0180106	0.0180106	2.04278	0.00358383	0.00358383
DAuniqueA	361	361	0	0	0	0	0	0	0	0	0	219	0.606648	0.606648	3.69384	0.0102323	0.0102323	2.07197	0.00573953	0.00573953
DAuniqueA	669	669	105.738	0.158054	0.158054	118.892	0.177717	0.177717	221.891	0.331676	0.331676	867	1.29596	1.29596	5.90056	0.00881996	0.00881996	4.56708	0.00682673	0.00682673
DAuniqueA	675	675	105.738	0.156649	0.156649	107.003	0.158523	0.158523	0	0	0	129.4	0.191704	0.191704	6.71608	0.00994975	0.00994975	6.63176	0.00982483	0.00982483
DAuniqueA	634	634	0	0	0	588.04	0.927508	0.927508	0	0	0	893.7	1.40962	1.40962	13.4322	0.0211864	0.0211864	20.53	0.0323817	0.0323817
DAuniqueA	1164	1164	211.476	0.18168	0.18168	43.71	0.0375516	0.0375516	110.951	0.0953188	0.0953188	9485.4	8.14897	8.14897	257.513	0.221231	0.221231	48.414	0.0415928	0.0415928
DAuniqueA	1554	1554	560.751	0.360844	0.360844	118.892	0.0765073	0.0765073	110.951	0.0713971	0.0713971	9072	5.83784	5.83784	112.255	0.0722358	0.0722358	45.204	0.0290888	0.0290888
DAuniqueA	458	458	195.846	0.427611	0.427611	96.1047	0.209836	0.209836	110.951	0.242251	0.242251	163.4	0.356769	0.356769	27.7278	0.0605411	0.0605411	6.71201	0.014655	0.014655
DAuniqueA	2368	2368	19.3087	0.00815399	0.00815399	111.957	0.0472791	0.0472791	0	0	0	6411.8	2.70769	16.9624	95.4163	0.040294	0.040294	58.5332	0.0247184	0.0247184
DAuniqueA	1586	1586	0	0	0	0	0	0	0	0	0	53.3	0.0336066	0.144837	6.95594	0.00438584	0.00438584	2.37109	0.00149501	0.00149501
DAuniqueA	1065	1065	0	0	0	0	0	0	0	0	0	368.2	0.345728	0.79697	6.71608	0.00630618	0.00630618	22.1788	0.0208252	0.0208252
DAuniqueA	520	520	0	0	0	0	0	0	0	0	0	0	0	0	1.24727	0.0023986	0.0023986	0	0	0
DAuniqueA	1075	1075	286.221	0.266252	0.266252	237.806	0.221214	0.221214	86.9085	0.0808451	0.0808451	1116.8	1.03888	1.03888	79.0579	0.0735422	0.0735422	17.4294	0.0162133	0.0162133
DAuniqueA	487	487	265.725	0.545637	0.545637	0	0	0	110.951	0.227826	0.227826	1779.7	3.65441	3.65441	35.4513	0.0727953	0.0727953	17.6774	0.0362986	0.0362986
DAuniqueA	1156	1156	422.953	0.365876	0.365876	117.405	0.101561	0.101561	88.8036	0.0768197	0.0768197	829.3	0.717388	0.717388	44.1343	0.0381784	0.0381784	9.89292	0.00855789	0.00855789
DAuniqueA	818	818	0	0	0	78.7213	0.0962363	0.0962363	0	0	0	629.3	0.769315	0.769315	26.6724	0.0326069	0.0326069	93.7056	0.114555	0.114555
DAuniqueA	507	507	0	0	0	93.0913	0.183612	0.183612	102.76	0.202682	0.202682	1043.3	2.05779	2.05779	14.3916	0.0283858	0.0283858	4.52331	0.00892172	0.00892172
DAuniqueA	408	408	0.91946	0.00225358	0.00225358	0	0	0	110.951	0.271939	0.271939	1.7	0.00416667	0.00416667	6.71608	0.016461	0.016461	4.28985	0.0105143	0.0105143
DAuniqueA	633	633	174.565	0.275774	0.275774	24.2711	0.038343	0.038343	0	0	0	0	0	0	14.0558	0.022205	0.022205	2.65562	0.0041953	0.0041953
DAuniqueA	1025	1025	125.047	0.121997	0.121997	118.892	0.115993	0.115993	12.4683	0.0121642	0.0121642	0	0	0	17.4618	0.0170359	0.0170359	7.14975	0.00697536	0.00697536
DAuniqueA	722	722	105.738	0.146451	0.146451	118.892	0.164671	0.164671	0	0	0	120.7	0.167175	0.167175	14.3916	0.019933	0.019933	9.54273	0.0132171	0.0132171
DAuniqueA	855	855	105.738	0.12367	0.12367	327.117	0.382593	0.382593	0	0	0	498.9	0.583509	0.583509	14.3916	0.0168323	0.0168323	6.27427	0.00733833	0.00733833
DAuniqueA	1019	1019	105.738	0.103766	0.103766	118.892	0.116676	0.116676	105.513	0.103546	0.103546	0	0	0	13.2882	0.0130405	0.0130405	4.3774	0.00429578	0.00429578
DAuniqueA	579	579	0	0	0	166.606	0.287748	0.287748	89.3621	0.154339	0.154339	0	0	0	6.66811	0.0115166	0.0115166	6.99654	0.0120838	0.0120838
DAuniqueA	1063	1063	166.15	0.156303	0.156303	233.241	0.219417	0.219417	166.321	0.156464	0.156464	143.7	0.135183	0.135183	13.4322	0.0126361	0.0126361	5.58848	0.00525727	0.00525727
DAuniqueA	695	695	211.477	0.304283	0.304283	0	0	0	0	0	0	3.1	0.00446043	0.00659574	16.5024	0.0237444	0.0237444	7.43428	0.0106968	0.0106968
DAuniqueA	642	642	137.919	0.214827	0.214827	0	0	0	69.6314	0.10846	0.10846	114.1	0.177726	0.177726	7.67552	0.0119556	0.0119556	8.2295	0.0128185	0.0128185
DAuniqueA	1441	1441	349.395	0.242467	0.242467	0	0	0	0	0	0	682.1	0.473352	0.502653	29.0231	0.0201409	0.0201409	12.658	0.00878417	0.00878417
DAuniqueA	646	646	82.1213	0.127123	0.127123	132.267	0.204748	0.204748	0	0	0	69	0.106811	0.106811	22.0671	0.0341597	0.0341597	20.5592	0.0318254	0.0318254
DAuniqueA	602	602	169.181	0.281031	0.281031	210.06	0.348938	0.348938	110.951	0.184304	0.184304	196.7	0.326744	0.326744	4.74923	0.00788908	0.00788908	3.1955	0.00530813	0.00530813
DAuniqueA	784	784	0.88016	0.00112265	0.00112265	212.178	0.270636	0.270636	0	0	0	40	0.0510204	0.0510204	15.5909	0.0198864	0.0198864	11.5417	0.0147216	0.0147216
DAuniqueA	538	538	101.291	0.188274	0.188274	0	0	0	4.44378	0.00825981	0.00825981	85.2	0.158364	0.158364	33.3885	0.0620604	0.0620604	5.42798	0.0100892	0.0100892
DAuniqueA	548	548	110.335	0.201342	0.201342	269.507	0.491801	0.491801	0	0	0	0	0	0	0	0	0	5.25288	0.00958554	0.00958554
DAuniqueA	1007	1007	34.0369	0.0338003	0.0338003	0	0	0	0	0	0	101.3	0.100596	0.100596	29.7427	0.0295359	0.0295359	8.80587	0.00874466	0.00874466
DAuniqueA	768	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAuniqueA	435	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAuniqueA	654	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAuniqueA	877	877	384.822	0.438794	0.438794	274.492	0.312989	0.312989	28.3533	0.0323299	0.0323299	517.9	0.590536	0.590536	0	0	0	4.63274	0.00528249	0.00528249
DAuniqueA	969	969	211.476	0.218241	0.218241	475.593	0.490808	0.490808	110.951	0.114501	0.114501	3.3	0.00340557	0.00340557	35.2115	0.0363379	0.0363379	21.9819	0.0226851	0.0226851
DAuniqueA	361	361	0	0	0	0	0	0	30.6072	0.0847845	0.0847845	93.9	0.260111	0.315101	0	0	0	0	0	0
DAuniqueA	646	646	603.786	0.934653	0.934653	0	0	0	181.823	0.281459	0.281459	323.8	0.501238	0.588727	0	0	0	9.49895	0.0147043	0.0147043
DAuniqueA	676	676	0	0	0	0	0	0	0	0	0	0	0	0	23.7941	0.0351984	0.0351984	8.49216	0.0125624	0.0125624
DAuniqueA	706	706	335.353	0.475005	0.475005	102.127	0.144656	0.144656	110.951	0.157155	0.157155	336.2	0.476204	0.476204	30.9899	0.0438951	0.0438951	3.60406	0.0051049	0.0051049
DAuniqueA	751	751	243.566	0.324322	0.324322	0	0	0	0	0	0	201	0.267643	0.362816	14.3916	0.0191632	0.0191632	10.5349	0.0140279	0.0140279
DAuniqueA	659	659	88.0084	0.133548	0.133548	0	0	0	29.4639	0.04471	0.04471	323.4	0.490744	0.490744	18.2773	0.027735	0.027735	6.90899	0.0104841	0.0104841
DAuniqueA	402	402	0	0	0	262.565	0.653146	0.653146	0	0	0	243.1	0.604726	0.604726	0	0	0	1.61964	0.00402895	0.00402895
DAuniqueA	779	779	0	0	0	17.8339	0.0228933	0.0228933	0	0	0	338.8	0.434917	0.434917	0	0	0	5.59577	0.00718327	0.00718327
DAuniqueA	1070	1070	0	0	0	180.807	0.168979	0.168979	0	0	0	0	0	0	15.9267	0.0148848	0.0148848	6.36182	0.00594563	0.00594563
DAuniqueA	682	682	21.1476	0.0310082	0.0310082	0	0	0	110.951	0.162685	0.162685	191.4	0.280645	0.280645	6.71608	0.00984762	0.00984762	2.96204	0.00434317	0.00434317
DAuniqueA	617	617	120.859	0.195881	0.195881	136.726	0.221598	0.221598	0	0	0	199.1	0.32269	0.32269	9.30657	0.0150836	0.0150836	10.2942	0.0166842	0.0166842
DAuniqueA	694	694	118.959	0.171411	0.171411	132.815	0.191376	0.191376	186.794	0.269155	0.269155	385.7	0.555764	0.555764	0	0	0	3.85211	0.00555059	0.00555059
DAuniqueA	410	410	129.772	0.316517	0.316517	0	0	0	0	0	0	38.6	0.0941463	0.0941463	0	0	0	11.819	0.0288268	0.0288268
DAuniqueA	1083	1083	317.214	0.292903	0.292903	475.584	0.439136	0.439136	110.951	0.102448	0.102448	376.3	0.347461	0.347461	21.8752	0.0201987	0.0201987	4.01262	0.0037051	0.0037051
DAuniqueA	469	469	0	0	0	118.892	0.253502	0.253502	0	0	0	498.5	1.0629	1.0629	9.73832	0.020764	0.020764	0.977619	0.00208447	0.00208447
DAuniqueA	524	524	34.02	0.0649237	0.0649237	222.371	0.424372	0.424372	0	0	0	102.7	0.195992	0.195992	0	0	0	6.15754	0.011751	0.011751
DAuniqueA	573	573	0	0	0	80.2224	0.140004	0.140004	0	0	0	125.6	0.219197	0.219197	1.91888	0.00334883	0.00334883	3.29764	0.00575505	0.00575505
DAuniqueA	411	411	20.6628	0.0502745	0.0502745	183.716	0.446998	0.446998	0	0	0	106.7	0.259611	0.259611	15.2071	0.0370003	0.0370003	12.5777	0.0306028	0.0306028
DAuniqueA	1237	1237	94.1426	0.0761056	0.0761056	0	0	0	196.485	0.15884	0.15884	1123.3	0.908084	1.30616	46.0531	0.0372297	0.0372297	13.8618	0.011206	0.011206
DAuniqueA	795	795	0	0	0	53.5073	0.0673048	0.0673048	0	0	0	111.2	0.139874	0.163289	0	0	0	1.02139	0.00128477	0.00128477
DAuniqueA	420	420	105.738	0.251757	0.251757	180.325	0.429344	0.429344	110.951	0.264169	0.264169	0	0	0	3.98168	0.00948018	0.00948018	2.89638	0.00689613	0.00689613
DAuniqueA	664	664	377.162	0.568015	0.568015	82.4664	0.124196	0.124196	0	0	0	455.8	0.686446	0.686446	12.4727	0.0187842	0.0187842	3.12254	0.00470263	0.00470263
DAuniqueA	1205	1205	86.1006	0.0714528	0.0714528	327.814	0.272045	0.272045	72.1172	0.0598483	0.0598483	192.2	0.159502	0.186783	17.5578	0.0145708	0.0145708	9.28008	0.00770131	0.00770131
DAuniqueA	407	407	123.892	0.304402	0.304402	68.37	0.167985	0.167985	0	0	0	29.5	0.0724816	0.0724816	9.54643	0.0234556	0.0234556	2.18141	0.00535972	0.00535972
DAuniqueA	755	755	0	0	0	38.6342	0.0511712	0.0511712	99.124	0.13129	0.13129	331.6	0.439205	0.439205	7.00391	0.0092767	0.0092767	3.10065	0.00410683	0.00410683
DAuniqueA	1340	1340	0	0	0	74.3077	0.0554535	0.0554535	110.951	0.0827993	0.0827993	42.7	0.0318657	0.0318657	29.071	0.0216948	0.0216948	18.7207	0.0139707	0.0139707
DAuniqueA	507	507	252.851	0.498721	0.498721	433.001	0.854046	0.854046	0	0	0	225.9	0.445562	0.445562	15.351	0.0302782	0.0302782	5.16532	0.010188	0.010188
DAuniqueA	501	501	0	0	0	80.6806	0.161039	0.161039	0	0	0	423.1	0.844511	0.844511	12.1849	0.0243211	0.0243211	8.37542	0.0167174	0.0167174
DAuniqueA	439	439	9.02204	0.0205513	0.0205513	66.3261	0.151084	0.151084	100.636	0.229239	0.229239	324.4	0.738952	0.738952	19.1408	0.043601	0.043601	1.32781	0.00302463	0.00302463
DAuniqueA	1304	1304	740.168	0.567613	0.567613	0	0	0	0	0	0	143.1	0.109739	0.109739	62.1238	0.0476409	0.0476409	22.2153	0.0170363	0.0170363
DAuniqueA	547	547	0	0	0	0	0	0	0	0	0	148.2	0.270932	0.270932	13.6241	0.0249069	0.0249069	5.60307	0.0102433	0.0102433
DAuniqueA	758	758	54.4464	0.071829	0.071829	230.87	0.304578	0.304578	0	0	0	14	0.0184697	0.0184697	0	0	0	7.83554	0.0103371	0.0103371
DAuniqueA	725	725	32.1265	0.0443124	0.0443124	0	0	0	29.5529	0.0407626	0.0407626	0	0	0	10.7937	0.0148879	0.0148879	5.90219	0.00814095	0.00814095
DAuniqueA	700	700	19.4668	0.0278096	0.0278096	270.402	0.386289	0.386289	0	0	0	157.2	0.224571	0.224571	7.67552	0.010965	0.010965	14.5913	0.0208448	0.0208448
DAuniqueA	511	511	0	0	0	0	0	0	0	0	0	0	0	0	8.97076	0.0175553	0.0175553	7.60209	0.0148769	0.0148769
DAuniqueA	783	783	184.475	0.2356	0.2356	118.892	0.151842	0.151842	0	0	0	361.5	0.461686	0.461686	14.3916	0.0183801	0.0183801	19.9172	0.025437	0.025437
DAuniqueA	362	362	0	0	0	59.4462	0.164216	0.164216	50.5019	0.139508	0.139508	0	0	0	13.0484	0.0360453	0.0360453	3.04959	0.00842427	0.00842427
DAuniqueA	749	749	223.429	0.298303	0.298303	0	0	0	0	0	0	147.8	0.19733	0.19733	30.5102	0.0407346	0.0407346	10.3307	0.0137926	0.0137926
DAuniqueA	423	423	148.953	0.352135	0.352135	160.515	0.379469	0.379469	158.373	0.374405	0.374405	160.5	0.379433	0.379433	12.6166	0.0298266	0.0298266	4.52331	0.0106934	0.0106934
DAuniqueA	649	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77038	0.010432	0.010432
DAuniqueA	949	949	78.4144	0.0826284	0.0826284	0	0	0	0	0	0	49.3	0.0519494	0.0519494	21.1077	0.022242	0.022242	8.18573	0.00862564	0.00862564
DAuniqueA	865	865	136.088	0.157328	0.157328	0	0	0	0	0	0	125.6	0.145202	0.176653	20.484	0.023681	0.023681	1.88958	0.00218448	0.00218448
DAuniqueA	1317	1317	38.6173	0.0293222	0.0293222	110.966	0.0842568	0.0842568	110.951	0.0842453	0.0842453	214.5	0.16287	0.16287	0	0	0	9.37493	0.0071184	0.0071184
DAuniqueA	759	759	167.925	0.221245	0.221245	226.47	0.298379	0.298379	0	0	0	1643.7	2.16561	2.16561	27.6319	0.0364056	0.0364056	13.0519	0.0171962	0.0171962
DAuniqueA	575	575	6.1614	0.0107155	0.0107155	52.1591	0.0907114	0.0907114	0	0	0	0	0	0	5.27692	0.00917725	0.00917725	12.0378	0.0209354	0.0209354
DAuniqueA	461	461	18.3892	0.0398898	0.0398898	4.95385	0.0107459	0.0107459	0	0	0	18.5	0.0401302	0.0401302	36.4587	0.0790862	0.0790862	4.28985	0.00930552	0.00930552
DAuniqueA	647	647	0.58676	0.000906893	0.000906893	199.657	0.308589	0.308589	88.2816	0.136448	0.136448	36.1	0.055796	0.055796	8.53902	0.0131979	0.0131979	8.67454	0.0134073	0.0134073
DAuniqueA	710	710	119.472	0.16827	0.16827	104.604	0.147329	0.147329	0	0	0	629.2	0.886197	0.886197	0	0	0	3.21009	0.00452125	0.00452125
DAuniqueA	1326	1326	951.644	0.717681	0.717681	594.498	0.448339	0.448339	110.951	0.0836735	0.0836735	557.1	0.420136	0.420136	19.3327	0.0145797	0.0145797	13.6137	0.0102668	0.0102668
DAuniqueA	355	355	127.681	0.359664	0.359664	388.03	1.09304	1.09304	52.5058	0.147904	0.147904	742.8	2.09239	2.09239	311.435	0.877281	0.877281	2022.45	5.69705	5.69705
DAuniqueA	1089	1089	186.011	0.170809	0.170809	0	0	0	0	0	0	1551.4	1.42461	1.42461	39.2411	0.0360341	0.0360341	14.0296	0.012883	0.012883
DAuniqueA	1865	1865	512.345	0.274716	0.274716	105.502	0.0565693	0.0565693	78.466	0.0420729	0.0420729	453.6	0.243217	0.328696	29.7427	0.0159478	0.0159478	17.7795	0.00953326	0.00953326
DAuniqueA	427	427	0	0	0	76.2893	0.178663	0.178663	0	0	0	139.8	0.3274	0.3274	0	0	0	4.39928	0.0103028	0.0103028
DAuniqueA	1070	1070	0	0	0	62.3984	0.0583162	0.0583162	0	0	0	0	0	0	20.3401	0.0190095	0.0190095	8.2441	0.00770477	0.00770477
DAuniqueA	753	753	0	0	0	87.6482	0.116399	0.116399	0	0	0	43	0.0571049	0.0571049	13.0964	0.0173922	0.0173922	6.66094	0.00884587	0.00884587
DAuniqueA	291	291	20.2438	0.0695662	0.0695662	48.7976	0.167689	0.167689	0	0	0	0	0	0	8.0593	0.0276952	0.0276952	0.503401	0.0017299	0.0017299
DAuniqueA	739	739	20.6847	0.0279901	0.0279901	314.544	0.425635	0.425635	110.951	0.150137	0.150137	86	0.116373	0.13961	10.8896	0.0147356	0.0147356	2.08656	0.00282349	0.00282349
DAuniqueA	890	890	105.738	0.118807	0.118807	488.303	0.548655	0.548655	0	0	0	364.4	0.409438	0.409438	0	0	0	5.46445	0.00613983	0.00613983
DAuniqueA	560	560	26.6643	0.0476149	0.0476149	470.014	0.839311	0.839311	37.4938	0.0669532	0.0669532	163.4	0.291786	0.291786	0	0	0	5.48634	0.00979703	0.00979703
DAuniqueA	532	532	0	0	0	113.179	0.212743	0.212743	0	0	0	0	0	0	15.351	0.0288553	0.0288553	3.29764	0.00619857	0.00619857
DAuniqueA	686	686	23.906	0.0348483	0.0348483	0	0	0	0	0	0	20.3	0.0295918	0.0464531	11.6572	0.016993	0.016993	5.17263	0.00754027	0.00754027
DAuniqueA	580	580	0	0	0	169.848	0.292841	0.292841	0	0	0	202.3	0.348793	0.348793	3.74182	0.00645141	0.00645141	3.04959	0.00525791	0.00525791
DAuniqueA	704	704	317.215	0.450589	0.450589	130.782	0.185769	0.185769	71.7576	0.101928	0.101928	238	0.338068	0.338068	13.4322	0.0190798	0.0190798	4.97564	0.00706768	0.00706768
DAuniqueA	459	459	317.214	0.691098	0.691098	200.136	0.436025	0.436025	110.951	0.241724	0.241724	315.1	0.686492	0.686492	2.01482	0.00438959	0.00438959	7.41239	0.016149	0.016149
DAuniqueA	1060	1060	16.5503	0.0156135	0.0156135	166.449	0.157028	0.157028	172.147	0.162403	0.162403	354.2	0.334151	0.334151	16.7902	0.0158398	0.0158398	19.0417	0.0179639	0.0179639
DAuniqueA	533	533	1865.66	3.5003	3.5003	55.4207	0.103979	0.103979	0	0	0	617	1.1576	1.1576	22.6428	0.0424818	0.0424818	29.6131	0.0555593	0.0555593
DAuniqueA	2065	2065	375.974	0.18207	0.18207	701.453	0.339687	0.339687	0	0	0	484.1	0.234431	0.234431	40.5363	0.0196302	0.0196302	42.3878	0.0205268	0.0205268
DAuniqueA	889	889	104.879	0.117974	0.117974	347.016	0.390345	0.390345	106.971	0.120327	0.120327	0	0	0	0	0	0	3.21009	0.0036109	0.0036109
DAuniqueA	939	939	2234.53	2.37969	2.37969	230.352	0.245317	0.245317	0	0	0	69.3	0.0738019	0.0738019	37.3702	0.0397979	0.0397979	16.8968	0.0179944	0.0179944
DAuniqueA	537	537	534.195	0.994777	0.994777	118.892	0.221401	0.221401	0	0	0	117	0.217877	0.217877	57.5664	0.1072	0.1072	15.4376	0.0287479	0.0287479
DAuniqueA	988	988	102.434	0.103679	0.103679	109.975	0.111311	0.111311	7.4063	0.00749625	0.00749625	331.2	0.335223	0.335223	25.665	0.0259767	0.0259767	6.52961	0.00660892	0.00660892
DAuniqueA	914	914	289.52	0.316762	0.316762	390.312	0.427037	0.427037	0	0	0	224.1	0.245186	0.245186	13.4322	0.014696	0.014696	6.93088	0.00758302	0.00758302
DAuniqueA	432	432	284.596	0.658787	0.658787	183.004	0.423621	0.423621	0	0	0	0	0	0	10.266	0.0237639	0.0237639	0.53988	0.00124972	0.00124972
DAuniqueA	592	592	0	0	0	136.932	0.231304	0.231304	0	0	0	139.5	0.235642	0.235642	8.68293	0.0146671	0.0146671	4.5525	0.00769003	0.00769003
DAuniqueA	415	415	0	0	0	75.6445	0.182276	0.182276	0	0	0	0	0	0	0	0	0	2.73587	0.00659246	0.00659246
DAuniqueA	544	544	19.3088	0.035494	0.035494	89.1726	0.16392	0.16392	0	0	0	708	1.30147	1.30147	7.67552	0.0141094	0.0141094	1.40077	0.00257494	0.00257494
DAuniqueA	578	578	454.41	0.786177	0.786177	0	0	0	0	0	0	0	0	0	1.63105	0.00282188	0.00282188	8.28788	0.0143389	0.0143389
DAuniqueA	639	639	198.227	0.310214	0.310214	71.2017	0.111427	0.111427	109.69	0.171659	0.171659	7.9	0.0123631	0.0123631	13.4322	0.0210206	0.0210206	10.7684	0.016852	0.016852
DAuniqueA	507	507	71.6443	0.14131	0.14131	12.1231	0.0239114	0.0239114	26.4261	0.0521225	0.0521225	275.3	0.542998	0.542998	14.9673	0.0295212	0.0295212	1.94794	0.0038421	0.0038421
DAuniqueA	961	961	127.321	0.132488	0.132488	0	0	0	29.0897	0.0302702	0.0302702	148.5	0.154527	0.154527	11.7052	0.0121802	0.0121802	15.4449	0.0160717	0.0160717
DAuniqueA	743	743	2023.68	2.72366	2.72366	80.7535	0.108686	0.108686	158.598	0.213456	0.213456	270	0.363392	0.363392	9.16265	0.012332	0.012332	11.4615	0.015426	0.015426
DAuniqueA	918	918	121.789	0.132668	0.132668	267.203	0.291071	0.291071	13.0864	0.0142553	0.0142553	427.3	0.465468	0.465468	2.49454	0.00271737	0.00271737	13.5553	0.0147662	0.0147662
DAuniqueA	631	631	315.488	0.499981	0.499981	186.728	0.295924	0.295924	0	0	0	523.1	0.829002	0.829002	6.71608	0.0106436	0.0106436	5.231	0.00829001	0.00829001
DAuniqueA	508	508	105.349	0.20738	0.20738	89.2573	0.175703	0.175703	0	0	0	105.6	0.207874	0.207874	6.71608	0.0132206	0.0132206	4.30444	0.00847332	0.00847332
DAuniqueA	573	573	356.751	0.622602	0.622602	0	0	0	107.614	0.187808	0.187808	87.8	0.153229	0.153229	15.1112	0.0263721	0.0263721	5.30395	0.00925645	0.00925645
DAuniqueA	1147	1147	0	0	0	140.689	0.122659	0.122659	0	0	0	214.2	0.186748	0.186748	30.7021	0.0267673	0.0267673	17.5023	0.0152592	0.0152592
DAuniqueA	512	512	0	0	0	118.892	0.232212	0.232212	34.9353	0.0682331	0.0682331	255.1	0.498242	0.498242	0	0	0	1.59775	0.0031206	0.0031206
DAuniqueA	1066	1066	105.738	0.0991913	0.0991913	0	0	0	73.4573	0.0689093	0.0689093	0	0	0	14.6315	0.0137256	0.0137256	5.62495	0.00527669	0.00527669
DAuniqueA	934	934	137.605	0.147329	0.147329	0	0	0	0	0	0	180.6	0.193362	0.193362	27.9197	0.0298926	0.0298926	6.5661	0.00703008	0.00703008
DAuniqueA	445	445	0	0	0	0	0	0	0	0	0	0	0	0	14.0558	0.0315861	0.0315861	1.39347	0.0031314	0.0031314
DAuniqueA	1157	1157	590.956	0.510766	0.510766	85.6644	0.0740401	0.0740401	288.395	0.249261	0.249261	44.6	0.038548	0.038548	1.67902	0.00145118	0.00145118	13.7085	0.0118484	0.0118484
DAuniqueA	605	605	0	0	0	57.4647	0.0949829	0.0949829	0	0	0	251.5	0.415702	0.415702	15.351	0.0253736	0.0253736	12.2567	0.020259	0.020259
DAuniqueA	811	811	212.396	0.261894	0.261894	118.892	0.1466	0.1466	0	0	0	828.5	1.02158	1.02158	44.2782	0.054597	0.054597	5.69062	0.00701679	0.00701679
DAuniqueA	589	589	18.4842	0.0313823	0.0313823	200.574	0.340533	0.340533	0	0	0	0	0	0	9.06671	0.0153934	0.0153934	11.0602	0.018778	0.018778
DAuniqueA	441	441	87.1135	0.197536	0.197536	0	0	0	15.8319	0.0359	0.0359	23.9	0.054195	0.171942	1.87091	0.00424242	0.00424242	0.138618	0.000314326	0.000314326
DAuniqueA	588	588	246.993	0.420057	0.420057	353.313	0.600872	0.600872	194.022	0.32997	0.32997	128.9	0.219218	0.219218	27.44	0.0466667	0.0466667	7.09139	0.0120602	0.0120602
DAuniqueA	695	695	317.214	0.456423	0.456423	0	0	0	94.568	0.136069	0.136069	239.7	0.344892	0.349417	7.57958	0.0109059	0.0109059	4.94647	0.00711722	0.00711722
DAuniqueA	519	519	186.789	0.359901	0.359901	380.166	0.732497	0.732497	0	0	0	146.2	0.281696	0.281696	49.2672	0.0949273	0.0949273	11.2353	0.021648	0.021648
DAuniqueA	602	602	117.484	0.195157	0.195157	74.6527	0.124008	0.124008	90.6545	0.150589	0.150589	69.4	0.115282	0.115282	8.49104	0.0141047	0.0141047	5.8949	0.00979218	0.00979218
DAuniqueA	685	685	286.346	0.418024	0.418024	73.9379	0.107939	0.107939	78.0091	0.113882	0.113882	200.3	0.292409	0.292409	21.1077	0.0308141	0.0308141	20.1798	0.0294596	0.0294596
DAuniqueA	935	935	133.626	0.142915	0.142915	296.156	0.316745	0.316745	73.4142	0.0785178	0.0785178	198.2	0.211979	0.211979	53.7286	0.0574638	0.0574638	21.4857	0.0229794	0.0229794
DAuniqueA	447	447	211.476	0.4731	0.4731	118.892	0.265979	0.265979	0	0	0	412.2	0.922148	0.922148	13.4322	0.0300496	0.0300496	5.00482	0.0111965	0.0111965
DAuniqueA	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAuniqueA	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAuniqueA	786	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
