DSB_type	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistancetoOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1	575	777.366	1.35194	0	0	0	0	0	0	4.38469	0.00762555	7.33972	0.0127647	21226	13123	164417	1943	620106	56734	770681
1	709	68.3967	0.0964693	26.4965	0.0373717	118.602	0.16728	478.6	0.959118	3.04229	0.00429096	8.10727	0.0114348	3616	14592	75849	15969	311477	19785	362864
1	527	211.476	0.401283	93.1035	0.176667	0	0	31.5	0.0597723	0	0	7.67552	0.0145646	1608	2770	159124	55390	227857	62974	279244
1	759	108.496	0.142946	118.892	0.156643	57.3856	0.0756069	235.6	0.461057	9.09769	0.0119864	6.66811	0.00878539	1610	4865	22272	22272	27330	25364	102352
1	1072	211.476	0.197272	94.1231	0.0878014	0	0	94	0.0876866	8.30246	0.00774483	26.1927	0.0244335	8664	3786	3858	3838	10707	55618	14564
1	850	0	0	117.405	0.138123	266.923	0.314027	192.1	0.226	10.3744	0.0122052	33.7723	0.0397321	6713	2267	30259	7469	7231	404893	19247
1	418	76.3152	0.182572	30.7139	0.0734782	0	0	355.6	0.850718	1.44454	0.00345584	5.75664	0.0137719	17270	5415	2219	2029	39699	613088	0
1	781	0	0	0	0	57.3839	0.073475	288.8	0.369782	6.99653	0.00895843	7.67552	0.00982781	0	2835	4881	4071	4496	303472	11253
1	663	105.738	0.159484	0	0	0	0	191.9	0.289442	6.31804	0.00952948	7.67552	0.011577	10932	9480	97390	16211	118174	5551	79344
1	794	105.738	0.133171	122.855	0.15473	45.1456	0.0568585	59.5	0.074937	3.83752	0.00483314	0	0	0	1648	251381	22635	250167	1113054	246098
1	931	0	0	271.652	0.291785	0	0	334.7	0.359506	11.2207	0.0120523	17.7976	0.0191167	1030	576	72394	909	71180	1292743	67111
1	602	44.0088	0.0731044	174.482	0.289837	0	0	0	0	7.12057	0.0118282	5.08503	0.0084469	13853	4593	198958	15420	396135	1372069	712572
1	868	349.815	0.403013	82.2631	0.0947732	88.4098	0.101855	132.9	0.153111	8.60888	0.00991807	7.67552	0.00884277	19669	3353	208278	5926	405455	1362575	721892
1	955	62.657	0.0656094	96.2725	0.100809	13.3919	0.0140229	300.8	0.556007	1.13812	0.00119175	23.4583	0.0245637	3545	6974	287387	8332	484564	1283997	801001
1	367	182.973	0.498563	43.5939	0.118784	0	0	0	0	1.5102	0.004115	0	0	0	554	414098	17258	611275	1157584	927712
1	862	0	0	0	0	0	0	318.8	0.369838	7.7334	0.00897147	25.713	0.0298295	0	9561	526096	19229	723273	1045185	983339
1	715	182.973	0.255906	398.317	0.557087	28.3117	0.0395967	0	0	11.7679	0.0164586	28.7832	0.0402562	0	956	617775	1375	590660	660547	598701
1	459	33.6304	0.0732689	60.6628	0.132163	0	0	146.6	0.31939	1.16731	0.00254315	0	0	371465	863	3113	1499	3030	319448	317
1	403	0	0	237.792	0.590054	0	0	0	0	2.75776	0.00684309	9.73832	0.0241646	556118	19133	143677	143697	127635	191859	175510
1	614	29.4227	0.0479197	189.237	0.308204	0	0	13.9	0.0226384	5.34773	0.00870965	1.00741	0.00164074	10732	163373	1084704	186384	1084744	1647309	1163072
1	602	91.1364	0.151389	115.292	0.191516	14.0926	0.0234096	256.7	0.426412	6.15754	0.0102285	7.00391	0.0116344	3525	116645	1037976	139656	1038016	1600581	1116344
1	413	0	0	359.678	0.87089	0	0	41.1	0.0995157	2.03549	0.00492855	0	0	19357	0	1352	890	46417	163712	127826
1	731	195.587	0.267561	203.808	0.278808	0	0	63	0.0861833	3.10795	0.00425164	13.1923	0.0180469	16451	5047	11402	11442	28541	399524	58414
1	1179	286.535	0.243033	346.24	0.293672	106.704	0.0905035	199.8	0.189384	9.38951	0.00796396	22.0671	0.0187168	0	3050	140085	22750	256196	727183	854050
1	632	28.0819	0.0444334	121.997	0.193033	0	0	377.3	0.596994	4.88809	0.00773433	7.67552	0.0121448	0	14088	240936	31158	209320	508094	665569
1	509	45.2831	0.0889648	106.446	0.209128	32.9059	0.0646481	325.3	0.639096	7.01113	0.0137743	0	0	0	3438	45888	13828	14272	313046	470521
1	849	86.6778	0.102094	122.434	0.14421	0	0	706.9	0.832627	7.71881	0.00909165	16.4064	0.0193244	1605	10100	66936	27346	143497	122117	279592
1	787	0	0	237.785	0.302141	0	0	5.8	0.00736976	8.10548	0.0102992	27.8238	0.0353542	42163	58	943	923	13443	269346	34407
1	535	162.745	0.304196	0	0	0	0	324.7	0.606916	8.5724	0.0160232	14.3916	0.0269002	0	75	53452	2995	8968	5274	145353
1	592	0	0	0	0	22.1902	0.0374835	107.1	0.180912	9.19254	0.0155279	6.71608	0.0113447	13080	1221	40402	5433	39197	136090	1261
1	1123	0	0	0	0	73.5939	0.0655333	69.5	0.0626691	8.069	0.00718522	34.7317	0.0309276	16741	12429	6074	6026	79544	91216	27774
1	686	201.734	0.294073	127.296	0.185562	58.3816	0.0851044	36.2	0.0527697	12.782	0.0186327	7.67552	0.0111888	2693	9005	0	0	3608	42498	13781
1	800	99.7186	0.124648	6.43261	0.00804076	0	0	268.9	0.336125	6.30345	0.00787932	29.167	0.0364587	2727	2810	21570	6532	36643	14227	271712
1	330	0	0	26.393	0.0799787	0	0	109.9	0.33303	0.525288	0.00159178	4.41342	0.013374	11854	1066	2738	2748	7307	101448	26547
1	478	0	0	0	0	29.0768	0.0608302	111.8	0.233891	10.1993	0.0213376	38.2817	0.0800872	0	8068	53518	53518	53108	79169	59627
1	679	0	0	111.13	0.163666	0	0	97	0.142857	8.54323	0.0125821	0	0	5855	10422	22197	2457	39170	118163	183548
1	756	28.7003	0.0379633	107.725	0.142494	72.7867	0.0962787	881.1	1.16548	6.15754	0.00814489	6.52419	0.00862988	19981	16098	21146	20466	20415	449953	39188
1	724	18.8126	0.0259843	124.356	0.171763	0	0	246.8	0.340884	4.90269	0.00677167	7.67552	0.0106015	21008	5746	58366	5817	105140	908600	81859
1	417	119.935	0.287614	54.9833	0.131854	0	0	0	0	5.78546	0.013874	14.3916	0.0345123	9384	7345	40361	5016	166142	989309	1465583
1	1010	141.597	0.140195	443.896	0.439501	0	0	0	0	7.31755	0.0072451	6.71608	0.00664958	6036	9367	312973	101032	144335	854427	974665
1	427	305.225	0.714813	233.554	0.546964	63.2147	0.148044	0	0	6.79956	0.015924	29.6467	0.0694302	0	665	14847	729	14418	84029	273744
1	793	129.119	0.162823	82.4664	0.103993	75.5783	0.0953068	316.6	0.399243	33.8519	0.0426884	62.1237	0.0783402	26530	996	4773	3500	5781	29722	327950
1	670	121.928	0.181983	21.7725	0.0324963	0	0	149	0.222388	7.87932	0.0117602	30.2224	0.045108	11779	11099	13254	5674	19443	290900	105717
1	425	25.9659	0.0610962	376.442	0.885745	0	0	0	0	8.82775	0.0207712	0	0	25310	21791	125052	2952	31358	117820	135750
1	639	62.3183	0.0975248	175.165	0.274124	92.3592	0.144537	124.5	0.274229	7.75529	0.0121366	0	0	0	1067	47294	986	46716	89841	0
1	1148	701.983	0.611483	701.881	0.611395	124.512	0.10846	906.6	0.789721	123.968	0.107986	87.7888	0.0764711	1096	6827	11656	10838	10826	282611	4627
1	1182	49.3481	0.0417497	169.54	0.143435	0	0	1470.7	2.24878	247.674	0.209538	300.64	0.254349	51153	2532	16523	9323	9899	50083	1384
1	590	0	0	237.785	0.403025	0	0	48.1	0.0815254	7.00384	0.0118709	9.11468	0.0154486	9386	5920	9658	5818	14935	102190	19052
1	446	47.3007	0.106055	0	0	0	0	993.4	2.4835	71.804	0.160995	93.6414	0.209958	0	2501	317112	23965	2766607	2544048	2936645
1	2041	179.996	0.08819	0	0	0	0	97.3	0.205708	5.99703	0.00293828	30.0305	0.0147136	16752	26520	543512	87564	2993007	2770448	3163045
1	1540	105.738	0.068661	962.476	0.624984	87.5901	0.0568767	853.7	0.600352	13.5845	0.00882111	28.4954	0.0185035	4592	1320	104581	16825	3607825	3479456	3872053
1	470	0	0	0	0	0	0	54.6	1.26977	0	0	0	0	773	2326	366551	160707	3036379	4050694	3358203
1	373	38.5607	0.10338	55.8308	0.149681	0	0	395.9	1.06139	23.1637	0.0621012	26.5765	0.0712507	13921	0	304367	34023	2364119	4722635	2685943
1	502	34.02	0.067769	0	0	118.603	0.236261	724.5	1.44323	1.91146	0.00380769	28.8312	0.0574326	4308	739	27914	2036	27130	6861659	115766
1	439	0	0	94.1231	0.214404	0	0	67.8	0.154442	2.10115	0.00478622	14.3916	0.0327827	18817	3935	249979	17187	253609	6548241	151346
1	748	167.899	0.224463	47.9068	0.0640465	91.5885	0.122445	156.8	0.209626	8.55052	0.0114312	6.71608	0.00897872	4849	16232	20489	9623	687265	5707988	991818
1	571	105.738	0.18518	0	0	0	0	65.4	0.114536	9.89293	0.0173256	24.6576	0.0431832	52281	145	161124	75088	546319	5567042	1132453
1	621	257.169	0.41412	432.886	0.697079	70.3069	0.113216	103.5	0.166667	7.98875	0.0128643	12.3768	0.0199304	0	560	74976	71907	245978	5266701	1431190
1	457	204.331	0.447113	130.828	0.286277	167.571	0.366676	624.6	1.36674	26.1403	0.0571999	83.8551	0.18349	5193	4167	22377	4167	147316	5168039	1530881
1	600	348.975	0.581626	94.1531	0.156922	123.711	0.206185	69.5	0.115833	4.43577	0.00739294	17.8936	0.0298226	0	16	217686	56037	532314	4487188	2212350
1	443	88.7675	0.200378	100.771	0.227474	0	0	229.5	0.518059	1.94794	0.00439716	5.133	0.0115869	0	0	523603	3353	586285	4180030	2518267
1	971	0	0	163.564	0.168449	73.1819	0.0753675	14.6	0.0161863	5.3988	0.00556004	0	0	0	243	526536	1738	584670	4178415	2521200
1	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527874	0	582881	4176626	2522538
1	885	0	0	0	0	0	0	0	0	5.39879	0.00610033	0	0	0	2662	531603	2715	579494	4173239	2526267
1	515	87.2459	0.16941	17.8677	0.0346946	24.3543	0.04729	322.2	0.625631	4.07098	0.00790481	20.1482	0.0391228	0	4722	1183269	13711	70893	3521489	3177933
1	485	14.3632	0.0296149	71.9357	0.148321	0	0	0	0	5.14344	0.010605	7.67552	0.0158258	1376	4673	2091446	46069	979070	2613274	4086110
1	706	117.521	0.166461	63.8475	0.0904356	251.137	0.355717	256	0.362606	17.2178	0.0243878	15.1592	0.0214719	11056	5006	1780383	94619	1780138	1780116	4918743
1	1071	264.14	0.24663	602.142	0.562224	66.6645	0.0622451	234.3	0.218768	9.48436	0.00885561	11.7052	0.0109292	214	0	1242248	21313	1242003	1241981	5456614
1	974	114.926	0.117994	53.7207	0.0551548	93.59	0.0960883	342.8	0.527385	6.14295	0.00630693	15.7348	0.0161548	13657	1331	1229715	8780	1229470	1229448	5470057
1	758	317.641	0.419051	168.27	0.221992	0	0	166.2	0.219261	6.86522	0.00905702	7.67552	0.010126	0	21247	1098155	6528	1097910	1097888	5601511
1	640	52.4968	0.0820262	8.06742	0.0126053	93.2896	0.145765	98.5	0.153906	3.42167	0.00534635	6.71608	0.0104939	0	1341	644759	36458	976031	976122	4506360
1	465	6.43622	0.0138413	0	0	29.6593	0.0637835	0	0	5.28935	0.011375	6.71608	0.0144432	0	366	119136	3708	553264	1501743	3980737
1	804	200.217	0.249026	191.462	0.238137	25.4737	0.0316837	123.3	0.153358	9.66676	0.0120233	19.0929	0.0237473	60693	414	148406	42207	397632	2454699	3027902
1	747	319.869	0.428205	255.974	0.342669	0	0	392.2	0.664746	13.1395	0.0175897	24.5137	0.0328162	1595	11464	7268	7248	667004	2724071	2758196
1	753	0	0	109.218	0.145044	0	0	0	0	2.57537	0.00342014	0	0	7872	22015	127187	31763	786923	2843990	2638684
1	532	0	0	0	0	0	0	0	0	5.01941	0.00943498	13.3362	0.0250681	0	17661	319870	28890	979606	3036673	2445920
1	517	73.5568	0.142276	0	0	1.53036	0.00296008	69	0.133462	7.09138	0.0137164	0	0	0	2051	172933	30220	172461	3886363	1596181
1	999	0	0	0	0	0	0	185.7	0.185886	7.76259	0.00777036	24.7056	0.0247303	0	809	218353	310635	10217	3135245	836013
1	844	131.123	0.155359	307.12	0.363886	117.961	0.139764	674.8	0.799526	7.13516	0.00845398	0.911468	0.00107994	37001	3500	60785	60785	59278	1893200	195475
1	469	88.0084	0.187651	176.14	0.375564	0	0	436	0.929638	10.4839	0.0223537	7.14783	0.0152406	12122	10125	204277	25362	259140	465418	524674
1	486	93.2745	0.191923	0	0	171.51	0.352901	65.3	0.134362	3.70619	0.00762591	10.8417	0.022308	0	21793	21939	21899	67179	923954	80400
1	586	0	0	0	0	0	0	240.5	0.41041	1.26944	0.00216629	6.71608	0.0114609	831	866	6111	6111	264231	1438956	514431
1	649	68.6438	0.105769	377.663	0.581915	138.329	0.213141	538.8	0.8302	9.40411	0.0144902	6.71608	0.0103484	0	1370	9167	9107	22590	513762	88514
1	573	0	0	105.148	0.183505	0	0	0	0	7.68963	0.0134199	23.0745	0.0402697	76535	2920	43812	43832	59471	282739	70268
1	580	240.905	0.415353	193.102	0.332934	39.6705	0.0683975	274.2	0.472759	1.99901	0.00344657	0	0	17834	2362	32304	8742	8382	537185	598
1	325	158.147	0.486607	67.3724	0.2073	0	0	0	0	12.1984	0.0375334	2.0628	0.00634706	19181	0	13676	231	960	556599	6469
1	591	181.134	0.306487	118.892	0.201172	0	0	483.5	0.818105	6.99654	0.0118385	16.6943	0.0282475	253	2831	19663	19583	350142	997612	297926
1	797	85.3681	0.107112	0	0	91.1131	0.11432	46.3	0.0580928	3.21009	0.00402772	14.3916	0.0180572	12783	2729	94384	29051	194226	1308353	608667
1	478	0	0	1.98154	0.00414548	0	0	24.8	0.0518828	4.50143	0.00941722	6.95594	0.0145522	558	6234	448650	9736	625736	2133543	1433857
1	574	105.738	0.184212	0	0	0	0	292	0.508711	5.51552	0.00960892	3.64587	0.00635169	0	13879	181920	237408	1257076	2764883	2065197
1	589	0	0	118.892	0.201855	0	0	192.1	0.326146	1.81662	0.00308425	13.9119	0.0236195	0	4445	275771	256099	1350927	2858734	2159048
1	582	116.772	0.200638	0	0	38.259	0.0657371	55.9	0.0960481	6.03352	0.0103669	0	0	0	215	610903	78249	1686059	3193866	2494180
1	338	196.764	0.582143	26.7508	0.0791443	0	0	51.1	0.151183	2.5243	0.00746834	12.3768	0.0366177	8345	2457	458761	3631	1782249	3373722	2674036
1	643	0	0	118.892	0.184903	223.865	0.348157	102.9	0.160031	6.25968	0.00973512	0	0	0	24281	120688	107693	1444176	3711385	3011699
1	865	422.953	0.488963	226.886	0.262296	0	0	192.1	0.222081	14.3068	0.0165397	17.4618	0.0201871	9491	3767	63732	50737	1387220	3768866	3069180
1	588	0	0	171.413	0.291519	0	0	123.3	0.209694	1.82392	0.0031019	34.0601	0.0579254	15126	18120	17335	4340	1340823	3815237	3115551
1	631	105.738	0.167572	5.94462	0.00942095	3.06072	0.00485059	133.8	0.212044	4.19501	0.00664819	1.72699	0.00273691	2644	5172	84071	75774	1238711	3917355	3217669
1	1174	124.11	0.105716	237.785	0.202542	216.534	0.184441	25.5	0.0217206	8.74021	0.00744481	44.0863	0.0375522	0	0	140139	100826	1014564	4141492	3441806
1	708	0	0	104.51	0.147613	110.951	0.156711	0	0	2.39298	0.00337991	7.67552	0.0108411	27191	11379	433706	15684	439681	4716053	4016367
1	1101	220.572	0.200337	237.809	0.215994	40.0924	0.0364145	392.1	0.388218	5.11426	0.00464511	12.6166	0.0114593	0	8753	886747	11017	11352	5169094	4469408
1	549	28.5033	0.0519185	10.8985	0.0198515	0	0	544.6	0.991985	1.75096	0.00318936	0	0	0	2510	20145	48022	265017	5746622	5702574
1	786	4.401	0.00559924	101.055	0.128569	0	0	14.7	0.0209402	4.27526	0.00543926	14.3916	0.0183099	0	739	121432	91200	4856	5475468	5431420
1	822	172.61	0.209988	98.4805	0.119806	0	0	304.6	0.37056	0.890072	0.00108281	0	0	7758	22109	235030	21513	118454	5361825	5317777
1	733	0	0	118.892	0.1622	110.951	0.151366	69.8	0.0952251	6.74119	0.00919671	7.67552	0.0104714	2399	4275	461224	18580	344648	5134983	5090935
1	980	122.315	0.124811	164.474	0.167831	88.5002	0.0903064	85.8	0.087551	3.67701	0.00375205	6.71608	0.00685314	4188	6181	365600	6965	513025	4967395	4923347
1	619	148.953	0.240634	118.892	0.192072	0	0	112	0.180937	5.03401	0.00813248	11.993	0.0193748	10019	6539	359617	982	518856	4961412	4917364
1	752	101.706	0.135247	113.529	0.150969	0	0	439.1	0.58391	3.74267	0.00497696	36.4587	0.0484824	741	11872	17124	11969	861247	4618919	4574871
1	377	0	0	0	0	0	0	144.2	0.382493	4.7276	0.01254	5.03706	0.0133609	4586	10131	827422	11401	1706836	3773924	3729876
1	693	70.016	0.101033	0	0	0	0	14.3	0.0632743	2.56808	0.00370574	0	0	0	15039	1192289	17182	2071703	3408665	3364617
1	776	465.174	0.599451	277.384	0.357454	0	0	366.9	0.472809	16.1964	0.0208716	37.4661	0.0482811	6622	773	1473802	81321	2540254	2940002	2895954
1	488	67.1206	0.137542	30.7139	0.0629383	61.2144	0.125439	0	0	0	0	0	0	16275	3945	1319544	72087	2694615	2785744	2741696
1	533	0	0	38.2902	0.0718389	0	0	0	0	5.30394	0.00995112	1.29524	0.0024301	2973	14035	487732	20292	1868141	1953932	1909884
1	2336	34.5469	0.0147889	111.453	0.0477112	42.6942	0.0182766	115.2	0.0493151	13.694	0.00586214	10.4099	0.0044563	9783	9508	337518	7729	1717927	1803718	1759670
1	1285	299.339	0.232948	118.892	0.0925233	0	0	192.1	0.149494	16.3861	0.0127518	13.0964	0.0101917	8550	342	25045	18776	1354613	1440404	1396356
1	402	22.9894	0.0571876	76.9188	0.19134	0	0	0	0	0	0	0	0	16168	23007	401381	71761	367710	453501	409453
1	561	105.738	0.188481	75.7456	0.135019	100.229	0.178661	319.4	0.56934	8.43379	0.0150335	14.3916	0.0256535	0	3896	588572	20905	587061	588289	629722
1	859	109.368	0.127321	174.647	0.203315	0	0	399.1	0.46461	5.27476	0.00614059	0	0	0	0	632494	47651	630983	632211	673644
1	760	832.114	1.09489	0	0	221.902	0.291977	45.5	0.0598684	12.855	0.0169144	18.3253	0.0241123	0	22568	930267	114805	192283	1213756	1255189
1	693	189.315	0.273181	83.0965	0.119908	91.718	0.132349	1958.1	2.82554	16.9624	0.0244768	15.2071	0.0219439	20448	12566	20771	21258	716612	843453	1046222
1	642	0	0	0	0	0	0	263.5	0.538855	5.7198	0.00890935	15.447	0.0240607	15931	9529	25513	9833	80868	159799	4418
1	878	0	0	0	0	0	0	842.2	2.55988	1.11624	0.00127134	13.4322	0.0152986	0	2825	110970	3230	110511	339345	106130
1	419	0	0	0	0	0	0	0	0	1.02139	0.00243769	0	0	0	1955	10042	10002	8382	10982	129289
1	543	0	0	0	0	0	0	0	0	1.6926	0.00311712	0	0	32971	20968	93987	4726	334985	906771	342693
1	842	0	0	0	0	0	0	0	0	0	0	0	0	2646	110	867	867	33730	84181	43364
1	744	0	0	0	0	0	0	0	0	0	0	0	0	0	9848	278723	11914	278490	1083197	679550
1	965	0	0	0	0	0	0	0	0	0	0	0	0	2000	323	292282	1041	292049	1096756	693109
1	1072	0	0	0	0	0	0	0	0	0	0	0	0	20194	2708	143086	10071	463132	1267839	864192
1	417	0	0	0	0	0	0	0	0	1.30592	0.00313171	2.54252	0.00609716	4518	2343	185374	31164	776703	1733984	1330337
1	2979	0	0	0	0	110.951	0.0372444	0	0	3.356	0.00112655	6.71608	0.00225447	3116	2930	147628	5850	738957	1771937	1368290
1	2727	0	0	0	0	0	0	188.7	0.827632	1.16731	0.000428055	0	0	22937	5055	137376	22739	135517	3084473	94723
1	908	0	0	0	0	0	0	0	0	4.23149	0.00466023	6.71608	0.00739656	37656	14412	20147	19125	19656	2584844	338157
1	449	0	0	0	0	0	0	0	0	0	0	0	0	0	9389	11032	11171	10802	1223948	48190
1	302	0	0	0	0	0	0	0	0	0.0802524	0.000265736	2.44657	0.00810123	15704	138	17923	16623	16771	82063	92
1	1354	182.714	0.134944	118.892	0.0878083	0	0	6176	4.89382	54.4694	0.0402285	88.5563	0.0654035	417277	1895	25661	21155	20877	22703	198365
1	396	0	0	0	0	0	0	191.7	1.26954	9.41141	0.0237662	0	0	35531	35329	1344658	108173	1771704	2015130	1755991
1	1076	0	0	0	0	0	0	0	0	0	0	0	0	37167	34500	1343829	107344	1770875	2014301	1755162
1	1890	0	0	0	0	0	0	0	0	0	0	0	0	42158	28424	1337753	101268	1764799	2008225	1749086
1	286	0	0	0	0	0	0	0	0	0	0	0	0	44368	27283	1336612	100127	1763658	2007084	1747945
1	1301	0	0	0	0	0	0	0	0	0	0	0	0	55811	14627	1323956	87471	1751002	1994428	1735289
1	382	0	0	0	0	0	0	0	0	0	0	0	0	58783	12246	1321575	85090	1748621	1992047	1732908
1	266	0	0	94.5913	0.355607	0.46179	0.00173605	1880.8	22.3905	16.4371	0.0617937	36.6506	0.137784	69002	2117	1311446	74961	1738492	1981918	1722779
1	2488	494.862	0.198899	563.743	0.226585	197.934	0.0795556	28969.9	20.2022	252.518	0.101494	259.241	0.104196	72843	461	1306589	70104	1733635	1977061	1717922
1	1177	0	0	0	0	0	0	151.7	0.547653	0.0802524	6.82E-05	21.1077	0.0179335	83439	11057	1297541	61056	1724587	1968013	1708874
1	464	0	0	0	0	0	0	0	0	0	0	0	0	86907	14525	1293625	57140	1720671	1964097	1704958
1	1200	0	0	0	0	0	0	0	0	0	0	0	0	88845	16463	1291362	54877	1718408	1961834	1702695
1	771	0	0	0	0	0	0	0	0	0	0	0	0	145183	12596	1224291	11145	1651337	1894763	1635624
1	1338	1.83892	0.00137438	0	0	0	0	125.6	0.371598	5.54471	0.00414403	3.5979	0.00268901	83523	74386	1162631	72935	1589677	1833103	1573964
1	719	0	0	118.892	0.165358	104.83	0.145799	153.3	0.213213	8.06901	0.0112225	1.77496	0.00246866	13881	70799	623754	612140	1050800	1294226	1035087
1	847	0	0	8.91693	0.0105277	9.69759	0.0114493	0	0	6.25238	0.0073818	14.3916	0.0169913	14712	68883	621838	612971	1048884	1292310	1033171
1	592	292.189	0.493563	97.8855	0.165347	284.295	0.480228	472.2	0.797635	5.74898	0.00971111	7.29174	0.0123171	9384	38148	514083	537371	941129	1184555	925416
1	707	80.9914	0.114556	197.86	0.279858	6.27984	0.00888238	238.1	0.336775	2.70669	0.00382842	13.4322	0.0189988	1044	151412	400711	423999	827757	1071183	812044
1	343	0	0	0	0	0	0	174.5	0.508746	0	0	6.71608	0.0195804	0	184652	327438	350726	754484	997910	738771
1	578	77.2429	0.133638	118.892	0.205696	0	0	0	0	5.3915	0.00932785	12.8085	0.0221601	84766	276	58662	35374	367544	610970	351831
1	673	422.952	0.628458	118.892	0.17666	11.4777	0.0170545	92.5	0.137444	13.3292	0.0198056	35.4993	0.0527478	41784	7004	135303	112015	290989	534415	275276
1	378	1.83892	0.00486487	0	0	0	0	335.1	0.886508	2.67021	0.00706406	0	0	0	2261	92654	16314	135145	378571	119432
1	578	54.2481	0.0938549	567.749	0.982264	0	0	0	0	6.02622	0.010426	6.71608	0.0116195	2508	1943	16851	16891	59342	302768	43629
1	1077	310.024	0.287859	103.04	0.0956732	201.878	0.187445	580.5	0.538997	12.8331	0.0119156	34.5398	0.0320704	0	6152	13167	8142	310779	126466	355394
1	898	76.0176	0.0846521	97.071	0.108097	108.647	0.120988	528.7	0.691111	200.332	0.223087	26.7204	0.0297555	0	14043	27680	18192	109324	51644	153939
1	682	105.738	0.155041	0	0	0	0	178.6	0.261877	3.01311	0.00441805	14.2957	0.0209614	50211	0	672	672	1075	12472	25343
1	1105	186.07	0.168389	76.7164	0.0694266	91.5463	0.0828474	510.1	0.461629	12.0816	0.0109336	28.7832	0.0260482	0	2059	20159	1877	79394	80533	688750
1	1340	189.905	0.14172	274.443	0.204808	110.951	0.0827993	176	0.131343	17.5388	0.0130886	22.0671	0.016468	9859	10765	38918	32771	316515	317654	925871
1	369	16.5036	0.0447253	59.895	0.162317	0	0	0	0	3.2101	0.00869945	2.35063	0.00637027	0	1610	338461	140165	711604	712743	1320960
1	460	0	0	0	0	0	0	0	0	1.55398	0.00337821	15.6389	0.0339976	7300	1254	1226219	423963	1345430	2359615	2967832
1	553	74.5795	0.134863	116.413	0.210511	0	0	254.5	0.495136	2.1887	0.00395786	0	0	3713	1144	1082838	566913	1202049	2502565	3034873
1	861	0	0	0	0	0	0	391.8	0.455052	9.30198	0.0108037	36.027	0.0418432	3106	9928	86460	10582	205671	2324837	2038495
1	528	105.738	0.200261	237.787	0.450355	0	0	145.8	0.276136	10.6079	0.0200907	12.1849	0.0230774	10254	1453	634449	22933	690262	1407310	1120968
1	389	27.2387	0.0700224	0	0	0	0	0	0	3.09336	0.00795208	0	0	3966	4400	694829	21877	750642	1346854	1060512
1	4858	0	0	0	0	0	0	0	0	0	0	0	0	32631	4880	279420	62523	567411	882745	596403
1	518	0	0	93.1324	0.179792	70.519	0.136137	0	0	1.02139	0.0019718	0	0	3530	245	51377	25661	53404	1147932	818549
1	589	0	0	0	0	0	0	0	0	8.90071	0.0151116	0	0	19992	2388	60535	5689	95995	370715	598982
1	946	1228.05	1.29815	47.557	0.0502716	0	0	0	0	9.70323	0.0102571	24.4657	0.0258623	1323	4517	49082	44836	53773	35514	175158
1	640	0	0	279.091	0.43608	0	0	18.4	0.02875	3.64783	0.00569974	28.7832	0.0449738	0	13420	12558	12958	12305	233530	21861
1	1155	566.433	0.490418	910.22	0.788069	346.5	0.3	10988.5	9.51385	11.0019	0.00952542	8.73091	0.00755923	4997	1146	28433	7786	77535	366178	37436
1	627	0	0	320.926	0.511844	110.951	0.176956	132.6	0.211483	1.65612	0.00264134	8.82685	0.0140779	6348	5635	404699	58453	273280	125737	465509
1	580	28.5033	0.0491436	74.3082	0.128118	88.7609	0.153036	418	0.72069	7.61667	0.0131322	0	0	1976	0	415016	47897	283597	136054	475826
1	2016	0	0	0	0	130.846	0.0649037	0	0	14.8832	0.00738252	14.3916	0.00713869	3571	22380	72414	43696	1042473	1294070	1082006
1	591	0	0	0	0	0	0	238	0.402707	3.80834	0.00644388	4.89314	0.00827943	4526	5332	334803	114770	1024186	3804821	1059368
1	1282	80.0069	0.0624079	192.873	0.150447	113.636	0.0886393	353	0.275351	7.3978	0.00577051	7.00391	0.00546327	1752	395	18094	18101	803018	5756519	2528696
1	770	94.0001	0.122078	192.03	0.249389	109.163	0.141771	535.2	0.695065	7.60938	0.00988231	18.3733	0.0238614	0	10609	6187	6271	828688	5782189	2502869
1	608	0	0	0	0	0	0	0	0	8.7548	0.0143993	48.9315	0.0804794	4688	0	509256	115643	1331757	6285258	1999921
1	730	291.053	0.398703	579.624	0.794006	78.644	0.107731	93.7	0.128356	24.4916	0.0335501	23.0266	0.0315433	0	30134	785351	45557	1607852	6281635	1724046
1	739	141.751	0.191815	206.729	0.279741	23.1616	0.0313418	12.2	0.0165088	4.39929	0.00595302	20.1483	0.0272642	24872	3745	254724	17030	174024	3411315	850930
1	1166	347.133	0.297713	203.031	0.174126	25.2509	0.021656	871.9	0.74777	6.53691	0.00560627	20.7239	0.0177735	2156	1652	47628	47648	230892	2774835	1487920
1	1386	78.8937	0.0569219	118.892	0.085781	64.2751	0.0463745	556.4	0.520974	10.5349	0.00760096	12.7606	0.00920675	2162	1820	921057	25990	1200074	1805499	1881782
