DSB_type	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistancetoOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
0	854	1377.88	1.61344	176.476	0.206647	4510.37	5.28147	820	0.960187	415.59	0.48664	248.015	0.290416	1210	308	241	61	0	151772	452
0	722	1971.63	2.73079	267.18	0.370056	37073.5	51.3483	1290.4	1.78726	200.609	0.277852	110.767	0.153417	3446	0	606	0	0	24037	81
0	1349	9555.35	7.08328	647.561	0.480031	523.583	0.388127	591.9	0.438769	214.412	0.158942	188.386	0.139649	7581	0	2659	2659	2796	19829	0
0	2659	23692.9	8.91044	1059.86	0.398595	763.768	0.287239	2866.7	1.07811	336.323	0.126485	219.616	0.0825934	10170	1536	5248	810	5385	15930	0
0	1087	5789.27	5.32591	537.213	0.494216	190.71	0.175446	772.3	0.710488	225.217	0.207192	183.925	0.169204	17428	1248	16483	16819	16458	89873	0
0	706	4131.51	5.852	280.228	0.396924	156.133	0.221152	1051.6	1.48952	56.556	0.0801077	20.1483	0.0285386	20577	303	13715	14051	13690	93022	0
0	383	775.69	2.0253	131.173	0.342488	87.9815	0.229717	0	0	71.0452	0.185497	31.4217	0.0820409	3201	5581	11024	60	9924	64677	1528
0	1270	2536.49	1.99724	451.416	0.355446	34234.9	26.9566	1070.3	0.842756	140.587	0.110699	103.62	0.0815902	3661	0	341	301	0	304396	1183
0	469	0	0	0	0	0	0	0	0	0	0	0	0	84170	243	245149	244469	268341	426157	304075
0	705	4034.68	5.72295	417.289	0.591899	126.815	0.179879	495.7	0.703121	38.616	0.0547744	57.3745	0.0813823	11705	5092	25865	2685	2922	84185	0
0	1013	6522.76	6.43905	437.11	0.4315	345.778	0.341341	1546	1.52616	64.0268	0.0632051	58.8137	0.0580589	0	29	7204	6050	5405	23969	0
0	1162	2956.74	2.54453	223.377	0.192235	282.574	0.243179	923.4	0.794664	35.5591	0.0306016	28.6873	0.0246878	0	6787	20213	18773	18059	32427	0
0	1703	9827.65	5.77078	377.208	0.221496	532.721	0.312813	793.5	0.465942	134.517	0.0789885	120.842	0.070958	0	1326	14552	13112	12398	26766	0
0	457	906.527	1.98365	0	0	979.252	2.14278	4161.6	9.10635	20.1215	0.0440294	22.0671	0.0482869	11366	0	2304	864	150	14518	64
0	427	2458.29	5.75713	0	0	110.951	0.259839	69.1	0.161827	45.7803	0.107214	55.0239	0.128862	7872	456	15381	15381	15580	168509	0
0	295	0	0	53.4783	0.181282	0	0	85.7	0.290508	4.0418	0.013701	6.81202	0.0230916	3239	5651	39048	5628	37626	22527	43580
0	720	99.1612	0.137724	105.645	0.146729	69.3566	0.0963286	6.6	0.00916667	8.71102	0.0120986	7.67552	0.0106604	50	6150	107793	42819	102730	97834	731271
0	765	450.945	0.589471	264.218	0.345383	67.6589	0.088443	220.7	0.288497	6.76308	0.00884062	1.34322	0.00175584	4249	7148	122239	17489	178233	178762	1023789
0	2628	0	0	29.8701	0.0113661	113.24	0.0430897	665.5	0.744407	108.363	0.0412339	73.1573	0.0278376	4558	2803	49416	17593	48936	121184	60092
0	464	134.778	0.29047	193.03	0.416014	57.681	0.124312	0	0	36.7118	0.0791202	58.4299	0.125927	0	4967	30015	14183	21912	169716	1682
0	779	1042.63	1.33842	189.012	0.242634	48599.8	62.3874	3457.3	4.43813	418.063	0.536667	262.886	0.337467	0	0	127	167	0	31603	2468
0	702	26.8461	0.0382423	148.241	0.211169	0	0	0	0	4.10016	0.00584069	13.5281	0.0192708	0	11690	334912	172462	619845	599330	736975
0	496	106.657	0.215035	0	0	0	0	4.4	0.00887097	1.94065	0.00391259	7.67552	0.0154748	0	2302	976161	15768	1261094	1240579	1378224
0	578	243.355	0.421029	391.382	0.677131	36.7945	0.0636583	0	0	5.77817	0.00999683	0	0	7645	1211	13823	6510	12795	15428	27428
0	550	3142.9	5.71437	70.2903	0.127801	249.719	0.454034	233.7	0.424909	79.6249	0.144773	69.0317	0.125512	40866	1632	26284	0	25117	65170	0
0	662	102.872	0.155396	206.924	0.312574	256.558	0.38755	104.1	0.157251	4.34821	0.0065683	0	0	50619	4300	101655	22677	311948	47140	485298
0	508	246.97	0.48616	0	0	0	0	49.2	0.0968504	13.891	0.0273444	23.7941	0.0468388	0	1338	5835	1687	10590	53697	1672
0	672	5126.85	7.62924	427.712	0.636476	3532.34	5.25645	294.9	0.438839	147.372	0.219304	109.952	0.163619	3582	694	1541	791	0	200102	0
0	1687	7791.02	4.61827	414.559	0.245737	719.219	0.42633	870.3	0.548393	70.3083	0.0416766	34.0122	0.0201613	34886	2923	2872	2252	435	30741	0
0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	79503	907670	25988	668903	1305698	866476
0	578	0	0	0	0	110.951	0.191957	0	0	0	0	0	0	155798	150395	1170875	150536	932108	1568903	1129681
0	961	379.493	0.394894	280.598	0.291986	36.8549	0.0383506	2205.9	2.29542	16.9187	0.0176053	22.0192	0.0229128	3443	36970	601132	149899	1757077	2393872	1954650
0	1662	766.824	0.461386	652.881	0.392828	166.571	0.100223	7541.5	4.53761	43.4749	0.0261582	88.4604	0.0532253	52520	6888	503454	246876	1854054	2490849	2051627
0	619	100.342	0.162103	199.704	0.322623	9.18216	0.0148339	5520.8	8.9189	13.7304	0.0221817	29.9345	0.0483595	41156	3750	206909	149149	206667	1536458	171120
0	887	414.678	0.467506	0	0	84.8596	0.0956703	2268.7	2.55772	12.1473	0.0136948	6.71608	0.00757168	13788	5990	147816	90056	147574	1477365	112027
0	1010	847.995	0.839599	613.29	0.607217	360.517	0.356947	1498	1.48317	5.41337	0.00535978	0	0	3784	1496	300120	139037	297040	618323	332463
0	421	109.416	0.259895	118.892	0.282405	0	0	0	0	3.90318	0.00927122	15.2071	0.0361214	17109	8618	8381	8554	12792	280739	23714
0	539	0	0	0	0	0	0	0	0	2.15222	0.00399299	4.55734	0.00845518	13168	16851	373736	190239	1294032	1561979	1304954
0	1194	4047.7	3.39004	56.626	0.0474255	77.3413	0.064775	464.2	0.532339	69.4256	0.0581454	48.1639	0.0403383	0	2705	32367	10293	62825	51023	0
0	588	3779.28	6.42735	411.035	0.69904	20105.1	34.1924	241.1	0.410034	56.9354	0.0968289	28.9751	0.0492774	0	1107	1155	275	0	125080	0
0	527	98.1325	0.18621	5.9376	0.0112668	9.69696	0.0184003	0	0	1.05787	0.00200734	0	0	0	1556	12406	78272	89259	12811	111468
0	609	44.6071	0.0732465	129.209	0.212166	220.062	0.361349	164.4	0.269951	42.2492	0.0693748	51.3301	0.0842858	5937	5341	13434	5374	12949	303404	54879
0	402	42.0999	0.104726	0	0	36.4776	0.0907402	0	0	0.109435	0.000272226	0	0	0	2346	2564	2564	2720	540545	133
0	562	64.0602	0.113986	48.4045	0.086129	0	0	110.2	0.196085	7.12786	0.012683	8.49104	0.0151086	15741	15007	47566	13430	248972	2189	391578
0	2689	7621.81	2.83444	664.267	0.247031	5085.52	1.89123	19310.9	7.18144	464.041	0.17257	403.493	0.150053	0	0	6100	0	0	40014	0
0	642	7923.4	12.3418	338.289	0.52693	759.475	1.18298	1046.7	1.63037	33.312	0.0518879	31.9014	0.0496907	0	1415	3496	2054	781	18949	0
0	2038	10494.1	5.1492	1032.8	0.506772	18209.2	8.93482	3169.3	1.5551	412.585	0.202446	271.138	0.133041	0	0	572	112	0	20477	0
0	1260	6021.49	4.77896	160.878	0.127681	119.359	0.0947293	162.8	0.129206	69.4912	0.0551518	32.8608	0.02608	2397	3950	42586	42646	41271	186480	0
0	2116	18915.5	8.93927	1847.23	0.872981	537.901	0.254207	1959.1	0.925851	395.6	0.186957	287.064	0.135664	0	310	20961	2395	25388	107128	0
0	1102	20.5503	0.0186481	118.892	0.107888	31.6321	0.0287043	0	0	1.08705	0.000986438	0	0	0	415	206813	124525	270640	502020	235631
0	425	0	0	106.012	0.249441	182.094	0.428457	121.8	0.286588	7.03302	0.0165483	6.14042	0.014448	7405	58493	58304	35747	58578	112656	294558
0	557	2.75838	0.00495221	12.88	0.0231239	0	0	309.3	0.555296	17.4877	0.0313963	36.7466	0.0659723	42835	108844	108655	1994	108929	163007	344909
0	446	130.577	0.292775	294.276	0.659811	63.639	0.142688	81	0.181614	4.57438	0.0102565	19.5246	0.0437772	8459	29417	221875	119893	226828	280906	462808
0	5497	504.231	0.0917284	471.905	0.0858478	0	0	1506	0.94125	336.673	0.0612467	264.805	0.0481727	0	2097	0	0	447368	501446	683348
0	1174	0	0	0	0	0	0	384.6	0.80125	0	0	0	0	6545	6726	3556	3599	107170	607789	118404
0	1283	8441.41	6.57943	554.275	0.432015	602.282	0.469432	797.2	0.621356	136.699	0.106546	66.2493	0.0516363	0	1884	8119	8119	6971	69604	0
0	680	7395.39	10.8756	361.042	0.530944	1301.33	1.91371	1004.7	1.4775	93.4137	0.137373	91.1468	0.134039	38380	943	4023	1489	594	224776	0
0	1161	3273.26	2.81935	134.53	0.115875	223.679	0.192661	1839.8	1.58467	58.3508	0.050259	60.4927	0.052104	0	0	2132	2152	2310	66986	0
0	780	1650.29	2.11576	172.248	0.220831	115.767	0.14842	787.9	1.01013	16.7873	0.0215222	36.5067	0.0468035	5446	6662	34621	34652	60785	21320	1334
0	553	2396.21	4.33311	461.079	0.833777	0	0	410.1	0.741591	33.7352	0.0610039	27.44	0.0496203	364	5593	9027	7707	6740	75592	0
0	960	1865.87	1.94361	933	0.971875	149.924	0.156171	797.6	0.830833	108.968	0.113508	126.934	0.132223	209	0	8374	678	7665	22151	939
0	1535	3925.69	2.55745	778.258	0.507009	134.79	0.0878109	444.3	0.289446	33.4871	0.0218157	71.4783	0.0465657	0	7007	9121	4621	9031	21664	2997
0	1930	10032.8	5.19834	989.748	0.512823	67456.9	34.9517	25252.7	13.0843	7141.93	3.70048	3997.03	2.071	11269	0	0	0	0	42473	0
0	861	4764.56	5.53375	221.284	0.257009	64.3742	0.0747668	538.2	0.643011	100.294	0.116485	63.1791	0.0733788	27027	3737	4199	2659	3582	77098	0
0	2869	9753.07	3.39947	873.867	0.304589	673.831	0.234866	22122.9	7.71101	649.358	0.226336	447.579	0.156005	0	0	0	0	19243	228567	0
0	426	1590.37	3.73325	56.9741	0.133742	64.5937	0.151628	125.5	0.294601	3.79374	0.0089055	7.67552	0.0180177	0	134	6477	6477	5971	83271	106
0	2170	12855.1	5.92401	809.776	0.373169	473.359	0.218138	1841.7	0.84871	236.927	0.109183	234.103	0.107882	611	3981	4990	4672	3681	113635	0
0	684	259.281	0.379065	105.7	0.154532	25729.4	37.6161	8739.3	12.7768	2373.51	3.47005	970.57	1.41896	17193	0	67	67	0	128423	10245
0	1182	3509.39	2.96903	436.009	0.368874	405.117	0.342739	1956.2	1.65499	137.173	0.116052	94.9846	0.0803592	5489	0	76952	5752	94832	43402	0
0	798	3476.78	4.35687	174.848	0.219108	127.989	0.160387	1184.4	1.48421	18.779	0.0235326	30.7021	0.0384738	0	0	16174	780	14026	9705	0
0	1057	2030.71	1.9212	986.656	0.933449	264.17	0.249924	2047.8	1.93737	202.112	0.191213	133.458	0.126261	0	478	20148	2248	18000	5472	2061
0	622	4693.51	7.54583	398.226	0.640234	170.006	0.273321	1016.4	1.63408	66.0258	0.106151	57.6624	0.0927048	2162	511	7776	536	3172	25128	0
0	1165	734.219	0.630231	403.316	0.346194	43.5404	0.0373738	2515.3	2.46598	53.7691	0.0461537	27.8238	0.0238831	0	141	1781	1761	1126	19133	4323
0	822	2319.54	2.82183	148.607	0.180788	55.9128	0.0680205	498	0.605839	39.9803	0.0486378	41.2559	0.0501897	6108	1096	6061	6081	4366	102839	0
0	597	3613.12	6.05213	316.7	0.530486	82.5031	0.138196	192.2	0.321943	21.1866	0.0354885	15.351	0.0257136	0	184	8692	8692	8289	118973	0
0	425	0	0	50.5293	0.118892	0	0	0	0	0.124026	0.000291827	0	0	728	4241	289454	7484	344757	21668	424644
0	391	79.0736	0.202234	118.892	0.304073	0	0	0	0	4.52331	0.0115686	0	0	0	43745	123872	45212	190735	509429	246463
0	739	383.645	0.519141	118.892	0.160883	37.5324	0.0507881	277.1	0.374966	15.7586	0.0213243	7.67552	0.0103864	0	1178	102241	7761	101353	137263	76968
0	1095	7065	6.45206	205.578	0.187742	322.98	0.294959	365.4	0.333699	56.162	0.0512895	87.2131	0.0796467	27909	870	17392	972	17734	117112	0
0	1963	4648.1	2.36786	439.717	0.224003	81313.3	41.423	3420.2	1.74233	490.75	0.25	285.385	0.145382	18474	0	588	588	0	44429	0
0	607	3.0807	0.00507529	118.892	0.195869	0	0	194.3	0.320099	10.8851	0.0179327	17.222	0.0283722	0	10442	342383	116625	463308	575521	582570
0	567	105.738	0.186487	118.892	0.209687	110.951	0.195681	0	0	1.05057	0.00185286	18.0375	0.0318121	10279	12783	135396	15777	256321	368534	375583
0	1876	7912.65	4.21783	2015.01	1.0741	1712.02	0.912591	1539.9	0.820842	340.978	0.181758	342.664	0.182657	1252	195	2350	0	781	54023	0
0	1399	928.775	0.663885	3842.66	2.74672	349.576	0.249876	1069.3	0.764332	196.968	0.140792	154.95	0.110757	0	14	5850	1270	5187	816	3100
0	1401	2962.17	2.11433	984.087	0.702417	297.208	0.21214	1540.3	1.09943	174.965	0.124886	214.099	0.152819	0	569	8126	3546	7463	3092	822
0	1393	1105.6	0.793683	464.213	0.333247	14793.2	10.6197	9093	6.52764	10170.3	7.30097	6088.37	4.37069	0	0	0	0	0	194107	734
0	935	3693.19	3.94994	301.515	0.322476	89.2423	0.0954463	602.5	0.644385	342.969	0.366812	223.885	0.23945	4423	521	1310	1290	7046	88108	0
0	1067	7306.04	6.84727	286.019	0.268059	281.601	0.263919	683.3	0.640394	141.222	0.132355	77.3788	0.07252	8886	0	27616	3350	27312	62376	0
0	748	144.473	0.193145	38.1312	0.0509775	627.293	0.838628	199.1	0.319071	124.741	0.166767	156.485	0.209204	0	4253	0	0	59034	142379	18037
0	1380	8147.49	5.90398	555.549	0.402572	1436.92	1.04125	31053.5	22.5025	845.554	0.61272	733.876	0.531794	561095	0	0	0	0	71069	0
0	1888	12539.7	6.64177	1045.83	0.553938	852.534	0.451554	3375.8	1.78803	886.168	0.469369	597.539	0.316493	1169460	0	4196	0	1921	123716	0
0	426	0	0	0	0	0	0	1270.6	12.9653	6.02622	0.014146	7.67552	0.0180177	0	18822	1148244	22724	1205305	1494373	1287325
0	781	0	0	118.892	0.152231	0	0	922.6	1.47616	42.4316	0.0543299	4.98909	0.00638808	3864	10118	1156593	14020	1213654	1502722	1295674
0	690	211.476	0.306487	0	0	110.951	0.160799	0	0	7.3978	0.0107215	10.4099	0.0150868	0	2773	16546	98422	804760	3350439	1071808
0	1114	8046.05	7.22267	176.221	0.158188	273.172	0.245217	173.6	0.155835	95.2741	0.0855243	15.351	0.0137801	6687	821	20492	16872	15304	48191	0
0	758	1129.61	1.49025	112.081	0.147864	0	0	132.9	0.17533	43.5113	0.0574028	37.4182	0.0493643	9570	3226	7034	1514	7194	329706	1007
0	1576	4215.6	2.67487	413.77	0.262544	191.722	0.121651	937.8	0.595051	161.271	0.102329	100.789	0.0639525	10952	4608	8416	2896	8576	331088	0
0	668	0	0	0	0	0	0	292.1	0.437275	30.3135	0.0453794	82.4159	0.123377	1905607	239	55702	242	10381	13023	119898
0	578	0	0	0	0	0	0	0	0	0	0	0	0	55037	106887	127427	127407	106034	140829	167994
0	2846	13297.2	4.67224	815.132	0.286413	1350.59	0.474556	8517.9	2.99294	731.34	0.256971	604.255	0.212317	4104	0	2376	2396	938	71806	0
0	729	3768.45	5.16934	511.018	0.700985	269.713	0.369977	0	0	83.9731	0.115189	87.7408	0.120358	386	9121	8845	9134	7637	71237	0
0	989	5282.87	5.34162	153.355	0.155061	144.646	0.146255	281.7	0.284833	86.6579	0.0876218	72.7256	0.0735345	6527	929	4017	4037	3289	9545	0
0	779	0	0	0	0	67.029	0.086045	61.2	0.0804205	4.95376	0.00635912	14.3916	0.0184745	6288	1485	27969	7721	10350	62557	48928
0	1007	5242.86	5.20642	66.3228	0.0658617	69.2392	0.0687579	1448.3	1.43823	157.616	0.15652	170.349	0.169164	0	0	9632	32	9639	163161	0
0	905	4392.92	4.85406	290.631	0.321139	125.325	0.138481	294.8	0.325746	17.7066	0.0195653	20.8199	0.0230054	0	1011	15437	15437	14131	134340	0
0	1131	3511.48	3.10475	669.597	0.59204	0	0	828.1	0.732184	84.8267	0.0750015	137.968	0.121987	1954	2615	4634	4634	3328	123537	1487
0	1726	8537.44	4.94637	318.876	0.184749	94639	54.8314	3711.2	2.15017	973.884	0.564244	782.04	0.453094	17929	0	542	0	0	106967	0
0	579	136.738	0.236162	196.795	0.339888	0	0	556.9	0.961831	48.6986	0.0841081	33.5324	0.0579144	0	440	12696	1488	11318	28548	4088
0	2369	6650.8	2.80743	495.981	0.209363	7560.21	3.19131	2639.8	1.11431	191.358	0.0807759	161.618	0.0682219	0	372	751	91	0	122173	0
0	1428	2147.26	1.50368	179.956	0.12602	85.0265	0.0595424	837.7	0.586625	522.012	0.365555	339.066	0.237441	0	1778	4804	260	3464	169946	1575
0	1109	5489.88	4.95029	361.456	0.32593	219.084	0.197551	17	0.0153291	66.4051	0.0598784	41.16	0.0371145	9014	3553	8147	8162	21926	119184	0
0	437	461.261	1.05552	139.1	0.318308	0	0	38.1	0.0871854	10.1702	0.0232727	15.3511	0.0351283	9105	0	92391	7552	83535	607693	100493
0	950	6119.44	6.44152	492.325	0.518236	581.546	0.612154	821.7	0.864947	130.147	0.136997	104.627	0.110134	0	0	3128	0	2691	77711	0
0	1576	14476.2	9.18539	460.924	0.292464	414.748	0.263165	531.8	0.337437	1664.04	1.05586	706.436	0.448246	0	1128	2929	0	1694	100924	0
0	1238	7795.39	6.29676	161.976	0.130837	174.702	0.141117	399.5	0.322698	240.407	0.19419	236.886	0.191346	0	0	6657	6697	5521	402209	0
0	1447	9389.31	6.48881	203.627	0.140723	479.271	0.331217	862.7	0.596199	440.242	0.304245	316.375	0.218642	3292	1042	1282	1282	7192	65290	0
0	597	1918.62	3.21377	158.028	0.264704	106.458	0.178321	544.6	0.912228	5.50093	0.00921429	21.5394	0.0360795	3622	3830	8046	8026	10784	120992	0
0	818	6954.72	8.5021	323.801	0.395845	110.951	0.135637	144.6	0.176773	62.1153	0.0759356	52.4334	0.0640995	9785	598	5659	346	5824	121770	0
0	803	1804.03	2.24661	437.56	0.544907	0	0	811.5	1.01059	43.0955	0.0536681	37.3702	0.0465382	0	2309	3384	2283	7010	423593	1184
0	1354	5884.07	4.3457	382.978	0.282849	152.699	0.112776	3665.4	2.70709	186.9	0.138036	146.315	0.108061	0	0	21352	21352	20628	562120	0
0	1031	8081.43	7.83843	206.9	0.200679	267.129	0.259097	428.1	0.415228	172.55	0.167362	144.348	0.140008	0	1496	20412	20156	19427	565021	0
0	552	35.8589	0.0649618	99.077	0.179487	0	0	100.4	0.181884	2.58266	0.00467874	22.0671	0.0399767	3410347	44516	482977	482997	480949	1997966	464749
0	817	180.414	0.220826	142.107	0.173937	23.1265	0.0283066	2714.5	3.32252	180.991	0.221531	85.8219	0.105045	3488256	0	404803	404823	402775	1919792	386575
0	428	105.738	0.247051	118.892	0.277786	110.951	0.259232	449.4	1.05	4.82243	0.0112674	6.71608	0.0156918	3512938	24112	380510	380530	378482	1895499	362282
0	749	0	0	0	0	0.76518	0.0010216	293.1	1.19633	1.12353	0.00150004	0	0	8865	3481	13949	3069	3288	106126	46676
0	1103	9095.12	8.2458	382.557	0.346833	609.67	0.552738	1176.1	1.06627	95.2522	0.0863574	105.011	0.0952047	6727	0	7214	7234	5532	352911	0
0	735	2865.12	3.89812	347.427	0.47269	1224.09	1.66544	45621.3	62.0698	694.11	0.944367	419.228	0.570378	1340	0	2648	0	2265	155961	0
0	1028	6731.69	6.54834	375.319	0.365096	306.852	0.298494	403.3	0.392315	136.225	0.132514	56.7989	0.0552518	22870	0	6635	4009	3943	168971	0
0	1668	884.325	0.530171	579.24	0.347266	1576.67	0.945249	1982.1	1.18831	203.695	0.122119	131.731	0.0789755	0	765	10712	10692	166	17624	2932
0	518	1363.7	2.63263	163.168	0.314995	165.032	0.318595	448.1	0.865058	80.4274	0.155265	56.3191	0.108724	3392	44	14123	14103	531	21035	671
0	710	0	0	0	0	0	0	46.6	0.0656338	8.37542	0.0117964	6.71608	0.00945927	3471	7223	178014	17333	330469	504822	362133
0	550	20.024	0.0364073	0	0	0	0	112.6	0.318079	8.60889	0.0156525	19.6685	0.035761	4519	10568	10231	10231	10363	133573	18415
0	489	105.738	0.216233	119.891	0.245175	0	0	483.8	0.989366	5.93137	0.0121296	22.6908	0.0464024	31971	6216	62423	7246	62004	29522	65264
0	1059	2915.82	2.75337	1188.15	1.12196	483.14	0.456223	52656.8	49.7231	734.207	0.693302	699.336	0.660374	0	0	0	0	10001	831	0
0	825	3992.09	4.83889	0	0	462.637	0.560772	634.5	0.769091	47.4	0.0574545	50.4186	0.0611134	0	7883	11935	11647	30716	33688	0
0	571	0	0	0	0	0	0	0	0	0	0	0	0	8277	27914	43381	43738	139321	68939	134055
0	1215	7497.44	6.17073	321.841	0.26489	398.526	0.328005	195.7	0.16107	256.829	0.211382	192.032	0.158051	0	1406	2342	1435	1258	87906	0
0	681	5880.93	8.63573	466.415	0.684897	263.617	0.387103	940.4	1.38091	81.7626	0.120062	72.5337	0.106511	12874	0	10894	3435	10570	35604	0
0	819	9764.22	11.9221	364.782	0.445399	110.951	0.135471	471.6	0.575824	270.107	0.329802	193.183	0.235877	17724	1211	2485	0	3636	19197	0
0	1493	1926.43	1.29031	0	0	110.951	0.0743142	579.4	0.537477	77.4216	0.0518564	140.318	0.093984	0	509	7675	7895	6069	75038	59
0	1876	3011.48	1.60527	583.937	0.311267	1995.84	1.06388	2568.3	1.5215	158.104	0.0842774	99.7338	0.053163	0	7549	7204	7204	907	155430	0
0	558	31.4816	0.0564187	7.42229	0.0133016	13.3919	0.0239998	391.1	0.700896	2.37839	0.00426234	8.0593	0.0144432	0	8771	79095	51253	151335	1472157	183428
0	475	271.729	0.572061	388.516	0.817929	66.9188	0.140882	780.2	1.64253	13.8253	0.0291059	6.71608	0.0141391	19464	1093	13021	12281	11791	5017	89077
0	541	104.23	0.192661	0	0	0	0	49.3	0.0911275	4.39199	0.00811827	12.8085	0.0236756	0	606	656875	47878	899431	437068	933756
0	1265	419.637	0.331729	1534.09	1.21272	336.048	0.265651	465	0.367589	27.2712	0.0215583	40.6323	0.0321204	0	429	30964	10292	35907	3388	27338
0	433	1201.18	2.77409	79.8028	0.184302	237.978	0.549603	616.9	1.42471	9.47707	0.021887	16.9341	0.0391088	0	4819	10913	4358	4621	850756	196
0	1018	485.498	0.476914	842.834	0.827931	161.12	0.158271	712.9	0.700295	14.7226	0.0144623	23.0266	0.0226194	29999	4255	54892	20866	273464	106249	457741
0	941	4121.24	4.37964	620.199	0.659085	1429.49	1.51912	1058.8	1.12519	63.662	0.0676535	36.075	0.0383368	0	0	1503	1523	444	50895	0
0	814	0	0	202.077	0.248252	0	0	0	0	7.28107	0.0089448	0	0	16673	6790	289952	19671	1929493	2279154	1893351
0	1392	424.189	0.304734	570.715	0.409996	175.466	0.126053	335.7	0.241164	19.2022	0.0137947	69.6554	0.0500398	5696	1887	1495	1495	1641036	1990697	1604894
0	444	0	0	0	0	0	0	0	0	0	0	0	0	441295	65766	1135759	61040	128272	1440658	1271149
0	511	0	0	0	0	0	0	0	0	0	0	0	0	549402	21228	1243866	15644	20098	1332484	1379256
0	3005	422.952	0.140749	356.69	0.118699	110.951	0.0369222	837.1	0.304068	46.291	0.0154047	14.3916	0.00478922	67563	25049	118120	24568	24535	63309	2645937
0	352	0	0	0	0	0	0	0	0	0	0	0	0	601	51806	50587	50567	50414	180773	200000
0	1478	13377.6	9.05115	610.623	0.413142	844.761	0.571557	2630.5	1.77977	164.532	0.111321	141.134	0.0954896	9587	0	9237	5711	5994	123246	0
0	1891	5150.11	2.72348	683.7	0.361555	236.065	0.124836	264.5	0.139873	48.1149	0.0254442	13.4322	0.0071032	14616	138	17626	17606	16271	208558	0
0	516	101.141	0.196009	206.08	0.39938	0	0	403.6	0.782171	3.72808	0.00722497	1.87091	0.00362579	0	229	302404	695	301775	73224	307266
0	446	2730.5	6.1222	57.5745	0.129091	74.1685	0.166297	569.5	1.27691	28.4093	0.063698	20.4361	0.0458208	16859	0	1573	1573	20424	74855	0
0	421	0	0	264.95	0.629334	0	0	0	0	1.21108	0.00287667	3.2621	0.00774845	11025	1234	217053	112973	300867	150266	208978
0	726	105.738	0.145644	0	0	166.352	0.229136	0	0	14.905	0.0205304	22.0671	0.0303955	33537	6352	269118	71022	581308	430707	489419
0	592	290.549	0.490793	409.218	0.691246	110.951	0.187417	756.7	1.27821	7.97416	0.0134699	14.3916	0.0243102	31002	4749	268486	43515	1061333	1452437	1066391
0	804	187.117	0.232733	602.182	0.748983	233.762	0.290748	14157.9	17.6093	231.054	0.287381	445.372	0.553945	17451	14198	18178	12818	61408	151339	548197
0	4220	0	0	118.892	0.0281736	0	0	0	0	0	0	6.71608	0.00159149	0	2319	8782	8598	174716	134204	587013
0	557	0	0	679.59	1.22009	0	0	366.8	0.658528	4.18771	0.00751833	0	0	1855	1939	279470	2443	123880	301480	909850
0	527	127.765	0.242439	281.299	0.533775	0	0	26.3	0.0499051	6.5661	0.0124594	18.5652	0.035228	37204	0	390061	26304	1516859	1516529	2016221
0	651	1688.56	2.5938	246.725	0.378993	3415.36	5.24633	126.5	0.194316	98.9876	0.152055	86.8293	0.133378	13904	3486	4317	78	0	143123	410
0	481	74.6209	0.155137	95.0553	0.19762	0	0	268.3	0.557796	2.92556	0.00608224	0	0	1958	461	13834	13914	95154	61684	213091
0	536	30.1851	0.0563156	203.078	0.378877	110.951	0.206998	261.7	0.488246	3.88129	0.00724122	23.2185	0.043318	0	18027	413787	12324	317123	666034	817441
0	692	0	0	122.36	0.17682	35.9635	0.0519703	5.9	0.00852601	7.89391	0.0114074	29.3589	0.0424261	5044	6223	767700	65481	704456	1053367	1204774
0	453	2869.13	6.33363	146.187	0.322708	395.101	0.872188	250.7	0.553422	30.5105	0.067352	27.44	0.060574	1644	1341	18320	1120	2794	339134	0
0	1411	5870.47	4.16051	504.721	0.357704	5515.57	3.90898	1415	1.00283	175.65	0.124487	227.963	0.161561	0	368	175	0	0	159425	0
0	1501	5674.61	3.78055	571.796	0.380943	438.187	0.29193	1186.9	0.79074	141.609	0.0943431	169.533	0.112947	5152	8413	6273	0	3968	102645	0
0	567	243.307	0.429113	590.484	1.04142	101.5	0.179013	497	0.876543	30.6491	0.0540549	41.3519	0.072931	16981	14334	19724	6119	14957	13055	418805
0	960	6254.73	6.51534	198.434	0.206702	12.4683	0.0129878	1224.2	1.27521	52.8061	0.0550063	35.4993	0.0369784	756	1002	5779	5239	4401	62438	0
0	521	474.857	0.911434	346.564	0.665189	30.188	0.0579424	477.2	0.915931	46.0867	0.0884582	51.1861	0.0982459	0	0	7746	7746	6804	17715	3008
0	895	394.126	0.440364	488.81	0.546157	150.233	0.167859	606.5	0.677654	6.60258	0.00737718	9.11469	0.010184	0	0	15816	15796	45452	120805	81765
0	694	60.1983	0.0867411	124.12	0.178847	41.3784	0.059623	177.5	0.255764	4.64004	0.00668593	26.4806	0.0381564	16785	224	8149	8109	105008	34475	108376
0	534	968.652	1.81395	101.376	0.189843	769.983	1.44192	158.3	0.635743	603.483	1.13012	377.204	0.706374	4703	0	0	0	0	178537	0
