Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
806	394.176	0.489052	610.102	0.75695	63.1078	0.0782975	394.176	610.102	10.5568	0.0130978	6.71608	0.00833261	361094	2838158	117951	134193	0	15078	29081
1074	14.0826	0.0131123	0	0	0	0	14.0826	0	3.85211	0.00358669	0	0	1093307	187457	189242	177778	38150	8294	0
475	273.317	0.575405	68.4054	0.144011	77.6449	0.163463	273.317	68.4054	131.752	0.277374	242.259	0.510019	990	229014	21040	21255	14395	3275	22564
2092	904.186	0.432211	840.653	0.401842	221.902	0.106072	904.186	840.653	32.028	0.0153097	57.0867	0.0272881	255828	3074272	347762	286444	2717	31941	8377
1177	96.006	0.0815684	0	0	0	0	96.006	0	3.64054	0.00309306	15.351	0.0130425	603110	226513	622908	100318	19383	5151	0
749	696.223	0.929537	638.214	0.852088	98.8282	0.131947	696.223	638.214	3.23197	0.00431505	0	0	1644	287988	37983	38406	837	733	4367
1883	274.919	0.146001	200.136	0.106285	0	0	274.919	200.136	6.73389	0.00357615	23.0266	0.0122287	2476286	10524188	2466016	1288487	92299	10575	0
4354	0	0	0	0	0	0	0	0	0	0	0	0	103330	93356	56068	56603	55049	43043	4208
1708	236.22	0.138302	307.558	0.180069	38.8657	0.0227551	236.22	307.558	3.61865	0.00211865	9.40251	0.00550498	801392	100934	190546	218655	2363	629	6974
1807	693.189	0.383613	1185.72	0.656184	595.898	0.329772	693.189	1185.72	38.7838	0.0214631	21.1077	0.0116811	419018	570892	253800	254484	8490	35140	15257
805	0	0	0	0	0	0	0	0	9.49895	0.0117999	6.71608	0.00834296	598425	15644568	101351	14247	8120	0	597
5342	1586.91	0.297063	901.152	0.168692	1079.3	0.20204	1586.91	901.152	139.238	0.0260647	142.093	0.0265992	2049639	2600600	1638523	1638968	728039	10451	0
1095	0	0	118.892	0.108578	0	0	0	118.892	4.47224	0.00408424	20.2442	0.0184878	2016343	6179660	1943069	2011898	22963	2594	482
586	72.9323	0.124458	133.527	0.227862	45.7792	0.0781215	72.9323	133.527	5.41339	0.00923786	0	0	3569210	2937599	716809	380725	26138	6738	24075
823	39.5368	0.0480398	0	0	0	0	39.5368	0	8.60159	0.0104515	12.0889	0.0146889	1784131	1563443	370581	12215	12350	9315	8691
1120	4.401	0.00392946	103.04	0.0920001	0	0	4.401	103.04	5.3769	0.0048008	21.6833	0.0193601	58563	9518	17589	40758	8978	5227	627
1383	418.217	0.302399	662.947	0.479354	0	0	418.217	662.947	3.10796	0.00224726	6.71608	0.00485617	102501	24357	54908	42495	2911	542	12809
1533	849.316	0.554022	2333.17	1.52196	260.828	0.170142	849.316	2333.17	17.2178	0.0112314	36.4587	0.0237826	74897	6287	14508	3878	3898	978	0
681	212.623	0.312222	530.239	0.778618	0	0	212.623	530.239	14.7445	0.0216513	11.5613	0.0169769	31797	12002	12027	27708	12568	4464	13041
808	105.738	0.130864	208.085	0.257531	234.91	0.290731	105.738	208.085	20.7999	0.0257425	27.7278	0.0343166	900605	2384427	902348	903943	136509	0	20656
1496	211.476	0.141361	0	0	0	0	211.476	0	4.05639	0.00271149	44.1343	0.0295015	86737	64177	76430	76662	31014	15307	0
974	105.738	0.10856	69.3539	0.0712052	0	0	105.738	69.3539	6.72661	0.00690617	0	0	1314418	824526	541394	193823	68632	5343	12424
5111	10640	2.08179	1286.52	0.251716	20037.4	3.92045	10640	1286.52	58.6717	0.0114795	111.391	0.0217944	0	354064	0	271	0	0	0
1096	921.853	0.841107	615.29	0.561396	66.9956	0.0611274	921.853	615.29	0.109435	9.98e-05	0	0	58149	169750	27097	26873	24533	1300	12591
2086	297.905	0.142812	761.02	0.364823	0	0	297.905	761.02	33.6622	0.0161372	35.4993	0.0170179	279217	36060	310272	138601	40767	19045	0
559	47.8367	0.0855756	34.0947	0.0609923	89.2871	0.159726	47.8367	34.0947	5.3915	0.0096449	38.3296	0.0685682	45974	90022	4231	37902	4162	0	0
1000	721.588	0.721588	275.047	0.275047	112.651	0.112651	721.588	275.047	16.7363	0.0167363	29.7426	0.0297426	17756	1120147	13334	48148	13264	0	11275
750	282.795	0.37706	942.472	1.25663	83.907	0.111876	282.795	942.472	167.071	0.222761	66.1054	0.0881406	136317	9166	115491	60747	7936	0	48206
746	105.738	0.14174	118.892	0.159373	0	0	105.738	118.892	3.48733	0.00467471	0	0	472824	431391	430163	431674	44821	12923	0
843	0	0	118.892	0.141035	0	0	0	118.892	4.37739	0.00519263	5.42084	0.00643041	148512	22602	36106	7118	7181	18274	24506
773	166.127	0.214912	761.091	0.984594	74.8229	0.0967955	166.127	761.091	181.159	0.234358	227.387	0.294162	576384	405686	95352	10535	10475	2563	82577
770	105.738	0.137322	154.26	0.200338	0	0	105.738	154.26	6.32534	0.00821473	17.8936	0.0232384	1092865	6246342	764247	665148	256819	15505	2324
832	0	0	140.689	0.169098	0	0	0	140.689	3.93966	0.00473517	10.9376	0.0131462	945030	968291	120849	132883	8347	3750	0
8227	4676.77	0.568466	2301.67	0.279771	8425.63	1.02414	4676.77	2301.67	77.6404	0.00943727	188.386	0.0228985	148707	76835	0	0	0	0	12118
7583	211.476	0.0278881	0	0	72.4206	0.00955038	211.476	0	49.1728	0.00648461	23.0266	0.0030366	2524731	8026572	399119	2520878	112012	111957	37024
576	0	0	0	0	110.951	0.192623	0	0	3.57487	0.00620638	9.11468	0.0158241	522451	16763	341749	93922	14667	250	20105
1091	505.857	0.463664	600.815	0.550702	161.494	0.148024	505.857	600.815	11.0237	0.0101043	6.71608	0.00615589	282280	4769341	252246	74961	24140	3023	0
30431	12818.4	0.421227	10797.7	0.354826	7491.74	0.246188	12818.4	10797.7	756.152	0.0248481	652.947	0.0214566	4885357	21324838	862308	4538877	130157	0	625688
1891	516.934	0.273366	416.965	0.2205	353.337	0.186852	516.934	416.965	969.536	0.512711	6037.61	3.19282	2368318	3179331	2481395	255399	78659	53604	0
2507	302.503	0.120663	221.932	0.0885251	221.902	0.088513	302.503	221.932	86.2494	0.0344034	36.4587	0.0145428	1362335	1347409	35023	1226945	0	36153	532481
770	479.647	0.622919	1001.95	1.30123	0	0	479.647	1001.95	11.9357	0.0155009	6.33231	0.00822378	865361	125568	655283	46791	14780	0	10095
862	735.117	0.852804	2205.96	2.55911	94.568	0.109708	735.117	2205.96	6.74119	0.0078204	0	0	159963	7947	155148	10571	10576	5392	0
1540	142.927	0.09281	733.96	0.476597	184.585	0.119861	142.927	733.96	11.8409	0.00768886	23.986	0.0155753	22586	454127	31711	31139	31139	6245	23615
874	0	0	199.282	0.228012	0	0	0	199.282	7.60208	0.00869803	26.8643	0.0307372	918506	69305	298001	127257	24519	4223	4346
8077	3576.07	0.442747	3979.85	0.492739	1765.07	0.218531	3576.07	3979.85	213.785	0.0264684	151.592	0.0187683	380103	2887929	91608	92365	91645	933	100747
1586	1449	0.913617	766.758	0.483454	549.065	0.346195	1449	766.758	32.4657	0.0204702	38.6655	0.0243792	46786	3514540	58944	51432	18465	1331	390
1381	455.861	0.330095	656.684	0.475514	160.021	0.115873	455.861	656.684	13.4824	0.00976277	9.64237	0.00698217	888338	2232803	226712	227779	99456	10260	0
624	0	0	0	0	0	0	0	0	0	0	0	0	398378	176081	327258	121616	94317	100329	23581
1434	228.93	0.159645	151.986	0.105988	30.4781	0.0212539	228.93	151.986	16.9843	0.011844	39.0492	0.027231	265131	35247	203247	24778	2111	4253	6163
1698	575.941	0.339188	1227.26	0.722769	169.627	0.0998984	575.941	1227.26	26.921	0.0158545	0	0	338246	84914	47687	35830	5524	1126	14970
639	162.745	0.254687	6.93539	0.0108535	67.811	0.106121	162.745	6.93539	7.38321	0.0115543	0	0	7749	38672	19332	20459	20459	5133	0
4713	1701.05	0.360928	3866.61	0.820413	1442.66	0.306102	1701.05	3866.61	43.3654	0.00920123	63.419	0.0134562	113855	5877	89995	48905	0	2141	0
1524	388.827	0.255136	922.68	0.605433	0	0	388.827	922.68	149.474	0.0980798	170.013	0.111557	235670	10737	10568	121100	11101	2284	0
1864	105.738	0.0567263	356.703	0.191364	107.89	0.0578811	105.738	356.703	20.975	0.0112527	75.508	0.0405086	133964	99602	65617	7145	7034	2177	7794
638	183.892	0.288232	118.892	0.186352	0	0	183.892	118.892	12.6945	0.0198973	26.3846	0.0413552	135235	294675	91738	92733	3601	0	62907
786	1318.88	1.67796	346.887	0.441332	241.5	0.307252	1318.88	346.887	55.2574	0.070302	42.1194	0.0535871	5290	33993	28867	30105	0	8428	19151
649	227.949	0.351231	176.836	0.272475	0	0	227.949	176.836	7.63126	0.0117585	7.67552	0.0118267	1182429	1111558	970318	970443	17367	6935	0
726	0	0	222.907	0.307034	0	0	0	222.907	0	0	0	0	2717340	2794881	1693031	652145	20342	4571	1954
769	0	0	0	0	0	0	0	0	0.21887	0.000284617	0	0	17728325	18212562	17649997	17649957	16751637	16728626	15579007
728	102.98	0.141455	79.2616	0.108876	0	0	102.98	79.2616	1.66341	0.00228491	0	0	176297	744186	193262	180650	4948	469	2745
1384	0	0	118.892	0.0859049	0	0	0	118.892	11.6147	0.00839212	14.4396	0.0104332	606081	1734334	473260	6240	6240	7473	0
2509	105.738	0.0421434	118.892	0.0473864	0	0	105.738	118.892	19.2897	0.00768822	47.5882	0.018967	346319	568537	225386	267240	0	257681	4272
680	178.403	0.262358	262.709	0.386337	0	0	178.403	262.709	2.1887	0.00321867	6.71608	0.00987659	324740	1984024	182963	21310	4608	7370	15510
619	0	0	237.785	0.384143	0	0	0	237.785	3.49462	0.00564559	0	0	747811	1472033	213456	45444	45380	2909	2671
1058	211.476	0.199883	0	0	0	0	211.476	0	7.38322	0.00697847	7.67552	0.00725474	719614	904096	89694	713721	314757	1073	0
505	52.6095	0.104177	21.7738	0.0431165	0	0	52.6095	21.7738	4.07828	0.0080758	5.6607	0.0112093	44799	612728	21846	36124	21963	3655	5738
665	208.835	0.314037	782.755	1.17708	106.959	0.16084	208.835	782.755	8.06171	0.0121229	13.4322	0.0201987	300837	187308	52590	5429	5069	3487	5368
1080	648.122	0.600113	360.356	0.333663	454.253	0.420605	648.122	360.356	0	0	0	0	708929	1109748	703731	527362	41655	0	322
1015	414.678	0.408549	523.127	0.515396	0	0	414.678	523.127	12.2202	0.0120396	14.3916	0.0141789	44144	279401	39610	40301	34556	1977	8343
640	558.985	0.873415	533.678	0.833871	0	0	558.985	533.678	17.9765	0.0280883	12.9045	0.0201632	429041	79352	128452	79239	19668	5207	4193
1423	197.833	0.139025	478.837	0.336498	429.41	0.301764	197.833	478.837	16.532	0.0116177	21.2516	0.0149344	1523804	1051541	259856	104769	28283	3103	17792
832	0	0	0	0	0	0	0	0	10.2066	0.0122676	30.3663	0.0364979	8660955	9145192	8582627	8582587	7684267	7661256	6511637
919	13.7919	0.0150075	60.437	0.0657638	0	0	13.7919	60.437	10.7757	0.0117255	21.0118	0.0228637	251929	608258	126266	26192	26172	4441	26917
1476	528.69	0.358191	466.667	0.31617	332.829	0.225494	528.69	466.667	0	0	0	0	5744249	5788297	306692	20605	89697	0	0
1325	214.558	0.161931	0	0	0	0	214.558	0	9.9221	0.00748838	16.9341	0.0127805	100254	647776	55400	44999	1768	8596	17037
995	0	0	79.7131	0.0801137	0	0	0	79.7131	19.3335	0.0194307	48.9314	0.0491773	846264	1424087	854030	685979	24668	1318	11742
57302	3612.64	0.0630456	4407.27	0.0769131	782.66	0.0136585	3612.64	4407.27	1204.47	0.0210197	2327.51	0.0406182	667393	641774	186968	134134	0	0	0
1158	429.668	0.371044	290.949	0.251251	464.515	0.401136	429.668	290.949	26.9356	0.0232605	48.9315	0.0422551	45306	381929	13739	13958	76	0	0
1902	105.738	0.055593	0	0	0	0	105.738	0	3.07877	0.0016187	20.3401	0.0106941	14912	69119	4902	5151	5131	1586	769
771	0	0	88.7839	0.115154	0	0	0	88.7839	8.72562	0.0113173	0	0	321361	95770	46735	36712	2674	495	7958
659	105.738	0.160452	43.5939	0.0661516	0	0	105.738	43.5939	2.02819	0.00307769	0	0	824589	13168	414530	54091	12131	803	7156
645	168.93	0.261908	102.127	0.158337	95.6475	0.148291	168.93	102.127	3.28305	0.00509	27.9677	0.0433607	98117	889851	43464	42534	13452	15696	0
1266	2148.1	1.69676	502.779	0.39714	206.464	0.163084	2148.1	502.779	138.457	0.109366	191.12	0.150964	1893	195790	90459	90328	44191	4023	0
1123	63.7896	0.0568028	224.786	0.200166	107.917	0.0960972	63.7896	224.786	17.495	0.0155788	14.0078	0.0124736	1741348	2248658	653972	1414444	37911	19509	7429
768	2106.26	2.74253	313.183	0.40779	224.754	0.292649	2106.26	313.183	2.1887	0.00284986	49.8909	0.0649621	0	138482	83249	91076	53068	22558	0
831	317.214	0.381725	0	0	0	0	317.214	0	15.3355	0.0184543	23.2185	0.0279404	726410	605767	405400	272357	72419	320	27465
2299	392.862	0.170884	793.574	0.345182	870.136	0.378485	392.862	793.574	24.9949	0.0108721	20.1482	0.00876391	392245	769590	59812	5891	5924	3973	0
1493	0	0	0	0	0	0	0	0	0	0	0	0	42655	178379	49752	51098	37151	37046	0
665	374.821	0.56364	237.785	0.357571	71.9269	0.108161	374.821	237.785	16.4007	0.0246626	23.0266	0.0346264	758945	1144748	795087	652007	32177	14493	0
515	252.851	0.490974	237.785	0.461718	3.8259	0.00742893	252.851	237.785	7.3978	0.0143647	15.6389	0.0303668	1553478	1337680	968166	931602	90002	8309	749
598	84.1867	0.14078	189.824	0.317432	0	0	84.1867	189.824	1.28404	0.00214722	2.49455	0.00417148	230573	20016	165474	39115	6618	694	0
581	386.135	0.664604	116.068	0.199772	711.429	1.22449	386.135	116.068	2.45864	0.00423174	0	0	12511	350507	127	1911	1911	1453	52173
677	46.2081	0.0682542	68.784	0.101601	36.1709	0.0534282	46.2081	68.784	3.96155	0.00585162	6.71608	0.00992035	15879	249814	8443	740	700	4065	6448
1082	315.041	0.291166	746.433	0.689864	148.943	0.137655	315.041	746.433	8.90071	0.00822616	0	0	602522	96736	6805	19785	14435	14342	4399
1496	555.329	0.371209	694.201	0.464038	296.658	0.198301	555.329	694.201	24.2143	0.016186	28.7832	0.0192401	579186	10633	89332	24735	24965	0	0
1452	110.359	0.0760046	349.164	0.240471	49.533	0.0341136	110.359	349.164	10.4912	0.00722531	32.9088	0.0226645	1075620	688949	746731	347739	68904	3270	1512
1245	1360.63	1.09288	2339.5	1.87912	514.961	0.413623	1360.63	2339.5	5.28936	0.00424848	7.67552	0.00616508	0	178524	13055	3784	2043	71	889
622	142.517	0.229127	0	0	0	0	142.517	0	0.773341	0.00124331	0	0	419221	348350	207110	207235	96575	5078	10245
496	250.093	0.504221	0	0	136.955	0.276118	250.093	0	5.60307	0.0112965	13.4322	0.027081	175	13853	5457	33608	6428	8361	1583
1438	0	0	0	0	0	0	0	0	3.33412	0.00231858	33.4845	0.0232854	24012	1682143	45200	46008	34488	0	25808
1496	386.042	0.258049	728.27	0.486811	110.951	0.0741652	386.042	728.27	65.2816	0.0436374	164.064	0.109669	162935	572069	188956	98253	0	4340	24168
971	0	0	163.564	0.168449	73.1819	0.0753675	0	163.564	5.3988	0.00556004	0	0	109941	17975	66042	25267	25250	5064	8284
879	372.273	0.423518	697.338	0.793331	0	0	372.273	697.338	48.3995	0.055062	58.7177	0.0668006	1223913	337379	188588	327687	133222	3670	1231
1054	211.861	0.201007	1401.7	1.32988	106.669	0.101204	211.861	1401.7	13.5991	0.0129024	15.5429	0.0147466	370475	14380	259359	115828	24648	4897	17202
821	211.476	0.257583	425.068	0.517744	221.88	0.270256	211.476	425.068	7.23729	0.00881522	14.3916	0.0175294	170162	36069	227087	39228	17163	17984	0
1440	414.072	0.28755	0	0	0	0	414.072	0	15.0437	0.010447	21.5394	0.0149579	2464	214935	3799	6252	5052	5235	77056
867	198.001	0.228375	394	0.454441	92.5868	0.10679	198.001	394	10.8341	0.012496	50.2267	0.0579316	350631	25987	51274	8266	8266	1073	207
658	3510.48	5.33508	26.8856	0.0408595	76.3348	0.11601	3510.48	26.8856	6.01162	0.00913621	12.8565	0.0195387	0	36812	12026	12684	12159	0	0
1315	497.43	0.378273	237.785	0.180825	224.701	0.170875	497.43	237.785	14.4016	0.0109518	24.7056	0.0187875	131930	1954125	80358	33088	10057	9358	8172
2564	584.009	0.227772	537.585	0.209667	499.306	0.194737	584.009	537.585	39.2434	0.0153055	40.5364	0.0158098	1526603	1378486	958404	342731	35131	9784	0
5385	1864.75	0.346285	1654.1	0.307168	1059.88	0.196822	1864.75	1654.1	487.095	0.0904541	619.798	0.115097	5042571	21482052	730140	4696091	244263	0	493520
802	57.3225	0.0714745	0	0	73.0273	0.0910565	57.3225	0	6.56609	0.00818715	0	0	5158365	21597846	618929	4811885	133052	114516	382309
943	291.469	0.309087	125.82	0.133425	24.6442	0.0261338	291.469	125.82	2.30543	0.00244478	13.4322	0.0142441	170276	395521	83971	83938	22704	2147	0
601	810.956	1.34934	181.22	0.301531	0	0	810.956	181.22	2.67021	0.00444295	0	0	177002	131213	45367	604	464	5312	1593
338	0	0	0	0	0	0	0	0	0.423149	0.00125192	0	0	1055785	791438	28369	112041	28636	529	13452
1425	167.236	0.117359	200.093	0.140416	96.9849	0.0680596	167.236	200.093	28.9273	0.0202999	18.4692	0.0129609	695860	118983	363760	13381	13501	0	4962
1294	572.493	0.442421	365.736	0.28264	224.869	0.173778	572.493	365.736	24.5718	0.018989	30.4143	0.0235041	847312	507540	655083	712674	9936	9996	19367
3432	1076.64	0.313707	729.995	0.212703	961.288	0.280096	1076.64	729.995	90.8164	0.0264617	177.065	0.0515923	826097	438831	16604	4591	4589	0	16872
682	190.056	0.278675	0	0	5.66176	0.0083017	190.056	0	3.13714	0.00459991	14.1517	0.0207504	833697	1211042	501264	81605	37815	14022	0
1190	2881.98	2.42183	98.8311	0.0830514	1047.52	0.880268	2881.98	98.8311	14.263	0.0119857	13.9119	0.0116907	9375	31985	769	2027	2007	1057	33349
6641	1523.35	0.229385	1683	0.253426	1579.82	0.237888	1523.35	1683	223.131	0.033599	185.22	0.0278904	280556	237712	207104	20875	74898	22124	1253
3895	614.603	0.157793	2702.99	0.693963	316.653	0.0812973	614.603	2702.99	651.365	0.167231	477.993	0.12272	32277	492367	53038	28154	2034	12385	0
407	0	0	237.79	0.584251	0	0	0	237.79	5.15803	0.0126733	15.3511	0.0377176	369771	185290	253447	171002	15008	5046	9680
865	1605.12	1.85564	37.422	0.0432625	64.3789	0.0744264	1605.12	37.422	14.6278	0.0169108	21.1077	0.0244019	42	84552	9209	2045	2059	1992	0
1117	563.815	0.504758	0	0	0	0	563.815	0	14.1171	0.0126384	36.3148	0.032511	296470	692981	388079	345635	82534	15822	2181
1574	159.836	0.101548	159.727	0.101478	0	0	159.836	159.727	8.12737	0.00516351	6.71608	0.00426689	379259	7268	10556	10896	10896	1437	4423
1127	719.131	0.638093	957.613	0.849701	457.29	0.405759	719.131	957.613	14.7664	0.0131024	29.7427	0.026391	292386	539894	166744	119769	3751	0	0
569	618.061	1.08622	85.5327	0.150321	86.0327	0.1512	618.061	85.5327	9.426	0.0165659	29.5508	0.0519346	5151	585878	98629	109726	2586	2772	18219
407	719.665	1.76822	475.604	1.16856	0	0	719.665	475.604	0	0	0	0	36347	2060419	57765	58844	4421	1106	5189
495	0	0	0	0	0	0	0	0	0	0	0	0	789504	1048643	805217	378171	401459	173995	0
1465	2725.59	1.86047	381.397	0.260339	289.772	0.197797	2725.59	381.397	193.474	0.132064	63.3231	0.0432239	3819	142679	64245	65639	29188	6828	4171
1662	328.564	0.197692	542.505	0.326417	61.0813	0.0367517	328.564	542.505	10.389	0.00625092	0	0	1334071	888551	286005	50322	6934	10701	0
1444	211.476	0.146451	229.859	0.159182	110.951	0.0768359	211.476	229.859	12.2859	0.00850824	52.6733	0.0364773	102644	2569050	43366	82753	49900	9801	5555
753	105.738	0.140422	0	0	110.951	0.147345	105.738	0	82.0398	0.108951	107.457	0.142706	869781	810804	702507	703303	0	80481	699196
1549	337.506	0.217886	1979.67	1.27803	385.133	0.248633	337.506	1979.67	381.687	0.246409	311.914	0.201365	153791	11987	145917	27284	16069	0	24086
896	201.825	0.225251	355.636	0.396915	192.737	0.215108	201.825	355.636	38.1344	0.0425608	48.3078	0.053915	616632	15496	322800	13729	13722	0	7478
13684	4010.27	0.293062	7701.06	0.562778	1007.1	0.0735966	4010.27	7701.06	6002.88	0.438678	3435.56	0.251064	239601	4164	111126	118733	3504	0	0
959	2310.53	2.40931	677.202	0.706154	0	0	2310.53	677.202	16.211	0.016904	6.71608	0.00700321	734	180189	24924	26289	0	1336	0
983	483.193	0.491549	2036.06	2.07127	222.897	0.226751	483.193	2036.06	17.9911	0.0183022	15.0632	0.0153237	303210	28332	320709	50851	1951	1792	3644
948	113.936	0.120186	181.502	0.191457	0	0	113.936	181.502	3.41437	0.00360166	2.25468	0.00237836	1438067	1322326	1178120	122386	905	6074	15921
738	146.045	0.197893	230.384	0.312174	153.324	0.207757	146.045	230.384	11.1478	0.0151054	6.38028	0.00864536	44923	249669	6184	6666	6686	1395	8529
503	108.228	0.215165	117.305	0.233211	193.214	0.384123	108.228	117.305	32.1155	0.0638479	49.0754	0.0975653	223243	11073	219501	22485	118562	25731	8553
418	0	0	0	0	88.7609	0.212347	0	0	1.02139	0.00244353	0	0	11264	104062	8651	9117	9097	7090	6573
968	701.071	0.724246	228.792	0.236356	82.4324	0.0851575	701.071	228.792	22.0767	0.0228065	13.768	0.0142231	3325	116988	1885	2271	1969	1575	14411
456	114.933	0.252046	61.4277	0.13471	0	0	114.933	61.4277	3.76456	0.00825561	1.87091	0.00410287	786447	763887	776140	273687	252104	0	9331
533	448.615	0.84168	143.583	0.269386	0	0	448.615	143.583	0	0	0	0	2147	183638	991	1361	1381	1653	0
341	0	0	506.738	1.48603	61.4016	0.180063	0	506.738	27.1618	0.0796532	47.7801	0.140118	56654	5403	106240	75200	19713	371	19255
3513	1580.93	0.450022	1999.27	0.569107	609.465	0.173488	1580.93	1999.27	18.6331	0.00530405	42.2154	0.0120169	348890	150428	21205	21003	996	5083	68379
770	104.779	0.136076	284.747	0.369802	109.948	0.142789	104.779	284.747	55.0823	0.0715354	74.8363	0.09719	74622	814943	26114	1871	1811	1611	0
1433	141.597	0.0988115	237.804	0.165948	0	0	141.597	237.804	6.12106	0.0042715	1.91888	0.00133906	397363	236217	99482	7041	7041	1634	806
858	267.87	0.312203	659.61	0.768776	5.83814	0.00680436	267.87	659.61	36.9453	0.0430597	50.5146	0.0588748	496457	98478	144160	82952	7273	6722	24077
1241	88.0016	0.0709118	0	0	201.222	0.162145	88.0016	0	7.12056	0.00573776	28.6873	0.0231163	765777	1710278	305048	71275	16180	2622	2669
621	317.214	0.510811	0	0	272.454	0.438735	317.214	0	5.55199	0.00894041	16.6463	0.0268056	2059919	3489000	2172996	378034	41542	2323	5685
2471	1346.31	0.544845	2436.89	0.986196	410.111	0.16597	1346.31	2436.89	57.84	0.0234075	84.047	0.0340133	672975	58521	379147	213593	1393	4085	21660
1425	190.344	0.133575	64.3131	0.045132	323.317	0.226889	190.344	64.3131	10.6006	0.00743902	13.4322	0.00942608	920139	516500	409632	190629	22844	9367	56944
1705	242.654	0.142319	0	0	0	0	242.654	0	10.4985	0.00615745	23.0266	0.0135053	21924	96491	46056	26992	16561	2232	5205
1021	0	0	318.016	0.311475	191.153	0.187221	0	318.016	4.18041	0.00409443	10.6498	0.0104307	773668	327121	182832	295012	51211	22531	45714
1677	847.785	0.505537	651.448	0.38846	96.2597	0.0573999	847.785	651.448	52.0619	0.0310447	62.3636	0.0371876	4557890	20997371	1218529	4211410	42525	0	981909
355	46.8925	0.132091	0	0	0	0	46.8925	0	1.04328	0.00293882	2.92629	0.00824308	848	196083	6971	6767	5507	5093	0
986	320.343	0.324891	237.809	0.241185	201.618	0.204481	320.343	237.809	15.744	0.0159676	0	0	1659342	1546408	200877	201305	6369	3610	2061
725	0	0	0	0	221.896	0.306064	0	0	40.148	0.0553766	100.981	0.139284	2713418	3264379	2302302	2302747	1391818	674230	0
1166	143.898	0.123412	839.881	0.72031	319.785	0.274258	143.898	839.881	12.4026	0.0106369	21.6834	0.0185964	55028	35568	69281	38425	25932	6474	10009
764	583.463	0.763695	335.123	0.438642	141.958	0.185809	583.463	335.123	9.9221	0.012987	30.1264	0.0394325	373335	783017	177689	73846	73913	5512	1676
2882	703.369	0.244056	504.656	0.175106	332.313	0.115306	703.369	504.656	31.5537	0.0109486	42.887	0.014881	483370	269976	474560	340210	123802	8610	0
2075	170.251	0.0820486	0	0	0	0	170.251	0	4.19501	0.00202169	6.71608	0.00323667	299005	220596	220862	8568	8211	2613	3345
359	0	0	0	0	0	0	0	0	2.32002	0.00646244	4.12559	0.0114919	207237	187734	186865	44898	7045	8483	1253
429	52.5058	0.122391	2.94516	0.00686517	0	0	52.5058	2.94516	1.63423	0.00380939	0	0	274649	172023	36290	36117	9934	8241	12806
447	0	0	4.94814	0.0110697	35.4445	0.0792941	0	4.94814	3.16632	0.00708348	8.87482	0.0198542	587143	161202	434860	260799	3433	6156	1412
889	281.287	0.316409	282.301	0.317549	80.0509	0.090046	281.287	282.301	12.1546	0.0136722	13.0964	0.0147316	192353	2658759	4583	5364	4844	19716	7618
1185	600.844	0.507042	609.198	0.514091	147.749	0.124683	600.844	609.198	51.8065	0.0437186	69.3196	0.0584975	738881	150192	27681	27864	2537	0	17634
823	68.4046	0.0831161	283.329	0.344264	0	0	68.4046	283.329	4.57438	0.00555818	12.6646	0.0153883	650148	24553	23416	23614	23609	9453	5400
1556	3277.93	2.10664	204.036	0.131129	347.693	0.223453	3277.93	204.036	25.8412	0.0166075	17.7496	0.0114072	32359	199338	72907	5585	4230	0	29793
1457	279.343	0.191725	1269.56	0.871351	0	0	279.343	1269.56	0	0	0	0	606552	180678	44927	22183	22209	1089	9352
469	44.0097	0.0938373	122.059	0.260254	0	0	44.0097	122.059	5.61036	0.0119624	2.35063	0.005012	1333864	6075439	1012040	193713	8339	4989	63979
837	0	0	9.9077	0.0118372	0	0	0	9.9077	7.7334	0.00923943	22.0671	0.0263646	109692	429289	45462	89030	8910	6955	33073
408	1431.6	3.50883	102.449	0.2511	0	0	1431.6	102.449	21.3471	0.0523214	34.8756	0.0854795	116	134513	47162	47719	45108	40563	0
3847	422.953	0.109944	498.207	0.129505	204.306	0.0531078	422.953	498.207	50.5735	0.0131462	29.7427	0.00773139	295601	1225358	299257	57370	1017	8718	0
1040	16.5503	0.0159137	475.598	0.457306	15.3036	0.014715	16.5503	475.598	3.64054	0.00350052	7.67552	0.00738031	2645356	1561858	1172963	863958	2786	3748	14016
678	111.255	0.164092	329.927	0.486618	0	0	111.255	329.927	13.0738	0.0192829	14.3916	0.0212266	1774519	2325480	1363403	1363848	452919	21244	18035
594	37.4085	0.0629773	271.384	0.456875	128.447	0.216241	37.4085	271.384	5.8803	0.0098995	12.4247	0.0209171	444040	3018963	127006	9945	6621	846	0
724	303.022	0.418539	1620.78	2.23865	278.084	0.384094	303.022	1620.78	30.08	0.041547	35.6912	0.0492972	584648	78522	591771	21712	5526	5295	0
1684	575.186	0.341559	376.395	0.223512	215.19	0.127785	575.186	376.395	9204.02	5.46557	4178.51	2.4813	952893	1209918	941971	724652	51252	13598	0
