DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1	710	297.948	0.419645	117.806	0.165925	57.3885	0.0808289	172.4	0.242817	13.7158	0.0193181	11.5133	0.0162159	1480	10282	1074724	17892	1483869	1632516	1467288
1	383	50.5703	0.132037	0	0	13.7732	0.0359615	70.5	0.184073	3.92507	0.0102482	6.71608	0.0175355	4673	2062	499785	237602	497988	4392299	464317
1	837	77.2346	0.0922756	284.369	0.339748	0	0	23.4	0.0288533	8.47756	0.0101285	10.5538	0.0126091	33445	1607	69284	4104	4142	29879	99973
1	530	0	0	0	0	0	0	0	0	0.678497	0.00128018	0	0	21248	73098	93638	93618	72245	107040	134205
1	664	584.357	0.880056	53.5016	0.0805747	0	0	245.5	0.382995	15.7149	0.023667	21.0597	0.0317164	0	1965	35594	35596	45144	408533	1047
1	1128	105.738	0.0937393	65.8268	0.0583571	110.951	0.0983609	132.7	0.136804	18.1516	0.0160919	17.6537	0.0156504	28904	5506	11923	16763	4935	280687	53582
1	1091	179.295	0.16434	269.511	0.247031	0	0	448.9	0.480107	18.2611	0.0167379	32.7169	0.029988	0	3794	5690	5710	7447	88908	49103
1	459	211.476	0.460732	227.891	0.496495	2.29554	0.00500118	200.6	0.437037	10.3453	0.0225387	19.1408	0.0417012	2803	4739	35042	7106	114532	20140	230893
1	359	0	0	0	0	0	0	0	0	2.32002	0.00646244	4.12559	0.0114919	1253	8483	44898	7045	186865	187734	207237
1	319	316.295	0.991522	0	0	0	0	54.9	0.1721	6.28886	0.0197143	13.4322	0.0421071	0	8539	5680	5640	4206	132513	73
1	635	155.562	0.24498	123.328	0.194217	65.0403	0.102426	319.1	0.50252	5.50823	0.00867437	7.1958	0.011332	0	346	38556	476	14377	95981	166
1	568	97.8212	0.17222	97.4787	0.171617	0	0	0.5	0.000880282	2.13033	0.00375058	14.7754	0.026013	10885	9435	41237	41277	40883	56680	53289
1	762	555.954	0.729598	212.003	0.278219	221.897	0.291203	77.2	0.101312	16.4736	0.0216189	37.8019	0.0496088	0	112	6597	201	36545	401930	6621
1	407	0	0	237.79	0.584251	0	0	278.4	0.684029	5.15803	0.0126733	15.3511	0.0377176	9680	5046	171002	15008	253447	185290	369771
1	1142	0	0	32.999	0.0288958	0	0	165.6	0.156818	11.8628	0.0103877	20.1483	0.017643	0	258	5691	5711	5805	1261	23202
1	1035	8.27514	0.0079953	156.55	0.151256	0	0	201.4	0.228345	1.96983	0.00190322	15.1112	0.0146002	0	0	7475	6728	7077	1013546	11139
1	837	0	0	9.9077	0.0118372	0	0	63.2	0.0755078	7.7334	0.00923943	22.0671	0.0263646	33073	6955	89030	8910	45462	429289	109692
1	371	0	0	0	0	0	0	79	0.212938	1.54668	0.00416895	6.71608	0.0181026	5288	729	61245	18356	60814	457540	81907
1	728	105.738	0.145244	0	0	0	0	189.8	0.362906	5.3842	0.00739588	0	0	0	7156	24723	24802	100406	1149146	71237
1	759	0	0	0	0	0	0	116.2	0.153096	4.80784	0.00633444	3.35804	0.0044243	15655	10811	210351	80571	209435	126859	274976
1	631	209.624	0.33221	12.88	0.0204121	0	0	0	0	7.83554	0.0124177	12.8085	0.0202988	16693	19406	83567	43514	82337	64886	159623
1	359	0	0	0	0	0	0	0	0	0	0	0	0	24820	1854	26498	26498	57060	18268	626658
1	650	221.59	0.340907	214.006	0.32924	58.1537	0.0894672	69	0.106154	7.15704	0.0110108	0	0	18691	2820	6410	6410	37701	223319	472193
1	458	0	0	0	0	0	0	0	0	4.78595	0.0104497	21.1077	0.0460867	9876	11080	353921	18163	352135	302768	1049184
1	634	111.255	0.175481	0	0	0	0	0	0	3.75727	0.00592629	12.1849	0.0192191	17289	6422	11362	11350	18511	523546	87983
1	380	0	0	0	0	0	0	71.4	0.187895	1.45913	0.00383983	6.47622	0.0170427	59788	2666	50216	50196	198787	472501	208798
1	324	84.5903	0.261081	0	0	0	0	69	0.212963	1.3424	0.00414321	12.6646	0.0390883	10301	1505	13589	13609	13233	327900	151039
1	429	52.5058	0.122391	2.94516	0.00686517	0	0	0	0	1.63423	0.00380939	0	0	12806	8241	36117	9934	36290	172023	274649
1	1082	317.215	0.293175	0	0	0	0	71.1	0.0657116	6.56609	0.00606848	0	0	2470	1414	103369	80570	2894862	3244523	2858720
1	915	86.0841	0.094081	0	0	204.303	0.223283	357	0.390164	7.76258	0.0084837	1.5351	0.00167771	2402	2003	608049	29839	1030429	1380090	994287
1	1794	46.2688	0.0257908	89.4678	0.0498706	0	0	32.3	0.0180045	11.8628	0.00661246	9.64237	0.00537479	5091	4802	11578	3115	2952	11277	12298
1	802	32.959	0.041096	69.0855	0.0861416	0	0	1247.7	2.53083	8.60888	0.0107343	18.6611	0.0232682	44667	128974	37293	14429	281412	568217	583541
1	2507	302.503	0.120663	221.932	0.0885251	221.902	0.088513	1432.8	1.28157	86.2494	0.0344034	36.4587	0.0145428	532481	36153	1226945	0	35023	1347409	1362335
1	986	104.163	0.105641	163.06	0.165375	172.729	0.175181	2612.1	2.64919	47.772	0.0484503	79.3457	0.0804723	182099	967	5603	4023	139071	5267	2760473
1	893	0	0	0	0	0	0	0	0	1.53939	0.00172384	0	0	452106	131606	232065	119440	409078	263560	3030480
1	492	0	0	0	0	0	0	192.9	0.392073	10.5349	0.0214125	3.45398	0.00702029	2038	641	968299	10760	232215	826858	975994
1	1051	145.275	0.138225	118.892	0.113123	0	0	0	0	2.74317	0.00261006	16.5503	0.0157472	7158	24252	183037	40735	975884	1366988	980942
1	706	272.138	0.385464	118.892	0.168403	20.7805	0.0294342	120.6	0.170822	6.13565	0.00869072	4.17356	0.00591156	562	1133	31702	30586	400277	1754620	1775764
1	604	0	0	181.311	0.300184	149.957	0.248273	124.9	0.206788	10.2431	0.0169588	22.0671	0.036535	42081	818	225128	43808	279585	280261	443283
1	773	0	0	214.499	0.277489	0	0	55.5	0.0717982	8.67455	0.0112219	27.2481	0.0352498	8703	8660	77812	8935	838186	1594749	957081
1	878	122.902	0.139979	475.609	0.541696	110.951	0.126368	255.6	0.291116	10.71	0.0121982	11.2254	0.0127852	96932	4226	6607	6627	6336	278352	199141
1	950	77.2346	0.0812996	0	0	0	0	215.7	0.249653	12.782	0.0134547	13.4322	0.0141391	21690	6643	138215	1111	235054	226779	404652
1	488	226.96	0.465081	350.441	0.718116	59.9209	0.122789	298.1	0.610861	12.782	0.0261926	8.0593	0.016515	20667	7290	9483	9463	10835	510396	78451
1	468	0	0	51.52	0.110086	30.6072	0.0654	7.9	0.0168803	7.19352	0.0153708	11.945	0.0255236	4311	2352	184812	120440	254413	1182922	1073390
1	451	11.953	0.0265033	0	0	0	0	15.3	0.0339246	2.07197	0.00459417	15.3511	0.0340378	2345	4202	500439	17633	403775	752686	904093
1	1099	118.61	0.107926	0	0	0	0	0	0	18.1808	0.016543	16.1186	0.0146666	1739	17867	138878	35778	1611874	1960785	2112192
1	564	139.758	0.247798	118.892	0.210802	0	0	90.7	0.160816	1.16731	0.00206969	0	0	683	24155	52191	52186	52339	289454	743092
1	1096	0	0	656.28	0.598796	110.951	0.101233	187.6	0.171168	21.6827	0.0197835	23.0266	0.0210096	10324	20219	20274	49909	96286	15833	113729
1	680	178.403	0.262358	262.709	0.386337	0	0	402.7	0.592206	2.1887	0.00321867	6.71608	0.00987659	15510	7370	21310	4608	182963	1984024	324740
1	619	0	0	237.785	0.384143	0	0	0	0	3.49462	0.00564559	0	0	2671	2909	45444	45380	213456	1472033	747811
1	1032	45.973	0.0445475	173.394	0.168017	0	0	227.4	0.220349	3.38518	0.00328022	29.215	0.0283091	2742	7275	151592	20748	151072	48868	749085
1	611	153.55	0.251309	868.953	1.42218	3.06072	0.00500936	155.5	0.254501	16.8749	0.0276185	63.9467	0.104659	5865	23928	148349	29288	337326	143844	410992
1	831	125.966	0.151584	0	0	0	0	571.6	0.687846	13.5043	0.0162506	22.0671	0.0265549	43951	380	45610	3130	403070	63864	620737
1	329	93.7849	0.285061	0	0	54.3278	0.16513	446.1	1.35593	5.43527	0.0165206	13.672	0.0415563	3585	3726	59136	27996	123851	159050	42828
1	900	266.644	0.296271	533.079	0.59231	44.3804	0.0493116	0	0	2.74317	0.00304796	22.0671	0.024519	0	609	319593	249133	303957	39253	420587
1	1063	694.628	0.65346	491.676	0.462536	187.59	0.176472	955.8	0.899153	10.5568	0.00993116	7.67552	0.00722062	4844	7206	22644	41827	582416	1012095	546170
1	548	102.541	0.187119	57.6519	0.105204	0	0	0	0	1.02139	0.00186386	7.67552	0.0140064	3157	4666	11116	7394	129256	336376	749996
1	643	184.031	0.286206	0	0	0	0	127.4	0.198134	7.94498	0.0123561	13.4322	0.0208899	19147	543	723383	17910	3738	533043	757036
1	526	0	0	12.8288	0.0243893	0	0	68.6	0.130418	3.57487	0.00679634	0	0	4626	7552	615229	190252	827524	635724	1022557
1	505	0	0	0	0	0	0	385	0.762376	2.53889	0.0050275	1.15133	0.00227986	23374	21874	53197	40276	252357	1184213	571393
1	545	0	0	216.83	0.397853	178.259	0.327081	1306.9	2.39798	26.4687	0.0485664	5.42084	0.00994649	0	2198	16998	0	16758	469284	512128
1	727	152.317	0.209514	0	0	0	0	34.4	0.0473177	9.5792	0.0131763	3.54993	0.00488298	1695	1815	259158	1587	519305	76988	526744
1	532	56.767	0.106705	0	0	0	0	201.2	0.378195	0.693089	0.0013028	0	0	0	3692	52476	31916	52212	266985	54504
1	605	309.513	0.511592	241.885	0.39981	72.2584	0.119435	303.2	0.501157	6.39101	0.0105636	9.97818	0.0164929	11677	137	6067	6107	84490	195490	3601
1	919	306.189	0.333176	229.349	0.249564	0	0	196.6	0.213928	4.18771	0.00455682	0	0	5157	6915	77759	7754	171562	56374	161241
1	684	105.738	0.154588	0	0	4.59108	0.00671211	183.8	0.268713	8.0763	0.0118075	0	0	18487	8224	195183	173600	854416	842163	864723
1	456	114.933	0.252046	61.4277	0.13471	0	0	141.1	0.30943	3.76456	0.00825561	1.87091	0.00410287	9331	0	273687	252104	776140	763887	786447
1	1261	105.738	0.0838524	237.785	0.188568	110.951	0.0879866	0	0	7.74069	0.00613854	0	0	13848	188	256963	256955	729983	717730	740290
1	620	39.3631	0.0634889	6.92795	0.0111741	0	0	54.1	0.0872581	10.0534	0.0162152	0	0	1068	677	31100	10572	30752	133303	35497
1	712	0	0	0	0	0	0	103	0.410359	0.941141	0.00132183	4.26951	0.0059965	178209	39587	5848822	9903	416955	22634783	6195302
1	832	0	0	0	0	0	0	0	0	2.1887	0.00263064	14.3916	0.0172976	1571	120160	5672184	18206	240317	22458145	6018664
1	885	335.27	0.378836	165.272	0.186748	121.743	0.137562	2106.2	2.37989	46.1451	0.0521413	65.7217	0.0742618	860440	1330	4333671	7371	1097060	21119632	4680151
1	1754	600.779	0.342519	519.401	0.296124	229.088	0.130609	6037.9	3.44236	75.6488	0.0431293	74.7884	0.0426388	869312	4257	4323930	16243	1105932	21109891	4670410
1	636	0	0	0	0	0	0	0	0	2.04278	0.00321192	0	0	82167	168588	885255	107355	885502	17671216	1231735
1	960	6.43622	0.0067044	12.88	0.0134167	48.9715	0.051012	95.3	0.0992708	5.93867	0.00618611	1.10336	0.00114933	72811	6524	13148	9614	127924	15921075	368193
1	695	144.057	0.207276	27.2147	0.0391578	114.047	0.164096	0	0	4.94646	0.00711721	0	0	956	404	120497	26554	201685	14820900	209057
1	651	210.682	0.323629	106.99	0.164347	110.951	0.170432	80	0.122888	7.54371	0.0115879	34.5399	0.0530566	20618	5735	7187	7167	51153	14496835	533166
1	805	211.571	0.262821	0	0	0	0	32.2	0.04	4.23148	0.0052565	13.4322	0.0166859	3972	250	220581	5964	430023	12561259	440293
1	1395	47.9686	0.0343861	8.08202	0.00579356	0	0	284.9	0.486177	2.27625	0.00163172	11.3214	0.00811569	28271	12715	1604972	72922	1077909	7462473	2019652
1	689	0	0	118.892	0.172558	0	0	234.9	0.340929	4.18771	0.00607795	0	0	30508	17193	386609	49479	557353	328657	1110273
1	642	105.738	0.164701	713.4	1.11122	110.951	0.172821	69	0.107477	11.5709	0.0180232	13.4322	0.0209224	41825	2340	12432	12426	18991	18547	151173
1	484	0	0	54.3907	0.112378	50.8207	0.105002	66.8	0.138017	2.24706	0.00464269	5.56475	0.0114974	5995	2912	111303	52065	111062	149022	242238
1	490	226.028	0.461282	0	0	2021.28	4.12506	143.8	0.293469	23.2732	0.0474963	5.42084	0.0110629	1763	1012	890	0	0	64021	4294
1	1411	105.738	0.0749383	0	0	0	0	122.1	0.214965	2.1887	0.00155117	0	0	0	973416	1417887	948367	1416673	1747574	1425423
1	839	0	0	237.809	0.283444	0	0	122.9	0.216755	1.16731	0.00139131	6.71608	0.00800486	0	156411	600882	131362	599668	930569	608418
1	878	0	0	320.025	0.364493	65.0403	0.0740778	0	0	8.18574	0.00932317	28.9751	0.0330013	0	3370	12969	7449	29434	42444	58040
1	470	0	0	0	0	8.80893	0.0187424	153	0.325532	0.933844	0.0019869	4.22154	0.00898199	1052	2310	10385	10405	10564	72494	34190
1	831	317.214	0.381725	0	0	0	0	227.1	0.273285	15.3355	0.0184543	23.2185	0.0279404	27465	320	272357	72419	405400	605767	726410
1	701	86.6628	0.123627	206.319	0.294321	0	0	224.7	0.320542	8.36083	0.011927	26.4806	0.0377754	450	0	137306	83778	435676	214136	541868
1	601	0	0	88.1811	0.146724	110.951	0.184611	112	0.186356	5.42797	0.00903157	6.86	0.0114143	0	2637	18194	18223	48418	20635	78487
1	718	0	0	109.975	0.153169	0	0	69.3	0.0965181	6.24509	0.00869789	11.3214	0.015768	9309	8713	284483	146981	923212	235871	789670
1	535	97.6463	0.182516	84.2597	0.157495	41.5398	0.0776445	138.1	0.258131	4.50871	0.0084275	13.3842	0.0250172	0	3303	332935	332975	680596	478670	547054
1	609	1140.4	1.87258	192.166	0.315544	33.1148	0.0543757	0	0	33.0056	0.0541963	55.9354	0.0918479	10242	6449	9348	8308	7967	581846	3073
1	588	113.026	0.192221	172.17	0.292806	0	0	0	0	6.94547	0.011812	15.351	0.0261072	18155	321	11613	25007	227481	561048	909854
1	583	79.0032	0.135512	10.3909	0.0178232	1.38537	0.00237628	37.7	0.0646655	7.54372	0.0129395	20.8678	0.0357939	66688	4593	31105	31131	111311	322179	219782
1	362	507.235	1.4012	0	0	0	0	200	0.552486	6.34723	0.0175338	26.7684	0.0739458	0	16270	101065	93470	100545	322710	6966
1	686	241.483	0.352015	121.561	0.177203	119.545	0.174264	471.6	0.687464	12.6799	0.0184838	36.2668	0.0528671	2930	4535	64483	23403	301791	131306	313675
1	862	8.58156	0.00995541	116.911	0.135627	0	0	69.9	0.0810905	7.82095	0.00907303	26.6245	0.0308869	0	7757	28014	9580	36864	80737	81005
1	730	359.794	0.492869	81.6969	0.111914	0	0	46.4	0.0635616	6.5661	0.00899466	6.47622	0.00887153	5786	1490	871806	10039	871882	3244719	1959546
1	416	92.3158	0.221913	0	0	52.7974	0.126917	4.9	0.0117788	3.04959	0.00733074	0	0	10067	6684	1245731	6925	1016903	3618644	1585935
1	661	267.563	0.404785	0	0	54.3278	0.0821903	69	0.104387	8.63807	0.0130682	18.3733	0.0277962	4806	10022	533012	38981	527530	1841248	1516986
1	1069	33.6584	0.0314859	59.689	0.0558363	0	0	331.2	0.322179	6.21591	0.00581469	14.3916	0.0134627	7682	6504	572554	156945	572189	3398026	1699540
1	638	315.777	0.494948	77.7294	0.121833	0	0	0	0	1.16731	0.00182964	14.1038	0.0221062	16696	2873	137381	9624	370259	978462	608914
1	865	105.738	0.12224	72.3262	0.0836141	72.6921	0.0840371	0	0	8.9153	0.0103067	2.7344	0.00316116	14559	4895	5114	5134	14096	263799	126343
1	664	0	0	0	0	28.3331	0.0426703	218.9	0.329669	8.95179	0.0134816	19.3807	0.0291878	104096	449	363200	38200	636979	636271	1687521
1	981	83.0277	0.0846358	85.7031	0.087363	84.6867	0.0863269	219	0.223242	13.3657	0.0136245	27.8238	0.0283627	0	2426	46111	27720	46258	6383	67947
1	512	1.7604	0.00343828	93.0793	0.181795	0	0	0	0	4.49413	0.0087776	0.767552	0.00149913	47354	4641	175883	23295	174581	48718	291800
1	796	62.657	0.0787148	12.1228	0.0152296	0	0	63	0.164921	0.53988	0.000678241	11.993	0.0150666	0	7804	30837	3257	40298	392530	49295
1	1179	286.535	0.243033	346.24	0.293672	106.704	0.0905035	199.8	0.189384	9.38951	0.00796396	22.0671	0.0187168	0	10562	51095	89225	530061	1503060	805906
1	893	73.7519	0.082589	267.307	0.299336	14.7763	0.0165468	394.3	0.888063	2.84531	0.00318623	21.5874	0.024174	0	2298	77491	55508	77135	29139	80156
1	971	0	0	163.564	0.168449	73.1819	0.0753675	14.6	0.0161863	5.3988	0.00556004	0	0	8284	5064	25267	25250	66042	17975	109941
1	677	0	0	0	0	0	0	0	0	5.39879	0.00797458	0	0	5728	105106	118459	105180	117871	672145	792373
1	886	231.825	0.261653	423.318	0.477785	0	0	1.3	0.00146727	6.97465	0.00787207	11.7052	0.0132113	0	18717	181167	26187	214832	1287114	1199009
1	640	0	0	217.984	0.3406	44.3804	0.0693444	271	0.423437	5.09237	0.00795684	0.911468	0.00142417	6918	1934	33217	25254	546091	3223964	519468
1	1049	105.738	0.100799	169.422	0.161508	123.194	0.117439	25.5	0.0243089	6.91629	0.00659322	42.6471	0.040655	0	9180	169912	23915	1222359	4860043	3665192
1	786	4.401	0.00559924	101.055	0.128569	0	0	14.7	0.0209402	4.27526	0.00543926	14.3916	0.0183099	15799	6430	369155	31907	806633	4320042	3125191
1	432	0	0	78.2708	0.181182	14.5384	0.0336537	0	0	5.51552	0.0127674	0	0	2458	6259	10675	10715	497984	246558	643545
1	641	79.708	0.12435	46.7542	0.0729395	88.4796	0.138034	1916.5	2.98986	15.0656	0.0235032	14.3916	0.0224518	0	0	36725	395	36388	58856	39065
1	507	0	0	0	0	0	0	0	0	4.39199	0.00866271	0	0	662	23408	337590	211788	337253	241246	339930
1	774	0	0	0	0	9.69759	0.0125292	0	0	5.33313	0.00689035	14.3916	0.0185938	0	6466	68734	35374	68384	357667	128586
1	480	0	0	118.892	0.247692	87.9957	0.183324	0	0	3.92507	0.00817722	10.1221	0.0210877	13318	1810	747060	61238	298216	4138315	3606063
1	982	186.07	0.18948	61.3767	0.0625017	58.2975	0.059366	510.1	0.51945	12.0816	0.0123031	28.7832	0.0293108	0	22247	226551	223869	675334	3163574	2631322
1	829	0	0	0	0	0	0	391.8	0.472618	9.21443	0.0111151	32.9568	0.0397549	13213	3331	899371	53379	1049315	1504346	972094
1	505	52.6095	0.104177	21.7738	0.0431165	0	0	141.4	0.28	4.07828	0.0080758	5.6607	0.0112093	5738	3655	36124	21963	21846	612728	44799
1	922	1192.26	1.29313	27.7416	0.0300885	0	0	0	0	8.94448	0.00970118	24.2738	0.0263274	86855	2103	26285	24435	23759	109527	964
1	469	0	0	163.215	0.348007	42.4952	0.0906082	0	0	6.04811	0.0128958	11.4653	0.0244463	15846	286	47191	571	238470	64015	342856
1	1170	80.0069	0.0683819	191.957	0.164066	113.636	0.0971244	353	0.301709	6.82144	0.00583029	7.00391	0.00598625	37504	804	74794	1234	164454	36675	716496
1	770	94.0001	0.122078	192.03	0.249389	109.163	0.141771	535.2	0.695065	7.60938	0.00988231	18.3733	0.0238614	4116	5910	39188	24991	315134	112717	566216
1	686	302.269	0.440625	112.434	0.163898	0	0	859	1.25219	7.28107	0.0106138	23.5063	0.0342657	31904	1012	11321	11321	8451	517428	6167
1	444	249.175	0.561205	33.6862	0.0758698	0	0	17.5	0.0394144	9.81267	0.0221006	25.8089	0.0581282	20060	80	19782	19735	144937	252181	186723
1	702	168.262	0.239689	96.1047	0.136901	0	0	120.7	0.19312	4.0345	0.00574715	23.4583	0.0334164	0	6764	417544	2558	572631	1364316	1836579
1	930	93.5033	0.100541	374.354	0.402532	108.484	0.11665	368	0.395699	8.56511	0.00920979	14.2477	0.0153201	9514	0	22628	22568	289857	176500	983185
1	604	0	0	308.149	0.510181	146.915	0.243236	63.3	0.104801	2.80154	0.0046383	20.1482	0.033358	35138	8178	17579	9446	59224	213976	1548668
1	332	23.9851	0.0722442	4.1235	0.0124202	0	0	23.1	0.0695783	1.19649	0.00360388	14.0078	0.0421922	0	2075	101439	101002	925876	1002005	929348
1	561	52.4092	0.0934211	118.892	0.211929	0	0	44.9	0.0800357	2.15952	0.0038494	7.67552	0.0136819	469	11843	337486	76008	510630	1952801	625800
1	872	557.731	0.639599	0	0	0	0	0	0	6.60987	0.00758012	6.71608	0.00770193	10443	1657	42211	38612	45503	90797	14464
1	519	239.258	0.460998	195.564	0.376809	0	0	119.4	0.230058	3.04959	0.00587589	8.53902	0.0164528	17705	1966	578543	35443	914009	1510876	1451387
1	569	121.237	0.21307	118.892	0.20895	0	0	125.7	0.220914	4.67652	0.00821884	6.71608	0.0118033	0	1110	903440	131185	1028569	919113	991811
1	977	0	0	334.339	0.34221	260.639	0.266775	143.7	0.147083	3.35601	0.00343501	20.1482	0.0206226	0	1535	11948	11948	258945	56339	217565
1	770	30.3422	0.0394054	25.76	0.0334546	110.951	0.144092	367.8	0.477662	4.64004	0.00602603	16.5983	0.0215562	16328	45315	83547	10615	465014	903624	689883
1	712	105.738	0.148508	123.846	0.173941	0	0	107.2	0.150562	5.19451	0.00729566	6.71608	0.0094327	0	859	13096	5751	60006	13278	48240
1	1006	207.448	0.20621	377.179	0.374929	126.411	0.125657	460.9	0.524346	2.23247	0.00221916	18.5172	0.0184068	2666	337	47457	38683	208806	162078	197040
1	813	105.738	0.130059	228.87	0.281513	5.52807	0.00679959	63.1	0.0776138	6.77038	0.00832765	6.71608	0.00826086	15080	7571	162355	51367	416565	738135	405680
1	579	0	0	0	0	0	0	41.7	0.0738053	4.97564	0.00859351	0	0	1245	4180	16853	16156	15065	16022	718962
1	514	128.725	0.250437	218.443	0.424987	64.2751	0.125049	0	0	4.18771	0.00814729	0	0	1253	23166	141604	16775	776422	876879	784001
1	27839	0	0	0	0	110.951	0.00398546	478.4	0.854286	253.554	0.00910786	319.494	0.0114765	0	626	124414	0	123058	3960691	101405
1	410	99.1923	0.241932	86.1467	0.210114	13.6113	0.0331982	2476.4	6.04	16.8092	0.0409981	0.863496	0.00210609	447	406	171129	29816	169773	4007406	148120
1	565	105.68	0.187043	332.267	0.588083	0	0	0	0	11.5636	0.0204666	0	0	6610	8241	89844	18900	323224	190884	403567
1	1087	87.8547	0.0808231	0	0	0	0	11.9	0.0109476	13.5772	0.0124906	29.215	0.0268767	3949	472	9052	9062	696771	415542	662795
1	696	105.738	0.151922	0	0	0	0	0	0	2.33461	0.00335433	14.3916	0.0206776	45658	5332	54007	9431	400701	254188	679214
1	1543	263.73	0.170921	277.866	0.180082	0.92358	0.000598561	0	0	4.18771	0.002714	24.8015	0.0160736	8657	18313	316685	86237	316792	6001120	4666072
1	1095	0	0	118.892	0.108578	0	0	0	0	4.47224	0.00408424	20.2442	0.0184878	482	2594	2011898	22963	1943069	6179660	2016343
1	1540	365.026	0.23703	286.333	0.18593	0	0	383.9	0.249286	8.29517	0.00538647	19.0929	0.012398	7343	1093	318020	51412	315463	3848054	312500
1	614	71.7344	0.116831	5.93796	0.00967094	0	0	65.2	0.106189	2.22518	0.00362406	7.67552	0.0125008	270	7860	11246	5852	82617	70920	262518
1	1251	212.201	0.169625	69.2952	0.0553919	89.2051	0.071307	158.1	0.126379	8.22951	0.00657835	0	0	15085	9205	111667	26856	217566	61263	420864
1	281	118.61	0.422101	0	0	92.5868	0.32949	28	0.0996441	2.50971	0.00893135	12.1369	0.0431919	4881	2623	170226	7327	102602	657180	225639
1	633	174.565	0.275774	24.2711	0.038343	0	0	0	0	2.65562	0.0041953	14.0558	0.022205	268	728	114963	134382	739945	319887	879433
1	1292	290.55	0.224884	0	0	0	0	649.3	0.5375	9.83456	0.00761189	18.9969	0.0147035	25765	228	17697	17677	30391	174046	17514
1	645	168.93	0.261908	102.127	0.158337	95.6475	0.148291	273.6	0.424186	3.28305	0.00509	27.9677	0.0433607	0	15696	42534	13452	43464	889851	98117
1	1237	94.1426	0.0761056	0	0	196.485	0.15884	1123.3	1.30616	13.8618	0.011206	46.0531	0.0372297	0	6700	1667	1043	7851	617080	26445
1	1123	0	0	0	0	60.4492	0.0538283	0	0	11.5563	0.0102906	15.0632	0.0134134	62756	6035	2920	2860	2745	1964292	82372
1	371	317.215	0.855027	0	0	0	0	0	0	11.3156	0.0305002	29.215	0.0787465	5837	31816	1186342	50331	385061	2518321	1472437
1	561	0	0	0	0	0	0	0	0	5.96785	0.0106379	13.4322	0.0239433	66291	9105	168012	77059	254974	560323	604900
1	1231	38.6173	0.0313707	25.76	0.0209261	110.951	0.0901309	214.5	0.174249	7.17164	0.00582586	0	0	29239	171	75688	9928	106876	245242	930191
1	710	119.472	0.16827	104.604	0.147329	0	0	629.2	0.886197	3.21009	0.00452125	0	0	7657	2295	34371	9411	135196	131448	380758
1	665	772.35	1.16143	118.892	0.178786	65.8055	0.0989556	0	0	3.85941	0.00580362	11.6572	0.0175296	3132	6446	9318	8414	62418	322826	117596
1	1057	143.341	0.135611	0	0	0	0	1106.7	1.04702	13.5626	0.0128313	37.0344	0.0350373	0	0	118146	45718	17913	1005404	456569
1	385	194.663	0.505617	0	0	0	0	78.6	0.204156	5.41338	0.0140607	14.3916	0.0373808	2147	3106	22140	1580	23508	1457005	5640
1	1865	512.345	0.274716	105.502	0.0565693	78.466	0.0420729	453.6	0.328696	17.7795	0.00953326	29.7427	0.0159478	0	2509	2479	2499	21089	1434212	243243
1	874	0	0	62.3984	0.071394	0	0	0	0	6.0554	0.00692838	8.44307	0.00966027	12905	8263	83163	11695	69542	1203108	475338
1	488	0	0	116.921	0.239593	27.5465	0.0564477	0	0	0.890072	0.00182392	4.89314	0.0100269	12417	8086	7841	8055	21922	377205	66246
1	312	0	0	22.0398	0.0706403	0	0	0	0	1.92605	0.00617325	0	0	0	488	56789	7109	56088	52037	892421
1	548	10.5624	0.0192745	13.3604	0.0243803	16.6236	0.030335	7.9	0.0144161	7.58749	0.0138458	11.8971	0.02171	21417	1428	2757	2761	112233	579067	111354
1	926	105.738	0.114188	0	0	0	0	0	0	4.04909	0.00437267	14.2477	0.0153863	11147	386	34322	339	34459	1511048	381515
1	983	462.232	0.470225	85.6644	0.0871459	210.347	0.213984	5.2	0.00528993	8.42649	0.00857222	1.67902	0.00170806	14647	116	370796	316492	655281	1931028	2298009
1	396	0	0	0	0	0	0	57.9	0.146212	2.15951	0.00545332	10.362	0.0261665	0	1063	1399	1339	128590	29553	62169
1	838	0	0	118.892	0.141876	0	0	425.3	0.507518	7.44887	0.00888887	0.047972	5.72E-05	14947	942	238120	11154	149316	1013080	261128
1	1465	237.482	0.162104	161.7	0.110375	0	0	514	0.406003	9.4187	0.00642915	3.98168	0.00271787	79815	6496	39068	1956	455518	118033	746270
1	523	53.3844	0.102073	0	0	40.6327	0.0776916	0	0	1.45913	0.00278993	6.71608	0.0128415	10440	13491	500994	86695	1009259	1515823	2599317
1	1137	105.738	0.0929973	67.3146	0.0592037	49.5879	0.0436129	40.3	0.0354442	8.25139	0.00725716	0	0	8067	6800	186221	40745	694486	1201050	2284544
1	957	0	0	23.7641	0.0248318	0	0	188.8	0.197283	13.6721	0.0142864	7.67552	0.0080204	3348	2656	81964	20590	425196	931760	2015254
