Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
465	0	0	0	0	0	0	1128.6	2.4271	0	0	0	0	31415	9327	9891	9909	128104	54156	202237
547	0	0	0	0	0	0	120.3	0.219927	2.94016	0.00537505	9.9302	0.0181539	0	5969	354	165	8122	67176	23307
442	137	0.309954	68.3631	0.154668	71.9269	0.162731	0	0	1.58316	0.0035818	1.87091	0.00423282	1384	470	251042	42198	250300	1652633	2374863
393	99.8705	0.254123	0	0	0	0	191.4	0.58	4.68382	0.0119181	11.7052	0.0297842	15921	6074	122386	905	1178120	1322326	1438067
1224	1374.6	1.12304	1017.64	0.831405	206.364	0.168598	3829.2	3.12843	24.7177	0.0201942	31.6615	0.0258673	0	6544	135618	135618	135163	1305699	1133804
861	0	0	0	0	0	0	0	0	18.0641	0.0209803	17.9415	0.020838	0	52365	5432721	1303	854	22218682	5779201
610	0	0	0	0	0	0	0	0	1.02139	0.00167442	22.0671	0.0361756	11341	5595	17164	15632	187057	1086557	676015
411	2.55114	0.00620715	104.011	0.253067	53.3254	0.129745	2269.8	5.52263	4.60357	0.0112009	9.30657	0.0226437	115	21183	1381781	470852	1381336	2343413	1792452
459	0	0	0	0	0	0	0	0	0	0	0	0	3021	12716	511664	196328	1766886	6405636	1769678
770	94.0001	0.122078	192.03	0.249389	109.163	0.141771	535.2	0.695065	7.60938	0.00988231	18.3733	0.0238614	4116	5910	39188	24991	315134	112717	566216
467	0	0	0	0	0	0	167.9	0.359529	0	0	0	0	1370	13491	780416	202022	827391	1200541	953033
2271	0	0	0	0	0	0	0	0	0	0	7.67552	0.0033798	498	59455	433341	30101	248402	944566	472811
753	112.107	0.14888	127.029	0.168697	283.507	0.376503	2281	3.09918	29.9414	0.0397628	50.3227	0.0668296	399673	77241	24920	823	9633	1540071	15731
1145	105.738	0.0923475	436.954	0.381619	0	0	912.9	0.797293	25.8631	0.0225879	7.67552	0.00670351	0	2482	44349	44369	51114	144078	75074
2041	179.996	0.08819	0	0	0	0	97.3	0.205708	5.99703	0.00293828	30.0305	0.0147136	16752	26520	543512	87564	2993007	2770448	3163045
760	414.676	0.545627	356.695	0.469335	45.9108	0.0604089	246.3	0.324079	5.83653	0.00767965	13.4322	0.0176739	0	24525	5460283	28865	28416	22246244	5806763
794	0	0	0	0	0	0	0	0	11.819	0.0148854	21.1077	0.026584	114376	74154	871307	18791	871080	2166770	1141774
1086	33.6584	0.030993	59.689	0.0549623	0	0	361.8	0.34622	6.21591	0.00572367	14.3916	0.0132519	4793	3418	507455	43958	1040869	1550884	1652181
593	153.955	0.259621	97.0176	0.163605	156.903	0.264592	212.7	0.358685	2.17411	0.00366629	0	0	0	22	49282	47352	46840	5923	45846
781	265.67	0.340166	0	0	0	0	138.9	0.177849	26.5052	0.0339375	25.3772	0.0324932	9248	6150	121032	1760	195243	46875	595559
713	196.091	0.275022	149.554	0.209753	65.0403	0.0912206	416.3	0.583871	6.07729	0.00852355	8.53902	0.0119762	91333	45910	244760	225804	441480	2518681	569115
752	8.3619	0.0111195	139.18	0.18508	17.548	0.0233351	89	0.140157	11.6147	0.0154451	13.4322	0.0178619	0	2489	390603	0	454734	190445	403791
1088	0	0	0	0	0	0	0	0	1.02139	0.000938781	0	0	32751	393	50970	50270	50105	4020086	191801
1236	185.797	0.150321	205.455	0.166225	311.395	0.251938	1278.8	1.03463	33.5017	0.0271049	75.7958	0.0613234	78822	1308	309944	1066	310033	230725	324722
577	0	0	0	0	0	0	0	0	0	0	0	0	0	6668	6745	4545	6276	216311	12814
583	105.738	0.181369	0	0	70.3966	0.120749	126.4	0.21681	1.8458	0.00316605	0	0	2931	10299	21163	8242	220323	1152179	539359
702	508.278	0.724043	78.5436	0.111885	0	0	147.5	0.210114	15.89	0.0226353	0	0	1521	0	18884	5881	20720	258860	977
876	0	0	87.4256	0.0998009	0	0	0	0	4.93187	0.00562999	0	0	4486	353	94551	61873	410402	3282708	1573813
708	105.738	0.149347	237.803	0.335879	110.951	0.156711	69	0.0974576	10.3015	0.0145501	30.5102	0.0430935	5747	3320	40114	32415	11168	863007	59892
578	0	0	0	0	0	0	0	0	0	0	0	0	10165	5717	8616	7576	7235	581114	2996
559	0	0	95.1232	0.170167	8.41698	0.0150572	265.9	0.475671	5.65414	0.0101147	15.8308	0.0283198	0	1785	19481	19541	19600	152753	27019
981	211.476	0.215572	118.892	0.121195	221.902	0.2262	1332.4	1.35821	8.25869	0.00841864	6.71608	0.00684616	0	664920	2293437	1382508	2292992	3255069	2704108
525	50.5703	0.0963244	14.8615	0.0283077	110.951	0.211335	1131.7	2.97034	8.5943	0.0163701	19.8124	0.037738	59521	5031	11252	11257	81027	218583	124256
498	0	0	157.207	0.315678	178.296	0.358023	123.9	0.248795	10.5349	0.0211545	28.5913	0.0574123	10832	20602	68709	68729	420758	599476	2362842
451	11.953	0.0265033	0	0	0	0	15.3	0.0339246	2.07197	0.00459417	15.3511	0.0340378	2345	4202	500439	17633	403775	752686	904093
782	0	0	0	0	0	0	156.8	0.200512	4.10016	0.00524317	0	0	0	2853	7365	7465	6361	1880597	11958
418	0	0	76.2416	0.182396	0	0	7378.7	17.6524	49.6616	0.118808	117.723	0.281635	12920	5261	654904	246575	754003	6236098	1082621
374	105.738	0.282722	209.052	0.558964	0	0	0	0	4.43576	0.0118603	0	0	56607	59495	277370	186630	301533	828605	600380
583	98.3822	0.168752	0	0	0	0	0	0	4.96105	0.00850952	0	0	241711	409250	31955	31935	71109	406470	1149036
886	231.825	0.261653	423.318	0.477785	0	0	1.3	0.00146727	6.97465	0.00787207	11.7052	0.0132113	0	18717	181167	26187	214832	1287114	1199009
628	105.738	0.168372	192.839	0.307069	34.4331	0.0548298	0	0	9.22172	0.0146843	14.4875	0.0230693	11007	175241	89747	66233	88716	469224	67813
646	1574.28	2.43696	127.128	0.196792	19362.8	29.9734	1629	2.52167	557.55	0.863081	392.747	0.607967	37951	16388	7550	7581	333736	12576	348819
748	152.133	0.203387	290.627	0.388538	129.681	0.17337	221.7	0.29639	26.2352	0.0350738	70.5189	0.0942766	0	688	76863	718	50729	256180	185579
656	105.738	0.161186	153.569	0.2341	110.951	0.169133	69.9	0.106555	4.78595	0.00729566	7.67552	0.0117005	5543	1183	1227307	29283	1735572	2242136	2678191
606	227.021	0.374623	471.652	0.778303	0	0	123.3	0.203465	5.95325	0.00982385	17.6537	0.0291315	38416	41961	321363	96041	95748	320146	135618
912	98.9028	0.108446	227.509	0.249461	202.195	0.221705	679.3	0.84176	9.84915	0.0107995	0	0	24940	16174	1005452	157607	1150109	1958751	1570906
1037	0	0	0	0	0	0	0	0	0	0	0	0	17146	88296	111973	21021	109856	1235330	134302
601	0	0	88.1811	0.146724	110.951	0.184611	112	0.186356	5.42797	0.00903157	6.86	0.0114143	0	2637	18194	18223	48418	20635	78487
430	0	0	0	0	0	0	0	0	0	0	6.71608	0.0156188	0	2402	321721	40935	617981	762270	606935
321	152.494	0.47506	126.995	0.395622	118.357	0.368712	0	0	1.98442	0.00618199	6.71608	0.0209224	14247	18531	110401	12409	832452	1098641	781885
1187	263.046	0.221606	0	0	0	0	1652.6	1.39225	16.0869	0.0135526	15.2551	0.0128518	13181	3331	899339	53379	1049283	1504314	972062
612	105.738	0.172774	115.924	0.189418	6.88662	0.0112526	410	0.669935	1.16731	0.00190736	0	0	224182	85560	5894795	14197	462928	22680756	6241275
287	0	0	0	0	0	0	0	0	0	0	0	0	30007	6275	9803	9905	157904	25121	204623
1698	61.8476	0.0364238	0	0	110.951	0.0653422	86.9	0.0511779	6.73389	0.00396578	29.4548	0.0173468	0	25424	30500	30479	29996	48485	68845
1036	229.5	0.221525	371.258	0.358357	23.5512	0.0227328	1067.8	1.03069	9.09769	0.00878155	25.6171	0.0247269	12276	0	44201	44201	95559	95629	332813
900	266.644	0.296271	533.079	0.59231	44.3804	0.0493116	0	0	2.74317	0.00304796	22.0671	0.024519	0	609	319593	249133	303957	39253	420587
378	0	0	0	0	0	0	0	0	0.569062	0.00150546	0	0	2790	12557	482758	36683	120204	4440708	404328
436	446.539	1.02417	0	0	0	0	101.9	0.233716	5.02672	0.0115292	18.5652	0.0425807	0	3460	4640	2960	2690	1436348	1700
692	138.045	0.199486	118.892	0.17181	0	0	285.7	0.412861	3.51651	0.00508166	7.72349	0.0111611	11304	8948	562214	194865	1027510	640084	1064400
694	0	0	107.994	0.155611	0	0	0	0	0	0	0	0	5946	2973	5157	5177	4888	23408	151614
711	95.192	0.133885	3.96308	0.00557395	75.4545	0.106124	0	0	1.16731	0.00164178	6.71608	0.00944596	16712	41306	635443	178520	679150	1195491	643780
1054	209.638	0.198897	851.122	0.807516	65.0403	0.0617081	0	0	9.61569	0.00912305	36.4587	0.0345908	3684	821	67046	5142	381831	769589	498648
1156	222.849	0.192776	135.227	0.116979	0	0	84.7	0.0732699	13.3948	0.0115872	14.3916	0.0124495	0	86960	5398247	32301	32944	22184208	5744727
572	417.491	0.729879	104.173	0.182121	0	0	76.7	0.156212	20.1944	0.0353049	13.9599	0.0244053	2682	0	2164	2164	19302	56264	586
761	211.476	0.277892	118.892	0.156232	134.607	0.176882	360.1	0.473193	3.29034	0.00432371	22.0671	0.0289975	9417	2	22700	11000	22309	105311	24790
562	103.888	0.184854	66.3461	0.118054	0	0	366.4	0.651957	3.96154	0.00704901	6.81203	0.012121	13076	677	279	299	0	1878608	5050
680	178.403	0.262358	262.709	0.386337	0	0	402.7	0.592206	2.1887	0.00321867	6.71608	0.00987659	15510	7370	21310	4608	182963	1984024	324740
502	0	0	0	0	110.951	0.221018	757	1.50797	5.41338	0.0107836	7.96335	0.0158633	214518	282390	4979759	33872	451138	21765720	5326239
681	273.081	0.400999	54.4923	0.0800181	221.902	0.325848	119.7	0.208901	4.96105	0.00728495	8.68293	0.0127503	16671	7556	77078	38524	123131	3681767	3870468
844	58.2813	0.0690536	0	0	0	0	70.1	0.0830569	1.88228	0.00223019	15.3511	0.0181885	33061	8548	59855	22113	537112	1100697	2034866
849	170.956	0.201362	0	0	0	0	439.7	0.600683	16.5903	0.019541	39.1452	0.0461074	2117	2812	106767	16416	4223	32035	551251
568	28.3937	0.0499889	79.2172	0.139467	108.656	0.191295	11.9	0.0209507	3.26845	0.00575432	0.191888	0.000337831	142	227	57260	5007	615216	1041972	806552
1674	135.737	0.0810854	361.007	0.215656	145.448	0.0868865	2304.3	1.37652	22.1496	0.0132316	92.2981	0.0551363	23708	956	10942	10409	165524	166595	1490010
766	155.186	0.202593	118.892	0.155212	110.951	0.144845	0	0	18.1516	0.0236966	28.1116	0.0366992	0	3092	43807	49044	1739	270487	63481
878	94.6377	0.107788	59.3777	0.0676283	0	0	0	0	2.08656	0.00237649	28.3994	0.0323456	12558	3919	52202	104041	722118	432433	706863
443	0	0	245.731	0.554698	0	0	81.6	0.184199	3.5311	0.00797088	7.67552	0.0173262	16353	860	19381	19437	129478	4038239	206040
700	11.0335	0.0157622	0	0	42.0849	0.0601213	561.9	0.802714	2.14493	0.00306418	6.71608	0.0095944	3359	23147	1651664	740735	1651219	2613296	2062335
901	0	0	48.5132	0.0538437	85.4663	0.0948572	694.1	0.780765	6.42748	0.00713372	13.4322	0.0149081	790	3438	3486	3486	42045	470322	11742
1402	366.866	0.261673	0	0	109.434	0.0780557	594.3	0.779921	3.13714	0.00223762	2.68643	0.00191614	253	4880	24735	8211	9093	36745	154462
446	0	0	277.426	0.622031	0	0	0	0	3.8667	0.00866973	13.4322	0.030117	14249	628	490112	29619	536011	612140	539483
406	0	0	0	0	0	0	0	0	0	0	0	0	8193	18034	17776	17776	17283	184743	75559
734	0	0	0	0	0	0	0	0	0	0	0	0	0	20551	192258	21263	120363	2470125	951284
1080	95.6242	0.0885409	23.7785	0.0220171	110.951	0.102732	104.3	0.0965741	4.23148	0.00391804	15.3511	0.0142139	244386	210913	219226	219226	218871	484150	224873
606	147.248	0.242983	0	0	0	0	66.6	0.109901	0.0583654	9.63E-05	0	0	31211	4933	8085	7466	33544	4418	318835
666	105.738	0.158766	2.97231	0.00446293	0	0	198.3	0.297748	6.09917	0.00915791	7.67552	0.0115248	0	936	25339	25319	48480	163831	400
1972	0	0	155.262	0.0787334	104.58	0.0530324	300.3	0.214347	9.67404	0.0049057	29.7427	0.0150825	8116	1370	22637	22646	46319	230339	72451
888	211.476	0.238148	118.892	0.133888	0	0	0	0	5.86571	0.00660553	0	0	0	2209	122133	1864	482597	14065378	853339
823	211.476	0.256957	344.181	0.418203	0	0	493	0.599028	8.67455	0.0105402	24.6576	0.0299606	0	1507	11911	11891	10022	167870	1157
613	0	0	0	0	0	0	0	0	0	0	0	0	20090	7372	42542	15476	41992	94074	36153
584	0	0	237.788	0.407171	0	0	0	0	6.0554	0.0103688	11.8011	0.0202074	41278	3352	335599	35710	333300	719504	649301
667	0	0	0	0	0	0	0	0	0	0	0	0	183367	143145	802443	12443	802216	2097906	1072910
988	280.436	0.283842	146.113	0.147887	0	0	162.8	0.164777	11.3229	0.0114604	48.1159	0.0487003	3842	0	78825	745	1293	166650	514415
364	1625.01	4.46432	46.5149	0.127788	119.646	0.328698	180.7	0.496429	134.466	0.369413	60.5886	0.166452	4542	5895	337398	22036	557438	641374	522649
786	147.749	0.187976	117.645	0.149675	255.54	0.325114	341.9	0.543561	4.0272	0.00512367	0	0	792	2550	229565	121754	268561	9751	577945
650	0	0	0	0	0	0	48.4	0.103198	2.78694	0.00428761	0	0	53139	5818	49929	6612	412199	484684	419329
783	0	0	0	0	0	0	0	0	0	0	0	0	26962	3096	7445	7781	7420	99407	0
1195	121.369	0.101564	356.692	0.298487	273.291	0.228695	343.8	0.287699	15.941	0.0133398	42.2154	0.0353267	7932	2221	59115	58900	165455	2819631	353225
513	142.214	0.277219	0	0	140.278	0.273446	223.5	0.435673	11.4469	0.0223137	15.6389	0.0304852	63418	33959	267214	86376	420276	459392	321385
404	105.738	0.261727	118.892	0.294288	43.6153	0.107959	69	0.170792	7.93768	0.0196477	2.30266	0.00569964	0	3647	18428	7908	7946	128736	251199
637	79.0032	0.124024	24.4943	0.0384526	1.38537	0.00217484	75.5	0.118524	8.03982	0.0126214	23.4583	0.0368262	6838	1780	8401	8435	766845	1900	1023300
615	1023.59	1.66437	113.412	0.184409	10.7125	0.0174187	111.4	0.181138	17.9911	0.0292538	14.3916	0.023401	0	35324	87428	1889	86828	372510	82127
703	0	0	0	0	0	0	247	0.857639	2.94015	0.00418229	0	0	53015	79348	560223	88877	321456	958251	519029
930	0	0	3.96308	0.00426138	0	0	0	0	7.47805	0.00804092	20.628	0.0221806	58145	12011	42909	12839	131481	369241	547623
773	42.8226	0.055398	231.511	0.299496	998.171	1.29129	217.9	0.281889	39.0464	0.0505128	109.568	0.141744	26704	2776	2518804	436384	2562511	3078852	2527141
378	9.75538	0.0258079	0	0	13.8153	0.0365484	772.4	2.04339	4.65464	0.0123139	0	0	20099	1742	2808	2808	32094	53109	90163
645	11.0335	0.0171062	0	0	25.2509	0.0391487	0	0	4.66923	0.00723911	12.4727	0.0193376	0	379	589429	13380	998574	1147221	981993
604	70.7764	0.117179	28.5934	0.0473401	0	0	108.1	0.178974	7.63126	0.0126345	14.3916	0.0238272	16097	19930	47319	41839	131337	76759	126071
569	2.75838	0.00484777	475.597	0.835848	0	0	0	0	9.7543	0.0171429	9.21062	0.0161874	0	876	903056	131100	1028484	918729	991427
928	169.633	0.182794	0.58903	0.000634731	67.7758	0.0730343	332.5	0.496269	8.71832	0.00939474	29.7427	0.0320503	3145	10077	31365	4360	122698	150891	206145
931	216.488	0.232533	188.116	0.202058	0	0	1687.1	1.81214	15.0145	0.0161273	7.67552	0.00824438	14040	3670	78863	29083	91316	4706	162421
348	0	0	0	0	29.842	0.0857529	0	0	0	0	3.54993	0.0102009	0	14375	302699	67760	1023800	4591822	1044229
1891	0	0	0	0	0	0	0	0	1.02139	0.000540134	6.71608	0.0035516	13810	22072	48347	48967	45371	100638	42348
703	58.2659	0.0828818	392.782	0.558722	183.597	0.261162	79.8	0.113514	3.54569	0.00504365	9.59441	0.0136478	0	0	12316	0	11996	31301	355297
656	222.509	0.339191	127.809	0.194831	339.719	0.517864	0	0	12.0524	0.0183726	71.7182	0.109326	26820	1803	29062	29042	28280	102362	58508
1890	0	0	0	0	0	0	0	0	0	0	0	0	42158	28424	1337753	101268	1764799	2008225	1749086
1476	0	0	0	0	0	0	0	0	0	0	0	0	21598	63579	81861	44603	180118	1164629	204564
877	0	0	308.136	0.351352	0	0	0	0	4.15853	0.00474176	6.71608	0.00765802	0	9767	1035816	18807	1279929	2685159	1740658
540	0	0	0	0	0	0	61.5	0.113889	4.0272	0.00745778	7.67552	0.0142139	4690	1955	3391	0	37955	127886	570718
1051	145.275	0.138225	118.892	0.113123	0	0	0	0	2.74317	0.00261006	16.5503	0.0157472	7158	24252	183037	40735	975884	1366988	980942
656	211.477	0.322373	289.746	0.441686	0	0	262.8	0.40061	13.1614	0.0200631	13.4322	0.0204759	3078	2915	5309	4211	117969	99512	353173
483	0	0	118.892	0.246154	87.1174	0.180367	130.6	0.270393	3.8521	0.00797537	48.6436	0.100711	55013	57901	275776	185036	299939	827011	598786
834	49.8098	0.059724	290.239	0.348009	83.0392	0.0995674	123.2	0.147722	3.96884	0.0047588	25.8569	0.0310035	0	17454	86603	31605	85699	890931	133708
2031	0	0	0	0	0	0	360.5	0.951187	0	0	0	0	711	4248	416035	73387	472029	449862	730199
463	34.02	0.0734774	82.2339	0.177611	182.86	0.394946	356.1	0.769114	0.496105	0.0010715	23.7941	0.0513912	0	1897	28617	27897	28052	52440	636659
505	0	0	0	0	0	0	385	0.762376	2.53889	0.0050275	1.15133	0.00227986	23374	21874	53197	40276	252357	1184213	571393
522	175.617	0.336431	23.7785	0.0455526	110.951	0.21255	0	0	2.67021	0.00511535	14.3916	0.0275701	0	609	319593	249133	303957	39253	420587
934	137.605	0.147329	0	0	0	0	180.6	0.193362	6.5661	0.00703008	27.9197	0.0298926	15673	64135	32123	2381	31856	195654	95348
2166	0	0	75.2985	0.0347639	0	0	114.6	1.16939	0.408557	0.000188623	40.6803	0.0187813	26018	8390	481333	53197	444294	1282463	1324384
1185	165.503	0.139665	341.823	0.288458	0	0	0	0	12.5923	0.0106264	13.72	0.0115781	0	4387	636502	41043	1208434	2074152	1249385
437	0	0	0	0	24.4858	0.0560315	133.9	0.306407	0	0	0	0	2536	7134	418571	17995	416938	793710	396867
414	270.322	0.652953	246.71	0.595917	0	0	0	0	3.50192	0.00845874	0	0	0	0	130108	28678	227749	1727353	279781
687	0	0	0	0	0	0	0	0	0	0	0	0	15434	7956	579412	264076	1834634	6338224	1837426
770	94.0001	0.122078	192.03	0.249389	109.163	0.141771	535.2	0.695065	7.60938	0.00988231	18.3733	0.0238614	0	10609	6187	6271	828688	5782189	2502869
695	317.214	0.456423	0	0	94.568	0.136069	239.7	0.349417	4.94647	0.00711722	7.57958	0.0109059	15606	5249	8065	8065	7297	31314	155928
807	529.206	0.655769	177.489	0.219936	0	0	132.7	0.164436	10.0315	0.0124307	25.2813	0.0313275	1703	4477	180715	27818	316369	1065217	821192
815	4.0707	0.00499472	61.3682	0.0752985	74.5132	0.0914273	54.9	0.067362	9.01015	0.0110554	4.7972	0.00588614	11251	4650	10411	10631	39091	63733	302344
640	52.4968	0.0820262	8.06742	0.0126053	93.2896	0.145765	98.5	0.153906	3.42167	0.00534635	6.71608	0.0104939	0	1341	644759	36458	976031	976122	4506360
306	105.738	0.345549	106.01	0.346438	63.7086	0.208198	539.6	1.7634	3.65513	0.0119449	14.8234	0.0484423	0	1101	35367	1207	34011	3871644	12358
488	67.1206	0.137542	30.7139	0.0629383	61.2144	0.125439	0	0	0	0	0	0	16275	3945	1319544	72087	2694615	2785744	2741696
888	201.362	0.226759	97.071	0.109314	69.9934	0.0788215	91.5	0.103041	3.05688	0.00344243	6.71608	0.00756315	5651	1873	400642	335915	400203	574123	1208786
658	105.738	0.160696	687.526	1.04487	110.951	0.168619	48	0.0729483	1.81662	0.00276082	0	0	0	235	950593	16093	480638	1988537	996772
1544	0	0	0	0	0	0	0	0	0	0	0	0	76628	119203	362658	86685	362431	1658121	633125
451	0	0	203.123	0.450384	0	0	13.1	0.0295045	3.50192	0.00776479	0	0	107366	2147	145306	13090	279572	17945	319642
759	0	0	0	0	13.7732	0.0181466	101.4	0.133597	5.83653	0.00768976	2.87832	0.00379225	23337	16798	192657	27339	382049	666095	325665
542	0	0	0	0	0	0	0	0	0	0	0	0	43587	111422	329816	261910	271946	108642	1446897
650	73.2516	0.112695	237.811	0.365863	61.2706	0.0942624	989.4	1.52215	8.9226	0.0137271	22.0671	0.0339494	0	13633	96900	24055	471195	565403	890834
1543	263.73	0.170921	277.866	0.180082	0.92358	0.000598561	0	0	4.18771	0.002714	24.8015	0.0160736	8657	18313	316685	86237	316792	6001120	4666072
906	118.61	0.130917	189.237	0.208871	0	0	85.9	0.0948124	6.74849	0.00744867	6.71608	0.00741289	900079	1402	4293777	4319	1136699	21079738	4640257
745	105.738	0.14193	0	0	110.951	0.148928	365	0.489933	6.02621	0.00808888	20.1483	0.0270446	0	1592	730783	3929	686314	3655827	725449
1212	0	0	0	0	0	0	0	0	1.16731	0.000963125	0	0	1090	6582	1019471	9742	10342	10298	1202080
558	0	0	118.892	0.213069	77.2832	0.1385	59.8	0.107168	12.6361	0.0226453	0	0	110	3966	911	915	7738	230889	23734
457	282.714	0.61863	249.778	0.54656	0	0	11.3	0.0247265	6.15754	0.0134738	0	0	1596	12741	15282	15262	36265	889273	167131
471	655.035	1.39073	689.96	1.46488	168.699	0.358173	497.8	1.0569	55.1771	0.117149	23.6502	0.0502127	5537	1935	65149	24482	149919	283584	457238
1065	84.5903	0.0794275	0	0	0	0	1068.7	1.37189	4.3774	0.00411023	5.08503	0.00477468	63418	230957	210277	210257	249431	228177	1327358
386	123.374	0.319622	661.406	1.71349	0	0	51.6	0.133679	10.4766	0.0271414	18.0375	0.0467292	0	1635	226509	78789	388381	133516	544003
503	0	0	0	0	0	0	0	0	0	0	0	0	809929	666429	146462	146462	1031599	4561522	4589307
852	319.865	0.375429	0	0	20.5239	0.0240891	209.8	0.246244	2.04279	0.00239764	16.8862	0.0198194	21545	261	203735	38665	176468	3744490	196897
523	0	0	0	0	0	0	0	0	1.07246	0.0020506	3.64587	0.00697107	501295	205050	271598	40466	174048	1496382	1186661
644	82.7514	0.128496	0	0	24.4858	0.0380214	107.8	0.167391	4.74218	0.00736363	1.58308	0.00245819	7343	1093	318020	51412	315463	3848054	312500
890	0	0	118.892	0.133587	0	0	0	0	14.4454	0.0162308	2.68643	0.00301846	0	6877	39265	18030	233759	49846	222494
817	0	0	0	0	0	0	0	0	1.29863	0.00158951	7.67552	0.00939476	257595	144514	199253	161073	469591	572796	286313
716	248.565	0.347158	122.972	0.171748	91.4352	0.127703	17764.6	24.8109	489.029	0.683001	186.851	0.260965	46733	515491	2144008	1233079	2143563	3105640	2554679
647	301.458	0.465932	301.068	0.46533	91.7401	0.141793	775.8	1.19907	2.33461	0.00360837	33.3885	0.0516052	0	3099	86496	3341	72407	28712	81964
581	1132.87	1.94986	75.5326	0.130005	0	0	574.8	1.05662	18.3632	0.0316062	29.7906	0.0512747	47231	15518	428825	1680	889119	472893	995342
1303	483.875	0.371354	71.0369	0.0545179	0	0	33.1	0.0254029	23.0178	0.0176653	27.8238	0.0213536	3101	7250	135218	45998	134483	289725	743
1041	105.738	0.101573	10.6382	0.0102192	0	0	0	0	3.98343	0.00382654	20.7239	0.0199077	9586	4970	114771	16665	24945	35985	361261
686	0	0	183.542	0.267554	0	0	256.9	0.37449	11.6293	0.0169523	6.71608	0.0097902	0	876	26209	35979	177729	63656	840330
518	0	0	93.1324	0.179792	70.519	0.136137	0	0	1.02139	0.0019718	0	0	3530	245	51377	25661	53404	1147932	818549
591	194.698	0.329439	3.46381	0.00586093	0	0	0	0	2.20329	0.00372808	0	0	9564	3189	866536	179235	863328	1275069	1036731
576	0	0	118.892	0.20641	107.007	0.185776	0	0	3.61865	0.00628238	14.1997	0.0246523	9647	570	258458	132798	289846	631151	767085
4044	0	0	0	0	0	0	0	0	1.02139	0.00025257	0	0	2470	1414	103369	80570	2894862	3244523	2858720
4910	0	0	0	0	0	0	0	0	0	0	0	0	27664	1385	113738	1343	100952	595264	234933
911	17.1675	0.0188447	0	0	152.225	0.167097	610.5	0.670143	14.6935	0.0161289	43.5106	0.0477614	3809	2399	4730	4311	60923	413876	37240
574	0	0	0	0	0	0	0	0	3.21009	0.00559249	7.67552	0.013372	10918	6783	13637	13637	12670	513445	75
690	0	0	166.865	0.241833	0	0	544	0.788406	8.39002	0.0121594	7.67552	0.0111239	0	176	551167	36353	1059432	1565996	2649490
620	34.3278	0.0553674	262.407	0.423236	0	0	618.3	0.997258	3.79374	0.00611894	12.4248	0.0200399	15345	3	36812	36872	96862	511867	98933
691	648.709	0.938798	0	0	76.5757	0.110819	0	0	4.93917	0.00714785	14.3916	0.0208272	23620	1054	24036	24064	297477	180327	381900
290	0	0	0	0	0	0	0	0	0	0	3.21412	0.0110832	6102	7612	9414	9454	48398	1063514	156202
706	259.792	0.367977	333.115	0.471834	0	0	0	0	6.5661	0.00930042	28.7832	0.0407694	0	10655	105548	5198	1058256	2596971	1376816
580	0	0	169.848	0.292841	0	0	202.3	0.348793	3.04959	0.00525791	3.74182	0.00645141	0	14077	298799	53429	297842	853122	279384
775	88.6057	0.11433	0	0	0	0	0	0	7.55102	0.00974325	2.15874	0.00278547	22190	1286	373454	5294	521758	1086564	721065
453	59.1495	0.130573	402.857	0.88931	69.4958	0.153412	221.1	0.488079	9.62298	0.0212428	11.7531	0.0259451	799	5043	123829	3526	848869	1138438	1276617
572	32.1811	0.0562607	118.892	0.207854	110.951	0.19397	42.7	0.0746504	10.7538	0.0188004	29.3109	0.0512428	0	1905	2072	2052	115051	222601	108757
514	322.346	0.627133	0.98966	0.00192541	0	0	182.3	0.412443	8.27328	0.0160959	15.3511	0.0298659	6079	17006	205919	43374	28652	603947	164725
579	7.4817	0.0129218	0	0	0	0	351	0.606218	3.58217	0.00618682	6.71608	0.0115994	89883	4490	85540	49461	969652	3037569	1098719
653	0	0	118.892	0.182071	0	0	331.8	0.508116	3.1955	0.00489357	7.67552	0.0117542	0	13	65190	1950	60453	207190	48074
517	73.5568	0.142276	0	0	1.53036	0.00296008	69	0.133462	7.09138	0.0137164	0	0	0	2051	172933	30220	172461	3886363	1596181
473	0	0	172.41	0.364503	0	0	152.4	0.322199	16.6122	0.035121	20.8678	0.044118	1217	5321	301192	35393	2734700	2709349	2865521
779	4560.01	5.85367	208.337	0.267442	0	0	0.1	0.00012837	99.9068	0.12825	80.6889	0.10358	10496	6997	19216	18396	91613	28745	68544
858	82.406	0.0960443	199.555	0.232582	0	0	85.2	0.0993007	6.96736	0.00812046	0	0	29974	4619	7154	6452	7333	339617	14906
603	105.738	0.175353	470.637	0.780492	0	0	75.2	0.12471	5.72709	0.00949767	26.8164	0.0444716	112772	124811	125266	123406	140902	130516	134971
699	105.738	0.15127	0	0	0	0	158.8	0.411399	10.5058	0.0150297	6.71608	0.00960813	62923	17074	260529	14597	260302	1555992	530996
624	0	0	0	0	0	0	18	0.0288462	3.61865	0.00579911	15.3511	0.0246011	0	9579	128599	59195	128073	10486433	3581712
