Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1022	0	0	118.892	0.116333	110.951	0.108563	224.3	0.219472	12.4756	0.012207	13.4322	0.013143	34608	6518	26045	26077	138658	938596	810559
530	0	0	53.5016	0.100946	0	0	0	0	3.57487	0.00674504	14.3916	0.027154	228236	23999	349032	257907	348346	5178078	328102
527	211.476	0.401283	93.1035	0.176667	0	0	31.5	0.0597723	0	0	7.67552	0.0145646	1608	2770	159124	55390	227857	62974	279244
811	74.6657	0.0920663	346.425	0.427158	0	0	0	0	7.52912	0.00928375	21.1077	0.0260267	15662	624	1528	773	956	5118	81272
737	0	0	0	0	110.951	0.150544	19.9	0.0292647	5.26746	0.00714717	24.082	0.0326757	0	892	3993	3953	2338	836114	17627
458	195.846	0.427611	96.1047	0.209836	110.951	0.242251	163.4	0.356769	6.71201	0.014655	27.7278	0.0605411	472	69058	918164	15543	679397	1316192	876970
1047	22.5071	0.0214968	118.892	0.113555	0	0	172.3	0.164565	7.55831	0.00721902	0.23986	0.000229093	0	184829	5299577	130170	130813	22085538	5646057
800	99.7186	0.124648	6.43261	0.00804076	0	0	268.9	0.336125	6.30345	0.00787932	29.167	0.0364587	2727	2810	21570	6532	36643	14227	271712
859	0	0	0	0	0	0	0	0	5.09237	0.00592825	9.54643	0.0111134	11339	2647	7245	6925	10772	550440	38326
1311	74.5795	0.0568875	150.501	0.114799	36.4811	0.0278269	2	0.00194363	6.63905	0.00506411	14.3916	0.0109776	3337	176	29608	7546	60169	209351	66719
739	0	0	0	0	0	0	52.5	0.0710419	6.10647	0.00826315	4.89315	0.00662131	29412	2407	7120	7200	47126	834875	30567
303	168.261	0.555317	0	0	0	0	0	0	9.96588	0.0328907	14.7274	0.0486053	14075	8892	16855	16855	106466	222090	271642
473	0	0	0	0	45.9108	0.097063	0	0	4.61815	0.00976354	14.3916	0.0304262	10795	125	51016	22659	304440	280816	939821
570	0	0	0	0	0	0	53.5	0.0938597	2.04278	0.00358383	10.266	0.0180106	4372	186014	453403	16938	214636	851431	412209
811	212.396	0.261894	118.892	0.1466	0	0	828.5	1.02158	5.69062	0.00701679	44.2782	0.054597	10879	5759	9079	7859	7965	2653	119226
1082	105.738	0.0977245	294.694	0.27236	166.989	0.154333	211.2	0.195194	9.63027	0.00890044	43.6066	0.0403018	0	185	18746	1986	374825	240422	1508972
674	254.271	0.377256	50.3088	0.0746421	44.1572	0.0655151	35.2	0.0522255	27.1253	0.0402452	24.4657	0.0362993	0	3198	97862	38830	177495	679928	220108
650	221.59	0.340907	214.006	0.32924	58.1537	0.0894672	69	0.106154	7.15704	0.0110108	0	0	18691	2820	6410	6410	37701	223319	472193
1158	1555.76	1.34349	96.1127	0.0829989	0	0	0	0	10.9873	0.00948815	0	0	0	4028	885110	95785	1137143	1088043	1406231
332	0	0	52.5108	0.158165	0	0	0	0	0.233461	0.000703197	0	0	4088	15696	951848	94953	2165842	2009197	2260482
1116	0	0	189.237	0.169567	0	0	617.3	0.553136	7.79177	0.00698187	21.1077	0.0189137	8230	0	293495	122048	692487	743798	1021376
718	95.2814	0.132704	219.722	0.306019	236.955	0.330021	2667	3.75634	42.9569	0.0598285	35.2115	0.0490411	1587	43250	199193	75914	198966	1494656	469660
575	0	0	118.892	0.206769	0	0	371.8	0.646609	3.72079	0.00647094	13.4322	0.0233603	3502	3645	15862	13232	17818	99582	222463
962	80.4091	0.0835853	73.857	0.0767744	0	0	48.4	0.0582431	5.40608	0.00561963	17.126	0.0178025	6757	2241	2217	2256	62577	27282	287860
498	0	0	246.22	0.494417	0	0	171.8	0.34498	5.54471	0.0111339	27.8238	0.055871	2591	8865	111004	28297	520149	668796	503568
1010	133.598	0.132275	0	0	0	0	4	0.00506329	0	0	0	0	18397	125	59165	57612	560748	191422	643104
896	236.659	0.264129	173.388	0.193514	24.7327	0.0276035	68.5	0.0764509	8.59429	0.00959185	14.3916	0.0160621	10967	2615	192579	150234	1086985	1578944	1136978
2336	34.5469	0.0147889	111.453	0.0477112	42.6942	0.0182766	115.2	0.0493151	13.694	0.00586214	10.4099	0.0044563	9783	9508	337518	7729	1717927	1803718	1759670
520	181.134	0.348334	118.892	0.228639	110.951	0.213367	40.7	0.0782692	3.15173	0.00606102	1.91888	0.00369015	0	12819	46634	46594	454485	3125539	357875
397	74.1001	0.18665	0	0	0	0	38.2	0.0962217	1.16731	0.00294032	6.90797	0.0174004	0	2273	51659	2959	206805	1733515	1137638
387	179.333	0.463392	60.3796	0.15602	137.434	0.355128	647.2	1.67235	34.6034	0.0894144	47.3484	0.122347	8715	7103	183233	94389	417006	1822236	877735
349	100.214	0.287147	82.0374	0.235064	0	0	9.5	0.0272206	3.39248	0.00972058	3.40601	0.00975935	0	5110	115303	27359	115367	305645	640252
360	55.8845	0.155235	60.9107	0.169196	0	0	6.3	0.0175	2.64103	0.00733619	7.72349	0.0214541	9887	8036	137020	137040	424732	783749	459487
860	89.4872	0.104055	163.859	0.190534	75.7151	0.0880408	339.7	0.395	7.26648	0.0084494	22.259	0.0258826	58429	47	13777	476	36	32130	240585
625	282.029	0.451246	0	0	34.3608	0.0549774	0	0	6.51503	0.010424	0	0	233	25925	434912	58367	564332	1572147	1725217
941	1057.38	1.12368	118.892	0.126347	21.425	0.0227684	122.5	0.130181	10.0097	0.0106373	7.67552	0.00815677	12117	0	2336	925	270	2256174	2605836
419	56.0871	0.133859	132.763	0.316857	0	0	81.2	0.193795	3.7062	0.00884533	0	0	1897	930	69042	64636	29655	2583786	117380
430	0	0	0	0	0	0	0	0	3.35601	0.00780466	21.1077	0.0490876	0	179	64265	35418	260593	298743	4289468
1254	277.593	0.221366	0	0	50.056	0.0399171	356.2	0.284051	8.20032	0.00653933	37.5141	0.0299156	15976	3862	256875	35367	19057	1503088	1586732
659	88.0084	0.133548	0	0	29.4639	0.04471	323.4	0.490744	6.90899	0.0104841	18.2773	0.027735	121759	31497	496770	152188	3137308	3774103	3334881
883	0	0	0	0	0	0	0	0	0	0	0	0	7148	2319	821913	35104	1448385	978836	1476132
587	10.1141	0.0172301	0	0	0	0	85.1	0.144974	1.57586	0.00268461	0	0	0	13474	38994	6809	61573	769019	57810
785	105.738	0.134698	174.376	0.222134	0	0	181.6	0.231338	4.55979	0.00580865	18.7091	0.0238332	908	5493	12864	626	47926	1291652	513787
1144	199.492	0.174381	269.503	0.235579	188.234	0.16454	2889.9	2.52614	38.937	0.0340358	77.6187	0.0678485	2730	1649	4349	15784	118376	22544	135473
544	0	0	75.5915	0.138955	63.5208	0.116766	319.6	0.5875	3.56028	0.00654463	0	0	49114	4891	76421	76441	223669	846892	1198743
960	102.504	0.106775	87.4351	0.0910782	42.1574	0.043914	11354.3	11.8274	100.812	0.105012	79.6335	0.0829516	2264	471022	2099539	1188610	2099094	3061171	2510210
994	37.2131	0.0374377	74.8821	0.0753341	24.682	0.024831	68.5	0.126384	5.74898	0.00578368	11.2254	0.0112932	0	12072	44687	30703	44183	34772	55132
782	0	0	0	0	0	0	0	0	2.42216	0.00309739	0.47972	0.000613453	0	3250	606295	13753	800661	1154008	814696
822	172.61	0.209988	98.4805	0.119806	0	0	304.6	0.37056	0.890072	0.00108281	0	0	7758	22109	235030	21513	118454	5361825	5317777
674	0	0	107.913	0.160108	154.954	0.229901	0	0	5.8803	0.00872448	46.1491	0.0684705	46571	4893	276027	29619	327623	2454883	1119835
724	211.476	0.292094	237.798	0.328451	221.902	0.306495	86.4	0.119337	17.5971	0.0243055	13.4322	0.0185527	33522	14804	95878	46674	95535	605249	1074760
700	48.2343	0.0689062	78.7483	0.112498	295.814	0.422592	261.2	0.373143	3.48003	0.00497147	14.3916	0.0205594	0	2001	36022	1255	35341	414411	457255
886	307.101	0.346615	0	0	0	0	413.5	0.466704	10.3453	0.0116764	21.0597	0.0237694	6749	10629	11832	10652	11151	438538	481382
2065	375.974	0.18207	701.453	0.339687	0	0	484.1	0.234431	42.3878	0.0205268	40.5363	0.0196302	373	17404	329998	30348	403898	407509	498075
312	0	0	22.0398	0.0706403	0	0	0	0	1.92605	0.00617325	0	0	0	488	56789	7109	56088	52037	892421
907	545.16	0.601058	375.102	0.413563	360.002	0.396916	20732.9	22.8588	456.169	0.502943	945.816	1.0428	39463	9395	301032	60816	281528	1533942	1548230
591	0	0	166.449	0.28164	110.951	0.187735	0	0	1.53939	0.00260471	0	0	1787	2077	71276	50388	156386	609440	235450
381	0	0	586.329	1.53892	81.8743	0.214893	9.9	0.0259843	1.02139	0.00268082	0	0	15267	1498	176349	53853	527538	506087	1047343
636	165.937	0.260907	62.8512	0.0988226	0	0	0	0	6.5661	0.010324	28.9271	0.0454829	52107	43057	757995	56312	976565	976235	1701453
622	0	0	288.929	0.464515	0	0	151.1	0.242926	4.36281	0.00701416	12.8565	0.0206696	0	62367	5422600	7708	8351	22208561	5769080
366	0	0	149.919	0.409616	0	0	268.1	0.732514	6.909	0.0188771	7.67552	0.0209714	4835	610	191794	31031	191422	568806	394362
937	317.215	0.338543	113.437	0.121064	0	0	295.7	0.315582	10.1118	0.0107917	55.7915	0.0595427	1868	2470	204193	15517	149979	4162143	125763
672	59.9384	0.0891941	118.892	0.176923	0	0	94.3	0.140327	3.15173	0.00469007	0	0	0	14596	1928211	26936	1927764	2148346	2036593
333	0	0	0	0	68.8235	0.206677	1882.7	5.65375	21.2012	0.0636673	9.2586	0.0278036	376454	54022	1701	0	31614	1516852	37712
680	178.403	0.262358	262.709	0.386337	0	0	402.7	0.592206	2.1887	0.00321867	6.71608	0.00987659	6964	5116	33076	8552	114884	105188	1227639
617	256.785	0.416182	111.997	0.181519	45.9467	0.074468	134.6	0.218152	9.32386	0.0151116	0.191888	0.000311002	15381	0	6883	7483	5699	149919	17364
914	289.52	0.316762	390.312	0.427037	0	0	224.1	0.245186	6.93088	0.00758302	13.4322	0.014696	0	37951	217535	110874	217809	271887	453789
550	63.9518	0.116276	0	0	0	0	0	0	2.15952	0.0039264	0	0	20930	2076	41089	39874	83309	42237	314558
887	75.1602	0.0847352	279.393	0.314986	239.394	0.269892	109.2	0.123112	3.62595	0.00408788	22.9306	0.0258519	14215	520	1175	1155	94434	324405	1868212
922	1192.26	1.29313	27.7416	0.0300885	0	0	0	0	8.94448	0.00970118	24.2738	0.0263274	86855	2103	26285	24435	23759	109527	964
717	283.64	0.395593	134.682	0.18784	41.6099	0.0580334	999.9	1.45758	33.9759	0.0473862	61.74	0.0861088	398545	309174	38001	15333	272125	1825355	263585
853	350.4	0.410785	334.943	0.392665	164.257	0.192564	238.1	0.279132	4.75677	0.00557652	7.67552	0.00899827	0	9961	9572	9552	9359	432349	12058
907	0	0	512.258	0.564783	144.619	0.159448	262.2	0.289085	7.37591	0.00813221	6.71608	0.00740472	13640	2472	3210	3190	14483	1246646	183264
630	0	0	56.9498	0.0903966	0	0	0	0	2.04278	0.00324251	0	0	0	13655	630132	45028	1232548	4588717	5262817
738	0	0	118.892	0.161101	0	0	968.6	1.31247	3.77915	0.0051208	7.67552	0.0104004	0	14070	763512	109663	1332909	2646863	2012606
Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
538	101.291	0.188274	0	0	4.44378	0.00825981	85.2	0.158364	5.42798	0.0100892	33.3885	0.0620604	27063	2961	530178	221419	1828597	2465392	2026170
433	105.738	0.244198	130.782	0.302036	59.684	0.137838	140.4	0.324249	5.34772	0.0123504	3.07021	0.00709055	1706	4933	107447	4008	96030	102267	113688
731	282.7	0.38673	118.892	0.162643	32.3253	0.0442207	158.1	0.216279	6.13565	0.0083935	4.17356	0.00570939	11591	8259	21902	21093	26362	37431	116271
582	0	0	0	0	0	0	183.7	0.3674	1.07976	0.00185526	6.42825	0.0110451	3818	2818	168292	2896	250855	101481	222887
2312	58.8177	0.0254402	275.07	0.118975	241.271	0.104356	2560.2	1.10735	31.8091	0.0137583	80.0173	0.0346096	323	0	266279	48170	265693	3569306	280449
871	0	0	135.214	0.15524	0	0	0	0	4.27526	0.00490845	7.67552	0.00881231	125342	10788	82354	26554	76972	98746	1862112
912	0	0	308.136	0.337869	0	0	0	0	4.15853	0.00455979	6.71608	0.00736412	11276	668	1166492	59128	1560424	2448440	1446885
794	196.764	0.247814	0	0	0	0	167	0.210327	8.03983	0.0101257	21.1077	0.026584	29139	125786	315368	276274	286310	123006	1432449
659	104.347	0.158341	270.963	0.411173	0	0	0	0	4.94646	0.00750601	10.362	0.0157238	1588	12101	23508	12065	23104	20593	25859
765	401.111	0.524329	160.908	0.210337	447.115	0.584464	855.2	1.11791	26.5197	0.0346663	31.2298	0.0408232	0	5333	6166	366	5770	9272	81161
659	0	0	45.5754	0.0691585	0	0	227.3	0.344917	2.30543	0.00349838	15.351	0.0232944	0	0	118146	45718	17913	1005404	456537
764	0	0	98.7315	0.12923	0	0	247.7	0.324215	6.63176	0.00868031	5.9965	0.00784882	9702	10333	5562357	41277	130490	22348318	5908837
785	0	0	0	0	0	0	310.9	0.396051	8.76209	0.0111619	32.525	0.0414332	2729	10447	336287	74131	137023	327821	1028205
832	208.588	0.250707	441.064	0.530125	177.756	0.213649	373.2	0.448558	11.1915	0.0134514	13.1443	0.0157985	0	22327	212345	3865	22476	375070	324752
425	0	0	0	0	0	0	0	0	0	0	0	0	33831	1860	153983	27413	382169	2450086	511236
554	88.0084	0.15886	154.354	0.278617	53.4887	0.0965499	180.7	0.326173	2.33461	0.0042141	10.7457	0.0193966	4171	196	137268	10845	919511	954738	1180722
27839	0	0	0	0	110.951	0.00398546	478.4	0.854286	253.554	0.00910786	319.494	0.0114765	0	5342	41266	14612	597791	509510	1259714
876	332.504	0.379571	0	0	0	0	127.6	0.145662	16.211	0.0185057	34.4439	0.0393195	0	6478	83121	58291	441098	1505675	1073313
1071	264.14	0.24663	602.142	0.562224	66.6645	0.0622451	234.3	0.218768	9.48436	0.00885561	11.7052	0.0109292	214	0	1242248	21313	1242003	1241981	5456614
600	0	0	118.892	0.198154	0	0	98.5	0.164167	11.1186	0.018531	16.9821	0.0283035	1877	1776	98895	19457	219820	332033	339082
655	197.684	0.301807	0	0	0	0	2.4	0.00441176	0.634723	0.000969043	0	0	7164	0	62557	4137	213673	822965	1176069
541	312.011	0.576731	0	0	21.2297	0.0392417	106.9	0.197597	4.91728	0.00908924	0	0	5019	1010	90856	27214	88326	28028	51452
567	0	0	118.892	0.209687	0	0	367.2	1.95319	121.108	0.213594	78.9619	0.139263	10904	3574	675251	60211	927284	878184	1227873
627	0	0	320.926	0.511844	110.951	0.176956	132.6	0.211483	1.65612	0.00264134	8.82685	0.0140779	6348	5635	404699	58453	273280	125737	465509
1079	0	0	452.805	0.419653	110.951	0.102828	48.8	0.0452271	15.1093	0.0140031	6.71608	0.00622436	5666	2107	60285	7665	67802	273253	169001
523	0	0	118.892	0.227328	0	0	29.5	0.0564054	3.84481	0.00735145	17.8456	0.0341216	0	3929	125029	119372	177029	39473	103746
932	344.381	0.369507	249.766	0.267989	199.789	0.214366	110.9	0.118991	5.231	0.00561266	23.8421	0.0255817	9402	9973	109442	5575	3551	723193	754285
681	0	0	0	0	0	0	383.2	1.29898	2.83072	0.00415671	0	0	6306	7556	1600237	317375	1599263	1087645	1661922
520	0	0	0	0	0	0	0	0	0	0	0	0	6687	16268	587724	272388	1842946	6329477	1845738
897	77.7126	0.0866361	352.999	0.393532	25.2126	0.0281077	302.3	0.337012	14.5621	0.0162343	27.9197	0.0311257	238	2456	1485885	48335	1687765	1750303	1691976
730	291.053	0.398703	579.624	0.794006	78.644	0.107731	93.7	0.128356	24.4916	0.0335501	23.0266	0.0315433	0	30134	785351	45557	1607852	6281635	1724046
1002	105.738	0.105527	0	0	0	0	970.4	0.968463	6.50773	0.00649474	19.0929	0.0190548	19031	6756	25657	1203	48479	145309	153244
3145	472.198	0.150142	306.635	0.0974992	301.941	0.0960068	28487.4	9.30657	246.995	0.0785357	1042.19	0.331381	522496	47955	1216960	10424	46825	1359211	1352350
421	0	0	27.7416	0.0658944	0	0	0	0	0.525288	0.00124772	5.27692	0.0125343	1664	4685	478851	25001	643578	918801	430337
930	30.9588	0.033289	13.1129	0.0140999	0	0	26.2	0.028172	6.12835	0.00658963	7.67552	0.00825325	17344	35	319237	22129	644123	757342	700242
512	162.235	0.316865	76.5175	0.149448	94.7787	0.185115	894.3	2.08949	15.5252	0.0303226	13.3362	0.0260473	67922	735	1088753	35263	1088526	2384216	1359220
2507	302.503	0.120663	221.932	0.0885251	221.902	0.088513	1432.8	1.28157	86.2494	0.0344034	36.4587	0.0145428	532481	36153	1226945	0	35023	1347409	1362335
690	167.233	0.242366	231.189	0.335056	0	0	543.8	0.788116	8.34624	0.012096	7.38769	0.0107068	9365	3365	182037	44398	786407	3390341	2420658
583	79.0032	0.135512	10.3909	0.0178232	1.38537	0.00237628	37.7	0.0646655	7.54372	0.0129395	20.8678	0.0357939	66688	4593	31105	31131	111311	322179	219782
850	0	0	67.7387	0.0796926	219.905	0.258712	69.7	0.0973464	5.69062	0.00669485	4.70126	0.00553089	0	2897	12233	5389	5014	121280	2813
608	105.738	0.173911	0	0	221.902	0.364971	69	0.113487	5.90948	0.00971954	27.1042	0.0445792	1011	3611	21087	14707	14942	106775	27266
500	41.1806	0.0823612	87.4516	0.174903	37.8187	0.0756373	275	0.55	6.43477	0.0128695	1.96685	0.0039337	0	12677	648462	100665	1786892	1895945	1660384
1105	93.3723	0.0844999	22.2012	0.0200916	44.1568	0.0399609	137	0.142116	22.7698	0.0206061	22.4989	0.020361	62886	0	92615	3580	91620	294557	135214
794	215.541	0.271462	84.624	0.106579	0	0	0	0	5.35501	0.00674435	0	0	0	42716	73552	36463	72972	887488	336527
494	0	0	62.3552	0.126225	110.951	0.224597	91.6	0.185425	8.4192	0.0170429	6.90797	0.0139837	142682	23649	126928	127092	131570	63793	521383
461	135.281	0.293452	224.944	0.487948	165.949	0.359977	267.3	0.579826	4.41387	0.00957456	0	0	9074	9417	568023	29338	1454616	292904	2913081
1286	375.138	0.291709	541.046	0.42072	204.446	0.158978	5951.8	4.62815	11820.6	9.19174	4641.92	3.60958	2869	3613	397080	17392	586334	2021722	608549
1000	0	0	149.453	0.149453	365.658	0.365658	0	0	9.74701	0.00974701	18.0375	0.0180375	4526	908	698	0	0	198417	62
621	70.0297	0.112769	0	0	0	0	1.8	0.00289855	14.4235	0.0232263	0	0	16632	25892	15499	15562	28232	24932	140638
467	30.4162	0.0651311	97.6167	0.209029	0	0	563.1	1.20578	0.372079	0.000796743	0	0	0	24524	382465	180344	1763166	2041946	2230647
894	226.817	0.253711	185.274	0.207242	177.922	0.199017	516.4	0.577629	5.7198	0.00639799	16.5024	0.018459	161920	266949	581131	455329	580794	484787	583471
560	211.476	0.377635	0	0	221.902	0.396254	729.1	1.30196	4.29714	0.00767347	0.527692	0.000942307	8502	4411	955820	20552	1402790	2039585	1600363
389	0	0	0	0	0	0	85.5	0.219794	6.08458	0.0156416	0	0	12106	953	144618	3332	142285	164158	260004
482	0	0	127.726	0.264991	0	0	12388.7	25.7027	18.3924	0.0381585	45.5254	0.0944511	19379	2043	111713	32185	1367765	1369557	2017663
466	0	0	118.892	0.255134	0	0	186.6	0.400429	2.65562	0.00569876	0	0	246025	4521	4900	4909	23200	6436	704484
561	0	0	0	0	110.951	0.197774	0	0	3.57487	0.00637232	0	0	270	7860	11186	5852	82557	70920	262458
956	129.644	0.135611	118.892	0.124364	0	0	477	0.498954	4.78596	0.00500623	7.67552	0.00802879	7180	5862	335686	178158	767904	553167	800433
658	50.5703	0.0768546	274.356	0.416955	95.4782	0.145104	0	0	4.18042	0.00635322	19.4287	0.0295268	18468	2229	21473	1873	1687	1621045	33780
1304	740.168	0.567613	0	0	0	0	143.1	0.109739	22.2153	0.0170363	62.1238	0.0476409	743	2384	2073	2791	114	350348	8989
446	0	0	112.465	0.252164	0	0	0	0	2.23248	0.00500555	6.71608	0.0150585	16279	1528	106955	23404	106860	110363	150004
452	212.396	0.469902	0	0	0	0	366.3	0.830612	0.627427	0.00138811	0	0	31441	5798	8558	7591	56808	56310	634
642	0	0	0	0	0	0	263.5	0.538855	5.7198	0.00890935	15.447	0.0240607	15931	9529	25513	9833	80868	159799	4418
1073	0	0	0	0	0	0	0	0	0	0	0	0	2336	44317	62599	25341	199783	1145367	224229
518	36.9227	0.0712794	33.7057	0.0650689	65.7779	0.126984	525.7	1.01486	5.55929	0.0107322	9.78629	0.0188924	387569	298198	27025	4357	282566	1835796	274026
2135	422.952	0.198104	560.759	0.262651	110.951	0.0519677	2518	1.20191	19.9609	0.00934939	73.781	0.0345578	0	360	45303	45323	445643	443227	487401
476	51.0778	0.107306	0	0	0	0	12.7	0.0266807	4.08558	0.00858314	20.1483	0.0423283	1519	12032	23508	11996	23104	20524	25859
512	0	0	141.295	0.275967	0	0	0	0	0.124026	0.000242239	3.5979	0.00702715	32029	17214	31754	27460	31300	3600	40789
2069	743.275	0.359244	303.706	0.146789	86.663	0.0418864	2513.3	1.21474	30.9336	0.014951	66.2014	0.0319968	0	10608	670206	261877	769305	6251400	1097923
586	0	0	118.892	0.202888	0	0	90	0.153584	5.12155	0.00873985	2.30266	0.00392945	29153	85	75688	9928	106790	245242	930191
624	55.8539	0.0895095	107.569	0.172386	36.2291	0.0580594	504	0.807692	2.55348	0.00409212	7.77146	0.0124543	0	6334	301628	47722	320435	360709	616433
1060	16.5503	0.0156135	166.449	0.157028	172.147	0.162403	354.2	0.334151	19.0417	0.0179639	16.7902	0.0158398	15148	2188	90149	16421	59235	60231	191845
733	0	0	0	0	0	0	333.9	0.455525	12.6069	0.0171991	14.3916	0.0196338	39188	2740	2929	3109	92311	189601	95274
587	71.224	0.121336	0	0	0	0	49.5	0.132708	3.96884	0.00676123	5.133	0.00874447	0	404	4144	2229	13933	762542	902294
907	0	0	0	0	0	0	370.6	0.534006	2.72858	0.00300835	0	0	23830	22818	56654	50474	56275	22893	60294
386	0	0	0	0	1.1544	0.00299067	34.6	0.311712	0.415853	0.00107734	0	0	0	2649	814	774	371	418438	7153
580	107.577	0.185477	0	0	0	0	57.2	0.0986207	14.8832	0.0256606	13.4322	0.0231589	13647	3990	549210	76775	1095274	1386795	2617637
1164	60.3475	0.0518449	149.468	0.128409	0	0	449.8	0.386426	21.566	0.0185275	22.0671	0.018958	0	2233	161421	50240	159190	1140930	853185
739	103.899	0.140594	118.892	0.160883	0	0	111.7	0.186167	7.06951	0.00956631	7.67552	0.0103864	0	20719	934724	63043	1622947	12871767	6479135
548	0	0	0	0	0	0	0	0	0	0	0	0	372809	986	51927	14436	93783	11232	184134
1109	433.481	0.390875	247.344	0.223033	78.8414	0.0710924	263.9	0.271223	6.97465	0.00628914	7.67552	0.00692112	13577	677	86779	27770	805510	132327	917492
716	36.0882	0.0504025	414.491	0.578897	16.3778	0.0228741	50.8	0.0709497	3.09336	0.00432034	0	0	57287	6897	25089	25109	24740	47553	469573
886	204.728	0.23107	73.1236	0.0825323	70.2207	0.0792559	223.3	0.252032	11.3229	0.0127798	7.67552	0.00866312	0	11115	32193	32213	32312	1603048	41311
654	88.0191	0.134586	308.741	0.472081	0	0	218.7	0.334404	2.64832	0.00404942	36.4587	0.0557473	1115	2656	1201996	3396	504758	6112369	808218
1397	570.04	0.408046	732.866	0.5246	122.612	0.0877682	4835.3	3.4612	19.0928	0.013667	24.6576	0.0176504	4694	2717	8209	2070	2033	46497	66534
842	0	0	0	0	0	0	0	0	0	0	0	0	2646	110	867	867	33730	84181	43364
702	211.476	0.301248	243.723	0.347183	0	0	213.7	0.304416	13.0009	0.0185198	21.8752	0.0311613	5336	1256	3160	1645	585229	842852	497234
614	15.8435	0.0258038	0	0	89.9678	0.146527	611.1	0.995277	14.2411	0.023194	9.97818	0.0162511	1278	4342	10395	8517	86943	208638	114873
622	0	0	0	0	0	0	0	0	0	0	0	0	10386	3081	45341	3150	44796	49348	118494
1413	126.367	0.0894316	118.892	0.0841418	0	0	0	0	12.8185	0.00907182	21.1077	0.0149382	2121	300	165663	1492	873939	2269262	971032
513	211.476	0.412234	0	0	110.951	0.216279	77.3	0.150682	3.85941	0.00752321	2.63846	0.0051432	0	1146	526858	76170	959691	2314034	2335178
385	0	0	118.892	0.308811	0	0	201.3	0.522857	1.29133	0.00335411	14.3916	0.0373808	11774	1124	46339	1230	44551	28607	171115
582	105.738	0.18168	0	0	0	0	0	0	2.04278	0.00350993	6.71608	0.0115397	1682	931	809	0	0	63940	4294
395	1407.7	3.5638	110.966	0.280927	0	0	603.3	1.52734	17.3199	0.0438478	14.3916	0.0364345	0	582	202167	110009	1179924	2332138	1137287
605	15.605	0.0257935	220.265	0.364074	41.3748	0.068388	76.3	0.126116	3.24657	0.00536624	4.17356	0.00689845	0	2820	104987	7276	488902	1634557	887445
727	0	0	0	0	0	0	0	0	0	0	0	0	5473	3979	236619	126269	318151	535012	334231
551	0	0	0	0	0	0	0	0	0	0	0	0	171575	131353	814351	24351	814124	2109814	1084818
788	424.96	0.539289	310.582	0.39414	120.392	0.152782	0	0	6.50773	0.00825854	8.82685	0.0112016	8159	2657	183752	17481	171428	171704	1571152
1586	0	0	0	0	0	0	53.3	0.144837	2.37109	0.00149501	6.95594	0.00438584	174217	128377	1148857	128518	910090	1546885	1107663
1082	80.0112	0.0739475	91.7948	0.084838	62.1104	0.0574034	177.6	0.242292	8.587	0.00793623	0	0	3504423	15597	388322	388342	386294	1903311	370094
628	0	0	0	0	0	0	0	0	0	0	0	0	717910	1114698	325106	322580	612114	7629370	7657155
1829	586.205	0.320506	584.378	0.319507	578.883	0.316502	4467.6	2.44265	51.9378	0.0283968	62.8434	0.0343594	73675	155655	8744	8769	310420	597225	612549
539	0	0	237.796	0.44118	0	0	0	0	0	0	0	0	5095	5541	56557	26765	150232	23896	518799
530	0	0	0	0	0	0	41.2	0.0777359	5.07778	0.00958072	30.0305	0.0566613	2798	3233	30644	6252	27264	5726	11476
843	95.8989	0.113759	118.892	0.141035	0	0	246.4	0.292289	10.462	0.0124104	22.6428	0.0268598	14924	3421	204865	83225	548308	1874036	555316
554	0	0	64.2213	0.115923	0	0	668.5	1.20668	6.85793	0.0123789	0	0	17539	17631	34834	29455	67297	898543	471572
349	0	0	0	0	0	0	0	0	0	0	0	0	35545	6646	60076	27676	145571	55914	152708
955	62.657	0.0656094	96.2725	0.100809	13.3919	0.0140229	300.8	0.556007	1.13812	0.00119175	23.4583	0.0245637	3545	6974	287387	8332	484564	1283997	801001
720	482.266	0.669814	46.5617	0.0646691	85.9317	0.11935	446.9	0.620694	10.5058	0.0145913	13.9119	0.0193221	3730	12376	24348	15807	88158	1803964	138227
910	0	0	74.2233	0.0815641	0	0	403.8	0.472834	8.06901	0.00886704	6.71608	0.00738031	0	3957	3975	3995	24210	832621	363041
411	0	0	0	0	0	0	0	0	0	0	0	0	1899	2849	248941	19753	248053	8577	223668
