"Size" "Sum_H3K36me3" "Mean_H3K36me3" "Sum_H3K27me3" "Mean_H3K27me3" "Sum_H3K4me3" "Mean_H3K4me3" "Sum_CTCF" "Mean_CTCF" "Sum_DNaseIHSS1" "Mean_DNaseIHSS1" "Sum_DNaseIHSS2" "Mean_DNaseIHSS2" "DistanceToOrigin" "DistanceToCTCF" "DistanceToDNaseIHSS1" "DistanceToDNaseIHSS2" "DistanceToH3K4me3" "DistanceToH3K27me3" "DistanceToH3K36me3"
"840" "776" "465.174" "0.599451" "277.384" "0.357454" "0" "0" "366.9" "0.472809" "16.1964" "0.0208716" "37.4661" "0.0482811" "6622" "773" "1473802" "81321" "2540254" "2940002" "2895954"
"2092" "682" "163.868" "0.240276" "0" "0" "0" "0" "264.4" "0.387683" "6.28157" "0.00921051" "19.2847" "0.0282768" "6620" "3645" "49924" "12238" "93548" "34871" "136686"
"3079" "395" "0" "0" "0" "0" "4.59108" "0.011623" "0" "0" "2.56807" "0.00650145" "18.1814" "0.0460289" "0" "4366" "41213" "24624" "41308" "1564" "65652"
"526" "1418" "211.476" "0.149137" "0" "0" "0" "0" "0" "0" "21.2231" "0.0149669" "27.9677" "0.0197233" "4524" "3820" "23813" "2543" "71447" "455691" "26408"
"567" "376" "469.84" "1.24957" "464.388" "1.23507" "136.51" "0.363057" "634.1" "1.68644" "10.6298" "0.0282707" "13.672" "0.0363618" "0" "527" "784110" "16232" "1341085" "933581" "1373519"
"1310" "586" "0" "0" "31.422" "0.0536212" "19.3952" "0.0330976" "34.1" "0.0618875" "4.90268" "0.00836635" "6.71608" "0.0114609" "27471" "9611" "124647" "2228" "505493" "225189" "520856"
"221" "970" "0" "0" "0" "0" "0" "0" "169.1" "0.17433" "3.76456" "0.00388099" "7.67552" "0.00791291" "2196" "15946" "161223" "9221" "1576744" "3113284" "1907742"
"1992" "576" "0" "0" "0" "0" "0" "0" "0" "0" "0.860889" "0.0014946" "15.1592" "0.026318" "19869" "3211" "40246" "18200" "39676" "149934" "42905"
"4083" "849" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "93145" "114745" "114745" "33942" "524556" "111936"
"944" "676" "29.5243" "0.0436751" "153.002" "0.226334" "0" "0" "228.7" "0.426679" "2.30543" "0.0034104" "25.761" "0.038108" "1728" "1616" "2561" "1561" "0" "38632" "2191"
"1705" "323" "0" "0" "0" "0" "0" "0" "161.8" "0.500929" "0" "0" "13.4322" "0.0415857" "7283" "543" "16307" "1805" "16755" "195303" "125"
"3318" "350" "74.1001" "0.211715" "90.1279" "0.257508" "0" "0" "892.7" "2.55057" "0" "0" "0" "0" "204719" "29637" "255943" "100930" "110966" "51699" "1608029"
"1936" "538" "0" "0" "244.021" "0.45357" "0" "0" "3472.7" "6.45483" "7.78448" "0.0144693" "14.3916" "0.0267502" "10344" "8883" "119700" "25377" "118236" "64702" "93240"
"982" "676" "61.2751" "0.0906437" "160.436" "0.237331" "45.254" "0.0669438" "188.6" "0.278994" "12.4902" "0.0184766" "18.805" "0.0278181" "43060" "9777" "9357" "9417" "8991" "8483" "18318"
"1921" "801" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "156189" "600660" "131140" "599446" "930347" "608196"
"4122" "638" "183.892" "0.288232" "118.892" "0.186352" "0" "0" "244.5" "0.383229" "12.6945" "0.0198973" "26.3846" "0.0413552" "62907" "0" "92733" "3601" "91738" "294675" "135235"
"632" "1071" "86.2253" "0.0805091" "286.781" "0.26777" "0" "0" "89.4" "0.0834734" "10.3963" "0.00970711" "26.6245" "0.0248594" "14349" "5025" "70812" "31967" "70342" "1892459" "142378"
"2007" "447" "105.738" "0.23655" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1329" "5635" "89951" "45731" "396533" "91132" "885720"
"1809" "573" "29.197" "0.0509546" "198.818" "0.346977" "51.4657" "0.089818" "406.8" "0.709948" "6.80685" "0.0118793" "1.82294" "0.00318139" "3161" "78680" "5630704" "59111" "198837" "22416665" "5977184"
"3763" "951" "160.905" "0.169196" "0" "0" "0" "0" "200.9" "0.211251" "5.18721" "0.00545448" "1.00741" "0.00105932" "0" "9114" "262218" "16558" "1467587" "1879328" "1640990"
"343" "797" "61.1634" "0.076742" "20.1972" "0.0253415" "104.951" "0.131683" "392.8" "0.492848" "6.57339" "0.00824767" "5.03706" "0.00632003" "16152" "11531" "119825" "54630" "119004" "557441" "114033"
"794" "885" "0" "0" "0" "0" "0" "0" "0" "0" "5.39879" "0.00610033" "0" "0" "0" "2662" "531603" "2715" "579494" "4173239" "2526267"
"2406" "713" "0" "0" "271.763" "0.381154" "0" "0" "385.3" "0.540393" "5.59577" "0.00784821" "10.5059" "0.0147347" "14924" "5087" "80287" "62862" "938390" "1064751" "1800467"
"1112" "633" "174.565" "0.275774" "24.2711" "0.038343" "0" "0" "0" "0" "2.65562" "0.0041953" "14.0558" "0.022205" "8824" "29406" "593568" "157286" "1764464" "2401259" "1962037"
"85" "791" "304.342" "0.384756" "73.7619" "0.0932514" "72.724" "0.0919393" "707.2" "0.894058" "9.77619" "0.0123593" "7.67552" "0.00970357" "10009" "3262" "32351" "2814" "32093" "147570" "186186"
"4002" "922" "1192.26" "1.29313" "27.7416" "0.0300885" "0" "0" "0" "0" "8.94448" "0.00970118" "24.2738" "0.0263274" "86855" "2103" "26285" "24435" "23759" "109527" "964"
"769" "417" "119.935" "0.287614" "54.9833" "0.131854" "0" "0" "0" "0" "5.78546" "0.013874" "14.3916" "0.0345123" "9384" "7345" "40361" "5016" "166142" "989309" "1465583"
"728" "853" "350.4" "0.410785" "334.943" "0.392665" "164.257" "0.192564" "238.1" "0.279132" "4.75677" "0.00557652" "7.67552" "0.00899827" "0" "9961" "9572" "9552" "9359" "432349" "12058"
"273" "509" "168.943" "0.331912" "304.684" "0.598594" "90.5481" "0.177894" "361.7" "0.710609" "1.76555" "0.00346867" "0" "0" "0" "3503" "342763" "14545" "341973" "7809" "668921"
"2071" "775" "105.738" "0.136436" "272.274" "0.351321" "0" "0" "31.8" "0.0410323" "5.33312" "0.00688145" "23.938" "0.0308878" "16634" "2812" "137319" "9562" "370198" "978401" "608852"
"4135" "829" "0" "0" "0" "0" "0" "0" "86.2" "0.103981" "7.87202" "0.00949581" "6.71608" "0.00810142" "30987" "4691" "579312" "12712" "576543" "981698" "1384271"
"2422" "2312" "58.8177" "0.0254402" "275.07" "0.118975" "241.271" "0.104356" "2560.2" "1.10735" "31.8091" "0.0137583" "80.0173" "0.0346096" "323" "0" "266279" "48170" "265693" "3569306" "280449"
"1435" "678" "0" "0" "80.2524" "0.118366" "0" "0" "37.4" "0.0551622" "10.068" "0.0148496" "0" "0" "5912" "1887" "339084" "17304" "96307" "869232" "963969"
"93" "330" "0" "0" "110.971" "0.336276" "167.56" "0.507758" "0" "0" "4.94646" "0.0149893" "5.27692" "0.0159907" "13428" "15965" "187519" "51767" "1044466" "1542397" "1020049"
"4026" "1087" "87.8547" "0.0808231" "0" "0" "0" "0" "11.9" "0.0109476" "13.5772" "0.0124906" "29.215" "0.0268767" "3949" "472" "9052" "9062" "696771" "415542" "662795"
"1220" "1066" "105.738" "0.0991913" "0" "0" "73.4573" "0.0689093" "0" "0" "5.62495" "0.00527669" "14.6315" "0.0137256" "8756" "5518" "103698" "63353" "103431" "188177" "166923"
"1674" "714" "101.424" "0.14205" "42.1016" "0.0589659" "0" "0" "123.1" "0.172409" "5.11426" "0.00716283" "14.3916" "0.0201563" "6714" "2509" "213588" "38586" "156616" "818334" "319333"
"2573" "576" "0" "0" "118.892" "0.20641" "107.007" "0.185776" "0" "0" "3.61865" "0.00628238" "14.1997" "0.0246523" "9647" "570" "258458" "132798" "289846" "631151" "767085"
"422" "1164" "60.3475" "0.0518449" "149.468" "0.128409" "0" "0" "449.8" "0.386426" "21.566" "0.0185275" "22.0671" "0.018958" "0" "2233" "161421" "50240" "159190" "1140930" "853185"
"3057" "1233" "199.297" "0.161636" "0" "0" "260.37" "0.211168" "42.4" "0.0343877" "7.0695" "0.00573357" "13.4322" "0.0108939" "10834" "5930" "870283" "45971" "1264215" "2152231" "1150676"
"2233" "581" "60.1987" "0.103612" "487.445" "0.838976" "103.898" "0.178826" "409.9" "0.705508" "0.196983" "0.000339041" "4.50937" "0.0077614" "9762" "2664" "49007" "32547" "106152" "33202" "29445"
"2589" "1632" "704.265" "0.431535" "237.787" "0.145703" "0" "0" "21" "0.013935" "9.36034" "0.0057355" "30.6541" "0.0187832" "8281" "338" "8886" "1498" "9010" "784326" "43741"
"630" "500" "0" "0" "0" "0" "29.842" "0.059684" "39.9" "0.0798" "2.93286" "0.00586571" "0" "0" "358" "0" "0" "41" "0" "605059" "115"
"461" "2372" "290.733" "0.122569" "199.101" "0.0839382" "110.951" "0.0467753" "3507.7" "1.51521" "36.6242" "0.0154402" "84.1429" "0.0354734" "0" "1051" "842383" "23502" "1375570" "2346006" "1500530"
"2464" "853" "105.738" "0.12396" "131.476" "0.154134" "174.449" "0.204512" "138.8" "0.16272" "3.23198" "0.00378896" "21.7313" "0.0254763" "5950" "7647" "330012" "45208" "1950051" "2214398" "1947088"
"170" "1131" "221.41" "0.195764" "56.4482" "0.04991" "215.713" "0.190727" "2039.1" "2.89234" "25.9142" "0.0229127" "59.0536" "0.0522136" "11639" "32785" "209245" "65449" "209018" "1504708" "479712"
"658" "337" "0" "0" "0" "0" "0" "0" "38.9" "0.11543" "1.72907" "0.00513078" "0.95944" "0.002847" "35664" "1337" "27991" "8491" "21574" "2339064" "210812"
"837" "752" "101.706" "0.135247" "113.529" "0.150969" "0" "0" "439.1" "0.58391" "3.74267" "0.00497696" "36.4587" "0.0484824" "741" "11872" "17124" "11969" "861247" "4618919" "4574871"
"1614" "636" "165.937" "0.260907" "62.8512" "0.0988226" "0" "0" "0" "0" "6.5661" "0.010324" "28.9271" "0.0454829" "52107" "43057" "757995" "56312" "976565" "976235" "1701453"
"3587" "2132" "208.137" "0.0976253" "434.453" "0.203777" "137.502" "0.0644946" "7914.3" "5.25867" "32.8597" "0.0154126" "118.779" "0.0557123" "16934" "1220" "645997" "237668" "745096" "6227191" "1073714"
"3256" "558" "287.549" "0.51532" "702.902" "1.25968" "107.691" "0.192995" "172.2" "0.308602" "8.30246" "0.014879" "7.33972" "0.0131536" "6013" "197" "52022" "51962" "57447" "289068" "2366"
"3525" "467" "0" "0" "0" "0" "0" "0" "167.9" "0.359529" "0" "0" "0" "0" "1370" "13491" "780416" "202022" "827391" "1200541" "953033"
"2694" "749" "142.438" "0.190171" "577.162" "0.770577" "152.604" "0.203744" "405.7" "0.541656" "9.90752" "0.0132277" "21.9712" "0.029334" "0" "10620" "189047" "13943" "188486" "189927" "892922"
"317" "469" "0" "0" "32.1739" "0.0686012" "80.9155" "0.172528" "0" "0" "0.992209" "0.00211558" "6.71608" "0.01432" "0" "29372" "222825" "86400" "220313" "934544" "205058"
"1692" "680" "629.372" "0.925547" "204.098" "0.300144" "0" "0" "459.8" "0.676176" "6.01163" "0.00884063" "0" "0" "1243" "4296" "10272" "3936" "308190" "30190" "525857"
"3603" "535" "197.386" "0.368946" "427.512" "0.799087" "86.2017" "0.161125" "16.5" "0.0308411" "2.97663" "0.0055638" "6.71608" "0.0125534" "0" "1276" "91933" "57257" "91033" "764327" "170225"
"360" "573" "702.936" "1.22677" "237.808" "0.415022" "0" "0" "219.3" "0.382723" "17.247" "0.0300994" "56.3671" "0.0983719" "24718" "321" "121254" "426" "120581" "13462" "341429"
"1259" "889" "180.719" "0.203284" "459.962" "0.517393" "2496.72" "2.80846" "584.8" "0.720197" "18.5456" "0.0208612" "48.4038" "0.0544474" "10523" "8545" "139844" "24917" "138638" "157532" "158546"
"1861" "565" "52.4092" "0.0927597" "27.7105" "0.0490451" "0" "0" "70.8" "0.12531" "2.23247" "0.00395127" "6.71608" "0.0118869" "925534" "811" "4268702" "12942" "1162154" "21054663" "4615182"
"2802" "437" "109.267" "0.250039" "75.6698" "0.173157" "0" "0" "392.1" "0.897254" "8.4192" "0.0192659" "5.80461" "0.0132829" "1888" "2735" "101063" "22022" "415752" "80036" "406860"
"3898" "631" "209.624" "0.33221" "12.88" "0.0204121" "0" "0" "0" "0" "7.83554" "0.0124177" "12.8085" "0.0202988" "16693" "19406" "83567" "43514" "82337" "64886" "159623"
"1538" "230" "0" "0" "0" "0" "66.0286" "0.287081" "0" "0" "0.496106" "0.00215698" "0" "0" "22329" "19310" "165778" "14730" "18973" "110967" "2600703"
"2630" "863" "422.953" "0.490096" "0" "0" "110.951" "0.128564" "98.5" "0.132215" "6.7266" "0.00779444" "16.4544" "0.0190665" "45951" "146" "27397" "27377" "37445" "129687" "48773"
"3925" "1096" "0" "0" "656.28" "0.598796" "110.951" "0.101233" "187.6" "0.171168" "21.6827" "0.0197835" "23.0266" "0.0210096" "10324" "20219" "20274" "49909" "96286" "15833" "113729"
"621" "438" "49.9623" "0.114069" "95.1878" "0.217324" "0" "0" "118.4" "0.27032" "0" "0" "6.71608" "0.0153335" "9701" "10749" "42521" "42584" "187316" "2592123" "111048"
"2210" "396" "105.738" "0.267015" "0" "0" "0" "0" "0" "0" "7.82095" "0.0197499" "6.90797" "0.0174444" "9330" "4523" "1020986" "30660" "225074" "4340044" "4662883"
"256" "622" "8.58156" "0.0137967" "0" "0" "0" "0" "6.9" "0.0149675" "0" "0" "5.56475" "0.00894655" "712" "7933" "164413" "59164" "246193" "87091" "596256"
"2098" "698" "52.5289" "0.0752564" "217.893" "0.312168" "55.8581" "0.080026" "0" "0" "11.4761" "0.0164414" "7.72349" "0.0110652" "10425" "0" "56986" "1982" "57171" "100924" "231266"
"2214" "538" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9055" "169912" "23915" "1222234" "4860043" "3665192"
"4006" "686" "302.269" "0.440625" "112.434" "0.163898" "0" "0" "859" "1.25219" "7.28107" "0.0106138" "23.5063" "0.0342657" "31904" "1012" "11321" "11321" "8451" "517428" "6167"
"890" "1105" "186.07" "0.168389" "76.7164" "0.0694266" "91.5463" "0.0828474" "510.1" "0.461629" "12.0816" "0.0109336" "28.7832" "0.0260482" "0" "2059" "20159" "1877" "79394" "80533" "688750"
"2378" "1077" "157.202" "0.145963" "199.519" "0.185255" "5.31033" "0.00493067" "294.8" "0.315294" "7.54372" "0.00700438" "6.71608" "0.00623591" "525" "580" "299936" "17065" "567554" "315609" "388307"
"2268" "529" "0" "0" "0" "0" "0" "0" "0" "0" "2.84531" "0.00537866" "0" "0" "15400" "8842" "182427" "21501" "2268838" "2243487" "2399659"
"1230" "519" "186.789" "0.359901" "380.166" "0.732497" "0" "0" "146.2" "0.281696" "11.2353" "0.021648" "49.2672" "0.0949273" "0" "9298" "12743" "3027" "11711" "7451" "16956"
"3203" "686" "211.477" "0.308275" "61.4277" "0.0895448" "0" "0" "0" "0" "40.5639" "0.0591311" "31.2298" "0.0455245" "17144" "4733" "42917" "42917" "42496" "1735331" "479966"
"2715" "858" "0" "0" "9.8172" "0.011442" "0" "0" "227.1" "0.264685" "3.53839" "0.004124" "12.7606" "0.0148724" "7197" "0" "33020" "20721" "32078" "602875" "5848"
"132" "1149" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "82619" "42397" "902709" "50193" "902482" "2198172" "1173176"
"225" "541" "97.7937" "0.180765" "0" "0" "91.0607" "0.168319" "201.2" "0.371904" "1.91146" "0.0035332" "0" "0" "29367" "3204" "3723" "3626" "2062649" "2149548" "2511912"
"1546" "592" "107.43" "0.181469" "168.156" "0.284047" "14.7773" "0.0249616" "78.3" "0.132264" "17.3272" "0.0292689" "7.91538" "0.0133706" "345571" "25071" "125530" "12905" "302543" "157025" "2923945"
"4096" "678" "0" "0" "237.806" "0.350746" "0" "0" "0" "0" "3.356" "0.00494986" "0" "0" "7054" "6476" "100658" "39318" "206869" "318006" "269869"
"1725" "336" "268.358" "0.798685" "36.0379" "0.107256" "0" "0" "73.1" "0.21756" "0.948437" "0.00282273" "2.49454" "0.00742424" "35019" "6409" "44759" "44611" "235481" "879450" "283573"
"1580" "372" "66.2011" "0.17796" "83.7072" "0.225019" "0" "0" "69.8" "0.187634" "2.80883" "0.00755061" "23.0266" "0.0618994" "0" "7139" "179274" "10852" "608554" "999658" "613612"
"2726" "831" "327.725" "0.394374" "118.892" "0.143071" "72.4206" "0.0871487" "236.1" "0.284116" "5.29665" "0.00637383" "28.7832" "0.0346368" "14425" "5338" "4993" "60210" "103230" "87426" "175820"
"2457" "769" "359.51" "0.467503" "299.233" "0.38912" "23.7206" "0.030846" "261.4" "0.339922" "8.44109" "0.0109767" "5.9965" "0.00779779" "5" "9918" "1073469" "18422" "1004640" "5241231" "1077914"
"2130" "733" "82.601" "0.112689" "263.668" "0.359711" "141.342" "0.192826" "702.4" "0.958254" "4.32633" "0.00590222" "0" "0" "0" "7645" "30837" "3257" "40139" "392530" "49136"
"3314" "665" "0" "0" "0" "0" "0" "0" "113.4" "0.474477" "1.16731" "0.00175535" "0" "0" "59981" "53565" "18063" "7364" "17941" "349215" "1905545"
"436" "571" "373.061" "0.653347" "60.9196" "0.106689" "62.8579" "0.110084" "201.9" "0.35359" "10.4839" "0.0183606" "7.67552" "0.0134422" "0" "8411" "102885" "4543" "812222" "555012" "817421"
"468" "440" "50.8209" "0.115502" "47.2789" "0.107452" "69.6461" "0.158287" "3058.5" "6.95114" "138.158" "0.313996" "91.1468" "0.207152" "1624" "1828" "47298" "4359" "70934" "7378" "819627"
"1772" "857" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7002" "1074" "1094" "58790" "44157" "148144"
"3615" "802" "180.346" "0.22487" "0" "0" "102.732" "0.128095" "68.7" "0.0856608" "7.60208" "0.0094789" "3.45398" "0.00430671" "23547" "5249" "729299" "139503" "629669" "8516855" "1612134"
"1985" "591" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11576" "599" "86481" "28351" "85787" "285641" "101270"
"2748" "1078" "103.642" "0.0961431" "78.685" "0.0729917" "115.822" "0.107442" "23.1" "0.0214286" "12.6726" "0.0117556" "19.1408" "0.0177559" "1180" "1464" "676479" "97469" "384238" "104757" "619399"
"2571" "1222" "88.8986" "0.0727485" "0" "0" "0" "0" "206.6" "0.246246" "5.85112" "0.00478815" "0" "0" "12709" "2600" "49452" "49432" "107496" "1272846" "406047"
"2523" "1082" "0" "0" "0" "0" "0" "0" "0" "0" "3.21009" "0.00296681" "6.71608" "0.0062071" "0" "632" "33903" "6427" "30760" "556716" "9194"
"4076" "345" "89.2417" "0.258672" "0" "0" "0" "0" "0" "0" "3.18091" "0.00922003" "0" "0" "3322" "3065" "58069" "9878" "13949" "26604" "1005740"
"3464" "1022" "211.477" "0.206924" "118.892" "0.116333" "0" "0" "0" "0" "4.77137" "0.00466865" "27.9197" "0.0273187" "1772876" "1539" "1907354" "1773109" "387363" "744871" "520777"
"3213" "461" "135.281" "0.293452" "224.944" "0.487948" "165.949" "0.359977" "267.3" "0.579826" "4.41387" "0.00957456" "0" "0" "9074" "9417" "568023" "29338" "1454616" "292904" "2913081"
"2854" "778" "559.536" "0.719197" "354.072" "0.455106" "68.7361" "0.0883497" "691.7" "0.889075" "15.6419" "0.0201053" "7.67552" "0.00986571" "5152" "2718" "56681" "55421" "56142" "152814" "976"
"2705" "585" "0" "0" "0" "0" "0" "0" "306.7" "0.772544" "2.196" "0.00375384" "0" "0" "13520" "138" "1263811" "46650" "127905" "137259" "1336965"
"1691" "580" "77.2053" "0.133113" "286.783" "0.494454" "0" "0" "69.5" "0.119828" "10.0388" "0.0173083" "21.1077" "0.0363926" "5865" "23928" "148148" "29087" "337326" "143643" "410992"
"92" "691" "0" "0" "7.92616" "0.0114706" "255.218" "0.369346" "382.9" "0.554124" "4.27526" "0.00618707" "6.04447" "0.00874743" "0" "25502" "203525" "45773" "1028099" "1526030" "1003682"
"1106" "1075" "286.221" "0.266252" "237.806" "0.221214" "86.9085" "0.0808451" "1116.8" "1.03888" "17.4294" "0.0162133" "79.0579" "0.0735422" "148124" "157755" "1178235" "157896" "939468" "1576263" "1137041"
"3294" "943" "0" "0" "0" "0" "70.3966" "0.0746517" "146.4" "0.303734" "1.29863" "0.00137713" "7.67552" "0.00813947" "56694" "8103" "1101737" "8088" "1120485" "5810372" "5838157"
"1329" "991" "942.651" "0.951212" "141.58" "0.142866" "79.1597" "0.0798786" "420.6" "0.42442" "17.7503" "0.0179116" "30.2703" "0.0305452" "5396" "6612" "14064" "49353" "986894" "2688673" "1285332"
"6" "540" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "369794" "248087" "373901" "103834" "373105" "481402" "540379"
"1457" "2507" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3913" "15451" "45485" "45465" "216818" "25629" "479497"
"3644" "728" "458.783" "0.630196" "76.0548" "0.104471" "144.486" "0.19847" "79" "0.108516" "20.3038" "0.0278899" "36.4587" "0.0500807" "2791" "143" "16865" "14214" "13643" "787998" "40246"
"3702" "502" "30.3422" "0.0604426" "0" "0" "0" "0" "121.7" "0.24243" "2.05738" "0.00409836" "0" "0" "4395" "6859" "22854" "47897" "235713" "5585680" "6259780"
"2890" "724" "58.6106" "0.0809539" "11.4045" "0.0157521" "74.4224" "0.102793" "1753.1" "2.42141" "24.1997" "0.0334251" "29.2629" "0.0404184" "57186" "606422" "2234939" "1324010" "2234494" "3196571" "2645610"
"2520" "826" "97.7937" "0.118394" "10.8856" "0.0131787" "87.0496" "0.105387" "237.7" "0.287772" "8.64536" "0.0104665" "29.7906" "0.0360661" "1802" "4363" "37495" "23151" "67718" "778975" "2485"
"806" "532" "0" "0" "0" "0" "0" "0" "0" "0" "5.01941" "0.00943498" "13.3362" "0.0250681" "0" "17661" "319870" "28890" "979606" "3036673" "2445920"
"832" "786" "4.401" "0.00559924" "101.055" "0.128569" "0" "0" "14.7" "0.0209402" "4.27526" "0.00543926" "14.3916" "0.0183099" "0" "739" "121432" "91200" "4856" "5475468" "5431420"
"1026" "607" "0" "0" "0" "0" "0" "0" "41.7" "0.0738053" "4.97564" "0.0081971" "0" "0" "0" "6686" "12905" "12945" "144996" "89268" "626068"
"1325" "755" "136.08" "0.180239" "207.534" "0.274879" "0" "0" "0" "0" "6.85792" "0.00908333" "0" "0" "40421" "5730" "14022" "14004" "329873" "3362956" "1493284"
"2874" "687" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15434" "7956" "579412" "264076" "1834634" "6338224" "1837426"
"3179" "1235" "54.3356" "0.0439964" "237.535" "0.192336" "0" "0" "165.6" "0.144125" "14.5184" "0.0117558" "20.1483" "0.0163144" "3269" "3795" "3140" "3500" "2342" "1427024" "30649"
"2114" "435" "0" "0" "118.892" "0.273316" "0" "0" "7.7" "0.0177011" "41.0454" "0.0943573" "58.238" "0.133881" "12519" "3275" "24127" "17487" "473718" "1431655" "607630"
"3764" "465" "0" "0" "80.2524" "0.172586" "0" "0" "0" "0" "7.87202" "0.0169291" "7.96335" "0.0171255" "13564" "1167" "553093" "97393" "1177198" "1588939" "1350601"
"1578" "694" "87.0328" "0.125407" "73.317" "0.105644" "120.117" "0.173079" "0" "0" "2.34191" "0.00337451" "0" "0" "14797" "3730" "705359" "29265" "1498206" "1889310" "1503264"
"3661" "607" "0" "0" "0" "0" "85.7002" "0.141186" "203.3" "0.334926" "2.1887" "0.00360576" "15.1112" "0.0248949" "2494" "11135" "120778" "119958" "161247" "2711873" "2334528"
"3855" "560" "211.476" "0.377635" "0" "0" "221.902" "0.396254" "729.1" "1.30196" "4.29714" "0.00767347" "0.527692" "0.000942307" "8502" "4411" "955820" "20552" "1402790" "2039585" "1600363"
"2725" "2135" "422.952" "0.198104" "560.759" "0.262651" "110.951" "0.0519677" "2518" "1.20191" "19.9609" "0.00934939" "73.781" "0.0345578" "0" "360" "45303" "45323" "445643" "443227" "487401"
